logfeh,logdust,logNpix,logage,dmod,logl
-1.1167e+00,-1.6239e+00,2.2618e+00,9.5566e+00,3.0057e+01,-3.9629e+03
-1.1215e+00,-1.5602e+00,2.3074e+00,9.5090e+00,3.0351e+01,-3.9006e+03
-1.1281e+00,-1.7285e+00,2.3327e+00,9.5782e+00,3.0133e+01,-3.9812e+03
-1.2176e+00,-1.8815e+00,2.4728e+00,9.5896e+00,3.0654e+01,-3.9303e+03
-1.2027e+00,-1.7977e+00,2.6155e+00,9.5475e+00,3.1030e+01,-3.8247e+03
-1.1886e+00,-1.7826e+00,2.6255e+00,9.5408e+00,3.1005e+01,-3.9339e+03
-1.2084e+00,-1.8387e+00,2.4859e+00,9.5391e+00,3.0704e+01,-3.7514e+03
-1.2042e+00,-1.9053e+00,2.6486e+00,9.5900e+00,3.1029e+01,-3.8820e+03
-1.2456e+00,-1.9288e+00,2.3860e+00,9.5051e+00,3.0438e+01,-3.7361e+03
-1.2409e+00,-1.5717e+00,2.2046e+00,9.5406e+00,3.0002e+01,-3.8790e+03
-1.2220e+00,-1.6964e+00,2.6978e+00,9.5041e+00,3.1235e+01,-3.9226e+03
-1.2484e+00,-1.9463e+00,2.4835e+00,9.5408e+00,3.0585e+01,-3.9969e+03
-1.0748e+00,-1.9292e+00,2.2611e+00,9.5349e+00,3.0084e+01,-3.9047e+03
-1.2260e+00,-1.9362e+00,2.5577e+00,9.5508e+00,3.0866e+01,-3.7571e+03
-1.0654e+00,-1.7063e+00,2.4149e+00,9.5643e+00,3.0458e+01,-3.9175e+03
-1.1922e+00,-1.8659e+00,2.3619e+00,9.5628e+00,3.0354e+01,-3.7644e+03
-1.2095e+00,-1.9098e+00,2.2271e+00,9.5533e+00,3.0013e+01,-3.7260e+03
-1.0961e+00,-1.8552e+00,2.3314e+00,9.5320e+00,3.0262e+01,-3.8559e+03
-1.2497e+00,-1.8953e+00,2.5123e+00,9.6115e+00,3.0675e+01,-3.8314e+03
-1.0826e+00,-1.7721e+00,2.3743e+00,9.5018e+00,3.0389e+01,-3.9417e+03
-1.1419e+00,-1.9480e+00,2.3079e+00,9.5141e+00,3.0192e+01,-3.9840e+03
-1.0775e+00,-1.5682e+00,2.4299e+00,9.5195e+00,3.0639e+01,-3.9047e+03
-1.1793e+00,-1.7404e+00,2.7548e+00,9.5292e+00,3.1356e+01,-3.9934e+03
-1.2453e+00,-1.7343e+00,2.4624e+00,9.5975e+00,3.0466e+01,-3.9572e+03
-1.2021e+00,-1.9476e+00,2.6374e+00,9.5888e+00,3.1008e+01,-3.8531e+03
-1.1699e+00,-1.8064e+00,2.6855e+00,9.5642e+00,3.1212e+01,-3.9266e+03
-1.1465e+00,-1.6220e+00,2.2506e+00,9.5093e+00,3.0053e+01,-3.9552e+03
-1.2043e+00,-1.6303e+00,2.7091e+00,9.5250e+00,3.1276e+01,-3.9132e+03
