logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.8489e-01,-6.5491e-01,1.0891e+00,3.4614e-01,1.5628e+00,4.0420e+00,4.4582e+00,3.0601e+01,-7.0220e+01
1.3613e-01,-7.4078e-01,2.0400e+00,1.4097e+00,3.8208e+00,3.3900e+00,4.8618e+00,3.1387e+01,-5.8354e+01
4.5356e-01,-7.1531e-01,2.0367e+00,2.9260e+00,2.8725e+00,4.8913e+00,4.6753e+00,3.1873e+01,-5.6222e+01
3.7570e-01,-6.3359e-01,3.0788e+00,3.4765e+00,1.7672e+00,2.2856e+00,5.6843e+00,3.3006e+01,-7.0727e+01
5.2490e-02,-6.0521e-01,1.5272e+00,5.6782e-01,4.1139e+00,4.0652e+00,4.1448e+00,3.1095e+01,-6.1131e+01
-3.8178e-01,-5.4779e-01,7.1445e-01,2.7607e+00,3.0888e+00,3.9240e+00,4.4463e+00,3.0596e+01,-5.4607e+01
1.2714e-01,-8.8195e-01,3.0261e+00,1.2163e+00,2.6408e+00,3.8605e+00,6.1358e+00,3.4236e+01,-7.7678e+01
7.7028e-02,-8.1900e-01,1.2371e+00,1.8998e+00,2.3420e+00,3.5109e+00,4.6195e+00,3.0544e+01,-4.5300e+01
-4.6702e-02,-5.9533e-01,2.4203e+00,3.3476e+00,3.5637e+00,3.6528e+00,5.2967e+00,3.2208e+01,-5.9976e+01
3.1153e-01,-7.6482e-01,2.1395e+00,1.3288e+00,2.6362e+00,4.4096e+00,4.8161e+00,3.1363e+01,-5.6218e+01
3.1400e-01,-1.0312e+00,7.1527e-01,9.1670e-01,1.8097e+00,3.6460e+00,4.4885e+00,3.0290e+01,-5.0262e+01
-2.1359e-01,-5.8800e-01,3.9591e-01,1.8591e+00,3.7227e+00,4.2753e+00,4.1427e+00,3.0867e+01,-7.0905e+01
3.6562e-01,-6.5486e-01,2.9770e+00,1.4537e+00,1.1450e+00,5.3492e+00,5.0539e+00,3.2934e+01,-6.6112e+01
-5.7200e-02,-6.9895e-01,3.7875e-01,2.3385e+00,3.5441e+00,3.3262e+00,4.6219e+00,3.0786e+01,-6.4095e+01
3.9745e-01,-8.4224e-01,5.3022e-01,2.0251e+00,3.3718e+00,3.9355e+00,4.4204e+00,3.0527e+01,-5.1282e+01
-6.6945e-01,-6.0941e-01,-2.0477e-01,2.0009e+00,1.3988e+00,2.4005e+00,4.7102e+00,3.0739e+01,-6.8986e+01
-2.1304e-01,-6.0582e-01,1.8400e+00,1.0635e+00,1.3039e+00,4.8148e+00,3.8039e+00,3.1471e+01,-5.9272e+01
2.4648e-01,-9.3063e-01,1.8933e+00,1.0544e+00,3.0873e+00,3.9907e+00,5.0011e+00,3.1569e+01,-6.9176e+01
2.3238e-01,-8.2183e-01,2.8065e+00,2.4067e+00,2.6365e+00,2.7327e+00,5.6242e+00,3.2929e+01,-6.4584e+01
4.0430e-01,-9.8194e-01,1.2899e+00,1.3255e+00,9.1122e-01,3.4610e+00,4.3984e+00,2.9999e+01,-4.8026e+01
-1.4531e-01,-6.4191e-01,3.3664e-01,2.0262e+00,3.6872e+00,2.8415e+00,4.3304e+00,3.0432e+01,-6.3603e+01
1.0984e-01,-6.4742e-01,1.6378e+00,1.4494e+00,3.9153e+00,3.7731e+00,4.3660e+00,3.0819e+01,-5.9735e+01
1.3441e-01,-1.0133e+00,-1.2556e-01,1.5530e+00,1.0837e+00,2.1886e+00,4.6621e+00,3.0569e+01,-7.6663e+01
2.7876e-01,-9.4082e-01,-2.8635e-01,1.5959e+00,1.7981e+00,4.3395e+00,4.7889e+00,3.1292e+01,-7.7563e+01
-2.4629e-02,-5.9785e-01,1.8087e+00,2.8000e-01,4.0621e+00,3.8266e+00,3.9356e+00,3.0881e+01,-7.3261e+01
4.9714e-01,-7.2018e-01,2.3104e+00,9.0327e-01,3.3941e+00,5.0213e+00,3.9017e+00,3.1913e+01,-6.5837e+01
-6.9450e-02,-7.7919e-01,1.9952e+00,2.0738e+00,1.4347e+00,3.0187e+00,5.1546e+00,3.1801e+01,-5.3408e+01
9.7603e-02,-6.9648e-01,1.5230e+00,2.9105e+00,3.7476e+00,4.1630e+00,4.8554e+00,3.1514e+01,-6.1731e+01
2.0463e-01,-7.2601e-01,2.4517e+00,1.6470e+00,1.2443e+00,5.2720e+00,5.1187e+00,3.2862e+01,-7.9293e+01
3.9129e-01,-8.0291e-01,2.3413e+00,2.7302e+00,3.0093e+00,4.5292e+00,5.1361e+00,3.2048e+01,-5.7130e+01
2.9148e-01,-6.3540e-01,1.3235e+00,2.6362e+00,2.6757e+00,4.3944e+00,3.3223e+00,3.0376e+01,-6.5709e+01
1.7820e-03,-6.3414e-01,2.6334e+00,2.7966e+00,2.5666e+00,5.5684e+00,4.8753e+00,3.3380e+01,-7.1962e+01
2.0458e-02,-6.5229e-01,1.1456e+00,2.5779e+00,1.8327e+00,4.4636e+00,4.1617e+00,3.0810e+01,-5.1209e+01
1.8636e-01,-6.9018e-01,3.0300e+00,3.4814e+00,4.6863e+00,3.1248e+00,5.8907e+00,3.3771e+01,-7.0629e+01
2.7250e-01,-7.1920e-01,1.5895e+00,6.7933e-01,1.5927e+00,3.9947e+00,4.1267e+00,2.9936e+01,-5.4855e+01
2.5441e-01,-7.8738e-01,-3.4647e-02,1.2809e+00,1.2682e+00,4.3377e+00,3.6279e+00,3.0271e+01,-6.5242e+01
4.6594e-01,-8.3694e-01,-1.3145e-01,1.5188e+00,3.3853e+00,4.0502e+00,4.3805e+00,3.0546e+01,-7.5073e+01
1.2983e-01,-6.3075e-01,2.3689e+00,1.2508e+00,4.4912e+00,3.4301e+00,5.0474e+00,3.2232e+01,-5.3629e+01
-8.6727e-02,-6.8114e-01,1.9811e+00,2.0087e+00,2.6650e+00,4.7302e+00,4.9512e+00,3.1981e+01,-6.5743e+01
4.0836e-01,-6.9250e-01,2.1139e+00,3.1322e+00,3.5999e+00,4.6474e+00,4.9987e+00,3.1952e+01,-6.6078e+01
2.7502e-01,-9.3675e-01,1.0958e+00,1.0740e+00,1.6822e+00,3.6650e+00,4.3828e+00,3.0114e+01,-7.7002e+01
4.6420e-01,-8.9947e-01,2.4202e+00,3.4161e+00,1.5496e+00,3.5153e+00,5.7420e+00,3.3180e+01,-7.7022e+01
