logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.5305e-01,-8.4549e-01,-5.2449e-01,-1.5124e+00,1.4010e+00,3.2746e+00,2.5696e+00,2.4326e+01,-3.1419e+03
4.7044e-01,-9.7334e-01,-4.4896e-02,2.3109e-01,2.0132e+00,2.8815e+00,3.3588e+00,2.4483e+01,-3.5698e+03
2.2185e-01,-1.1055e+00,-1.8703e-04,-8.4051e-01,-5.9087e-01,2.0394e+00,3.6260e+00,2.4698e+01,-3.3275e+03
-6.3629e-02,-8.3806e-01,-1.5760e+00,1.5951e+00,-1.1091e+00,4.5347e-01,3.8006e+00,2.5180e+01,-3.2793e+03
-9.8576e-02,-9.0004e-01,-2.0584e+00,1.2794e+00,-1.9965e-01,8.5803e-01,3.7747e+00,2.5147e+01,-3.8261e+03
4.3725e-01,-1.4493e+00,-2.5029e+00,-9.0219e-01,4.3449e-01,1.8295e+00,3.6358e+00,2.4733e+01,-3.0769e+03
3.9973e-02,-9.4811e-01,-4.3403e-01,3.5851e-01,-1.3781e-01,2.8138e+00,3.5485e+00,2.4794e+01,-3.5346e+03
-2.0885e-01,-7.9536e-01,-9.4231e-02,1.3447e+00,1.4441e+00,1.4760e+00,3.7289e+00,2.5046e+01,-3.0639e+03
3.3319e-01,-1.2106e+00,-1.1229e-01,9.4980e-03,-4.2506e-01,1.6306e+00,3.5534e+00,2.4489e+01,-3.8082e+03
4.9742e-01,-1.5505e+00,-4.1367e-01,-9.8783e-01,-7.9513e-02,1.2896e+00,3.7037e+00,2.4890e+01,-3.5759e+03
7.1911e-02,-9.2214e-01,1.3760e-02,-4.2868e-01,2.4605e+00,2.0290e+00,3.7774e+00,2.5275e+01,-3.9659e+03
-7.3431e-02,-9.4571e-01,-3.4893e-01,4.1188e-01,-5.5866e-01,1.4309e+00,3.6753e+00,2.4867e+01,-3.2804e+03
4.4418e-01,-1.1915e+00,-1.9231e+00,-5.3919e-02,2.0668e+00,5.3151e-01,3.5746e+00,2.4629e+01,-2.6927e+03
2.5631e-01,-7.6438e-01,-1.0333e+00,4.6393e-01,1.5112e+00,3.4175e+00,1.8219e+00,2.4605e+01,-3.2176e+03
2.5961e-01,-9.1515e-01,-2.0765e+00,-1.0433e+00,1.8128e+00,3.1823e+00,3.3915e+00,2.4824e+01,-3.1746e+03
4.5069e-01,-8.1240e-01,-1.7313e-01,-1.3525e+00,1.4887e+00,3.2857e+00,2.4149e+00,2.4299e+01,-3.5736e+03
1.3051e-01,-6.7574e-01,-1.9078e+00,1.5171e+00,2.3535e+00,3.5999e+00,2.1371e+00,2.5200e+01,-3.4619e+03
4.1323e-01,-1.1076e+00,-2.0098e-01,-5.1467e-01,2.0732e+00,1.9013e+00,3.5462e+00,2.4583e+01,-2.8525e+03
3.8834e-01,-1.0723e+00,2.0199e-01,9.1353e-02,1.7432e+00,2.6080e+00,3.5918e+00,2.4746e+01,-3.8423e+03
4.1047e-01,-7.7116e-01,-7.6525e-01,9.0031e-01,1.9658e+00,3.4028e+00,1.9806e+00,2.4571e+01,-3.1963e+03
1.4926e-01,-7.4118e-01,-7.2257e-01,1.0487e+00,-4.9796e-01,3.3188e+00,2.8428e+00,2.4542e+01,-3.6607e+03
4.7564e-01,-9.9991e-01,9.3638e-02,-1.4258e+00,1.4414e+00,3.0972e+00,3.3450e+00,2.4610e+01,-3.0583e+03
1.0943e-01,-8.3924e-01,-6.0852e-01,-6.8816e-01,9.9024e-01,3.1462e+00,3.2829e+00,2.4613e+01,-3.6609e+03
4.1424e-02,-7.1439e-01,-1.8265e+00,1.3423e+00,1.0670e+00,3.5257e+00,2.7345e+00,2.5023e+01,-3.4131e+03
1.2492e-01,-1.0619e+00,-7.2054e-01,-3.2132e-01,-3.4144e-01,2.6211e+00,3.6762e+00,2.4973e+01,-3.5891e+03
3.6218e-01,-9.9366e-01,-1.6044e+00,-1.1984e-01,1.8955e+00,2.8866e+00,3.4316e+00,2.4603e+01,-2.8027e+03
1.7828e-01,-7.2646e-01,-5.9613e-01,1.2431e+00,-7.4067e-01,3.5340e+00,1.9355e+00,2.4883e+01,-1.7628e+03
3.5476e-02,-1.0372e+00,-1.8419e+00,-1.6437e+00,-6.4031e-01,1.4356e+00,3.6544e+00,2.4790e+01,-3.6767e+03
4.6839e-01,-8.2548e-01,-1.3193e+00,5.8255e-01,-1.7021e-01,3.4807e+00,1.8261e+00,2.4710e+01,-3.6090e+03
