niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6417e+05,-1.6417e+05,-1.9980e-03,-1.6417e+05,1.1750e-01,6.9098e+00,inf,4.1528e-01,-9.8478e-03,-1.4921e+00,5.4927e+00,9.8306e+00,2.9060e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6411e+05,-1.6411e+05,-3.9960e-03,-1.6411e+05,1.1751e-01,6.9118e+00,1.5826e+05,8.1770e-01,-8.9225e-03,-1.5010e+00,5.4460e+00,9.7624e+00,2.9239e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6410e+05,-1.6410e+05,-5.9940e-03,-1.6410e+05,1.1752e-01,6.9130e+00,1.5820e+05,1.2156e+00,8.4996e-03,-1.4994e+00,5.4136e+00,9.8047e+00,2.9013e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6404e+05,-1.6405e+05,-7.9920e-03,-1.6405e+05,1.1755e-01,6.9157e+00,1.5819e+05,1.6049e+00,-9.8130e-03,-1.4920e+00,5.4317e+00,9.8057e+00,2.9170e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6402e+05,-1.6403e+05,-9.9900e-03,-1.6403e+05,1.1757e-01,6.9177e+00,1.5814e+05,1.9946e+00,-1.8079e-03,-1.5099e+00,5.3620e+00,9.8105e+00,2.9013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6398e+05,-1.6399e+05,-1.1988e-02,-1.6399e+05,1.1758e-01,6.9197e+00,1.5812e+05,2.3924e+00,8.3117e-03,-1.5064e+00,5.4463e+00,9.8154e+00,2.9284e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6387e+05,-1.6387e+05,-1.3986e-02,-1.6387e+05,1.1760e-01,6.9217e+00,1.5808e+05,2.7834e+00,2.3443e-04,-1.4931e+00,5.4806e+00,9.8131e+00,2.9571e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6381e+05,-1.6382e+05,-1.5984e-02,-1.6382e+05,1.1762e-01,6.9237e+00,1.5796e+05,3.1825e+00,2.1198e-03,-1.4907e+00,5.4028e+00,9.8430e+00,2.9369e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6376e+05,-1.6377e+05,-1.7982e-02,-1.6377e+05,1.1763e-01,6.9257e+00,1.5791e+05,3.5800e+00,-6.8947e-03,-1.5028e+00,5.3652e+00,9.7630e+00,2.9546e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6374e+05,-1.6375e+05,-1.9980e-02,-1.6375e+05,1.1765e-01,6.9277e+00,1.5786e+05,4.1017e+00,-6.0246e-03,-1.5011e+00,5.2743e+00,9.8171e+00,2.9163e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.6373e+05,-1.6374e+05,-2.1978e-02,-1.6374e+05,1.1765e-01,6.9279e+00,1.5784e+05,4.4909e+00,6.3137e-03,-1.4905e+00,5.2618e+00,9.7599e+00,2.9237e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6372e+05,-1.6373e+05,-2.3976e-02,-1.6373e+05,1.1768e-01,6.9306e+00,1.5783e+05,4.8873e+00,1.3942e-03,-1.4922e+00,5.2544e+00,9.7652e+00,2.9238e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6370e+05,-1.6370e+05,-2.5974e-02,-1.6370e+05,1.1770e-01,6.9337e+00,1.5782e+05,5.2831e+00,6.9213e-03,-1.5063e+00,5.2389e+00,9.7604e+00,2.9254e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6369e+05,-1.6370e+05,-2.7972e-02,-1.6370e+05,1.1718e-01,6.8724e+00,1.5779e+05,5.6764e+00,-8.0375e-03,-1.5012e+00,5.3425e+00,9.7542e+00,2.9622e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6368e+05,-1.6369e+05,-2.9970e-02,-1.6369e+05,1.1773e-01,6.9375e+00,1.5779e+05,6.0699e+00,5.6126e-03,-1.4936e+00,5.3602e+00,9.8110e+00,2.9580e+01
