logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.6532e-01,-6.4711e-01,2.5187e+00,1.0673e+00,3.3529e+00,2.2371e+00,4.2447e+00,3.0587e+01,-3.8865e+02
2.0923e-01,-6.6825e-01,2.6112e+00,2.5550e-01,2.4194e+00,2.5718e+00,4.4796e+00,3.0739e+01,-3.8927e+02
1.8342e-01,-8.4546e-01,2.3771e+00,1.9757e+00,3.1219e+00,3.5845e+00,3.9915e+00,3.0375e+01,-3.6768e+02
2.1351e-01,-5.9789e-01,2.3793e+00,2.2074e+00,1.5271e+00,4.0687e+00,2.6575e+00,3.0232e+01,-3.8142e+02
2.0709e-01,-6.3692e-01,2.5872e+00,9.5695e-01,1.8482e+00,1.8660e+00,4.4591e+00,3.0628e+01,-3.9777e+02
1.9368e-01,-7.4605e-01,2.4961e+00,1.3478e+00,2.8709e+00,4.1144e+00,3.2489e+00,3.0577e+01,-3.8371e+02
1.6558e-01,-7.2085e-01,2.5540e+00,2.0912e+00,1.3830e+00,4.2432e+00,2.6507e+00,3.0767e+01,-3.8776e+02
2.8700e-01,-5.2433e-01,2.1351e+00,2.3876e+00,2.5507e+00,3.7773e+00,2.6213e+00,2.9669e+01,-3.9408e+02
2.6469e-01,-6.4714e-01,2.5614e+00,7.8433e-01,6.6251e-01,2.5401e+00,4.4226e+00,3.0569e+01,-3.9558e+02
1.7478e-01,-8.4697e-01,2.4111e+00,1.9988e+00,2.6670e+00,4.0941e+00,3.1418e+00,3.0507e+01,-3.9512e+02
1.8911e-01,-1.0399e+00,2.3346e+00,2.1866e+00,1.9155e+00,1.9687e+00,4.2649e+00,3.0284e+01,-3.9335e+02
1.8490e-01,-5.7831e-01,2.4202e+00,1.2344e+00,3.2674e+00,3.7171e+00,3.6916e+00,3.0279e+01,-3.8570e+02
2.6609e-01,-7.4930e-01,2.2556e+00,1.3271e+00,3.4816e+00,3.3894e+00,3.4024e+00,3.0077e+01,-3.9508e+02
1.9776e-01,-1.3595e+00,2.2136e+00,2.4881e-01,1.7055e+00,3.9769e+00,2.6481e+00,3.0089e+01,-3.9643e+02
1.4390e-01,-1.0852e+00,2.5376e+00,9.4766e-01,1.8752e+00,1.8348e+00,4.4470e+00,3.0758e+01,-3.9810e+02
1.9429e-01,-1.0065e+00,2.4159e+00,3.7403e-01,2.8874e+00,2.6995e+00,4.2866e+00,3.0454e+01,-3.7461e+02
2.6732e-01,-5.5609e-01,2.5252e+00,1.6491e+00,2.1641e+00,4.1781e+00,3.2054e+00,3.0527e+01,-3.8749e+02
1.7636e-01,-1.5015e+00,2.3584e+00,1.1644e+00,2.8402e+00,3.3658e+00,4.2075e+00,3.0468e+01,-3.9363e+02
2.0736e-01,-5.0794e-01,2.5923e+00,4.7397e-01,3.2453e+00,3.1927e+00,4.3278e+00,3.0626e+01,-3.9185e+02
