logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.9955e-01,-1.9668e+00,-1.5709e+00,1.0123e-01,1.3493e+00,2.5189e+00,3.5339e+00,-9.8547e-01
3.0922e-01,-1.0092e+00,-1.2919e+00,-8.9535e-01,-4.1927e-02,3.4345e+00,2.1469e+00,-5.1437e-01
2.0335e-01,-9.9198e-01,-1.1973e+00,-1.2699e-01,-5.2887e-01,3.3926e+00,1.8077e+00,-2.8762e-01
1.7830e-01,-1.7309e+00,-2.0527e+00,1.7884e-01,1.6571e+00,2.7367e+00,3.3938e+00,-7.6183e-01
-5.8396e-03,-1.6191e+00,-2.6783e+00,-9.9185e-01,9.8598e-01,9.8124e-01,3.5069e+00,-8.4297e-01
3.3232e-01,-1.8856e+00,-2.4754e+00,6.8791e-01,2.1035e+00,2.6710e+00,3.4335e+00,-5.8263e-01
1.4689e-01,-1.2567e+00,-2.5502e+00,-1.0400e+00,2.2502e+00,2.5066e+00,3.3805e+00,-5.6093e-01
3.8740e-01,-1.0973e+00,-2.2102e+00,3.5193e-02,2.5972e+00,2.7755e+00,3.2182e+00,-3.2129e-01
3.7979e-01,-1.3610e+00,-2.3548e+00,5.4211e-01,1.5180e+00,3.2564e+00,2.9118e+00,-4.2922e-01
2.8332e-01,-1.8069e+00,-5.2711e-01,-1.6247e+00,1.8035e+00,2.6519e+00,3.4768e+00,-1.1157e+00
2.5949e-02,-1.5093e+00,-2.0322e+00,-4.9863e-01,1.3039e+00,1.7990e+00,3.4941e+00,-1.1605e+00
1.2353e-01,-1.2262e+00,-1.0050e+00,-3.0748e-01,-7.4206e-01,3.1553e+00,3.1145e+00,-4.9710e-01
3.1143e-01,-1.8226e+00,-2.0314e+00,8.4910e-01,1.4454e+00,2.4423e+00,3.5497e+00,-8.1798e-01
2.7580e-01,-8.1664e-01,-1.8826e+00,-4.4377e-01,2.6831e+00,2.8595e+00,3.2177e+00,-8.0724e-01
3.1173e-01,-1.2264e+00,-1.4997e+00,-2.6920e-01,7.1712e-01,3.2942e+00,3.0691e+00,-6.9816e-01
7.2096e-02,-1.5720e+00,-9.9617e-01,-1.5345e+00,8.0469e-01,2.6213e+00,3.4420e+00,-1.0817e+00
-1.1034e-03,-1.6182e+00,-2.7417e+00,-1.3011e+00,7.5959e-02,1.9507e+00,3.4997e+00,-8.6590e-01
7.9948e-02,-1.5006e+00,-1.3448e+00,-6.1620e-01,1.8280e+00,1.2360e+00,3.5214e+00,-7.2032e-01
1.8621e-01,-1.7526e+00,-8.9353e-01,-1.7602e-01,-1.0213e+00,6.6957e-01,3.5784e+00,-7.8892e-01
-1.0867e-02,-1.5688e+00,-2.2451e+00,-1.2597e+00,5.6000e-01,2.1150e+00,3.4834e+00,-7.9416e-01
1.1636e-01,-1.8716e+00,-2.0696e+00,-1.7046e-01,1.5326e+00,1.8727e+00,3.5233e+00,-8.5668e-01
3.2242e-01,-1.5899e+00,-1.5632e+00,2.5548e-01,2.1665e+00,4.5409e-01,3.5325e+00,-6.8473e-01
3.5307e-01,-1.6631e+00,-2.2742e+00,5.6242e-01,2.2679e+00,2.6788e+00,3.4096e+00,-5.2911e-01
3.2962e-01,-1.5233e+00,-2.0456e+00,2.3917e-01,6.7766e-01,3.3171e+00,2.5726e+00,-1.1253e+00
2.6503e-01,-1.7908e+00,-5.6721e-01,-6.0107e-01,1.5992e+00,2.4288e+00,3.4921e+00,-7.2700e-01
2.8983e-01,-1.3480e+00,-2.7251e+00,-4.9267e-01,-4.1477e-02,3.2849e+00,2.6856e+00,-6.0002e-01
2.6881e-01,-1.9963e+00,-2.4622e+00,-1.4204e+00,4.8569e-01,3.0664e+00,3.1918e+00,-6.4299e-01
1.9428e-01,-1.3731e+00,-2.3357e+00,1.4793e-01,1.9370e+00,1.1262e+00,3.5687e+00,-6.8651e-01
4.3470e-01,-1.2950e+00,-1.6334e+00,9.9441e-01,1.5496e+00,3.2551e+00,3.1631e+00,-4.5233e-01
