niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2094e+05,-1.2095e+05,-1.9980e-03,-1.2095e+05,1.1750e-01,6.9098e+00,inf,3.6426e-01,-9.1919e-01,-1.3225e+00,5.4460e+00,5.8338e-01,2.8478e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.1998e+05,-1.1999e+05,-3.9960e-03,-1.1999e+05,1.1751e-01,6.9118e+00,1.1577e+05,9.0879e-01,-9.8598e-01,-6.4903e-01,5.4317e+00,2.2719e+00,2.8339e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.1992e+05,-1.1993e+05,-5.9940e-03,-1.1993e+05,1.1753e-01,6.9138e+00,1.1481e+05,1.2684e+00,3.8747e-01,-1.2063e+00,5.4136e+00,2.2343e+00,2.8026e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.1838e+05,-1.1838e+05,-7.9920e-03,-1.1838e+05,1.1755e-01,6.9157e+00,1.1475e+05,1.7763e+00,-9.8858e-01,-6.5549e-01,5.4927e+00,3.2434e+00,2.8121e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.1823e+05,-1.1824e+05,-9.9900e-03,-1.1824e+05,1.1757e-01,6.9177e+00,1.1321e+05,2.3002e+00,-7.6710e-01,-1.4585e+00,5.3652e+00,6.0762e-01,2.9091e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.1779e+05,-1.1779e+05,-1.1988e-02,-1.1779e+05,1.1758e-01,6.9197e+00,1.1306e+05,2.8180e+00,-3.8559e-01,-1.9914e+00,5.3620e+00,2.4605e+00,2.8026e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.1753e+05,-1.1754e+05,-1.3986e-02,-1.1754e+05,1.1760e-01,6.9217e+00,1.1262e+05,3.1819e+00,3.7338e-01,-1.7334e+00,5.4463e+00,2.6521e+00,2.8568e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.1621e+05,-1.1622e+05,-1.5984e-02,-1.1622e+05,1.1762e-01,6.9237e+00,1.1236e+05,3.5425e+00,-8.5281e-01,-1.3427e+00,5.3425e+00,2.6222e-01,2.9243e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.1608e+05,-1.1609e+05,-1.7982e-02,-1.1609e+05,1.1763e-01,6.9257e+00,1.1104e+05,3.9000e+00,2.6910e-01,-1.7251e+00,5.2389e+00,5.0424e-01,2.8507e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1518e+05,-1.1518e+05,-1.9980e-02,-1.1518e+05,1.1765e-01,6.9277e+00,1.1091e+05,4.3956e+00,-7.0184e-01,-1.3341e+00,5.2743e+00,2.7186e+00,2.8326e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.1482e+05,-1.1483e+05,-2.1978e-02,-1.1483e+05,1.1767e-01,6.9297e+00,1.1001e+05,4.9019e+00,-2.3242e-01,-7.3458e-01,5.4806e+00,2.5599e+00,2.9142e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.1408e+05,-1.1409e+05,-2.3976e-02,-1.1409e+05,1.1768e-01,6.9317e+00,1.0965e+05,5.2616e+00,-9.7902e-01,-1.0865e+00,5.4657e+00,9.7402e-01,3.0349e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.1407e+05,-1.1408e+05,-2.5974e-02,-1.1408e+05,1.1763e-01,6.9256e+00,1.0891e+05,5.7792e+00,-1.4544e-01,-6.6599e-01,5.2544e+00,6.9430e-01,2.8476e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.1407e+05,-1.1408e+05,-2.7972e-02,-1.1408e+05,1.1014e-01,6.0713e+00,1.0890e+05,6.3050e+00,-7.0985e-01,-8.8993e-01,5.3702e+00,2.1120e+00,2.9720e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.1355e+05,-1.1355e+05,-2.9970e-02,-1.1355e+05,1.1774e-01,6.9377e+00,1.0890e+05,6.8139e+00,2.2353e-01,-5.3953e-01,5.2618e+00,4.8602e-01,2.8474e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.1328e+05,-1.1329e+05,-3.1968e-02,-1.1329e+05,1.1775e-01,6.9397e+00,1.0838e+05,7.3481e+00,-9.8678e-01,-1.0704e+00,5.2371e+00,9.2912e-01,2.9289e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.1326e+05,-1.1327e+05,-3.3966e-02,-1.1327e+05,1.1777e-01,6.9417e+00,1.0811e+05,7.8647e+00,-3.6068e-01,-1.2170e+00,5.3402e+00,2.1078e+00,2.9501e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.1318e+05,-1.1319e+05,-3.5964e-02,-1.1319e+05,1.1779e-01,6.9437e+00,1.0809e+05,8.3772e+00,-8.8577e-01,-1.2176e+00,5.4522e+00,1.7545e+00,3.0543e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.1276e+05,-1.1277e+05,-3.7962e-02,-1.1277e+05,1.1780e-01,6.9457e+00,1.0801e+05,8.7356e+00,-5.5989e-01,-1.9155e+00,5.3036e+00,2.6302e+00,2.9382e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.1264e+05,-1.1265e+05,-3.9960e-02,-1.1265e+05,1.1782e-01,6.9477e+00,1.0759e+05,9.2849e+00,1.7095e-01,-7.6776e-01,5.3602e+00,2.4788e+00,2.9160e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.1206e+05,-1.1207e+05,-4.1958e-02,-1.1207e+05,1.1784e-01,6.9497e+00,1.0747e+05,9.7939e+00,-9.4103e-01,-1.3523e+00,5.0628e+00,1.7471e+00,2.8354e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.1194e+05,-1.1194e+05,-4.3956e-02,-1.1194e+05,1.1785e-01,6.9517e+00,1.0689e+05,1.0165e+01,4.6108e-01,-8.6868e-01,5.2500e+00,2.4704e-01,2.9143e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.1186e+05,-1.1186e+05,-4.5954e-02,-1.1186e+05,1.1787e-01,6.9537e+00,1.0677e+05,1.0531e+01,-2.2055e-01,-1.6883e+00,5.1253e+00,9.7419e-01,2.8555e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.1152e+05,-1.1152e+05,-4.7952e-02,-1.1152e+05,1.1789e-01,6.9557e+00,1.0669e+05,1.0890e+01,2.6904e-01,-1.2900e+00,5.2077e+00,9.8138e-01,2.9217e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.1121e+05,-1.1122e+05,-4.9950e-02,-1.1122e+05,1.1790e-01,6.9577e+00,1.0635e+05,1.1407e+01,2.1553e-01,-5.5385e-01,5.3731e+00,2.4055e+00,2.9246e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.1115e+05,-1.1116e+05,-5.1948e-02,-1.1116e+05,1.1792e-01,6.9597e+00,1.0604e+05,1.1922e+01,-9.2180e-01,-1.8609e+00,5.1610e+00,7.5579e-01,2.9452e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.1109e+05,-1.1110e+05,-5.3946e-02,-1.1110e+05,1.1794e-01,6.9617e+00,1.0598e+05,1.2285e+01,2.0857e-01,-1.2736e+00,5.1300e+00,6.9366e-01,2.8879e+01
