niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6425e+05,-1.6426e+05,-1.9980e-03,-1.6426e+05,1.1750e-01,6.9098e+00,inf,3.9549e-01,-9.8478e-03,-1.4921e+00,5.4927e+00,9.8306e+00,2.9060e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6419e+05,-1.6419e+05,-3.9960e-03,-1.6419e+05,1.1751e-01,6.9118e+00,1.6045e+05,7.9552e-01,-8.9225e-03,-1.5010e+00,5.4460e+00,9.7624e+00,2.9239e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6418e+05,-1.6419e+05,-5.9940e-03,-1.6419e+05,1.1745e-01,6.9044e+00,1.6038e+05,1.1959e+00,8.4996e-03,-1.4994e+00,5.4136e+00,9.8047e+00,2.9013e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6412e+05,-1.6413e+05,-7.9920e-03,-1.6413e+05,1.1755e-01,6.9157e+00,1.6037e+05,1.5876e+00,-9.8130e-03,-1.4920e+00,5.4317e+00,9.8057e+00,2.9170e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6410e+05,-1.6411e+05,-9.9900e-03,-1.6411e+05,1.1757e-01,6.9177e+00,1.6032e+05,1.9793e+00,-1.8079e-03,-1.5099e+00,5.3620e+00,9.8105e+00,2.9013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6406e+05,-1.6406e+05,-1.1988e-02,-1.6406e+05,1.1758e-01,6.9197e+00,1.6030e+05,2.3801e+00,8.3117e-03,-1.5064e+00,5.4463e+00,9.8154e+00,2.9284e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6393e+05,-1.6394e+05,-1.3986e-02,-1.6394e+05,1.1760e-01,6.9217e+00,1.6025e+05,2.7735e+00,2.3443e-04,-1.4931e+00,5.4806e+00,9.8131e+00,2.9571e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6388e+05,-1.6389e+05,-1.5984e-02,-1.6389e+05,1.1762e-01,6.9237e+00,1.6013e+05,3.1740e+00,2.1198e-03,-1.4907e+00,5.4028e+00,9.8430e+00,2.9369e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6382e+05,-1.6383e+05,-1.7982e-02,-1.6383e+05,1.1763e-01,6.9257e+00,1.6007e+05,3.5752e+00,-6.8947e-03,-1.5028e+00,5.3652e+00,9.7630e+00,2.9546e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6381e+05,-1.6381e+05,-1.9980e-02,-1.6381e+05,1.1765e-01,6.9277e+00,1.6001e+05,4.0087e+00,-6.0246e-03,-1.5011e+00,5.2743e+00,9.8171e+00,2.9163e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.6380e+05,-1.6380e+05,-2.1978e-02,-1.6380e+05,1.1766e-01,6.9290e+00,1.6000e+05,4.4016e+00,6.3137e-03,-1.4905e+00,5.2618e+00,9.7599e+00,2.9237e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6378e+05,-1.6379e+05,-2.3976e-02,-1.6379e+05,1.1768e-01,6.9312e+00,1.5999e+05,4.8013e+00,1.3942e-03,-1.4922e+00,5.2544e+00,9.7652e+00,2.9238e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6375e+05,-1.6376e+05,-2.5974e-02,-1.6376e+05,1.1770e-01,6.9337e+00,1.5998e+05,5.1993e+00,6.9213e-03,-1.5063e+00,5.2389e+00,9.7604e+00,2.9254e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6374e+05,-1.6375e+05,-2.7972e-02,-1.6375e+05,1.1771e-01,6.9347e+00,1.5995e+05,5.5945e+00,-8.0375e-03,-1.5012e+00,5.3425e+00,9.7542e+00,2.9622e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6373e+05,-1.6374e+05,-2.9970e-02,-1.6374e+05,1.1773e-01,6.9375e+00,1.5994e+05,5.9901e+00,5.6126e-03,-1.4936e+00,5.3602e+00,9.8110e+00,2.9580e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6373e+05,-1.6374e+05,-3.1968e-02,-1.6374e+05,1.0855e-01,5.8978e+00,1.5993e+05,6.3806e+00,6.2071e-03,-1.4907e+00,5.3731e+00,9.8091e+00,2.9623e+01
