logfeh,logdust,logNpix,tau,dmod,logl
-3.0277e-01,-1.8721e+00,4.0665e+00,3.8246e+00,3.0138e+01,-2.3854e+02
-3.0913e-01,-1.9092e+00,4.0704e+00,3.8201e+00,3.0151e+01,-2.3746e+02
-3.0423e-01,-1.8567e+00,4.0749e+00,3.9008e+00,3.0167e+01,-2.3767e+02
-3.0843e-01,-1.8249e+00,4.0710e+00,3.8600e+00,3.0154e+01,-2.3760e+02
-3.1760e-01,-1.8070e+00,4.0599e+00,3.8436e+00,3.0121e+01,-2.3861e+02
-3.0189e-01,-1.7617e+00,4.0802e+00,3.9924e+00,3.0186e+01,-2.3684e+02
-3.0295e-01,-1.8614e+00,4.0577e+00,3.8634e+00,3.0120e+01,-2.3983e+02
-3.0699e-01,-1.7624e+00,4.0705e+00,3.9718e+00,3.0163e+01,-2.3840e+02
-3.4533e-01,-1.6035e+00,4.0821e+00,3.9576e+00,3.0187e+01,-2.3948e+02
-3.4130e-01,-1.5881e+00,4.0652e+00,3.9924e+00,3.0144e+01,-2.3901e+02
-3.5533e-01,-1.5741e+00,4.0710e+00,3.9579e+00,3.0160e+01,-2.3956e+02
-3.2351e-01,-1.7204e+00,4.0895e+00,3.9728e+00,3.0213e+01,-2.3897e+02
-3.2645e-01,-1.6976e+00,4.0708e+00,3.9300e+00,3.0158e+01,-2.3886e+02
-3.1218e-01,-1.7414e+00,4.0774e+00,3.9117e+00,3.0172e+01,-2.3630e+02
-3.0427e-01,-1.8067e+00,4.0791e+00,3.9531e+00,3.0185e+01,-2.3744e+02
-3.5517e-01,-1.5458e+00,4.0676e+00,3.9850e+00,3.0150e+01,-2.3962e+02
-3.1475e-01,-1.8131e+00,4.0640e+00,3.8202e+00,3.0130e+01,-2.3864e+02
-3.1584e-01,-1.6841e+00,4.0906e+00,3.9808e+00,3.0209e+01,-2.3860e+02
-3.2566e-01,-1.7779e+00,4.0710e+00,3.8071e+00,3.0147e+01,-2.3934e+02
-3.1877e-01,-1.8310e+00,4.0678e+00,3.7820e+00,3.0136e+01,-2.3669e+02
