niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4015e+05,-1.4016e+05,-1.9980e-03,-1.4016e+05,1.1750e-01,6.9098e+00,inf,3.4428e-01,-9.1919e-01,-1.5484e+00,5.4460e+00,9.5868e+00,2.9239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.3870e+05,-1.3871e+05,-3.9960e-03,-1.3871e+05,1.1751e-01,6.9118e+00,1.3657e+05,7.1247e-01,-7.6710e-01,-1.6390e+00,5.3652e+00,9.5911e+00,2.9546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3863e+05,-1.3864e+05,-5.9940e-03,-1.3864e+05,1.1753e-01,6.9138e+00,1.3512e+05,1.0693e+00,-8.5281e-01,-1.5618e+00,5.3425e+00,9.5291e+00,2.9622e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3855e+05,-1.3856e+05,-7.9920e-03,-1.3856e+05,1.1755e-01,6.9157e+00,1.3505e+05,1.4165e+00,-9.8598e-01,-1.0994e+00,5.4317e+00,9.8898e+00,2.9170e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3816e+05,-1.3817e+05,-9.9900e-03,-1.3817e+05,1.1757e-01,6.9177e+00,1.3497e+05,1.7728e+00,-9.8858e-01,-1.1037e+00,5.4927e+00,1.0064e+01,2.9060e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3808e+05,-1.3809e+05,-1.1988e-02,-1.3809e+05,1.1758e-01,6.9197e+00,1.3458e+05,2.1349e+00,3.8747e-01,-1.4709e+00,5.4136e+00,9.8831e+00,2.9013e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3804e+05,-1.3805e+05,-1.3986e-02,-1.3805e+05,1.1760e-01,6.9217e+00,1.3450e+05,2.4803e+00,-9.7902e-01,-1.3910e+00,5.4657e+00,9.6569e+00,3.0174e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3784e+05,-1.3785e+05,-1.5984e-02,-1.3785e+05,1.1762e-01,6.9237e+00,1.3446e+05,2.8300e+00,-3.8559e-01,-1.9943e+00,5.3620e+00,9.9237e+00,2.9013e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3778e+05,-1.3779e+05,-1.7982e-02,-1.3779e+05,1.1763e-01,6.9257e+00,1.3426e+05,3.1777e+00,2.6910e-01,-1.8167e+00,5.2389e+00,9.5726e+00,2.9254e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3769e+05,-1.3770e+05,-1.9980e-02,-1.3770e+05,1.1765e-01,6.9277e+00,1.3420e+05,3.6500e+00,-1.4544e-01,-1.1107e+00,5.2544e+00,9.6067e+00,2.9238e+01
