logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-2.8548e-01,-1.3110e+00,1.1639e-01,4.4091e-01,3.9596e+00,3.6184e+00,4.4356e+00,3.1419e+01,-5.4664e+01
-3.4986e-01,-1.0519e+00,1.0109e+00,2.2392e+00,3.8845e+00,3.7036e+00,4.4099e+00,3.1238e+01,-6.0190e+01
-2.7304e-01,-1.0434e+00,1.7710e+00,1.0244e+00,3.5775e+00,3.5700e+00,4.6017e+00,3.1035e+01,-5.6692e+01
-2.7194e-01,-1.2835e+00,1.5776e+00,7.0804e-01,3.8671e+00,2.9560e+00,4.1422e+00,3.1044e+01,-4.5999e+01
-2.7644e-01,-1.1979e+00,1.4367e+00,6.6695e-01,3.9366e+00,3.1387e+00,4.6806e+00,3.1530e+01,-5.5037e+01
-2.6497e-01,-1.1695e+00,1.4900e+00,1.2074e+00,3.7502e+00,2.9706e+00,4.7294e+00,3.1341e+01,-5.7487e+01
-2.8027e-01,-1.0997e+00,1.6289e+00,1.3963e+00,3.8484e+00,3.7244e+00,4.3067e+00,3.1140e+01,-4.7845e+01
-3.5009e-01,-1.1643e+00,-5.5022e-01,8.3484e-01,3.9250e+00,3.1560e+00,4.1300e+00,3.1047e+01,-5.2003e+01
-2.2295e-01,-1.3730e+00,-1.3414e-01,7.4108e-01,3.9369e+00,2.7581e+00,4.4925e+00,3.1360e+01,-5.6498e+01
-3.1776e-01,-1.0969e+00,9.3900e-01,1.4334e+00,3.7602e+00,3.8083e+00,4.4652e+00,3.1133e+01,-6.0090e+01
-2.9280e-01,-1.3590e+00,-5.2598e-01,8.4229e-01,3.9353e+00,3.6075e+00,3.9867e+00,3.1176e+01,-4.8329e+01
-2.3442e-01,-1.0518e+00,1.6586e+00,7.0825e-01,3.8622e+00,3.7630e+00,4.1033e+00,3.1056e+01,-4.8119e+01
-2.9500e-01,-1.2051e+00,1.0555e+00,1.8937e+00,3.9391e+00,3.5555e+00,4.0571e+00,3.1169e+01,-4.8460e+01
-2.0060e-01,-1.0186e+00,1.6694e+00,2.2529e+00,3.5719e+00,3.1502e+00,4.8237e+00,3.1336e+01,-6.0144e+01
-2.3820e-01,-1.2816e+00,3.6542e-01,1.1693e+00,4.0072e+00,3.1974e+00,4.4357e+00,3.1443e+01,-5.8460e+01
-1.9625e-01,-1.0505e+00,7.5957e-01,2.2464e+00,3.7147e+00,3.1644e+00,4.5846e+00,3.1016e+01,-5.7449e+01
-2.5092e-01,-1.0524e+00,1.7313e+00,2.5244e+00,3.9155e+00,3.1606e+00,4.7962e+00,3.1636e+01,-5.7884e+01
-3.4270e-01,-1.1938e+00,1.8589e-01,1.1432e+00,3.9074e+00,3.3492e+00,4.4058e+00,3.1225e+01,-5.5732e+01
-2.8575e-01,-1.1590e+00,-3.5844e-01,1.6306e+00,3.8858e+00,3.9647e+00,4.0659e+00,3.1193e+01,-5.6459e+01
-2.1826e-01,-1.2000e+00,1.1944e+00,8.5092e-01,3.8312e+00,3.1122e+00,4.6062e+00,3.1296e+01,-5.3094e+01
-2.1632e-01,-1.0062e+00,1.8840e+00,4.0428e-01,3.4971e+00,3.5218e+00,4.8405e+00,3.1329e+01,-5.5318e+01
-2.7535e-01,-1.2772e+00,4.5192e-01,2.1360e+00,3.9510e+00,3.2921e+00,4.1601e+00,3.1228e+01,-4.9540e+01
-3.6974e-01,-1.0174e+00,-3.4265e-01,2.1318e+00,3.9455e+00,3.6102e+00,4.6184e+00,3.1437e+01,-6.0138e+01
-2.6325e-01,-1.4184e+00,-4.3462e-01,1.0475e+00,3.8732e+00,2.8087e+00,4.1751e+00,3.1067e+01,-5.2721e+01
-2.9615e-01,-1.3017e+00,1.3705e+00,4.0652e-01,3.9118e+00,3.2115e+00,4.3163e+00,3.1211e+01,-5.4056e+01
-2.3906e-01,-1.2773e+00,-2.8226e-01,1.5010e+00,3.9509e+00,3.4665e+00,4.2281e+00,3.1249e+01,-5.1950e+01
-3.1819e-01,-1.3599e+00,-6.0947e-02,7.3563e-01,4.0495e+00,3.1141e+00,4.3012e+00,3.1442e+01,-5.8412e+01
-3.1948e-01,-1.0101e+00,1.4457e+00,2.2061e+00,3.9918e+00,3.8699e+00,4.5725e+00,3.1548e+01,-5.8868e+01
-2.6944e-01,-1.2880e+00,8.0552e-01,1.6601e+00,3.9380e+00,3.0348e+00,4.0999e+00,3.1129e+01,-5.2975e+01
-2.4590e-01,-1.1962e+00,9.3194e-01,2.1356e+00,3.8334e+00,3.2764e+00,4.2750e+00,3.1069e+01,-5.6350e+01
-2.7396e-01,-1.3060e+00,-1.7060e-02,1.1346e+00,3.8662e+00,3.1111e+00,4.3870e+00,3.1180e+01,-5.3713e+01
-3.8561e-01,-1.0593e+00,9.0062e-01,1.1852e+00,4.0177e+00,3.3055e+00,4.3036e+00,3.1256e+01,-5.7476e+01
-2.3880e-01,-1.1467e+00,1.1186e+00,1.3044e+00,3.7678e+00,2.8690e+00,4.4537e+00,3.1021e+01,-6.0256e+01
-2.6559e-01,-1.1835e+00,1.8245e+00,5.8063e-01,4.0415e+00,3.5085e+00,4.5267e+00,3.1624e+01,-5.7377e+01
-3.2784e-01,-1.0103e+00,1.8242e+00,8.6569e-01,3.8773e+00,3.0454e+00,4.7392e+00,3.1483e+01,-5.8159e+01
-2.2375e-01,-1.1766e+00,1.4278e+00,1.9105e+00,3.9036e+00,3.3425e+00,4.3071e+00,3.1205e+01,-4.5987e+01
-2.6689e-01,-1.1479e+00,1.0781e+00,1.6095e+00,3.8942e+00,4.0022e+00,4.2896e+00,3.1304e+01,-5.3458e+01
-2.7990e-01,-1.2526e+00,4.0832e-01,1.0027e+00,3.7881e+00,3.2952e+00,4.4516e+00,3.1106e+01,-5.0287e+01
-1.8145e-01,-1.0530e+00,8.3792e-01,2.0698e+00,3.9705e+00,3.6626e+00,4.3778e+00,3.1218e+01,-6.0401e+01
-2.5191e-01,-1.2779e+00,-7.2934e-01,1.1337e+00,3.9906e+00,3.2577e+00,4.5458e+00,3.1502e+01,-6.0039e+01
-2.4269e-01,-1.1304e+00,8.2262e-01,1.4935e+00,3.8701e+00,4.1757e+00,4.3035e+00,3.1371e+01,-5.9617e+01
-2.1967e-01,-1.2721e+00,1.9054e-01,4.5107e-01,3.9803e+00,3.3971e+00,4.2904e+00,3.1324e+01,-5.6801e+01
-2.1370e-01,-1.0710e+00,1.3096e+00,2.1571e+00,3.8742e+00,3.8635e+00,4.2718e+00,3.1219e+01,-5.3672e+01
-3.6053e-01,-1.0514e+00,1.0716e+00,2.0810e+00,3.8598e+00,3.0074e+00,4.4969e+00,3.1175e+01,-5.3580e+01
-2.9969e-01,-1.0400e+00,1.9927e+00,7.5784e-01,3.9607e+00,3.8676e+00,4.6457e+00,3.1620e+01,-5.3004e+01
-3.6334e-01,-1.1548e+00,3.9663e-01,1.2011e+00,4.0426e+00,3.5741e+00,4.2293e+00,3.1372e+01,-6.0438e+01
-2.8612e-01,-1.2775e+00,8.5547e-01,1.6108e+00,3.8519e+00,3.0765e+00,4.3781e+00,3.1122e+01,-5.8484e+01
-2.4765e-01,-1.1224e+00,1.5708e+00,1.2362e+00,3.7449e+00,2.7208e+00,4.4843e+00,3.1035e+01,-4.3071e+01
-3.1518e-01,-1.0951e+00,1.4178e+00,4.5924e-01,3.7095e+00,2.8413e+00,4.6645e+00,3.1193e+01,-5.0610e+01
-2.9831e-01,-1.2819e+00,8.2153e-01,1.2013e+00,3.9611e+00,3.3491e+00,4.5478e+00,3.1475e+01,-5.5602e+01
-2.9050e-01,-1.4599e+00,5.8790e-01,5.9269e-01,3.8880e+00,3.1143e+00,4.0519e+00,3.1052e+01,-5.1283e+01
-2.1534e-01,-1.2102e+00,6.7501e-01,1.9229e+00,3.9650e+00,3.4454e+00,4.5742e+00,3.1498e+01,-5.9251e+01
-2.5544e-01,-1.2987e+00,1.6149e+00,1.0132e+00,4.0064e+00,3.1015e+00,4.2730e+00,3.1372e+01,-5.2776e+01
