logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
7.0086e-02,-1.4708e+00,-4.7667e-01,4.7189e-01,1.6045e+00,3.7799e+00,4.3109e+00,3.0989e+01,-1.0888e+02
-7.0879e-01,-8.4187e-01,-1.3277e-03,1.2079e+00,3.8284e-01,3.3461e+00,4.6703e+00,3.1637e+01,-3.2373e+02
-7.3780e-02,-1.4047e+00,2.6603e-01,1.0380e+00,2.5198e+00,1.9598e+00,4.5577e+00,3.1267e+01,-1.4804e+02
1.8147e-01,-8.3262e-01,8.2844e-01,2.7374e+00,2.9251e+00,4.4219e+00,3.6509e+00,3.1445e+01,-3.2690e+02
-7.6513e-01,-5.5784e-01,1.5389e+00,1.3079e-02,3.9494e+00,3.2345e+00,4.3344e+00,3.1566e+01,-3.2159e+02
-3.5917e-01,-1.0262e+00,-7.9909e-01,1.2755e+00,2.1844e+00,1.8048e+00,4.5480e+00,3.1255e+01,-2.1580e+02
1.7232e-01,-1.2054e+00,7.6382e-02,1.6178e+00,2.8016e+00,4.1384e+00,4.0466e+00,3.1120e+01,-2.2235e+02
3.5762e-02,-1.6421e+00,-7.1009e-02,1.0224e+00,1.0584e+00,3.0323e+00,4.4448e+00,3.0988e+01,-9.8973e+01
3.4872e-01,-1.5868e+00,1.2401e+00,2.0970e+00,3.0249e+00,3.3147e+00,4.5493e+00,3.1331e+01,-3.4610e+02
2.2520e-01,-1.3538e+00,-3.2745e-01,2.4736e-01,1.3662e+00,4.0700e+00,3.9436e+00,3.0838e+01,-2.5284e+02
-1.1683e-01,-1.3100e+00,-4.7316e-02,1.4386e+00,1.6508e+00,3.0826e+00,4.6036e+00,3.1413e+01,-2.7380e+02
-2.3313e-01,-7.2365e-01,4.7932e-01,4.5674e-01,4.2522e+00,3.4274e+00,3.6510e+00,3.2003e+01,-3.2296e+02
-3.0218e-01,-8.6907e-01,1.2503e+00,6.3653e-01,2.3044e+00,4.2896e+00,4.1826e+00,3.1501e+01,-2.0452e+02
-3.6354e-01,-9.6891e-01,-1.1350e+00,-1.4083e-01,3.1660e+00,3.4664e+00,4.5443e+00,3.1506e+01,-1.7770e+02
-3.0369e-01,-8.3681e-01,9.2134e-01,6.0425e-01,2.5383e+00,4.3897e+00,3.8891e+00,3.1515e+01,-1.6372e+02
4.9458e-01,-1.4307e+00,4.1438e-01,1.0594e+00,3.5732e+00,3.4620e+00,4.5375e+00,3.1501e+01,-2.9640e+02
-1.9067e-01,-1.1156e+00,2.9866e-01,1.8600e+00,1.6052e+00,2.2650e+00,4.4835e+00,3.1050e+01,-3.9550e+02
-3.4137e-01,-7.7006e-01,-3.2971e-01,-1.1395e-02,4.0083e+00,3.4077e+00,4.1411e+00,3.1721e+01,-3.9709e+02
-2.0123e-01,-1.2247e+00,3.9074e-01,6.6316e-02,2.2758e+00,2.4806e+00,4.6306e+00,3.1458e+01,-1.8734e+02
1.1207e-01,-1.5410e+00,-2.5911e-02,1.1030e-01,2.6618e+00,3.0833e+00,4.4371e+00,3.1005e+01,-2.5112e+02
-3.7063e-01,-1.1010e+00,-1.0097e+00,1.7638e+00,7.0153e-01,3.1991e+00,4.5537e+00,3.1356e+01,-3.0975e+02
3.0515e-01,-1.2537e+00,-1.0512e+00,1.1981e+00,1.9631e+00,4.2540e+00,3.2600e+00,3.0952e+01,-3.9118e+02
3.7168e-01,-1.7816e+00,9.6336e-01,2.1845e+00,1.2175e+00,2.6153e+00,4.5717e+00,3.1200e+01,-2.9098e+02
3.2056e-01,-1.5835e+00,3.3315e-01,2.8236e-01,2.2493e+00,3.8780e+00,4.1113e+00,3.0751e+01,-2.0152e+02
1.9634e-01,-1.8153e+00,-9.9990e-02,1.6585e-01,1.4010e+00,3.9299e+00,4.3373e+00,3.1157e+01,-2.0153e+02
-5.7156e-01,-9.5231e-01,1.2010e+00,1.4343e+00,5.3717e-01,2.2607e+00,4.7369e+00,3.1759e+01,-3.4325e+02
-1.2738e-02,-1.0385e+00,8.4610e-01,5.2221e-01,8.8903e-01,4.2000e+00,4.0519e+00,3.1158e+01,-2.5494e+02
-3.4862e-01,-1.0225e+00,-3.4748e-01,1.2722e+00,2.6498e+00,3.5124e+00,4.5317e+00,3.1399e+01,-7.5285e+01
-6.0700e-01,-9.2865e-01,-7.4409e-01,1.4972e+00,2.9986e+00,2.1329e+00,4.6336e+00,3.1590e+01,-3.2634e+02
3.9342e-01,-1.6503e+00,2.9931e-02,8.9682e-01,3.3533e+00,1.9166e+00,4.4194e+00,3.1096e+01,-3.5623e+02
4.4649e-01,-1.9756e+00,1.8001e-01,4.1740e-01,2.8447e+00,3.7531e+00,4.2411e+00,3.0879e+01,-1.6883e+02
4.3116e-01,-1.5940e+00,-8.0469e-01,2.0661e+00,1.8855e+00,4.0986e+00,4.3620e+00,3.1314e+01,-2.9145e+02
-5.9909e-01,-7.8999e-01,9.5111e-01,1.3205e+00,2.9542e+00,4.0713e+00,4.4102e+00,3.1544e+01,-1.4292e+02
4.8340e-01,-1.1439e+00,-6.5799e-01,1.6046e+00,3.5260e+00,4.4194e+00,2.6230e+00,3.1531e+01,-2.8565e+02
-5.8020e-01,-9.4839e-01,8.0057e-01,9.4198e-01,1.0696e+00,3.1350e+00,4.4979e+00,3.1228e+01,-2.6265e+02
