logfeh_mean,logdust,logNpix,logage,dmod,logl
2.4101e-01,-1.7661e+00,4.3452e+00,9.9782e+00,3.0247e+01,-3.0845e+01
1.4568e-01,-1.7462e+00,4.4057e+00,1.0061e+01,3.0354e+01,-3.6923e+01
1.4922e-01,-1.7676e+00,4.4169e+00,1.0050e+01,3.0382e+01,-3.8326e+01
3.8198e-01,-1.8200e+00,4.2892e+00,9.9587e+00,3.0145e+01,-4.2157e+01
2.0790e-01,-1.7125e+00,4.3664e+00,1.0001e+01,3.0314e+01,-4.2625e+01
2.8368e-01,-1.5599e+00,4.3025e+00,9.9597e+00,3.0204e+01,-4.0892e+01
1.9380e-01,-1.8930e+00,4.3864e+00,1.0058e+01,3.0286e+01,-4.2389e+01
7.1352e-02,-1.5149e+00,4.4281e+00,1.0065e+01,3.0429e+01,-4.2460e+01
1.1991e-01,-1.4432e+00,4.3938e+00,1.0010e+01,3.0396e+01,-3.9217e+01
9.3058e-02,-1.5508e+00,4.4237e+00,1.0069e+01,3.0409e+01,-4.1612e+01
1.6408e-01,-1.5460e+00,4.3750e+00,9.9845e+00,3.0341e+01,-4.0328e+01
1.9858e-01,-1.6440e+00,4.3520e+00,9.9964e+00,3.0275e+01,-4.0211e+01
1.4029e-01,-1.4980e+00,4.3742e+00,1.0009e+01,3.0345e+01,-4.1295e+01
3.0910e-01,-1.6381e+00,4.3139e+00,9.9605e+00,3.0226e+01,-4.1144e+01
3.5740e-01,-1.8005e+00,4.2719e+00,9.9354e+00,3.0111e+01,-3.8606e+01
1.3242e-01,-1.6769e+00,4.4132e+00,1.0057e+01,3.0373e+01,-3.6003e+01
2.2636e-01,-1.7263e+00,4.3571e+00,9.9976e+00,3.0283e+01,-3.4448e+01
2.8591e-01,-1.5567e+00,4.3128e+00,9.9484e+00,3.0227e+01,-3.9738e+01
2.4251e-01,-1.7504e+00,4.3351e+00,1.0002e+01,3.0221e+01,-4.0937e+01
2.7385e-01,-1.9891e+00,4.3481e+00,1.0016e+01,3.0253e+01,-4.1136e+01
3.6406e-01,-1.8251e+00,4.2763e+00,9.9621e+00,3.0119e+01,-4.2566e+01
1.8258e-01,-1.9079e+00,4.4197e+00,1.0043e+01,3.0377e+01,-4.1056e+01
2.6426e-01,-1.5200e+00,4.2949e+00,9.9399e+00,3.0187e+01,-3.8928e+01
2.9612e-01,-1.5948e+00,4.3271e+00,9.9303e+00,3.0263e+01,-4.1944e+01
4.2811e-01,-1.5794e+00,4.2528e+00,9.8952e+00,3.0099e+01,-4.2497e+01
1.9982e-01,-1.9546e+00,4.4009e+00,1.0069e+01,3.0324e+01,-3.4785e+01
1.7427e-01,-1.8172e+00,4.3954e+00,1.0073e+01,3.0316e+01,-3.2194e+01
1.5596e-01,-1.5226e+00,4.3721e+00,1.0015e+01,3.0333e+01,-4.3065e+01
9.3732e-02,-1.9661e+00,4.4496e+00,1.0112e+01,3.0419e+01,-4.2688e+01
2.1116e-01,-1.6810e+00,4.3565e+00,1.0020e+01,3.0283e+01,-3.6587e+01
1.2546e-01,-1.4356e+00,4.3771e+00,9.9948e+00,3.0351e+01,-4.3790e+01
1.2968e-01,-1.6648e+00,4.4197e+00,1.0066e+01,3.0391e+01,-3.7648e+01
8.2860e-02,-1.8736e+00,4.4485e+00,1.0091e+01,3.0419e+01,-4.2663e+01
1.5257e-01,-1.7666e+00,4.4141e+00,1.0028e+01,3.0372e+01,-3.5333e+01
2.7078e-01,-1.9448e+00,4.3438e+00,9.9866e+00,3.0241e+01,-3.4564e+01
4.8311e-02,-1.7032e+00,4.4621e+00,1.0109e+01,3.0462e+01,-4.3058e+01
2.5169e-01,-1.5202e+00,4.3355e+00,9.9431e+00,3.0296e+01,-3.6694e+01
2.2801e-01,-1.7449e+00,4.3572e+00,1.0001e+01,3.0282e+01,-3.5950e+01
2.6380e-01,-1.8760e+00,4.3621e+00,9.9862e+00,3.0287e+01,-3.9610e+01
3.4198e-01,-1.7586e+00,4.2948e+00,9.9665e+00,3.0171e+01,-4.2275e+01
2.5666e-01,-1.8650e+00,4.3363e+00,9.9782e+00,3.0225e+01,-4.0544e+01
1.7920e-01,-1.8726e+00,4.4060e+00,1.0071e+01,3.0341e+01,-3.8181e+01
1.5045e-01,-1.5039e+00,4.3783e+00,1.0022e+01,3.0351e+01,-3.5812e+01
3.9938e-01,-1.8926e+00,4.2801e+00,9.9706e+00,3.0121e+01,-4.2384e+01
2.5758e-01,-1.8253e+00,4.3505e+00,9.9803e+00,3.0257e+01,-3.3994e+01
8.5723e-02,-1.5364e+00,4.4207e+00,1.0046e+01,3.0405e+01,-4.1031e+01
3.7776e-01,-1.8760e+00,4.2846e+00,9.9729e+00,3.0138e+01,-4.1993e+01
1.5783e-01,-1.7329e+00,4.4060e+00,1.0042e+01,3.0346e+01,-3.8813e+01
6.0075e-02,-1.4893e+00,4.4323e+00,1.0050e+01,3.0443e+01,-4.0382e+01
1.3251e-01,-1.4716e+00,4.3759e+00,1.0014e+01,3.0351e+01,-4.3240e+01
3.6626e-01,-1.7828e+00,4.2795e+00,9.9582e+00,3.0125e+01,-4.3617e+01
1.6468e-01,-1.3482e+00,4.3530e+00,9.9465e+00,3.0356e+01,-4.2789e+01
4.2394e-01,-1.9385e+00,4.2703e+00,9.9352e+00,3.0088e+01,-4.3673e+01
2.2819e-01,-1.7212e+00,4.3370e+00,9.9920e+00,3.0230e+01,-3.9047e+01
1.2546e-01,-1.6535e+00,4.4018e+00,1.0061e+01,3.0347e+01,-4.2389e+01
4.0362e-01,-1.9025e+00,4.2767e+00,9.9573e+00,3.0110e+01,-3.4286e+01
1.8894e-01,-1.8904e+00,4.4010e+00,1.0040e+01,3.0324e+01,-3.6424e+01
3.9292e-01,-1.8915e+00,4.2845e+00,9.9356e+00,3.0132e+01,-3.8413e+01
4.7142e-01,-1.6405e+00,4.2412e+00,9.9241e+00,3.0061e+01,-4.2261e+01
2.3281e-01,-1.7665e+00,4.3379e+00,9.9898e+00,3.0234e+01,-3.5389e+01
8.2791e-02,-1.8653e+00,4.4425e+00,1.0100e+01,3.0402e+01,-4.3192e+01
1.9406e-01,-1.9407e+00,4.3949e+00,1.0027e+01,3.0311e+01,-3.2431e+01
2.0580e-01,-1.6549e+00,4.3554e+00,1.0000e+01,3.0280e+01,-4.3377e+01
3.8695e-01,-1.8816e+00,4.2696e+00,9.9699e+00,3.0098e+01,-3.6224e+01
1.9786e-01,-1.6045e+00,4.3579e+00,1.0022e+01,3.0285e+01,-4.0545e+01
1.6816e-01,-1.8413e+00,4.3998e+00,1.0044e+01,3.0331e+01,-4.2938e+01
1.0647e-01,-1.9559e+00,4.4288e+00,1.0088e+01,3.0360e+01,-3.6963e+01
2.9073e-01,-1.9672e+00,4.3299e+00,1.0021e+01,3.0198e+01,-4.1942e+01
2.1434e-01,-1.6852e+00,4.3524e+00,1.0020e+01,3.0274e+01,-3.6550e+01
9.6524e-02,-1.9407e+00,4.4507e+00,1.0081e+01,3.0419e+01,-4.0604e+01
2.5704e-01,-1.5171e+00,4.3218e+00,9.9325e+00,3.0260e+01,-3.8394e+01
2.0527e-01,-1.6577e+00,4.3866e+00,1.0003e+01,3.0360e+01,-4.3764e+01
8.4217e-02,-1.8370e+00,4.4394e+00,1.0080e+01,3.0392e+01,-3.5811e+01
3.4913e-01,-1.7539e+00,4.2816e+00,9.9398e+00,3.0135e+01,-4.0614e+01
2.2867e-01,-1.7396e+00,4.3681e+00,1.0003e+01,3.0309e+01,-4.0790e+01
1.8046e-01,-1.5953e+00,4.3867e+00,9.9849e+00,3.0368e+01,-4.2647e+01
2.4712e-01,-1.7542e+00,4.3418e+00,1.0011e+01,3.0236e+01,-4.3094e+01
1.2958e-01,-1.6395e+00,4.4059e+00,1.0044e+01,3.0353e+01,-4.2163e+01
1.8101e-01,-1.8520e+00,4.4085e+00,1.0055e+01,3.0346e+01,-4.1979e+01
1.8731e-01,-1.6063e+00,4.3919e+00,9.9830e+00,3.0378e+01,-4.1845e+01
2.0573e-01,-1.6435e+00,4.3773e+00,1.0004e+01,3.0335e+01,-4.1735e+01
9.2294e-02,-1.9424e+00,4.4552e+00,1.0102e+01,3.0434e+01,-3.9417e+01
1.2878e-01,-1.6605e+00,4.4358e+00,1.0033e+01,3.0432e+01,-4.0258e+01
2.7341e-01,-1.5474e+00,4.3229e+00,9.9357e+00,3.0257e+01,-3.8226e+01
3.9729e-01,-1.8920e+00,4.2790e+00,9.9660e+00,3.0117e+01,-4.0737e+01
1.4701e-01,-1.7012e+00,4.4118e+00,1.0071e+01,3.0364e+01,-3.9822e+01
2.6055e-01,-1.8747e+00,4.3570e+00,1.0006e+01,3.0276e+01,-4.0497e+01
2.7315e-01,-1.9137e+00,4.3441e+00,1.0013e+01,3.0239e+01,-3.1253e+01
2.3595e-01,-1.4614e+00,4.3104e+00,9.9356e+00,3.0232e+01,-4.1453e+01
2.6447e-01,-1.9165e+00,4.3430e+00,1.0012e+01,3.0242e+01,-4.3691e+01
1.2450e-01,-1.4465e+00,4.4040e+00,9.9796e+00,3.0421e+01,-3.8705e+01
2.5150e-01,-1.8015e+00,4.3392e+00,1.0016e+01,3.0229e+01,-3.5093e+01
2.5407e-01,-1.8325e+00,4.3651e+00,1.0019e+01,3.0296e+01,-4.1905e+01
9.2973e-02,-1.8488e+00,4.4468e+00,1.0101e+01,3.0406e+01,-4.1605e+01
3.4998e-01,-1.7335e+00,4.2939e+00,9.9344e+00,3.0163e+01,-4.1718e+01
3.7760e-01,-1.8053e+00,4.2756e+00,9.9554e+00,3.0112e+01,-4.2699e+01
2.4997e-01,-1.7791e+00,4.3629e+00,1.0003e+01,3.0289e+01,-3.9924e+01
2.1112e-01,-1.6813e+00,4.3625e+00,9.9929e+00,3.0300e+01,-3.0961e+01
2.6432e-01,-1.5206e+00,4.3196e+00,9.9363e+00,3.0248e+01,-3.4243e+01
8.2553e-02,-1.8423e+00,4.4342e+00,1.0096e+01,3.0381e+01,-4.2094e+01
2.6984e-01,-1.9131e+00,4.3483e+00,9.9952e+00,3.0252e+01,-4.0996e+01
3.7555e-01,-1.5128e+00,4.2626e+00,9.8899e+00,3.0135e+01,-4.0434e+01
1.5808e-01,-1.3527e+00,4.3630e+00,9.9390e+00,3.0386e+01,-3.5410e+01
1.4603e-01,-1.7099e+00,4.4181e+00,1.0055e+01,3.0381e+01,-3.9745e+01
2.6203e-01,-1.8735e+00,4.3444e+00,9.9965e+00,3.0244e+01,-3.5277e+01
1.8460e-01,-1.9202e+00,4.4108e+00,1.0072e+01,3.0355e+01,-3.3945e+01
2.4127e-01,-1.7924e+00,4.3398e+00,9.9821e+00,3.0237e+01,-4.2381e+01
1.7305e-01,-1.8167e+00,4.3945e+00,1.0028e+01,3.0313e+01,-4.1090e+01
2.2008e-01,-1.7157e+00,4.3503e+00,1.0024e+01,3.0267e+01,-3.6351e+01
3.0525e-01,-1.6141e+00,4.2920e+00,9.9349e+00,3.0172e+01,-4.3265e+01
1.1327e-01,-1.6216e+00,4.4074e+00,1.0063e+01,3.0365e+01,-4.0973e+01
1.8069e-01,-1.8752e+00,4.3969e+00,1.0042e+01,3.0319e+01,-3.4406e+01
1.3301e-01,-1.6804e+00,4.4384e+00,1.0029e+01,3.0438e+01,-4.3736e+01
2.1326e-01,-1.7097e+00,4.3691e+00,1.0004e+01,3.0318e+01,-3.9610e+01
1.0793e-01,-1.4233e+00,4.3959e+00,9.9821e+00,3.0407e+01,-4.2213e+01
8.7861e-02,-1.5609e+00,4.4203e+00,1.0050e+01,3.0406e+01,-4.0550e+01
1.1470e-01,-1.9877e+00,4.4317e+00,1.0117e+01,3.0363e+01,-3.6488e+01
1.4967e-01,-1.7394e+00,4.4224e+00,1.0038e+01,3.0393e+01,-4.2016e+01
1.3647e-01,-1.6501e+00,4.4142e+00,1.0042e+01,3.0372e+01,-4.3011e+01
2.7813e-01,-1.9781e+00,4.3246e+00,9.9829e+00,3.0191e+01,-3.1495e+01
2.6660e-01,-1.8726e+00,4.3488e+00,1.0020e+01,3.0251e+01,-3.8270e+01
8.9480e-02,-1.9348e+00,4.4377e+00,1.0109e+01,3.0392e+01,-4.1203e+01
3.7000e-01,-1.8267e+00,4.2748e+00,9.9357e+00,3.0113e+01,-4.2989e+01
2.5318e-01,-1.8620e+00,4.3531e+00,9.9999e+00,3.0267e+01,-3.9941e+01
2.5448e-01,-1.8212e+00,4.3579e+00,9.9822e+00,3.0278e+01,-4.1153e+01
2.1775e-01,-1.6766e+00,4.3769e+00,9.9931e+00,3.0332e+01,-4.3487e+01
1.4686e-01,-1.4766e+00,4.3755e+00,1.0009e+01,3.0341e+01,-4.2516e+01
1.8488e-01,-1.5827e+00,4.3675e+00,1.0010e+01,3.0316e+01,-4.2500e+01
4.1277e-01,-1.9589e+00,4.2882e+00,9.9437e+00,3.0140e+01,-4.1179e+01
2.3863e-01,-1.4774e+00,4.3387e+00,9.9737e+00,3.0305e+01,-3.9933e+01
3.6613e-01,-1.8485e+00,4.2699e+00,9.9491e+00,3.0106e+01,-4.3154e+01
8.6512e-02,-1.3748e+00,4.4009e+00,9.9853e+00,3.0423e+01,-4.2322e+01
4.2977e-01,-1.9871e+00,4.2775e+00,9.9498e+00,3.0106e+01,-3.7730e+01
4.1004e-01,-1.9253e+00,4.2697e+00,9.9748e+00,3.0091e+01,-3.8853e+01
1.6280e-01,-1.8021e+00,4.4014e+00,1.0063e+01,3.0339e+01,-4.3043e+01
5.3289e-02,-1.7523e+00,4.4597e+00,1.0094e+01,3.0458e+01,-3.8785e+01
8.2984e-02,-1.7883e+00,4.4339e+00,1.0091e+01,3.0374e+01,-4.0928e+01
2.5839e-01,-1.8837e+00,4.3303e+00,1.0012e+01,3.0210e+01,-3.7560e+01
2.2146e-01,-1.7025e+00,4.3501e+00,1.0021e+01,3.0264e+01,-3.9452e+01
2.6268e-01,-1.5283e+00,4.3229e+00,9.9413e+00,3.0259e+01,-3.9411e+01
3.8328e-01,-1.9200e+00,4.2840e+00,9.9607e+00,3.0138e+01,-4.2101e+01
2.3959e-01,-1.4838e+00,4.3197e+00,9.9693e+00,3.0258e+01,-3.8238e+01
2.4809e-01,-1.8445e+00,4.3586e+00,9.9951e+00,3.0283e+01,-3.4571e+01
2.3859e-01,-1.7567e+00,4.3371e+00,1.0014e+01,3.0226e+01,-4.2140e+01
1.4403e-01,-1.6874e+00,4.4200e+00,1.0032e+01,3.0385e+01,-4.3519e+01
2.4264e-01,-1.5059e+00,4.3074e+00,9.9653e+00,3.0228e+01,-4.2139e+01
2.7690e-01,-1.5533e+00,4.3243e+00,9.9468e+00,3.0260e+01,-3.7923e+01
7.9917e-02,-1.8380e+00,4.4549e+00,1.0098e+01,3.0435e+01,-3.5436e+01
7.8402e-02,-1.8603e+00,4.4551e+00,1.0081e+01,3.0437e+01,-3.9373e+01
2.1411e-01,-1.2889e+00,4.3211e+00,9.9224e+00,3.0322e+01,-4.3275e+01
1.0455e-01,-1.5762e+00,4.4330e+00,1.0053e+01,3.0429e+01,-4.1298e+01
1.4721e-01,-1.7296e+00,4.4022e+00,1.0051e+01,3.0343e+01,-3.7308e+01
1.2195e-01,-1.4260e+00,4.3967e+00,9.9797e+00,3.0400e+01,-4.2095e+01
1.2377e-01,-1.4528e+00,4.3861e+00,1.0001e+01,3.0377e+01,-3.5005e+01
2.7617e-01,-1.9643e+00,4.3412e+00,1.0023e+01,3.0233e+01,-3.5660e+01
8.9184e-02,-1.9257e+00,4.4312e+00,1.0113e+01,3.0373e+01,-4.2857e+01
1.7276e-01,-1.8423e+00,4.3928e+00,1.0049e+01,3.0312e+01,-3.5686e+01
2.6466e-01,-1.8553e+00,4.3286e+00,9.9913e+00,3.0202e+01,-4.2181e+01
3.6019e-01,-1.8198e+00,4.2767e+00,9.9349e+00,3.0123e+01,-3.8477e+01
2.0809e-01,-1.4332e+00,4.3375e+00,9.9394e+00,3.0310e+01,-3.8094e+01
1.6870e-01,-1.5490e+00,4.3556e+00,1.0021e+01,3.0289e+01,-4.2926e+01
3.3817e-01,-1.7600e+00,4.3003e+00,9.9254e+00,3.0186e+01,-4.2669e+01
2.7211e-01,-1.8683e+00,4.3601e+00,1.0004e+01,3.0277e+01,-3.9243e+01
3.7302e-01,-1.8076e+00,4.2670e+00,9.9708e+00,3.0094e+01,-4.1788e+01
2.8276e-01,-1.5812e+00,4.2928e+00,9.9428e+00,3.0181e+01,-3.7373e+01
3.0439e-01,-1.6155e+00,4.3015e+00,9.9341e+00,3.0195e+01,-4.1995e+01
3.8744e-01,-1.5118e+00,4.2588e+00,9.8929e+00,3.0120e+01,-4.1571e+01
1.5861e-01,-1.7546e+00,4.4056e+00,1.0040e+01,3.0346e+01,-4.0045e+01
3.5314e-01,-1.7806e+00,4.2925e+00,9.9253e+00,3.0162e+01,-4.0990e+01
1.5858e-01,-1.7678e+00,4.4147e+00,1.0047e+01,3.0369e+01,-3.9014e+01
2.2350e-02,-1.5741e+00,4.4726e+00,1.0107e+01,3.0497e+01,-4.3012e+01
2.6565e-01,-1.9459e+00,4.3534e+00,1.0005e+01,3.0268e+01,-4.2065e+01
3.7765e-01,-1.8806e+00,4.2830e+00,9.9443e+00,3.0136e+01,-4.0545e+01
2.7651e-01,-1.3477e+00,4.2980e+00,9.9016e+00,3.0245e+01,-4.0576e+01
1.7234e-01,-1.8009e+00,4.3931e+00,1.0044e+01,3.0310e+01,-4.1617e+01
1.9939e-01,-1.6563e+00,4.3483e+00,9.9791e+00,3.0269e+01,-4.2140e+01
4.2256e-01,-1.9393e+00,4.2682e+00,9.9400e+00,3.0083e+01,-4.0063e+01
4.2488e-01,-1.4006e+00,4.2317e+00,9.8685e+00,3.0109e+01,-4.3440e+01
1.4252e-01,-1.4755e+00,4.3990e+00,9.9886e+00,3.0402e+01,-4.1960e+01
1.7283e-01,-1.8924e+00,4.4144e+00,1.0070e+01,3.0370e+01,-4.0532e+01
2.5802e-01,-1.5058e+00,4.3287e+00,9.9342e+00,3.0275e+01,-4.3771e+01
3.9476e-01,-1.8651e+00,4.2816e+00,9.9643e+00,3.0123e+01,-4.2084e+01
1.9071e-01,-1.8959e+00,4.4073e+00,1.0033e+01,3.0341e+01,-3.9286e+01
2.5642e-01,-1.8606e+00,4.3547e+00,9.9858e+00,3.0272e+01,-3.5830e+01
4.4860e-01,-1.6203e+00,4.2430e+00,9.9134e+00,3.0072e+01,-4.1643e+01
3.5250e-01,-1.4728e+00,4.2624e+00,9.8937e+00,3.0139e+01,-4.0930e+01
2.2687e-01,-1.7217e+00,4.3550e+00,9.9869e+00,3.0275e+01,-3.4604e+01
4.1373e-01,-1.9253e+00,4.2638e+00,9.9261e+00,3.0075e+01,-4.1535e+01
2.2230e-01,-1.7340e+00,4.3592e+00,1.0019e+01,3.0290e+01,-4.3172e+01
1.6504e-01,-1.8147e+00,4.3944e+00,1.0073e+01,3.0318e+01,-3.4834e+01
1.6935e-01,-1.7836e+00,4.4072e+00,1.0057e+01,3.0345e+01,-4.3447e+01
2.8543e-01,-1.9351e+00,4.3436e+00,9.9972e+00,3.0233e+01,-4.0806e+01
1.6953e-01,-1.5596e+00,4.3905e+00,9.9928e+00,3.0379e+01,-4.2281e+01
2.6470e-01,-1.9131e+00,4.3239e+00,9.9969e+00,3.0192e+01,-4.1083e+01
2.0221e-01,-1.6266e+00,4.3612e+00,1.0020e+01,3.0295e+01,-3.6931e+01
9.8896e-02,-1.9778e+00,4.4368e+00,1.0105e+01,3.0385e+01,-3.7049e+01
1.7149e-01,-1.3628e+00,4.3437e+00,9.9512e+00,3.0332e+01,-3.7646e+01
2.8408e-01,-1.9651e+00,4.3392e+00,9.9784e+00,3.0224e+01,-3.5643e+01
1.3496e-01,-1.6781e+00,4.4060e+00,1.0062e+01,3.0353e+01,-3.4446e+01
2.8268e-01,-1.5706e+00,4.3109e+00,9.9460e+00,3.0224e+01,-4.0668e+01
1.9961e-01,-1.9361e+00,4.4009e+00,1.0031e+01,3.0324e+01,-3.7913e+01
2.5826e-01,-1.8346e+00,4.3296e+00,1.0012e+01,3.0204e+01,-4.3066e+01
1.7034e-01,-1.8078e+00,4.4052e+00,1.0043e+01,3.0343e+01,-3.6075e+01
2.5148e-01,-1.7733e+00,4.3499e+00,9.9756e+00,3.0255e+01,-4.3437e+01
1.8275e-01,-1.9024e+00,4.3946e+00,1.0030e+01,3.0316e+01,-3.9440e+01
2.1860e-01,-1.7239e+00,4.3483e+00,9.9891e+00,3.0263e+01,-3.5926e+01
1.5761e-01,-1.3584e+00,4.3409e+00,9.9747e+00,3.0332e+01,-4.0555e+01
1.7400e-01,-1.8237e+00,4.4099e+00,1.0035e+01,3.0352e+01,-3.8317e+01
3.2040e-01,-1.6990e+00,4.2910e+00,9.9667e+00,3.0165e+01,-3.5380e+01
2.9157e-01,-1.6038e+00,4.2971e+00,9.9358e+00,3.0191e+01,-4.2466e+01
1.4759e-01,-1.7332e+00,4.4188e+00,1.0045e+01,3.0385e+01,-3.7318e+01
3.4223e-01,-1.7405e+00,4.2899e+00,9.9578e+00,3.0157e+01,-3.2508e+01
3.9666e-01,-1.8712e+00,4.2777e+00,9.9341e+00,3.0113e+01,-4.0444e+01
3.6079e-01,-1.7584e+00,4.2797e+00,9.9266e+00,3.0125e+01,-4.2264e+01
5.5302e-02,-1.3104e+00,4.4074e+00,9.9863e+00,3.0442e+01,-4.3515e+01
4.1082e-01,-1.9360e+00,4.2730e+00,9.9432e+00,3.0099e+01,-4.0875e+01
4.4798e-01,-1.6109e+00,4.2449e+00,9.8828e+00,3.0076e+01,-3.8331e+01
2.7954e-01,-1.9946e+00,4.3483e+00,1.0000e+01,3.0250e+01,-3.4101e+01
2.4657e-01,-1.7918e+00,4.3558e+00,9.9880e+00,3.0274e+01,-3.5654e+01
1.8653e-01,-1.6210e+00,4.3605e+00,9.9915e+00,3.0300e+01,-3.9677e+01
4.1422e-01,-1.9965e+00,4.2570e+00,9.9437e+00,3.0063e+01,-4.3771e+01
1.7649e-01,-1.8122e+00,4.3983e+00,1.0044e+01,3.0322e+01,-3.5721e+01
3.9839e-01,-1.5220e+00,4.2646e+00,9.8958e+00,3.0133e+01,-4.1425e+01
1.8254e-01,-1.5832e+00,4.3641e+00,9.9851e+00,3.0309e+01,-4.1850e+01
