logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.8990e-01,-1.9955e+00,7.9989e-01,2.0611e+00,1.8358e+00,3.2152e+00,2.1052e+00,2.8672e+01,-6.1233e+02
-3.3135e-01,-1.8729e+00,1.6512e+00,2.4518e+00,2.1073e+00,2.5579e+00,3.8740e+00,3.0214e+01,-7.6075e+02
4.1725e-01,-9.2758e-01,1.4775e+00,2.2582e+00,3.3039e+00,1.4561e+00,2.6160e+00,2.9520e+01,-7.2078e+02
-6.1592e-01,-9.5663e-01,1.7548e+00,7.8579e-01,2.7349e+00,3.6223e+00,2.5050e+00,3.0033e+01,-7.8844e+02
-3.9694e-01,-1.7199e+00,1.7623e+00,2.1577e+00,1.2564e+00,2.2245e+00,3.9203e+00,3.0124e+01,-6.9694e+02
1.6208e-01,-7.7008e-01,1.2955e+00,2.1218e+00,3.1546e+00,2.2924e+00,2.5132e+00,2.9264e+01,-6.1323e+02
-1.2967e-01,-1.7157e+00,1.2383e+00,2.2672e+00,1.2440e+00,3.4590e+00,3.1831e+00,2.9646e+01,-7.7602e+02
3.3541e-01,-8.0922e-01,1.0006e+00,2.4940e+00,2.4941e+00,3.1532e+00,3.2539e+00,2.9259e+01,-7.7804e+02
2.5763e-01,-1.5763e+00,5.5932e-02,2.3404e+00,7.6158e-01,2.8372e+00,3.3656e+00,2.8949e+01,-6.2803e+02
4.6692e-03,-6.5095e-01,1.6243e+00,2.3246e+00,3.1097e+00,2.3429e+00,3.4085e+00,2.9695e+01,-7.0922e+02
4.3058e-01,-1.3151e+00,2.3358e-01,2.3068e+00,1.5445e+00,2.1233e+00,3.3977e+00,2.8634e+01,-5.9838e+02
3.3857e-01,-1.0851e+00,6.2221e-01,2.3895e+00,1.4127e+00,2.4395e+00,3.4439e+00,2.8863e+01,-7.1859e+02
3.1360e-01,-1.2267e+00,1.0953e+00,2.2227e+00,2.4163e+00,2.5051e+00,3.4169e+00,2.8957e+01,-5.9546e+02
-4.0445e-01,-8.8278e-01,2.1568e+00,1.7991e+00,1.9660e+00,3.9430e+00,3.2903e+00,3.0759e+01,-7.3830e+02
-9.8222e-02,-1.8371e+00,1.5917e+00,2.0993e+00,1.6545e+00,3.1430e+00,3.6471e+00,2.9709e+01,-7.7233e+02
3.4423e-01,-1.8339e+00,9.0638e-01,2.1546e+00,2.7898e+00,2.7769e+00,3.0468e+00,2.8984e+01,-4.1173e+02
-5.2919e-01,-1.9642e+00,1.9128e+00,2.1197e+00,1.7227e+00,3.5065e+00,3.8582e+00,3.0543e+01,-7.2165e+02
4.5988e-01,-1.3923e+00,-2.7502e-01,2.1913e+00,1.9361e+00,3.0091e+00,2.8206e+00,2.8455e+01,-6.7343e+02
2.4386e-01,-6.9727e-01,1.2912e+00,2.2157e+00,3.1876e+00,2.3294e+00,2.6869e+00,2.9327e+01,-7.3283e+02
3.8317e-01,-1.2420e+00,-4.8897e-01,2.2288e+00,1.8896e+00,2.9249e+00,2.9482e+00,2.8512e+01,-6.0732e+02
-1.6589e-01,-6.7538e-01,2.0298e+00,2.7693e+00,1.4559e+00,3.4831e+00,3.9840e+00,3.0659e+01,-6.7306e+02
-6.2496e-02,-1.2351e+00,1.7431e+00,2.4132e+00,1.1356e+00,3.4939e+00,3.6759e+00,3.0142e+01,-6.0792e+02
-4.8145e-01,-7.0658e-01,1.8576e+00,2.4656e+00,1.6216e+00,1.8655e+00,3.9340e+00,3.0196e+01,-7.4665e+02
4.3552e-01,-1.5446e+00,-1.3976e-01,2.1620e+00,2.6999e+00,1.3917e+00,3.1493e+00,2.8649e+01,-7.5160e+02
4.5971e-01,-1.2168e+00,-1.8825e-01,2.1490e+00,2.8690e+00,2.2243e+00,2.5415e+00,2.8613e+01,-6.1132e+02
-4.1090e-01,-1.6070e+00,1.7980e+00,1.9449e+00,2.0855e+00,3.5918e+00,3.5103e+00,3.0267e+01,-7.4922e+02
1.3747e-01,-7.9805e-01,1.3079e+00,2.3085e+00,1.5818e+00,3.3585e+00,2.6906e+00,2.9158e+01,-6.2572e+02
-4.0548e-01,-1.2725e+00,1.6279e+00,2.4115e+00,1.7411e+00,3.0784e+00,3.8176e+00,3.0151e+01,-6.5766e+02
-4.7992e-01,-8.0038e-01,1.9732e+00,4.0415e-01,3.1319e+00,3.7177e+00,2.2656e+00,3.0435e+01,-6.9390e+02
3.9981e-01,-1.2886e+00,-7.9242e-01,2.1699e+00,2.7551e+00,2.6323e+00,2.3697e+00,2.8608e+01,-7.4202e+02
4.5789e-01,-1.6158e+00,7.0951e-01,2.2131e+00,2.8251e+00,1.9613e+00,3.1650e+00,2.8875e+01,-4.6868e+02
7.7040e-02,-1.1594e+00,1.1472e+00,2.1303e+00,1.2781e+00,3.1488e+00,3.1589e+00,2.8972e+01,-7.4442e+02
2.4624e-02,-1.2333e+00,1.7337e+00,1.1819e+00,3.4447e+00,1.4139e+00,3.2794e+00,3.0154e+01,-6.9745e+02
-9.9256e-02,-7.5660e-01,1.4499e+00,2.2556e+00,8.2526e-01,3.4780e+00,2.4931e+00,2.9390e+01,-6.4370e+02
3.7874e-01,-7.2412e-01,9.5128e-01,2.4820e+00,2.6262e+00,3.1117e+00,2.8061e+00,2.9096e+01,-6.2731e+02
-1.4155e-01,-9.4937e-01,2.2843e+00,2.5199e+00,3.4556e+00,3.3841e+00,3.7958e+00,3.1208e+01,-7.4282e+02
2.8907e-01,-9.1902e-01,1.0048e+00,2.1313e+00,3.1146e+00,1.8119e+00,1.9840e+00,2.9082e+01,-5.7997e+02
3.4814e-01,-1.6819e+00,-2.2429e-01,2.3681e+00,7.9255e-01,2.9362e+00,3.3757e+00,2.8970e+01,-6.9498e+02
8.4992e-02,-1.1855e+00,1.2199e+00,1.8775e+00,3.1342e+00,2.2493e+00,2.4685e+00,2.9276e+01,-6.6846e+02
2.1368e-01,-1.2823e+00,1.1064e+00,1.9944e+00,3.0320e+00,2.2800e+00,2.6238e+00,2.9053e+01,-6.9254e+02
7.5365e-02,-9.6415e-01,1.5628e+00,1.7863e+00,3.3027e+00,2.3494e+00,2.5088e+00,2.9645e+01,-5.6953e+02
-1.8031e-01,-1.5671e+00,1.7258e+00,2.1634e+00,1.8857e+00,3.7337e+00,2.5003e+00,3.0128e+01,-5.9434e+02
-3.1683e-01,-5.7187e-01,1.6743e+00,2.5572e+00,7.0355e-01,3.6413e+00,2.7900e+00,2.9994e+01,-6.7518e+02
1.6074e-01,-1.5328e+00,-4.6390e-01,2.2019e+00,1.4483e+00,1.9226e+00,3.3975e+00,2.8671e+01,-7.8755e+02
3.5881e-01,-1.7196e+00,8.3191e-01,2.3724e+00,2.6970e+00,3.3170e+00,2.4036e+00,2.9294e+01,-7.6876e+02
-5.4704e-01,-1.0343e+00,1.7674e+00,2.4511e+00,9.3465e-01,3.6332e+00,3.6050e+00,3.0406e+01,-7.5074e+02
2.3037e-01,-1.5760e+00,1.1300e+00,2.2010e+00,2.5481e+00,2.8662e+00,3.3615e+00,2.9152e+01,-4.6287e+02
