niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.3931e+05,-1.3931e+05,-1.9980e-03,-1.3931e+05,1.1750e-01,6.9098e+00,inf,3.9134e-01,-9.1919e-01,-1.3225e+00,5.4460e+00,5.8338e-01,2.8478e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.3834e+05,-1.3835e+05,-3.9960e-03,-1.3835e+05,1.1751e-01,6.9118e+00,1.3584e+05,9.5823e-01,3.8747e-01,-1.2063e+00,5.4136e+00,2.2343e+00,2.8026e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3820e+05,-1.3820e+05,-5.9940e-03,-1.3820e+05,1.1753e-01,6.9138e+00,1.3488e+05,1.3434e+00,-9.8598e-01,-6.4903e-01,5.4317e+00,2.2719e+00,2.8339e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3767e+05,-1.3768e+05,-7.9920e-03,-1.3768e+05,1.1755e-01,6.9157e+00,1.3473e+05,1.8951e+00,-9.8858e-01,-6.5549e-01,5.4927e+00,3.2434e+00,2.8121e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3767e+05,-1.3767e+05,-9.9900e-03,-1.3767e+05,1.1744e-01,6.9025e+00,1.3421e+05,2.4516e+00,-3.8559e-01,-1.9914e+00,5.3620e+00,2.4605e+00,2.8026e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3690e+05,-1.3691e+05,-1.1988e-02,-1.3691e+05,1.1758e-01,6.9197e+00,1.3421e+05,3.0110e+00,-7.6710e-01,-1.4585e+00,5.3652e+00,6.0762e-01,2.9091e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3657e+05,-1.3658e+05,-1.3986e-02,-1.3658e+05,1.1760e-01,6.9217e+00,1.3344e+05,3.3991e+00,3.7338e-01,-1.7334e+00,5.4463e+00,2.6521e+00,2.8568e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3653e+05,-1.3653e+05,-1.5984e-02,-1.3653e+05,1.1762e-01,6.9237e+00,1.3311e+05,3.7860e+00,-8.5281e-01,-1.3427e+00,5.3425e+00,2.6222e-01,2.9243e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3640e+05,-1.3641e+05,-1.7982e-02,-1.3641e+05,1.1763e-01,6.9257e+00,1.3306e+05,4.1702e+00,2.6910e-01,-1.7251e+00,5.2389e+00,5.0424e-01,2.8507e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3621e+05,-1.3622e+05,-1.9980e-02,-1.3622e+05,1.1765e-01,6.9277e+00,1.3294e+05,4.6325e+00,-7.0184e-01,-1.3341e+00,5.2743e+00,2.7186e+00,2.8326e+01
