logfeh,logdust,logNpix,tau,dmod,logl
-4.7640e-01,-1.2154e+00,4.3166e+00,2.4950e+00,2.9019e+01,-2.5494e+03
-4.5549e-01,-1.2343e+00,4.3139e+00,2.4620e+00,2.9020e+01,-2.5432e+03
-4.9286e-01,-1.2358e+00,4.3242e+00,2.4638e+00,2.9040e+01,-2.5582e+03
-4.9120e-01,-1.2456e+00,4.3215e+00,2.3458e+00,2.9027e+01,-2.5564e+03
-4.6612e-01,-1.2374e+00,4.3131e+00,2.4389e+00,2.9012e+01,-2.5642e+03
-4.8587e-01,-1.2285e+00,4.3118e+00,2.4632e+00,2.9009e+01,-2.5665e+03
-4.9510e-01,-1.2277e+00,4.3337e+00,2.4950e+00,2.9061e+01,-2.5398e+03
-4.7675e-01,-1.2397e+00,4.3088e+00,2.4559e+00,2.9007e+01,-2.5585e+03
-4.7740e-01,-1.2430e+00,4.3206e+00,2.3224e+00,2.9014e+01,-2.5668e+03
-4.5136e-01,-1.2352e+00,4.3165e+00,2.3718e+00,2.9011e+01,-2.5448e+03
-4.6913e-01,-1.2492e+00,4.3077e+00,2.4475e+00,2.9003e+01,-2.5610e+03
-4.6905e-01,-1.2340e+00,4.3179e+00,2.4383e+00,2.9017e+01,-2.5592e+03
-4.9392e-01,-1.2407e+00,4.3226e+00,2.3815e+00,2.9020e+01,-2.5629e+03
-4.5953e-01,-1.2467e+00,4.3121e+00,2.3650e+00,2.9004e+01,-2.5570e+03
-4.6667e-01,-1.2690e+00,4.3107e+00,2.2701e+00,2.9002e+01,-2.5655e+03
-4.5933e-01,-1.2511e+00,4.3167e+00,2.3238e+00,2.9013e+01,-2.5641e+03
-4.7238e-01,-1.2382e+00,4.3213e+00,2.3255e+00,2.9016e+01,-2.5574e+03
-4.5448e-01,-1.2341e+00,4.3176e+00,2.4204e+00,2.9018e+01,-2.5583e+03
-4.7107e-01,-1.2569e+00,4.3355e+00,2.3315e+00,2.9059e+01,-2.5572e+03
-4.8058e-01,-1.2323e+00,4.3274e+00,2.4327e+00,2.9046e+01,-2.5497e+03
-4.7271e-01,-1.2325e+00,4.3127e+00,2.4162e+00,2.9003e+01,-2.5582e+03
-4.8378e-01,-1.2446e+00,4.3214e+00,2.3723e+00,2.9026e+01,-2.5501e+03
-4.5393e-01,-1.2483e+00,4.3102e+00,2.4190e+00,2.9000e+01,-2.5646e+03
-4.7137e-01,-1.2348e+00,4.3135e+00,2.4592e+00,2.9016e+01,-2.5619e+03
-4.8242e-01,-1.2601e+00,4.3177e+00,2.3379e+00,2.9018e+01,-2.5668e+03
-4.5356e-01,-1.2297e+00,4.3148e+00,2.4401e+00,2.9014e+01,-2.5199e+03
-4.9575e-01,-1.2414e+00,4.3167e+00,2.3995e+00,2.9012e+01,-2.5635e+03
-4.7621e-01,-1.2488e+00,4.3097e+00,2.3719e+00,2.9004e+01,-2.5657e+03
-4.6661e-01,-1.2379e+00,4.3168e+00,2.4446e+00,2.9024e+01,-2.5609e+03
