logfeh_scale,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-2.4990e-01,-1.9189e+00,9.1975e-01,7.2649e-01,9.0216e-01,3.4504e+00,3.4430e+00,2.9558e+01,-1.0598e+03
2.0269e-02,-1.5624e+00,1.2790e+00,1.0644e+00,3.7402e+00,2.5140e+00,3.7195e+00,3.0963e+01,-1.6447e+03
-3.8874e-01,-8.2429e-01,2.7823e-01,1.9875e+00,1.5835e+00,3.5378e+00,3.5416e+00,2.9790e+01,-1.0099e+03
2.8827e-01,-1.3064e+00,1.3979e+00,2.1759e+00,1.5605e+00,3.8096e+00,3.6460e+00,3.0200e+01,-1.2227e+03
-2.2145e-01,-1.2601e+00,-3.2044e-01,1.9223e+00,9.5241e-01,2.5019e+00,3.6395e+00,2.9123e+01,-1.1534e+03
-9.8927e-01,-8.0537e-01,1.1464e+00,2.0418e-01,1.0635e+00,3.3291e+00,3.7866e+00,2.9899e+01,-1.7891e+03
-1.0398e-01,-1.2244e+00,7.3049e-01,1.4431e+00,3.4095e+00,3.3486e+00,3.2728e+00,3.0351e+01,-1.7189e+03
-3.3229e-01,-1.0732e+00,1.3024e+00,8.2567e-01,1.6947e+00,3.4343e+00,3.8098e+00,2.9930e+01,-1.7633e+03
6.0533e-02,-5.5486e-01,1.6345e-01,2.6155e+00,2.2636e+00,3.0048e+00,3.8558e+00,2.9857e+01,-1.7260e+03
-9.4627e-01,-8.6449e-01,5.1400e-01,1.8263e+00,1.2847e+00,2.4516e+00,3.9825e+00,2.9988e+01,-1.1562e+03
-5.9405e-01,-1.8056e+00,-4.9394e-01,1.4388e+00,1.9249e+00,2.2475e+00,3.8104e+00,2.9599e+01,-1.4689e+03
7.6418e-02,-1.5069e+00,-9.7969e-01,2.1080e+00,1.1007e+00,3.4882e+00,3.3421e+00,2.9495e+01,-1.3804e+03
4.5444e-01,-9.3043e-01,1.2067e+00,1.3143e+00,3.4306e+00,3.3333e+00,2.1720e+00,3.0021e+01,-1.2348e+03
-3.0852e-01,-1.0582e+00,8.9497e-01,1.9523e+00,5.8968e-01,3.9702e+00,2.5706e+00,3.0383e+01,-1.6966e+03
-7.7921e-02,-1.2977e+00,-8.0808e-01,1.8719e+00,2.3059e+00,3.4553e+00,3.4550e+00,2.9635e+01,-1.3503e+03
-6.4524e-01,-1.2555e+00,1.0318e+00,4.1517e-01,2.5602e+00,3.3274e+00,3.8284e+00,3.0136e+01,-1.7576e+03
-8.1096e-01,-7.9531e-01,8.8993e-01,1.8068e+00,7.5103e-01,1.7465e+00,3.9110e+00,2.9775e+01,-1.3718e+03
-2.9041e-02,-1.7177e+00,1.5526e+00,1.3735e+00,1.3326e+00,3.8102e+00,3.6801e+00,3.0332e+01,-1.7143e+03
-2.0299e-01,-1.0033e+00,-3.5548e-01,2.0432e+00,1.4156e+00,3.4685e+00,3.3788e+00,2.9531e+01,-1.1889e+03
1.3632e-02,-1.2638e+00,2.0775e-01,2.1540e+00,1.7015e+00,2.4803e+00,3.8022e+00,2.9511e+01,-1.1591e+03
-2.2104e-01,-1.5093e+00,1.0882e+00,1.5956e+00,8.0602e-01,3.3033e+00,3.7540e+00,2.9737e+01,-1.0678e+03
-4.5936e-01,-6.8412e-01,6.1952e-01,1.9303e+00,3.0477e+00,3.7137e+00,3.5281e+00,3.0368e+01,-1.5258e+03
-2.3793e-01,-1.6120e+00,1.3101e+00,2.2978e+00,1.8450e+00,1.6794e+00,4.2630e+00,3.0634e+01,-1.4163e+03
-1.0887e-01,-7.4272e-01,-9.0028e-01,2.6202e+00,2.8791e+00,1.9900e+00,4.0897e+00,3.0383e+01,-1.3170e+03
-9.6770e-01,-8.9109e-01,1.1561e+00,2.8687e-01,1.8825e+00,1.5938e+00,4.0835e+00,3.0202e+01,-1.2559e+03
-8.2128e-01,-1.0180e+00,7.1206e-01,1.7027e+00,2.1575e+00,2.4342e+00,3.9150e+00,2.9882e+01,-1.4932e+03
-9.2880e-01,-9.0962e-01,-3.3396e-01,1.8680e+00,1.3810e+00,2.7677e+00,4.0895e+00,3.0279e+01,-1.6262e+03
1.8910e-02,-1.1115e+00,1.3214e+00,6.9397e-01,3.2740e+00,2.7398e+00,3.5041e+00,2.9965e+01,-1.5211e+03
-2.1737e-01,-1.1275e+00,-4.3070e-01,2.0290e+00,1.7449e+00,2.7173e+00,3.6168e+00,2.9242e+01,-1.5673e+03
-3.9554e-02,-7.8819e-01,1.4473e+00,1.7231e+00,2.9021e+00,2.2422e+00,3.8279e+00,2.9783e+01,-1.2634e+03
3.0768e-02,-1.3091e+00,1.3116e+00,1.2902e+00,3.5136e+00,3.5278e+00,3.4732e+00,3.0646e+01,-1.1730e+03
2.4837e-01,-1.0131e+00,1.3825e+00,1.1700e+00,3.5353e+00,2.1538e+00,3.1541e+00,3.0183e+01,-1.6654e+03
-9.7547e-02,-8.8246e-01,1.4358e+00,2.1882e+00,9.6029e-01,3.8489e+00,3.8693e+00,3.0507e+01,-1.6139e+03
4.1959e-01,-1.0605e+00,1.4231e+00,5.1226e-01,3.0805e+00,3.4925e+00,2.7574e+00,2.9728e+01,-1.7704e+03
5.2456e-02,-1.5316e+00,1.5799e+00,2.1594e+00,3.2858e+00,2.6179e+00,4.2101e+00,3.0825e+01,-1.2720e+03
-4.7595e-01,-1.8027e+00,1.3660e+00,1.3969e+00,1.6175e+00,2.9940e+00,4.1379e+00,3.0444e+01,-1.2026e+03
-8.4006e-03,-7.6481e-01,1.6186e+00,7.9993e-01,3.5676e+00,1.6321e+00,3.3779e+00,3.0382e+01,-1.7409e+03
-5.0401e-02,-1.7737e+00,1.2736e+00,1.3552e+00,2.7763e+00,1.7646e+00,3.8336e+00,2.9783e+01,-1.2414e+03
-4.2490e-01,-7.8133e-01,-4.1060e-01,1.6309e+00,2.1225e+00,3.5815e+00,2.9741e+00,2.9567e+01,-1.7407e+03
3.0707e-01,-1.6304e+00,-8.1583e-01,1.9754e+00,2.3161e+00,3.6927e+00,2.8934e+00,2.9660e+01,-1.7238e+03
-3.8096e-01,-1.0176e+00,-1.8001e-01,1.7863e+00,1.9708e+00,3.0414e+00,3.7309e+00,2.9574e+01,-1.6652e+03
-3.5233e-01,-8.8809e-01,1.2899e+00,1.3315e+00,9.0405e-01,3.7192e+00,3.6362e+00,3.0162e+01,-1.8120e+03
-1.6124e-01,-5.5172e-01,1.6727e+00,6.2826e-01,3.3510e+00,3.7440e+00,1.9202e+00,3.0424e+01,-1.3727e+03
2.0962e-01,-1.1893e+00,6.7244e-01,2.0678e+00,2.2940e+00,2.6908e+00,3.6984e+00,2.9297e+01,-8.8274e+02
-2.0787e-01,-5.2465e-01,1.5103e+00,5.2219e-01,3.6451e+00,2.9126e+00,2.8629e+00,3.0453e+01,-1.7786e+03
-7.9321e-02,-7.2799e-01,1.7463e+00,2.0306e+00,3.9839e+00,1.4117e+00,3.5094e+00,3.1388e+01,-1.6186e+03
1.0189e-01,-6.1135e-01,-2.5649e-01,2.5900e+00,3.0143e+00,3.7695e+00,2.9757e+00,3.0185e+01,-1.7924e+03
-9.6227e-01,-5.9806e-01,1.1639e+00,1.7112e+00,1.6472e+00,3.7183e+00,3.8760e+00,3.0420e+01,-1.5371e+03
-2.5811e-01,-1.2275e+00,9.9227e-01,1.6349e+00,1.6303e+00,3.9577e+00,2.6079e+00,3.0323e+01,-1.6966e+03
-1.0028e-01,-1.8503e+00,2.0687e-01,1.9139e+00,2.3995e+00,2.4787e+00,3.8693e+00,2.9739e+01,-1.7228e+03
8.4694e-03,-7.0091e-01,1.5961e+00,1.5395e+00,3.3171e+00,3.6217e+00,3.6459e+00,3.0420e+01,-1.4992e+03
-9.0873e-01,-9.9716e-01,5.0462e-01,3.8755e-01,1.8368e+00,2.9769e+00,3.9380e+00,2.9997e+01,-1.5587e+03
-8.4750e-01,-6.5287e-01,1.2709e+00,2.2913e+00,1.7656e+00,3.4030e+00,4.1358e+00,3.0618e+01,-1.7468e+03
2.1988e-01,-1.8633e+00,1.3952e+00,4.1045e-01,2.6171e+00,3.8506e+00,2.3838e+00,3.0043e+01,-1.5314e+03
-7.6315e-01,-8.3639e-01,1.4012e+00,1.0328e+00,1.7017e+00,3.1086e+00,3.9565e+00,3.0076e+01,-1.1010e+03
1.2633e-02,-1.9839e+00,9.2273e-01,1.9590e+00,1.0750e+00,2.3880e+00,3.9098e+00,2.9684e+01,-1.4360e+03
5.6645e-02,-1.2489e+00,1.1181e+00,7.9757e-01,1.3066e+00,3.6388e+00,2.0466e+00,2.9375e+01,-1.1944e+03
-8.3094e-02,-5.8938e-01,1.4965e+00,8.7312e-01,3.0065e+00,2.9087e+00,3.6378e+00,2.9678e+01,-1.6519e+03
-2.8063e-01,-6.5050e-01,1.0436e+00,1.7634e+00,2.0972e+00,3.8059e+00,1.9409e+00,2.9880e+01,-1.0176e+03
-8.3817e-01,-9.3153e-01,1.2048e+00,1.0031e+00,1.4027e+00,1.9775e+00,3.9949e+00,3.0006e+01,-1.7999e+03
-1.1925e-01,-7.9553e-01,1.5260e+00,4.7270e-01,1.3046e+00,3.7767e+00,3.3535e+00,2.9994e+01,-1.4602e+03
4.1303e-02,-7.8149e-01,8.0483e-01,2.0943e+00,3.6758e+00,3.1636e+00,2.4607e+00,3.0608e+01,-1.6987e+03
2.2966e-01,-6.5380e-01,1.8546e+00,1.5360e+00,3.9068e+00,2.2041e+00,3.0373e+00,3.1008e+01,-1.1204e+03
-8.5886e-02,-1.7370e+00,-1.5511e-01,1.6366e+00,2.4732e+00,3.2826e+00,3.4398e+00,2.9465e+01,-1.4792e+03
-2.9768e-01,-1.3990e+00,-7.9337e-01,1.9944e+00,1.5658e+00,2.5939e+00,3.8184e+00,2.9594e+01,-9.6202e+02
-3.3613e-01,-7.6407e-01,1.3707e+00,2.0288e+00,3.1908e+00,3.5924e+00,3.6842e+00,3.0482e+01,-1.2707e+03
1.4324e-01,-1.6447e+00,-4.4389e-01,2.1194e+00,2.0779e+00,2.9591e+00,3.6671e+00,2.9419e+01,-9.8585e+02
-3.2690e-01,-1.1361e+00,1.2829e+00,1.1568e+00,2.9684e+00,3.3027e+00,3.9993e+00,3.0465e+01,-1.4467e+03
2.5419e-01,-1.3863e+00,5.8501e-01,2.2733e+00,2.4383e+00,2.3653e+00,3.9718e+00,2.9879e+01,-1.3635e+03
-3.5400e-01,-1.1072e+00,1.5114e+00,1.1424e+00,3.0923e+00,1.9843e+00,3.9767e+00,3.0316e+01,-1.7033e+03
-2.7197e-01,-1.1279e+00,3.6006e-01,2.0277e+00,1.5674e+00,2.2424e+00,3.9065e+00,2.9685e+01,-1.5894e+03
4.4383e-01,-1.8863e+00,1.1829e+00,1.9341e-02,3.6522e+00,3.0625e+00,2.9652e+00,3.0495e+01,-1.3839e+03
4.5544e-01,-6.1936e-01,2.3583e-01,2.3367e+00,3.5040e+00,2.3367e+00,3.1035e+00,3.0011e+01,-1.2526e+03
9.6821e-02,-1.7134e+00,-4.7803e-01,1.7651e+00,1.8034e+00,3.5944e+00,2.8260e+00,2.9461e+01,-1.6291e+03
-9.1081e-02,-6.7542e-01,1.3479e+00,2.1063e+00,3.6950e+00,2.9248e+00,3.1071e+00,3.0711e+01,-1.5417e+03
-5.5968e-01,-5.2168e-01,4.0826e-01,1.9972e+00,3.1258e+00,3.3170e+00,3.5023e+00,3.0004e+01,-1.6078e+03
3.3487e-01,-1.2951e+00,1.4114e+00,9.3444e-01,3.7364e+00,3.7212e+00,2.1689e+00,3.0930e+01,-1.7749e+03
-2.3693e-01,-9.6809e-01,1.0061e+00,1.1230e+00,2.6466e+00,3.5423e+00,2.8659e+00,2.9610e+01,-1.2888e+03
-6.0580e-01,-1.6898e+00,2.9829e-01,1.4023e+00,2.1150e+00,3.3495e+00,3.8795e+00,3.0148e+01,-1.6950e+03
2.3447e-01,-1.3893e+00,-2.2082e-01,2.0321e+00,1.5862e+00,3.7230e+00,2.2429e+00,2.9608e+01,-1.2638e+03
8.7971e-02,-9.9461e-01,1.4375e+00,1.0603e+00,2.8530e+00,3.5881e+00,3.1056e+00,2.9811e+01,-1.5439e+03
5.7985e-03,-7.7889e-01,1.7306e+00,1.2961e+00,3.6388e+00,2.4459e+00,3.8199e+00,3.0774e+01,-1.1192e+03
3.9883e-01,-9.4848e-01,1.7933e+00,6.3733e-01,3.5557e+00,3.7192e+00,3.5266e+00,3.0707e+01,-1.3587e+03
-3.0126e-03,-1.6876e+00,1.1955e+00,7.5946e-01,3.0106e+00,3.7847e+00,2.6764e+00,3.0246e+01,-1.3361e+03
3.2148e-01,-1.0738e+00,8.7291e-02,1.8444e+00,2.8613e+00,3.0197e+00,3.1912e+00,2.9161e+01,-1.5761e+03
1.4304e-01,-1.2313e+00,8.9149e-01,1.7375e+00,1.3998e+00,3.3596e+00,3.4428e+00,2.9297e+01,-1.3022e+03
8.0875e-02,-1.3651e+00,1.3124e+00,1.1756e+00,3.3322e+00,3.2921e+00,3.5429e+00,3.0291e+01,-1.7131e+03
-5.3906e-02,-8.5605e-01,1.2204e+00,2.1843e+00,1.2441e+00,4.0092e+00,2.0990e+00,3.0387e+01,-1.5140e+03
1.7539e-01,-1.7439e+00,9.6137e-01,1.4942e+00,2.0458e+00,3.7978e+00,2.0258e+00,2.9799e+01,-1.3148e+03
-2.1281e-02,-1.1326e+00,4.4409e-01,2.2791e+00,3.0418e+00,2.5118e+00,3.8700e+00,3.0107e+01,-1.0849e+03
1.8060e-01,-1.0162e+00,9.3425e-01,2.4158e+00,2.8111e+00,2.0997e+00,3.9525e+00,3.0019e+01,-7.9027e+02
1.8025e-01,-8.5302e-01,1.3025e+00,1.9862e+00,1.6510e+00,3.8555e+00,3.0393e+00,2.9990e+01,-1.5595e+03
4.8697e-01,-1.5490e+00,1.6954e+00,2.1364e+00,3.7257e+00,2.8737e+00,4.0963e+00,3.1082e+01,-1.7021e+03
-8.4955e-01,-7.5469e-01,1.0864e+00,1.7775e+00,2.6199e+00,2.9374e+00,3.9795e+00,3.0192e+01,-1.4451e+03
2.3709e-01,-8.1576e-01,9.7699e-01,2.0233e+00,1.5603e+00,3.5432e+00,3.3103e+00,2.9453e+01,-1.3687e+03
1.9181e-01,-1.5567e+00,1.6974e+00,9.9128e-01,3.3045e+00,4.0777e+00,3.2168e+00,3.0956e+01,-1.6222e+03
3.4310e-01,-5.3251e-01,1.2560e+00,2.3466e+00,1.0089e+00,3.7263e+00,2.0093e+00,2.9598e+01,-1.4989e+03
-4.6972e-01,-1.7176e+00,-2.1034e-01,1.8597e+00,8.6175e-01,2.8392e+00,3.7857e+00,2.9668e+01,-1.6769e+03
-2.7455e-01,-6.8639e-01,4.5981e-01,2.3293e+00,3.3277e+00,3.5858e+00,3.4714e+00,3.0502e+01,-1.6049e+03
3.0113e-01,-1.8723e+00,1.2790e+00,2.3034e+00,2.6022e+00,3.3601e+00,3.9608e+00,3.0257e+01,-1.7790e+03
3.7227e-01,-1.2233e+00,1.5385e+00,4.2388e-01,3.7940e+00,2.8558e+00,2.3139e+00,3.0768e+01,-1.6311e+03
-2.1923e-01,-1.0197e+00,7.3653e-01,1.6576e+00,2.2781e+00,2.4999e+00,3.6337e+00,2.9187e+01,-1.5169e+03
-1.3738e-01,-1.8653e+00,1.4485e+00,1.5074e-01,1.7363e+00,3.9370e+00,3.7576e+00,3.0626e+01,-1.4962e+03
-2.5326e-01,-8.0250e-01,1.2109e+00,2.4794e-01,2.9206e+00,3.5980e+00,3.2070e+00,2.9948e+01,-1.0465e+03
-3.2091e-01,-1.6885e+00,7.3350e-01,1.0553e+00,2.4839e+00,3.4315e+00,3.4972e+00,2.9776e+01,-1.5729e+03
4.1346e-02,-1.3231e+00,1.2972e+00,8.7581e-01,3.1702e+00,3.7955e+00,3.0304e+00,3.0359e+01,-1.0713e+03
2.1935e-01,-1.1240e+00,1.6314e+00,4.6174e-01,2.9694e+00,3.8992e+00,2.2673e+00,3.0306e+01,-1.4042e+03
-4.0073e-01,-1.9603e+00,1.0215e+00,7.0160e-01,1.7510e+00,3.1110e+00,3.8622e+00,2.9904e+01,-1.4677e+03
2.2275e-01,-5.5324e-01,1.3862e+00,2.4718e+00,1.2462e+00,3.8200e+00,3.4950e+00,3.0026e+01,-1.8049e+03
3.0555e-01,-1.5654e+00,9.6800e-01,2.0307e+00,3.0677e+00,3.4400e+00,3.5431e+00,3.0047e+01,-1.4150e+03
4.2672e-01,-1.3514e+00,9.6774e-01,8.2227e-01,3.5026e+00,2.9111e+00,2.2776e+00,3.0064e+01,-1.4338e+03
-1.1629e-01,-7.4793e-01,-9.2319e-01,2.0643e+00,2.7565e+00,3.7133e+00,2.8191e+00,2.9902e+01,-1.6671e+03
1.5125e-02,-1.3931e+00,8.4604e-01,2.3314e+00,1.7152e+00,3.9276e+00,3.5103e+00,3.0437e+01,-1.7734e+03
1.3293e-01,-8.0657e-01,-3.2808e-01,1.9598e+00,1.9114e+00,3.1311e+00,3.1019e+00,2.8709e+01,-1.6397e+03
4.2198e-01,-1.4636e+00,1.8241e+00,1.4100e+00,3.6941e+00,2.1461e+00,4.2071e+00,3.1104e+01,-1.5507e+03
-5.2682e-01,-6.8361e-01,5.8578e-01,1.5978e+00,2.6119e+00,3.8245e+00,3.2345e+00,3.0224e+01,-1.7831e+03
-1.3559e-01,-9.4153e-01,1.3833e+00,2.3483e+00,2.6887e+00,4.0030e+00,3.6346e+00,3.0744e+01,-1.7185e+03
1.0286e-01,-1.0951e+00,1.3773e+00,3.8446e-01,3.9113e+00,2.4475e+00,2.4888e+00,3.1086e+01,-1.7701e+03
-8.7748e-01,-1.7381e+00,8.7708e-01,2.6281e-01,1.0717e+00,2.4227e+00,4.1387e+00,3.0408e+01,-1.7098e+03
-3.6191e-01,-1.2015e+00,1.2011e+00,3.7584e-01,2.7763e+00,3.8492e+00,3.7789e+00,3.0654e+01,-1.8055e+03
-6.7421e-01,-6.7589e-01,-2.3153e-03,2.1959e+00,2.5421e+00,3.3716e+00,3.8830e+00,3.0215e+01,-1.5365e+03
1.3818e-01,-1.4194e+00,-9.4260e-01,2.2565e+00,2.2448e+00,3.3583e+00,3.7903e+00,2.9900e+01,-1.1993e+03
-4.5618e-03,-1.0195e+00,1.5915e+00,2.1068e+00,3.0003e+00,3.9996e+00,3.2354e+00,3.0697e+01,-1.5456e+03
-5.6963e-01,-1.8148e+00,-2.2242e-01,1.6198e+00,1.9629e+00,2.5620e+00,3.8949e+00,2.9857e+01,-1.4992e+03
1.6598e-01,-1.0317e+00,1.7137e+00,1.8861e+00,3.5417e+00,3.4864e+00,3.7572e+00,3.0755e+01,-1.4572e+03
-2.1086e-01,-1.1132e+00,1.0129e+00,1.6599e+00,3.0897e+00,3.7731e+00,2.2361e+00,3.0311e+01,-1.6893e+03
-3.8182e-01,-1.4132e+00,1.5696e+00,1.1526e-01,1.4003e+00,1.9859e+00,4.1984e+00,3.0433e+01,-1.4953e+03
1.0662e-01,-1.1423e+00,5.6227e-01,1.8535e+00,1.9233e+00,2.3152e+00,3.6174e+00,2.8975e+01,-1.6334e+03
-4.8556e-02,-1.5817e+00,3.6002e-01,1.8070e+00,2.7101e+00,3.5022e+00,3.1332e+00,2.9695e+01,-1.6829e+03
3.6650e-01,-6.2667e-01,1.1367e-01,2.4818e+00,3.6449e+00,3.0840e+00,2.9146e+00,3.0425e+01,-1.6419e+03
-9.3030e-02,-7.8344e-01,3.1277e-01,2.1956e+00,2.7231e+00,1.8940e+00,3.8443e+00,2.9705e+01,-1.4213e+03
4.1616e-01,-1.1541e+00,1.4617e+00,8.2891e-01,3.6794e+00,2.2324e+00,2.8005e+00,3.0454e+01,-1.6651e+03
-2.5595e-01,-7.8568e-01,1.6225e+00,7.2706e-01,1.9016e+00,3.9888e+00,2.8309e+00,3.0430e+01,-1.7055e+03
9.0203e-02,-9.4405e-01,1.5107e+00,1.6205e-01,3.4979e+00,2.3902e+00,3.8475e+00,3.0515e+01,-1.5661e+03
-1.1749e-01,-1.7190e+00,1.0786e+00,2.1436e+00,2.6630e+00,2.6751e+00,3.9167e+00,3.0026e+01,-1.6611e+03
-3.8706e-01,-1.1638e+00,8.6535e-01,2.8307e-01,3.1719e+00,2.9765e+00,3.9120e+00,3.0359e+01,-1.5853e+03
-5.1503e-01,-7.2194e-01,1.2972e+00,1.3856e+00,7.8594e-01,3.7812e+00,3.5748e+00,3.0158e+01,-1.3577e+03
3.0696e-01,-1.2255e+00,1.1906e+00,9.6110e-01,3.6472e+00,2.8239e+00,2.2280e+00,3.0439e+01,-1.7289e+03
2.9015e-01,-1.6830e+00,3.0888e-01,2.3205e+00,2.5891e+00,3.1355e+00,3.8166e+00,2.9840e+01,-1.2974e+03
3.8329e-01,-1.8950e+00,1.2067e+00,1.4253e+00,3.7870e+00,2.8829e+00,3.5548e+00,3.0898e+01,-1.7627e+03
7.1371e-02,-1.5271e+00,5.4864e-01,1.3827e+00,2.3253e+00,3.5072e+00,1.9404e+00,2.9251e+01,-1.6736e+03
4.4418e-01,-1.0823e+00,1.2718e+00,1.9324e+00,1.1375e+00,3.6145e+00,3.3018e+00,2.9544e+01,-1.1704e+03
-7.3519e-01,-1.1658e+00,1.1680e+00,1.3569e+00,1.1959e+00,2.2572e+00,4.1035e+00,3.0244e+01,-1.3253e+03
1.0082e-01,-1.5135e+00,1.3357e+00,6.8861e-01,2.9104e+00,2.5796e+00,3.6975e+00,2.9653e+01,-1.6163e+03
-1.4250e-01,-1.0013e+00,1.5111e+00,8.4923e-01,2.7840e+00,4.0384e+00,2.6100e+00,3.0587e+01,-1.3579e+03
-5.1826e-01,-1.3185e+00,3.1192e-01,1.1602e+00,2.7381e+00,2.3940e+00,3.7595e+00,2.9706e+01,-1.7042e+03
-1.7432e-01,-1.8898e+00,2.6988e-01,1.2152e+00,1.6668e+00,3.4484e+00,3.0976e+00,2.9284e+01,-1.4796e+03
-3.1517e-01,-1.8260e+00,7.3034e-01,1.0664e+00,2.0657e+00,3.0713e+00,3.7414e+00,2.9632e+01,-1.5057e+03
-8.4670e-01,-9.1947e-01,4.6156e-01,1.1795e+00,1.1892e+00,3.3560e+00,3.8773e+00,3.0074e+01,-1.5974e+03
-5.8761e-01,-1.5817e+00,-2.3684e-01,1.6289e+00,1.8206e+00,1.9056e+00,3.9042e+00,2.9768e+01,-1.4222e+03
-3.8547e-01,-9.8992e-01,-9.5338e-01,2.2762e+00,1.5158e+00,2.2799e+00,3.8948e+00,2.9787e+01,-1.4794e+03
2.6087e-01,-1.1155e+00,1.3685e+00,2.2654e+00,1.2483e+00,4.0426e+00,2.1706e+00,3.0422e+01,-1.3527e+03
-8.5266e-01,-9.2768e-01,1.3419e+00,8.6457e-01,1.5382e+00,3.1139e+00,4.0787e+00,3.0349e+01,-1.2319e+03
3.1132e-01,-1.2957e+00,1.2453e+00,1.1462e+00,3.6662e+00,3.0182e+00,2.7972e+00,3.0513e+01,-1.3951e+03
