logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-5.4107e-02,-1.0042e+00,7.9109e-01,2.3877e+00,1.8140e+00,2.0618e+00,3.9027e+00,-4.9927e+02
-7.8478e-02,-1.0224e+00,7.2565e-01,2.3784e+00,1.9793e+00,1.7616e+00,3.8954e+00,-5.0173e+02
-1.1456e-01,-1.0090e+00,8.4020e-01,2.3604e+00,1.7415e+00,1.8838e+00,3.8918e+00,-5.0041e+02
-6.2572e-02,-1.0037e+00,8.0237e-01,2.3829e+00,1.9450e+00,1.8720e+00,3.8986e+00,-5.0430e+02
-7.1708e-02,-1.0234e+00,8.4338e-01,2.3660e+00,1.9235e+00,2.2637e+00,3.8878e+00,-4.9776e+02
-8.1729e-02,-1.0148e+00,7.8967e-01,2.3805e+00,1.6122e+00,1.8139e+00,3.9058e+00,-5.0058e+02
-8.2598e-02,-1.0071e+00,8.5496e-01,2.3702e+00,1.6884e+00,2.1430e+00,3.8973e+00,-5.0423e+02
-1.1040e-01,-1.0012e+00,8.2499e-01,2.3689e+00,1.8222e+00,2.0396e+00,3.8846e+00,-5.0379e+02
-1.1223e-01,-1.0901e+00,8.4002e-01,2.3436e+00,1.6670e+00,1.8958e+00,3.8940e+00,-5.0190e+02
-8.5416e-02,-1.0048e+00,7.9476e-01,2.3848e+00,1.6104e+00,1.7863e+00,3.9025e+00,-5.0063e+02
-8.9061e-02,-1.0093e+00,8.1640e-01,2.3758e+00,1.6369e+00,2.1321e+00,3.8975e+00,-5.0407e+02
-9.1805e-02,-1.0126e+00,8.2206e-01,2.3682e+00,1.8040e+00,2.0216e+00,3.8963e+00,-4.9838e+02
-5.5895e-02,-1.0655e+00,7.6730e-01,2.3773e+00,1.9060e+00,2.0313e+00,3.8977e+00,-4.9989e+02
-1.0308e-01,-1.0237e+00,8.0334e-01,2.3709e+00,1.5527e+00,2.0944e+00,3.8952e+00,-5.0051e+02
