niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
1.2000e+01,1.0000e+00,2.3392e+00,-1.5505e+05,-1.5506e+05,-2.3976e-02,-1.5506e+05,1.1768e-01,6.9317e+00,1.5111e+05,8.4791e+00,-3.0657e-01,-8.8993e-01,4.8702e+00,2.6279e+00
1.3000e+01,1.0000e+00,2.5292e+00,-1.5503e+05,-1.5503e+05,-2.5974e-02,-1.5503e+05,1.1770e-01,6.9337e+00,1.5109e+05,9.1994e+00,-4.4786e-01,-1.8609e+00,4.6610e+00,9.2394e-01
1.4000e+01,1.0000e+00,2.7184e+00,-1.5495e+05,-1.5496e+05,-2.7972e-02,-1.5496e+05,1.1772e-01,6.9357e+00,1.5107e+05,9.7429e+00,4.6911e-01,-8.7605e-01,4.7982e+00,5.3322e-01
1.5000e+01,1.0000e+00,2.9070e+00,-1.5495e+05,-1.5496e+05,-2.9970e-02,-1.5496e+05,1.1614e-01,6.7514e+00,1.5100e+05,1.0298e+01,2.6802e-01,-7.7401e-01,4.7802e+00,1.1145e+00
1.6000e+01,1.0000e+00,3.0948e+00,-1.5489e+05,-1.5489e+05,-3.1968e-02,-1.5489e+05,1.1775e-01,6.9397e+00,1.5099e+05,1.1025e+01,-2.2298e-01,-1.9843e+00,4.6633e+00,1.9321e+00
1.7000e+01,1.0000e+00,3.2819e+00,-1.5485e+05,-1.5486e+05,-3.3966e-02,-1.5486e+05,1.1777e-01,6.9417e+00,1.5093e+05,1.1582e+01,3.7953e-01,-1.2501e+00,4.7428e+00,2.1208e+00
1.8000e+01,1.0000e+00,3.4682e+00,-1.5481e+05,-1.5481e+05,-3.5964e-02,-1.5481e+05,1.1779e-01,6.9437e+00,1.5090e+05,1.2304e+01,-6.2689e-02,-1.1103e+00,4.8543e+00,2.8103e+00
1.9000e+01,1.0000e+00,3.6538e+00,-1.5480e+05,-1.5480e+05,-3.7962e-02,-1.5480e+05,1.1780e-01,6.9456e+00,1.5085e+05,1.3034e+01,4.0993e-01,-1.8150e+00,4.6843e+00,1.1048e+00
2.0000e+01,1.0000e+00,3.8388e+00,-1.5478e+05,-1.5478e+05,-3.9960e-02,-1.5478e+05,1.1782e-01,6.9477e+00,1.5084e+05,1.3616e+01,4.7406e-01,-8.6868e-01,4.7500e+00,2.8474e-01
2.1000e+01,1.0000e+00,4.0230e+00,-1.5477e+05,-1.5477e+05,-4.1958e-02,-1.5477e+05,1.1782e-01,6.9477e+00,1.5082e+05,1.4163e+01,3.1570e-01,-1.8619e+00,4.6634e+00,1.8055e-01
2.2000e+01,1.0000e+00,4.2065e+00,-1.5476e+05,-1.5477e+05,-4.3956e-02,-1.5477e+05,1.1764e-01,6.9264e+00,1.5081e+05,1.4705e+01,-2.3288e-01,-7.9675e-01,4.6989e+00,5.9778e-01
2.3000e+01,1.0000e+00,4.3893e+00,-1.5475e+05,-1.5475e+05,-4.5954e-02,-1.5475e+05,1.1787e-01,6.9537e+00,1.5081e+05,1.5254e+01,4.3864e-01,-8.8243e-01,4.7322e+00,1.2624e+00
2.4000e+01,1.0000e+00,4.5714e+00,-1.5468e+05,-1.5468e+05,-4.7952e-02,-1.5468e+05,1.1789e-01,6.9557e+00,1.5079e+05,1.5973e+01,5.2469e-02,-1.5904e+00,4.9235e+00,3.3722e+00
2.5000e+01,1.0000e+00,4.7529e+00,-1.5465e+05,-1.5466e+05,-4.9950e-02,-1.5466e+05,1.1790e-01,6.9577e+00,1.5072e+05,1.6695e+01,-2.1719e-01,-1.6373e+00,4.6141e+00,1.8988e+00
2.6000e+01,1.0000e+00,4.9336e+00,-1.5462e+05,-1.5463e+05,-5.1948e-02,-1.5463e+05,1.1792e-01,6.9597e+00,1.5070e+05,1.7452e+01,1.3720e-01,-1.7511e+00,4.6224e+00,5.6828e-01
2.7000e+01,1.0000e+00,5.1136e+00,-1.5460e+05,-1.5461e+05,-5.3946e-02,-1.5461e+05,1.1794e-01,6.9617e+00,1.5067e+05,1.7997e+01,4.6480e-01,-5.4861e-01,4.7901e+00,1.0049e+00
2.8000e+01,1.0000e+00,5.2930e+00,-1.5458e+05,-1.5458e+05,-5.5944e-02,-1.5458e+05,1.1796e-01,6.9637e+00,1.5064e+05,1.8715e+01,-1.2806e-01,-7.5845e-01,4.7034e+00,2.1938e+00
2.9000e+01,1.0000e+00,5.4717e+00,-1.5456e+05,-1.5456e+05,-5.7942e-02,-1.5456e+05,1.1797e-01,6.9657e+00,1.5062e+05,1.9438e+01,3.0572e-01,-1.2736e+00,4.6300e+00,8.4589e-01
3.0000e+01,1.0000e+00,5.6497e+00,-1.5454e+05,-1.5455e+05,-5.9940e-02,-1.5455e+05,1.1799e-01,6.9676e+00,1.5060e+05,2.0024e+01,-7.1960e-02,-1.6124e+00,4.5958e+00,9.4906e-01
3.1000e+01,1.0000e+00,5.8271e+00,-1.5454e+05,-1.5454e+05,-6.1938e-02,-1.5454e+05,1.1768e-01,6.9312e+00,1.5059e+05,2.0585e+01,4.0157e-01,-1.5072e+00,4.6221e+00,1.2590e+00
3.2000e+01,1.0000e+00,6.0038e+00,-1.5452e+05,-1.5453e+05,-6.3936e-02,-1.5453e+05,1.1802e-01,6.9717e+00,1.5058e+05,2.1131e+01,-3.4469e-01,-1.0257e+00,4.9450e+00,3.5046e+00
3.3000e+01,1.0000e+00,6.1798e+00,-1.5449e+05,-1.5450e+05,-6.5934e-02,-1.5450e+05,1.1804e-01,6.9737e+00,1.5056e+05,2.1684e+01,-3.2988e-01,-9.2243e-01,4.6094e+00,7.3362e-01
3.4000e+01,1.0000e+00,6.3551e+00,-1.5444e+05,-1.5444e+05,-6.7932e-02,-1.5444e+05,1.1806e-01,6.9757e+00,1.5054e+05,2.2229e+01,2.6803e-01,-1.7084e+00,4.5886e+00,2.4074e-01
3.5000e+01,1.0000e+00,6.5299e+00,-1.5442e+05,-1.5442e+05,-6.9930e-02,-1.5442e+05,1.1807e-01,6.9777e+00,1.5048e+05,2.2946e+01,-4.8955e-01,-1.7397e+00,4.5174e+00,1.6202e+00
3.6000e+01,3.0000e+00,6.6790e+00,-1.5441e+05,-1.5442e+05,-7.1928e-02,-1.5442e+05,1.0920e-01,5.9682e+00,1.5046e+05,2.4942e+01,2.8372e-01,-1.0910e+00,4.6152e+00,5.2110e-01
3.7000e+01,1.0000e+00,6.8519e+00,-1.5438e+05,-1.5439e+05,-7.3926e-02,-1.5439e+05,1.1811e-01,6.9817e+00,1.5046e+05,2.5668e+01,3.8856e-01,-1.2060e+00,4.6550e+00,2.3181e+00
3.8000e+01,1.0000e+00,7.0240e+00,-1.5434e+05,-1.5435e+05,-7.5924e-02,-1.5435e+05,1.1812e-01,6.9837e+00,1.5042e+05,2.6406e+01,-1.8316e-01,-1.1479e+00,4.6074e+00,2.2372e+00
3.9000e+01,1.0000e+00,7.1956e+00,-1.5429e+05,-1.5430e+05,-7.7922e-02,-1.5430e+05,1.1814e-01,6.9857e+00,1.5039e+05,2.6954e+01,-4.9610e-01,-1.7236e+00,4.7839e+00,3.4639e+00
4.0000e+01,1.0000e+00,7.3665e+00,-1.5429e+05,-1.5429e+05,-7.9920e-02,-1.5429e+05,1.1799e-01,6.9675e+00,1.5034e+05,2.7547e+01,-4.1647e-01,-1.1021e+00,4.5382e+00,9.9795e-01
4.1000e+01,1.0000e+00,7.5368e+00,-1.5424e+05,-1.5425e+05,-8.1918e-02,-1.5425e+05,1.1818e-01,6.9897e+00,1.5033e+05,2.8274e+01,-5.0326e-03,-7.8518e-01,4.8637e+00,3.2237e+00
4.2000e+01,1.0000e+00,7.7064e+00,-1.5417e+05,-1.5418e+05,-8.3916e-02,-1.5418e+05,1.1819e-01,6.9917e+00,1.5028e+05,2.8994e+01,-4.2188e-02,-6.1940e-01,4.6372e+00,1.3378e+00
4.3000e+01,1.0000e+00,7.8755e+00,-1.5410e+05,-1.5411e+05,-8.5914e-02,-1.5411e+05,1.1821e-01,6.9937e+00,1.5022e+05,2.9729e+01,4.9438e-01,-1.1494e+00,4.5847e+00,5.4674e-01
4.4000e+01,1.0000e+00,8.0439e+00,-1.5408e+05,-1.5408e+05,-8.7912e-02,-1.5408e+05,1.1823e-01,6.9957e+00,1.5015e+05,3.0279e+01,-2.6997e-02,-1.6487e+00,4.5015e+00,5.8273e-01
4.5000e+01,1.0000e+00,8.2117e+00,-1.5403e+05,-1.5404e+05,-8.9910e-02,-1.5404e+05,1.1824e-01,6.9977e+00,1.5012e+05,3.1013e+01,-6.3107e-02,-1.0818e+00,4.7546e+00,3.1661e+00
4.6000e+01,1.0000e+00,8.3789e+00,-1.5403e+05,-1.5403e+05,-9.1908e-02,-1.5403e+05,1.1515e-01,6.6362e+00,1.5007e+05,3.1740e+01,-3.6202e-01,-1.3958e+00,4.7939e+00,3.3985e+00
4.7000e+01,1.0000e+00,8.5455e+00,-1.5394e+05,-1.5395e+05,-9.3906e-02,-1.5395e+05,1.1828e-01,7.0017e+00,1.5007e+05,3.2297e+01,1.0996e-01,-1.5649e+00,4.4804e+00,1.9425e+00
4.8000e+01,1.0000e+00,8.7114e+00,-1.5382e+05,-1.5382e+05,-9.5904e-02,-1.5382e+05,1.1829e-01,7.0037e+00,1.4999e+05,3.3025e+01,7.2659e-02,-1.8190e+00,4.9999e+00,4.9872e+00
4.9000e+01,1.0000e+00,8.8768e+00,-1.5376e+05,-1.5377e+05,-9.7902e-02,-1.5377e+05,1.1831e-01,7.0057e+00,1.4986e+05,3.3571e+01,-1.1701e-01,-1.0129e+00,4.6436e+00,2.9061e+00
5.0000e+01,1.0000e+00,9.0416e+00,-1.5376e+05,-1.5376e+05,-9.9900e-02,-1.5376e+05,1.1773e-01,6.9375e+00,1.4981e+05,3.4331e+01,4.9783e-01,-1.3983e+00,4.6500e+00,2.8888e+00
5.1000e+01,1.0000e+00,9.2058e+00,-1.5374e+05,-1.5374e+05,-1.0190e-01,-1.5374e+05,1.1834e-01,7.0097e+00,1.4980e+05,3.4877e+01,-2.3221e-01,-1.9449e+00,4.4121e+00,1.7356e+00
5.2000e+01,1.0000e+00,9.3694e+00,-1.5373e+05,-1.5374e+05,-1.0390e-01,-1.5374e+05,1.1415e-01,6.5213e+00,1.4978e+05,3.5605e+01,-4.7946e-01,-1.0737e+00,4.4137e+00,1.2474e+00
5.3000e+01,1.0000e+00,9.5324e+00,-1.5370e+05,-1.5370e+05,-1.0589e-01,-1.5370e+05,1.1838e-01,7.0136e+00,1.4978e+05,3.6155e+01,1.4077e-01,-1.4184e+00,4.4496e+00,1.2237e+00
5.4000e+01,1.0000e+00,9.6948e+00,-1.5369e+05,-1.5370e+05,-1.0789e-01,-1.5370e+05,1.1809e-01,6.9795e+00,1.4974e+05,3.6881e+01,3.8804e-01,-5.7518e-01,4.6183e+00,1.9230e+00
5.5000e+01,1.0000e+00,9.8566e+00,-1.5368e+05,-1.5369e+05,-1.0989e-01,-1.5369e+05,1.1827e-01,7.0007e+00,1.4973e+05,3.7605e+01,-1.5199e-01,-1.7261e+00,4.7054e+00,3.5620e+00
5.6000e+01,1.0000e+00,1.0018e+01,-1.5368e+05,-1.5369e+05,-1.1189e-01,-1.5369e+05,1.1582e-01,6.7137e+00,1.4973e+05,3.8325e+01,1.9351e-01,-1.3682e+00,4.5750e+00,2.9179e+00
5.7000e+01,1.0000e+00,1.0179e+01,-1.5368e+05,-1.5369e+05,-1.1389e-01,-1.5369e+05,1.0787e-01,5.8242e+00,1.4972e+05,3.9048e+01,-4.7211e-01,-1.1400e+00,4.4169e+00,2.1605e+00
5.8000e+01,1.0000e+00,1.0339e+01,-1.5365e+05,-1.5366e+05,-1.1588e-01,-1.5366e+05,1.1846e-01,7.0236e+00,1.4972e+05,3.9597e+01,2.9052e-01,-5.1188e-01,4.8764e+00,3.9806e+00
5.9000e+01,1.0000e+00,1.0498e+01,-1.5364e+05,-1.5365e+05,-1.1788e-01,-1.5365e+05,1.1848e-01,7.0253e+00,1.4969e+05,4.0154e+01,-4.4261e-01,-6.2788e-01,4.4920e+00,8.7912e-01
6.0000e+01,1.0000e+00,1.0657e+01,-1.5362e+05,-1.5362e+05,-1.1988e-01,-1.5362e+05,1.1850e-01,7.0276e+00,1.4968e+05,4.0739e+01,-4.8780e-01,-1.3145e+00,4.7953e+00,4.2455e+00
6.1000e+01,1.0000e+00,1.0816e+01,-1.5358e+05,-1.5359e+05,-1.2188e-01,-1.5359e+05,1.1851e-01,7.0296e+00,1.4966e+05,4.1285e+01,1.1614e-01,-1.6711e+00,4.6176e+00,3.2745e+00
6.2000e+01,1.0000e+00,1.0973e+01,-1.5357e+05,-1.5358e+05,-1.2388e-01,-1.5358e+05,1.1853e-01,7.0316e+00,1.4963e+05,4.2019e+01,3.4531e-01,-1.1982e+00,4.4977e+00,1.0116e+00
6.3000e+01,1.0000e+00,1.1131e+01,-1.5353e+05,-1.5354e+05,-1.2587e-01,-1.5354e+05,1.1855e-01,7.0336e+00,1.4962e+05,4.2742e+01,-3.2111e-01,-1.8849e+00,4.8104e+00,4.1955e+00
6.4000e+01,1.0000e+00,1.1287e+01,-1.5353e+05,-1.5354e+05,-1.2787e-01,-1.5354e+05,1.0956e-01,6.0073e+00,1.4957e+05,4.3293e+01,4.3742e-01,-8.6567e-01,4.8587e+00,4.3123e+00
6.5000e+01,1.0000e+00,1.1444e+01,-1.5352e+05,-1.5353e+05,-1.2987e-01,-1.5353e+05,1.1851e-01,7.0290e+00,1.4957e+05,4.4026e+01,-4.4379e-01,-1.5827e+00,4.8101e+00,4.2082e+00
6.6000e+01,3.0000e+00,1.1559e+01,-1.5348e+05,-1.5348e+05,-1.3187e-01,-1.5348e+05,1.1860e-01,7.0396e+00,1.4957e+05,4.6045e+01,-3.5206e-01,-1.9753e+00,4.3472e+00,1.8107e+00
6.7000e+01,2.0000e+00,1.1693e+01,-1.5346e+05,-1.5347e+05,-1.3387e-01,-1.5347e+05,1.1861e-01,7.0416e+00,1.4952e+05,4.7306e+01,3.9189e-01,-7.8447e-01,4.8923e+00,4.7928e+00
6.8000e+01,1.0000e+00,1.1847e+01,-1.5346e+05,-1.5346e+05,-1.3586e-01,-1.5346e+05,1.0962e-01,6.0141e+00,1.4950e+05,4.8054e+01,3.8990e-01,-1.7473e+00,4.6507e+00,3.5436e+00
6.9000e+01,1.0000e+00,1.2000e+01,-1.5345e+05,-1.5345e+05,-1.3786e-01,-1.5345e+05,1.1864e-01,7.0453e+00,1.4950e+05,4.8606e+01,3.6706e-02,-8.4014e-01,4.6410e+00,3.2232e+00
7.0000e+01,1.0000e+00,1.2153e+01,-1.5344e+05,-1.5345e+05,-1.3986e-01,-1.5345e+05,1.1242e-01,6.3254e+00,1.4949e+05,4.9370e+01,-3.1988e-02,-8.1466e-01,4.7688e+00,3.6292e+00
7.1000e+01,1.0000e+00,1.2305e+01,-1.5344e+05,-1.5345e+05,-1.4186e-01,-1.5345e+05,1.1852e-01,7.0300e+00,1.4949e+05,5.0112e+01,-4.2286e-01,-5.4200e-01,4.6485e+00,3.1891e+00
7.2000e+01,2.0000e+00,1.2435e+01,-1.5337e+05,-1.5338e+05,-1.4386e-01,-1.5338e+05,1.1870e-01,7.0516e+00,1.4948e+05,5.1540e+01,2.5114e-01,-7.0149e-01,4.8626e+00,4.4099e+00
7.3000e+01,2.0000e+00,1.2565e+01,-1.5336e+05,-1.5337e+05,-1.4585e-01,-1.5337e+05,1.1870e-01,7.0525e+00,1.4941e+05,5.2969e+01,4.2791e-02,-1.2576e+00,4.4038e+00,1.6090e+00
7.4000e+01,1.0000e+00,1.2715e+01,-1.5331e+05,-1.5332e+05,-1.4785e-01,-1.5332e+05,1.1873e-01,7.0556e+00,1.4941e+05,5.3520e+01,-4.8727e-02,-1.0237e+00,4.4279e+00,1.4865e+00
7.5000e+01,1.0000e+00,1.2864e+01,-1.5331e+05,-1.5331e+05,-1.4985e-01,-1.5331e+05,1.1567e-01,6.6962e+00,1.4935e+05,5.4245e+01,2.8246e-01,-1.5240e+00,4.4549e+00,2.5870e+00
7.6000e+01,1.0000e+00,1.3014e+01,-1.5329e+05,-1.5330e+05,-1.5185e-01,-1.5330e+05,1.1876e-01,7.0596e+00,1.4935e+05,5.4796e+01,3.3776e-01,-1.6195e+00,4.5290e+00,3.1264e+00
7.7000e+01,2.0000e+00,1.3140e+01,-1.5329e+05,-1.5329e+05,-1.5385e-01,-1.5329e+05,1.1825e-01,6.9980e+00,1.4934e+05,5.6239e+01,-2.9824e-01,-9.5256e-01,4.8566e+00,4.4608e+00
7.8000e+01,1.0000e+00,1.3288e+01,-1.5324e+05,-1.5324e+05,-1.5584e-01,-1.5324e+05,1.1880e-01,7.0636e+00,1.4933e+05,5.6792e+01,-3.8386e-01,-1.7040e+00,4.3379e+00,2.3338e+00
7.9000e+01,1.0000e+00,1.3435e+01,-1.5323e+05,-1.5323e+05,-1.5784e-01,-1.5323e+05,1.1881e-01,7.0652e+00,1.4928e+05,5.7518e+01,-1.0944e-01,-7.7647e-01,4.9209e+00,4.6110e+00
8.0000e+01,2.0000e+00,1.3559e+01,-1.5318e+05,-1.5319e+05,-1.5984e-01,-1.5319e+05,1.1883e-01,7.0676e+00,1.4927e+05,5.8830e+01,4.9863e-01,-1.5120e+00,4.5508e+00,3.0963e+00
8.1000e+01,2.0000e+00,1.3682e+01,-1.5314e+05,-1.5315e+05,-1.6184e-01,-1.5315e+05,1.1885e-01,7.0696e+00,1.4922e+05,6.0287e+01,-4.6528e-01,-1.7671e+00,4.2708e+00,1.9070e+00
8.2000e+01,1.0000e+00,1.3828e+01,-1.5314e+05,-1.5314e+05,-1.6384e-01,-1.5314e+05,1.1789e-01,6.9557e+00,1.4919e+05,6.0837e+01,-4.1609e-01,-1.7064e+00,4.8426e+00,4.8517e+00
8.3000e+01,1.0000e+00,1.3973e+01,-1.5313e+05,-1.5314e+05,-1.6583e-01,-1.5314e+05,1.1872e-01,7.0545e+00,1.4918e+05,6.1388e+01,6.6610e-02,-1.2290e+00,4.6066e+00,3.6297e+00
8.4000e+01,1.0000e+00,1.4118e+01,-1.5313e+05,-1.5313e+05,-1.6783e-01,-1.5313e+05,1.1543e-01,6.6688e+00,1.4917e+05,6.2115e+01,-1.9331e-01,-1.9151e+00,4.8105e+00,4.5296e+00
8.5000e+01,1.0000e+00,1.4262e+01,-1.5309e+05,-1.5310e+05,-1.6983e-01,-1.5310e+05,1.1892e-01,7.0776e+00,1.4917e+05,6.2839e+01,-1.2658e-01,-1.9814e+00,4.7657e+00,4.3791e+00
8.6000e+01,1.0000e+00,1.4405e+01,-1.5307e+05,-1.5308e+05,-1.7183e-01,-1.5308e+05,1.1893e-01,7.0796e+00,1.4914e+05,6.3391e+01,9.2756e-02,-5.9811e-01,4.5738e+00,3.1598e+00
8.7000e+01,1.0000e+00,1.4548e+01,-1.5300e+05,-1.5300e+05,-1.7383e-01,-1.5300e+05,1.1895e-01,7.0816e+00,1.4912e+05,6.4113e+01,1.2428e-02,-1.7829e+00,4.6304e+00,3.7174e+00
8.8000e+01,1.0000e+00,1.4691e+01,-1.5300e+05,-1.5300e+05,-1.7582e-01,-1.5300e+05,1.0952e-01,6.0032e+00,1.4904e+05,6.4663e+01,9.7632e-02,-1.3657e+00,4.8005e+00,4.9705e+00
8.9000e+01,1.0000e+00,1.4833e+01,-1.5299e+05,-1.5300e+05,-1.7782e-01,-1.5300e+05,1.1191e-01,6.2687e+00,1.4904e+05,6.5389e+01,5.5786e-02,-1.7036e+00,4.3718e+00,5.2934e-01
9.0000e+01,2.0000e+00,1.4950e+01,-1.5295e+05,-1.5296e+05,-1.7982e-01,-1.5296e+05,1.1900e-01,7.0876e+00,1.4904e+05,6.6515e+01,-3.8598e-01,-1.1596e+00,4.3073e+00,2.2324e+00
9.1000e+01,1.0000e+00,1.5091e+01,-1.5289e+05,-1.5289e+05,-1.8182e-01,-1.5289e+05,1.1902e-01,7.0896e+00,1.4900e+05,6.7258e+01,-4.9770e-01,-1.2175e+00,4.2757e+00,2.2617e+00
9.2000e+01,1.0000e+00,1.5232e+01,-1.5285e+05,-1.5286e+05,-1.8382e-01,-1.5286e+05,1.1903e-01,7.0916e+00,1.4893e+05,6.7805e+01,1.2278e-01,-1.2595e+00,4.5216e+00,3.5893e+00
9.3000e+01,1.0000e+00,1.5372e+01,-1.5284e+05,-1.5284e+05,-1.8581e-01,-1.5284e+05,1.1905e-01,7.0935e+00,1.4889e+05,6.8522e+01,-2.7521e-01,-1.5652e+00,4.5469e+00,3.7464e+00
9.4000e+01,1.0000e+00,1.5512e+01,-1.5280e+05,-1.5281e+05,-1.8781e-01,-1.5281e+05,1.1907e-01,7.0956e+00,1.4888e+05,6.9244e+01,3.6393e-01,-6.5184e-01,4.5511e+00,3.2991e+00
9.5000e+01,1.0000e+00,1.5651e+01,-1.5279e+05,-1.5279e+05,-1.8981e-01,-1.5279e+05,1.1908e-01,7.0972e+00,1.4884e+05,6.9794e+01,3.4899e-01,-6.3298e-01,4.6997e+00,4.3494e+00
9.6000e+01,1.0000e+00,1.5789e+01,-1.5278e+05,-1.5279e+05,-1.9181e-01,-1.5279e+05,1.1881e-01,7.0647e+00,1.4883e+05,7.0518e+01,-3.2327e-01,-1.4440e+00,4.2788e+00,1.6003e+00
9.7000e+01,1.0000e+00,1.5928e+01,-1.5277e+05,-1.5278e+05,-1.9381e-01,-1.5278e+05,1.1903e-01,7.0914e+00,1.4883e+05,7.1072e+01,-2.4793e-01,-5.1130e-01,4.4836e+00,1.3008e+00
9.8000e+01,1.0000e+00,1.6066e+01,-1.5259e+05,-1.5260e+05,-1.9580e-01,-1.5260e+05,1.1913e-01,7.1036e+00,1.4882e+05,7.1793e+01,-1.7362e-01,-1.5412e+00,4.6239e+00,4.3371e+00
9.9000e+01,2.0000e+00,1.6176e+01,-1.5257e+05,-1.5258e+05,-1.9780e-01,-1.5258e+05,1.1915e-01,7.1056e+00,1.4863e+05,7.3245e+01,-3.4434e-01,-5.0607e-01,4.6691e+00,4.0384e+00
1.0000e+02,1.0000e+00,1.6313e+01,-1.5250e+05,-1.5251e+05,-1.9980e-01,-1.5251e+05,1.1917e-01,7.1076e+00,1.4861e+05,7.4004e+01,3.7593e-01,-8.5353e-01,4.5552e+00,4.2158e+00
1.0100e+02,1.0000e+00,1.6450e+01,-1.5250e+05,-1.5251e+05,-2.0180e-01,-1.5251e+05,1.1036e-01,6.0962e+00,1.4855e+05,7.4554e+01,-3.6417e-01,-6.3094e-01,4.6158e+00,3.9400e+00
1.0200e+02,1.0000e+00,1.6585e+01,-1.5242e+05,-1.5243e+05,-2.0380e-01,-1.5243e+05,1.1920e-01,7.1116e+00,1.4855e+05,7.5280e+01,-4.0911e-01,-1.2145e+00,4.6838e+00,4.8222e+00
1.0300e+02,1.0000e+00,1.6721e+01,-1.5242e+05,-1.5242e+05,-2.0579e-01,-1.5242e+05,1.1920e-01,7.1116e+00,1.4847e+05,7.6010e+01,-4.9160e-01,-1.2927e+00,4.5573e+00,4.6236e+00
1.0400e+02,1.0000e+00,1.6856e+01,-1.5241e+05,-1.5242e+05,-2.0779e-01,-1.5242e+05,1.1476e-01,6.5916e+00,1.4846e+05,7.6725e+01,2.5971e-01,-1.6915e+00,4.5218e+00,3.8968e+00
1.0500e+02,1.0000e+00,1.6990e+01,-1.5241e+05,-1.5242e+05,-2.0979e-01,-1.5242e+05,1.0839e-01,5.8802e+00,1.4846e+05,7.7442e+01,1.6385e-01,-1.9311e+00,4.6267e+00,4.7205e+00
1.0600e+02,1.0000e+00,1.7124e+01,-1.5238e+05,-1.5239e+05,-2.1179e-01,-1.5239e+05,1.1927e-01,7.1195e+00,1.4846e+05,7.7989e+01,3.5811e-01,-7.7175e-01,4.5157e+00,1.0231e+00
1.0700e+02,1.0000e+00,1.7258e+01,-1.5238e+05,-1.5239e+05,-2.1379e-01,-1.5239e+05,1.1837e-01,7.0123e+00,1.4843e+05,7.8546e+01,-3.8910e-01,-6.5695e-01,4.6763e+00,4.5843e+00
1.0800e+02,1.0000e+00,1.7391e+01,-1.5231e+05,-1.5232e+05,-2.1578e-01,-1.5232e+05,1.1930e-01,7.1235e+00,1.4842e+05,7.9276e+01,-3.1160e-01,-1.9886e+00,4.6890e+00,4.9880e+00
1.0900e+02,2.0000e+00,1.7496e+01,-1.5229e+05,-1.5229e+05,-2.1778e-01,-1.5229e+05,1.1932e-01,7.1255e+00,1.4835e+05,8.0550e+01,-2.0675e-01,-1.2048e+00,4.5990e+00,4.3570e+00
1.1000e+02,1.0000e+00,1.7628e+01,-1.5226e+05,-1.5227e+05,-2.1978e-01,-1.5227e+05,1.1933e-01,7.1275e+00,1.4833e+05,8.1318e+01,3.5530e-01,-6.3323e-01,4.6297e+00,4.8306e+00
