logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
3.1586e-01,-9.5255e-01,-2.3076e+00,9.8717e-01,1.9573e+00,2.8218e+00,3.4503e+00,2.4635e+01,-3.3516e+03
1.7912e-01,-6.6277e-01,-2.2386e+00,1.5667e+00,2.7677e+00,3.5779e+00,1.2487e+00,2.5314e+01,-3.4852e+03
3.1566e-01,-1.2089e+00,-4.7125e-01,6.8973e-03,8.5424e-01,6.0508e-01,3.6097e+00,2.4617e+01,-3.1297e+03
1.0275e-01,-7.2741e-01,-1.5584e-01,-8.2486e-01,9.4888e-01,3.4218e+00,2.0147e+00,2.4611e+01,-3.1554e+03
3.1291e-01,-7.2592e-01,-2.0164e-01,1.2619e+00,2.2893e+00,3.3424e+00,2.9398e+00,2.4737e+01,-2.7135e+03
4.6744e-01,-1.4177e+00,-1.6607e+00,-3.2437e-02,4.3843e-01,6.5077e-01,3.5888e+00,2.4565e+01,-2.4753e+03
3.4796e-01,-8.0266e-01,-5.2921e-01,3.2593e-02,-2.8382e-01,3.3298e+00,1.9698e+00,2.4321e+01,-3.4952e+03
-6.2649e-02,-6.3050e-01,-2.0171e+00,1.7127e+00,2.2089e+00,3.4297e+00,3.3324e+00,2.5169e+01,-3.5334e+03
2.4448e-01,-1.0916e+00,3.1349e-02,2.5218e-01,-1.0343e+00,2.5989e+00,3.6791e+00,2.4940e+01,-3.4311e+03
2.2143e-01,-1.1538e+00,-2.6526e+00,7.4169e-01,-9.8460e-01,7.1428e-01,3.7022e+00,2.4876e+01,-2.6653e+03
1.9969e-01,-1.2045e+00,-2.0256e+00,-6.8788e-01,-3.7874e-01,1.0667e+00,3.6906e+00,2.4863e+01,-3.5812e+03
4.7732e-01,-1.4052e+00,-9.0577e-01,-5.6808e-01,6.5124e-03,1.1749e+00,3.6410e+00,2.4688e+01,-2.9073e+03
7.0188e-02,-9.8890e-01,-9.8051e-01,-6.7691e-01,2.0144e+00,1.2411e+00,3.6940e+00,2.4937e+01,-3.6820e+03
-1.1802e-01,-8.6589e-01,-1.8121e+00,1.1564e+00,5.9975e-01,3.7466e-01,3.7591e+00,2.5052e+01,-3.7205e+03
-1.7327e-02,-9.8419e-01,-1.5275e-01,-7.2507e-01,8.2753e-01,1.4649e+00,3.7252e+00,2.4981e+01,-3.6367e+03
2.6314e-01,-9.0924e-01,-1.8629e+00,6.3711e-01,1.0444e+00,3.0212e+00,3.3756e+00,2.4544e+01,-3.4474e+03
2.8667e-01,-1.1854e+00,-2.7164e+00,1.8218e-01,6.1570e-01,1.5237e+00,3.5899e+00,2.4572e+01,-3.6383e+03
1.4915e-01,-1.0647e+00,-9.0795e-01,1.1885e+00,1.4724e+00,3.1647e-01,3.7875e+00,2.5145e+01,-3.6485e+03
-3.2486e-01,-6.5140e-01,-2.6756e+00,1.2221e+00,-1.1200e-01,3.1760e+00,3.3829e+00,2.4844e+01,-3.6354e+03
2.3217e-01,-9.8471e-01,-1.8826e+00,1.1099e+00,-1.2469e-01,2.3967e+00,3.5398e+00,2.4546e+01,-3.6097e+03
3.2077e-01,-8.6712e-01,-2.1827e+00,-2.6196e-01,3.7247e-01,3.3622e+00,2.7643e+00,2.4598e+01,-3.4443e+03
2.7037e-01,-7.7528e-01,-2.0770e+00,1.3059e+00,2.4022e+00,2.8842e+00,3.3862e+00,2.4675e+01,-3.1104e+03
4.4840e-01,-1.3361e+00,-1.3264e+00,7.0755e-02,2.9715e-01,7.2297e-01,3.5127e+00,2.4356e+01,-3.0462e+03
-1.4869e-01,-7.6614e-01,-7.6950e-01,1.5090e+00,1.9891e+00,1.1838e+00,3.7048e+00,2.5019e+01,-3.4417e+03
4.5277e-01,-1.2559e+00,-2.7136e+00,7.5511e-01,5.3914e-01,2.0989e+00,3.5583e+00,2.4543e+01,-2.6075e+03
4.1298e-01,-8.2026e-01,-1.3152e+00,1.2374e+00,-3.1880e-01,3.4250e+00,2.8494e+00,2.4740e+01,-1.8616e+03
-1.1682e-01,-6.0835e-01,1.7633e-02,1.7862e+00,1.2907e+00,3.5814e+00,2.9892e+00,2.5214e+01,-2.8309e+03
-2.8921e-02,-6.1598e-01,-1.3684e-01,1.4281e+00,2.0529e+00,3.4287e+00,2.3653e+00,2.4750e+01,-2.6927e+03
2.1324e-01,-9.6496e-01,-2.1389e+00,9.0688e-01,1.9824e+00,2.0811e+00,3.6477e+00,2.4804e+01,-3.0035e+03
6.4649e-02,-7.5048e-01,-2.2831e+00,8.7016e-01,1.4537e+00,3.3099e+00,3.1491e+00,2.4733e+01,-2.9788e+03
-7.7358e-03,-9.9033e-01,-7.2901e-01,1.0630e-01,1.1759e+00,1.7859e+00,3.6925e+00,2.4935e+01,-3.6438e+03
4.9320e-03,-9.4443e-01,-1.3046e+00,1.1427e+00,-7.2785e-01,1.3540e-01,3.7896e+00,2.5126e+01,-3.3271e+03
3.0694e-01,-1.1918e+00,-2.6277e+00,-8.0553e-01,8.3313e-01,2.4390e+00,3.5667e+00,2.4645e+01,-3.3531e+03
3.0692e-01,-9.5529e-01,-1.7789e+00,5.8322e-01,2.2276e+00,2.7081e+00,3.5732e+00,2.4846e+01,-2.7417e+03
