logfeh,logdust_med,logNpix,tau,dmod,logl
1.4416e-02,-1.9076e+00,3.7666e+00,6.8054e+00,2.9445e+01,-7.2030e+02
-8.4613e-03,-1.7179e+00,3.8132e+00,6.8975e+00,2.9567e+01,-7.2345e+02
-1.6134e-02,-1.5333e+00,3.7535e+00,7.1235e+00,2.9427e+01,-7.1955e+02
1.4753e-02,-1.8645e+00,3.7766e+00,6.9477e+00,2.9486e+01,-7.2133e+02
3.4978e-03,-1.9968e+00,3.7825e+00,6.7452e+00,2.9490e+01,-7.1700e+02
3.6164e-02,-1.7353e+00,3.7644e+00,6.8961e+00,2.9446e+01,-7.1442e+02
2.9979e-02,-1.4948e+00,3.7585e+00,7.2325e+00,2.9438e+01,-7.2311e+02
-2.6190e-02,-1.3696e+00,3.7586e+00,7.4437e+00,2.9438e+01,-7.2610e+02
-4.1070e-02,-1.9704e+00,3.7670e+00,6.8159e+00,2.9454e+01,-7.1584e+02
-3.5391e-02,-1.3246e+00,3.7570e+00,7.4017e+00,2.9425e+01,-7.0672e+02
4.3731e-02,-1.7707e+00,3.7892e+00,6.9369e+00,2.9513e+01,-7.0918e+02
-2.1522e-02,-1.5452e+00,3.8002e+00,7.0464e+00,2.9535e+01,-7.2131e+02
-6.7399e-03,-1.9621e+00,3.7783e+00,6.7973e+00,2.9484e+01,-7.1504e+02
3.6585e-02,-1.6205e+00,3.7625e+00,7.0635e+00,2.9446e+01,-7.0993e+02
2.5101e-02,-1.7808e+00,3.7693e+00,6.9460e+00,2.9460e+01,-7.2213e+02
-9.9736e-03,-1.9319e+00,3.7726e+00,6.9141e+00,2.9467e+01,-7.2475e+02
8.0046e-03,-1.9080e+00,3.7762e+00,6.9600e+00,2.9483e+01,-7.2553e+02
2.4099e-02,-1.9957e+00,3.7725e+00,6.8852e+00,2.9474e+01,-7.1938e+02
5.6610e-03,-1.5979e+00,3.7916e+00,6.9909e+00,2.9511e+01,-7.2557e+02
3.9545e-02,-1.5534e+00,3.7776e+00,7.0698e+00,2.9478e+01,-7.1192e+02
-4.0964e-02,-1.7320e+00,3.7774e+00,7.0306e+00,2.9480e+01,-7.1491e+02
-2.2792e-02,-1.6706e+00,3.7787e+00,6.9612e+00,2.9478e+01,-7.1838e+02
-1.2952e-02,-1.6862e+00,3.7670e+00,7.0532e+00,2.9457e+01,-7.2181e+02
-3.4057e-02,-1.5044e+00,3.7789e+00,7.0591e+00,2.9479e+01,-7.2523e+02
9.0737e-03,-1.8570e+00,3.7766e+00,6.8909e+00,2.9484e+01,-7.2562e+02
-2.6382e-02,-1.7583e+00,3.7881e+00,6.9458e+00,2.9511e+01,-7.2008e+02
-2.7240e-02,-1.6985e+00,3.7582e+00,7.0959e+00,2.9444e+01,-7.1827e+02
-1.7155e-02,-1.8280e+00,3.7506e+00,6.9689e+00,2.9418e+01,-7.2137e+02
2.7458e-03,-1.5914e+00,3.7583e+00,7.1651e+00,2.9442e+01,-7.2082e+02
4.2912e-02,-1.3580e+00,3.7609e+00,7.3951e+00,2.9441e+01,-7.1474e+02
2.1648e-02,-1.8667e+00,3.7514e+00,6.9225e+00,2.9414e+01,-7.2156e+02
3.9994e-03,-1.8097e+00,3.7443e+00,6.9654e+00,2.9395e+01,-7.2450e+02
3.5669e-02,-1.7867e+00,3.7715e+00,6.9750e+00,2.9471e+01,-7.2074e+02
-3.8705e-02,-1.7392e+00,3.7663e+00,6.9579e+00,2.9454e+01,-7.2545e+02
-7.9035e-03,-1.6014e+00,3.7778e+00,6.9644e+00,2.9477e+01,-7.1532e+02
-1.5141e-02,-1.4020e+00,3.7600e+00,7.2077e+00,2.9434e+01,-7.1771e+02
8.4208e-03,-1.9045e+00,3.7646e+00,6.9043e+00,2.9454e+01,-7.1263e+02
-7.4571e-03,-1.7711e+00,3.8122e+00,6.8780e+00,2.9568e+01,-7.2035e+02
-2.9218e-03,-1.9422e+00,3.7648e+00,6.8104e+00,2.9448e+01,-7.1623e+02
4.7396e-02,-1.6480e+00,3.7738e+00,6.9563e+00,2.9469e+01,-7.2321e+02
-2.9856e-02,-1.5280e+00,3.7605e+00,7.2104e+00,2.9447e+01,-7.2551e+02
2.1489e-02,-1.6022e+00,3.7648e+00,7.0557e+00,2.9448e+01,-7.2067e+02
4.3278e-02,-1.3738e+00,3.7578e+00,7.3845e+00,2.9440e+01,-7.2281e+02
3.0854e-02,-1.3145e+00,3.7593e+00,7.3711e+00,2.9431e+01,-7.1211e+02
-1.1361e-02,-1.8516e+00,3.7521e+00,6.9709e+00,2.9424e+01,-7.2480e+02
2.6449e-02,-1.7591e+00,3.7625e+00,7.0661e+00,2.9453e+01,-7.1931e+02
-2.2531e-02,-1.6612e+00,3.7752e+00,7.0585e+00,2.9481e+01,-7.2017e+02
4.1144e-02,-1.6653e+00,3.7671e+00,7.0181e+00,2.9457e+01,-7.1970e+02
-1.1434e-02,-1.6136e+00,3.7598e+00,7.0793e+00,2.9438e+01,-7.1392e+02
-4.8424e-02,-1.3443e+00,3.7657e+00,7.4806e+00,2.9461e+01,-7.2120e+02
5.1815e-03,-1.8983e+00,3.7871e+00,6.9115e+00,2.9514e+01,-7.2275e+02
3.9802e-02,-1.8160e+00,3.7766e+00,7.0007e+00,2.9489e+01,-7.1425e+02
1.8322e-02,-1.7853e+00,3.7571e+00,6.9172e+00,2.9427e+01,-7.2581e+02
2.5773e-02,-1.3068e+00,3.7677e+00,7.4736e+00,2.9461e+01,-7.2424e+02
3.4136e-02,-1.7214e+00,3.7876e+00,6.9901e+00,2.9507e+01,-7.1358e+02
1.0410e-02,-1.4173e+00,3.7574e+00,7.2410e+00,2.9429e+01,-7.2244e+02
-3.2896e-02,-1.8715e+00,3.7820e+00,6.7998e+00,2.9488e+01,-7.0598e+02
-4.5193e-02,-1.7972e+00,3.7907e+00,6.9718e+00,2.9522e+01,-7.2619e+02
3.9203e-02,-1.7642e+00,3.7717e+00,6.8898e+00,2.9460e+01,-7.2021e+02
4.1560e-02,-1.8179e+00,3.7790e+00,6.8120e+00,2.9484e+01,-7.0325e+02
8.7953e-03,-1.6732e+00,3.7797e+00,7.0264e+00,2.9486e+01,-7.2610e+02
3.0967e-02,-1.8750e+00,3.7696e+00,6.8299e+00,2.9458e+01,-7.1283e+02
-4.7053e-02,-1.5702e+00,3.7629e+00,7.0918e+00,2.9440e+01,-7.2314e+02
7.4168e-03,-1.8037e+00,3.7725e+00,6.9215e+00,2.9467e+01,-7.1071e+02
3.0612e-02,-1.6072e+00,3.7771e+00,7.0646e+00,2.9487e+01,-7.2212e+02
-1.5603e-02,-1.8399e+00,3.7583e+00,6.8613e+00,2.9432e+01,-7.2206e+02
-3.9909e-02,-1.9130e+00,3.7709e+00,6.7647e+00,2.9455e+01,-7.2141e+02
-4.1714e-02,-1.3664e+00,3.7586e+00,7.4319e+00,2.9435e+01,-7.2372e+02
-1.1382e-02,-1.8958e+00,3.7607e+00,6.7763e+00,2.9428e+01,-7.2471e+02
-3.2061e-02,-1.7500e+00,3.7748e+00,7.0399e+00,2.9483e+01,-7.1957e+02
2.7232e-02,-1.5974e+00,3.7569e+00,7.0618e+00,2.9434e+01,-7.2465e+02
-3.5836e-02,-1.3738e+00,3.7583e+00,7.3962e+00,2.9438e+01,-7.0765e+02
3.7726e-02,-1.7753e+00,3.7608e+00,6.8104e+00,2.9428e+01,-7.2372e+02
3.2204e-02,-1.9674e+00,3.7564e+00,6.8976e+00,2.9433e+01,-7.1282e+02
-4.0200e-02,-1.7764e+00,3.7782e+00,7.0461e+00,2.9495e+01,-7.1684e+02
4.9963e-02,-1.5822e+00,3.7649e+00,7.0998e+00,2.9450e+01,-7.2329e+02
-3.2280e-02,-1.9157e+00,3.7547e+00,6.8721e+00,2.9425e+01,-7.1195e+02
1.7766e-02,-1.6514e+00,3.7784e+00,7.1069e+00,2.9494e+01,-7.2501e+02
-1.7219e-02,-1.5230e+00,3.7654e+00,7.0733e+00,2.9452e+01,-7.2199e+02
-1.4305e-02,-1.3673e+00,3.7638e+00,7.3978e+00,2.9451e+01,-7.2023e+02
6.6474e-03,-1.9624e+00,3.7818e+00,6.7961e+00,2.9486e+01,-7.2451e+02
2.0316e-02,-1.3239e+00,3.7596e+00,7.3620e+00,2.9434e+01,-7.2343e+02
4.4096e-02,-1.8969e+00,3.7714e+00,6.8381e+00,2.9466e+01,-7.2462e+02
-2.1378e-02,-1.6071e+00,3.7611e+00,7.0977e+00,2.9447e+01,-7.1181e+02
3.7851e-02,-1.5683e+00,3.7641e+00,7.1330e+00,2.9450e+01,-7.2023e+02
-2.9114e-02,-1.9044e+00,3.7745e+00,6.8640e+00,2.9473e+01,-7.2495e+02
2.7565e-02,-1.8196e+00,3.7561e+00,6.7769e+00,2.9418e+01,-7.2586e+02
4.1188e-02,-1.3859e+00,3.7581e+00,7.4290e+00,2.9437e+01,-7.2461e+02
4.7527e-02,-1.7310e+00,3.7502e+00,7.0609e+00,2.9420e+01,-7.2219e+02
-7.6404e-03,-1.9589e+00,3.7603e+00,6.8743e+00,2.9440e+01,-7.0320e+02
-4.6501e-02,-1.5224e+00,3.8007e+00,7.0403e+00,2.9535e+01,-7.2433e+02
-9.5679e-03,-1.9176e+00,3.7653e+00,6.9116e+00,2.9450e+01,-7.2345e+02
-4.3837e-02,-1.8588e+00,3.7744e+00,6.8906e+00,2.9473e+01,-7.2482e+02
-1.3434e-02,-1.8430e+00,3.7806e+00,6.9201e+00,2.9491e+01,-7.2566e+02
2.4637e-02,-1.4395e+00,3.7614e+00,7.3408e+00,2.9450e+01,-7.0970e+02
1.4590e-02,-1.6804e+00,3.7517e+00,7.0461e+00,2.9417e+01,-7.1981e+02
1.3375e-02,-1.6876e+00,3.7752e+00,7.0145e+00,2.9482e+01,-7.2577e+02
-4.3724e-02,-1.5581e+00,3.7677e+00,7.0637e+00,2.9456e+01,-7.1266e+02
-1.1672e-02,-1.7711e+00,3.7815e+00,6.8118e+00,2.9484e+01,-7.2428e+02
-3.8837e-02,-1.3800e+00,3.7393e+00,7.4482e+00,2.9393e+01,-7.2607e+02
2.2250e-03,-1.7239e+00,3.7762e+00,7.0134e+00,2.9480e+01,-7.1328e+02
-3.3014e-02,-1.8604e+00,3.7652e+00,6.9170e+00,2.9453e+01,-7.0956e+02
-2.3681e-02,-1.6601e+00,3.7653e+00,7.0381e+00,2.9451e+01,-7.1991e+02
2.8235e-02,-1.6554e+00,3.7596e+00,7.0802e+00,2.9442e+01,-7.2333e+02
4.6083e-02,-1.7988e+00,3.7802e+00,6.8027e+00,2.9483e+01,-7.2513e+02
-3.5189e-02,-1.7342e+00,3.7757e+00,7.0000e+00,2.9483e+01,-7.2015e+02
-2.9557e-02,-1.8712e+00,3.7683e+00,6.8778e+00,2.9456e+01,-7.2423e+02
-1.1888e-02,-1.4693e+00,3.8057e+00,7.2305e+00,2.9559e+01,-7.2153e+02
-3.4878e-02,-1.7631e+00,3.7777e+00,7.0343e+00,2.9492e+01,-7.0602e+02
-1.3599e-02,-1.9367e+00,3.7458e+00,6.9264e+00,2.9406e+01,-7.1495e+02
-4.0945e-02,-1.4198e+00,3.7773e+00,7.3557e+00,2.9491e+01,-7.2119e+02
-1.1053e-03,-1.5309e+00,3.7656e+00,7.0317e+00,2.9443e+01,-7.2250e+02
4.7543e-03,-1.8850e+00,3.7572e+00,6.9095e+00,2.9430e+01,-7.0943e+02
-1.8610e-02,-1.9947e+00,3.7670e+00,6.8414e+00,2.9454e+01,-7.1337e+02
-3.9567e-02,-1.8473e+00,3.7644e+00,6.8564e+00,2.9444e+01,-7.1731e+02
6.8771e-03,-1.7563e+00,3.7515e+00,6.9703e+00,2.9418e+01,-7.2366e+02
-4.4925e-02,-1.6728e+00,3.7867e+00,6.9646e+00,2.9506e+01,-7.2492e+02
4.5677e-02,-1.8356e+00,3.8135e+00,6.8656e+00,2.9570e+01,-7.2578e+02
8.6014e-03,-1.3629e+00,3.7576e+00,7.3771e+00,2.9437e+01,-7.1150e+02
3.5115e-02,-1.5388e+00,3.7753e+00,7.2384e+00,2.9481e+01,-7.2284e+02
2.2483e-02,-1.8604e+00,3.7823e+00,6.8886e+00,2.9496e+01,-7.2311e+02
3.7802e-03,-1.8210e+00,3.7833e+00,6.8462e+00,2.9489e+01,-7.2367e+02
4.4796e-03,-1.8737e+00,3.7744e+00,6.8926e+00,2.9474e+01,-6.9839e+02
5.0699e-03,-1.8879e+00,3.7791e+00,6.8141e+00,2.9484e+01,-7.1424e+02
-1.0611e-02,-1.9395e+00,3.7777e+00,6.8709e+00,2.9486e+01,-7.2485e+02
-2.9678e-02,-1.7795e+00,3.7650e+00,6.9225e+00,2.9450e+01,-7.2559e+02
-3.2278e-02,-1.7517e+00,3.7775e+00,7.0208e+00,2.9489e+01,-7.1413e+02
2.3357e-02,-1.9771e+00,3.7653e+00,6.7433e+00,2.9442e+01,-7.2501e+02
-1.1089e-03,-1.7627e+00,3.7774e+00,6.9165e+00,2.9481e+01,-7.2207e+02
3.6271e-02,-1.7672e+00,3.7887e+00,6.8819e+00,2.9511e+01,-7.2355e+02
2.7956e-02,-1.9426e+00,3.8123e+00,6.8835e+00,2.9572e+01,-7.1998e+02
3.9687e-03,-1.9684e+00,3.7876e+00,6.6933e+00,2.9498e+01,-7.2485e+02
1.8656e-03,-1.4406e+00,3.7569e+00,7.1753e+00,2.9428e+01,-7.2162e+02
-2.9439e-02,-1.7441e+00,3.7625e+00,6.9851e+00,2.9448e+01,-7.2560e+02
-4.9149e-02,-1.6984e+00,3.7663e+00,6.9519e+00,2.9448e+01,-7.2541e+02
-4.1611e-02,-1.5990e+00,3.7528e+00,6.9827e+00,2.9412e+01,-7.2514e+02
6.6246e-03,-1.3609e+00,3.7577e+00,7.2599e+00,2.9424e+01,-7.2509e+02
4.5168e-02,-1.3161e+00,3.7653e+00,7.4043e+00,2.9452e+01,-7.1443e+02
1.5585e-02,-1.9865e+00,3.7709e+00,6.7321e+00,2.9458e+01,-7.2215e+02
-3.8822e-02,-1.7900e+00,3.7755e+00,7.0357e+00,2.9483e+01,-7.1543e+02
7.0102e-03,-1.4322e+00,3.7594e+00,7.3477e+00,2.9437e+01,-7.0699e+02
2.8707e-02,-1.8615e+00,3.7873e+00,6.8620e+00,2.9504e+01,-7.1626e+02
-3.6117e-02,-1.9913e+00,3.7828e+00,6.8051e+00,2.9491e+01,-7.2591e+02
1.9154e-02,-1.8276e+00,3.7640e+00,6.8841e+00,2.9443e+01,-7.2343e+02
-4.0205e-03,-1.8549e+00,3.7805e+00,6.9134e+00,2.9492e+01,-7.2059e+02
-1.3919e-02,-1.6466e+00,3.7915e+00,6.9940e+00,2.9513e+01,-7.2558e+02
-7.6095e-03,-1.6022e+00,3.7493e+00,7.0738e+00,2.9414e+01,-7.1763e+02
-2.5379e-02,-1.9093e+00,3.8037e+00,6.8058e+00,2.9542e+01,-7.2260e+02
4.9538e-02,-1.8675e+00,3.8125e+00,6.9031e+00,2.9578e+01,-7.2508e+02
-3.8316e-02,-1.5685e+00,3.7772e+00,7.0369e+00,2.9477e+01,-7.0316e+02
3.2586e-02,-1.7500e+00,3.7777e+00,6.9788e+00,2.9490e+01,-7.1307e+02
-4.9258e-02,-1.3812e+00,3.7611e+00,7.3151e+00,2.9440e+01,-7.0418e+02
7.1221e-03,-1.6060e+00,3.7760e+00,7.0310e+00,2.9477e+01,-6.9590e+02
3.4847e-02,-1.9589e+00,3.7644e+00,6.7988e+00,2.9440e+01,-7.2604e+02
-4.6888e-03,-1.8459e+00,3.7800e+00,6.7952e+00,2.9484e+01,-7.1981e+02
-3.6485e-02,-1.9801e+00,3.7615e+00,6.8003e+00,2.9438e+01,-7.0917e+02
-3.7497e-02,-1.5811e+00,3.7639e+00,7.1100e+00,2.9450e+01,-7.1840e+02
3.0480e-02,-1.9872e+00,3.7853e+00,6.7874e+00,2.9496e+01,-7.2516e+02
-1.0754e-02,-1.6286e+00,3.7906e+00,6.9640e+00,2.9510e+01,-7.2084e+02
3.9955e-02,-1.5281e+00,3.7646e+00,7.1219e+00,2.9446e+01,-7.2272e+02
3.3638e-02,-1.5590e+00,3.7704e+00,7.0190e+00,2.9456e+01,-7.2597e+02
-2.5822e-02,-1.8931e+00,3.7783e+00,6.9739e+00,2.9493e+01,-7.1389e+02
-1.7610e-02,-1.3722e+00,3.7615e+00,7.3574e+00,2.9445e+01,-7.1761e+02
-4.0894e-02,-1.8784e+00,3.7871e+00,6.9906e+00,2.9514e+01,-7.2486e+02
6.0150e-03,-1.8075e+00,3.7678e+00,6.8002e+00,2.9448e+01,-7.1868e+02
-3.7932e-02,-1.8599e+00,3.7575e+00,6.8715e+00,2.9431e+01,-7.2142e+02
2.1018e-02,-1.7726e+00,3.7665e+00,7.0099e+00,2.9455e+01,-7.2609e+02
3.0976e-02,-1.8131e+00,3.8135e+00,6.9128e+00,2.9578e+01,-7.2579e+02
4.0731e-02,-1.4579e+00,3.7775e+00,7.3124e+00,2.9493e+01,-7.2566e+02
1.6346e-02,-1.9468e+00,3.7566e+00,6.7725e+00,2.9424e+01,-7.2258e+02
4.0480e-02,-1.7603e+00,3.7784e+00,7.0883e+00,2.9491e+01,-7.1578e+02
-4.5849e-02,-1.8600e+00,3.8158e+00,6.8953e+00,2.9580e+01,-7.0626e+02
3.9180e-02,-1.7609e+00,3.7757e+00,6.9945e+00,2.9486e+01,-7.2179e+02
4.2674e-02,-1.9029e+00,3.7701e+00,6.7503e+00,2.9452e+01,-7.2469e+02
1.3651e-02,-1.8083e+00,3.7659e+00,6.9145e+00,2.9454e+01,-7.1892e+02
3.6216e-02,-1.4141e+00,3.7607e+00,7.3330e+00,2.9440e+01,-7.2521e+02
-3.0770e-02,-1.8034e+00,3.7590e+00,6.8776e+00,2.9430e+01,-7.1976e+02
2.4463e-02,-1.2452e+00,3.7730e+00,7.6226e+00,2.9479e+01,-7.2412e+02
-2.4392e-02,-1.7447e+00,3.7525e+00,6.9917e+00,2.9419e+01,-7.2611e+02
-4.5286e-02,-1.6958e+00,3.7703e+00,6.9430e+00,2.9458e+01,-7.1319e+02
-2.3611e-02,-1.7615e+00,3.8125e+00,6.8898e+00,2.9572e+01,-7.1794e+02
-4.8422e-02,-1.9823e+00,3.7807e+00,6.8035e+00,2.9484e+01,-7.1919e+02
4.3222e-02,-1.8337e+00,3.7532e+00,6.9021e+00,2.9417e+01,-7.2615e+02
-4.6049e-02,-1.9958e+00,3.8166e+00,6.8831e+00,2.9585e+01,-7.2076e+02
2.4547e-02,-1.9223e+00,3.8134e+00,6.8946e+00,2.9577e+01,-7.2301e+02
-2.7239e-03,-1.7137e+00,3.7514e+00,6.9379e+00,2.9416e+01,-7.2205e+02
-4.4694e-02,-1.6183e+00,3.7492e+00,7.0162e+00,2.9410e+01,-7.2542e+02
4.8651e-02,-1.8577e+00,3.7762e+00,6.9816e+00,2.9488e+01,-7.2143e+02
1.5882e-02,-1.8489e+00,3.7753e+00,6.9433e+00,2.9482e+01,-7.1897e+02
-1.8457e-02,-1.5836e+00,3.7783e+00,6.9907e+00,2.9479e+01,-7.2338e+02
1.0869e-02,-1.7007e+00,3.7671e+00,7.0690e+00,2.9458e+01,-7.2602e+02
-2.3422e-02,-1.8615e+00,3.7719e+00,6.8952e+00,2.9474e+01,-7.2342e+02
4.6020e-02,-1.9457e+00,3.7595e+00,6.8861e+00,2.9436e+01,-7.2379e+02
3.2305e-02,-1.7630e+00,3.7425e+00,7.0774e+00,2.9400e+01,-7.2528e+02
-2.2231e-02,-1.6575e+00,3.7721e+00,6.9354e+00,2.9461e+01,-7.0551e+02
6.1930e-05,-1.8074e+00,3.7877e+00,6.9509e+00,2.9508e+01,-7.2393e+02
6.7952e-03,-1.5423e+00,3.7784e+00,7.0929e+00,2.9486e+01,-7.2452e+02
-3.6744e-02,-1.8862e+00,3.7471e+00,6.8676e+00,2.9404e+01,-7.1916e+02
-4.0083e-02,-1.3746e+00,3.7604e+00,7.3560e+00,2.9438e+01,-7.1907e+02
-2.7810e-02,-1.8994e+00,3.7785e+00,6.7577e+00,2.9475e+01,-7.2112e+02
