logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.9684e-01,-5.6290e-01,2.5456e+00,3.7602e-01,1.3611e+00,1.7078e+00,4.0099e+00,2.9930e+01,-5.5459e+02
-6.8889e-01,-5.2208e-01,2.5546e+00,2.2246e-01,6.9919e-01,2.7806e+00,3.9717e+00,2.9924e+01,-5.5504e+02
-6.7914e-01,-5.2389e-01,2.6691e+00,1.7682e-01,1.2407e+00,2.4881e+00,4.1114e+00,3.0241e+01,-5.5416e+02
-6.9957e-01,-5.4110e-01,2.5278e+00,-3.7208e-02,9.2111e-01,1.5307e+00,3.9869e+00,2.9856e+01,-5.5525e+02
-6.9831e-01,-5.4812e-01,2.5476e+00,1.1146e-01,1.0589e+00,1.5876e+00,4.0097e+00,2.9922e+01,-5.5425e+02
-6.9799e-01,-5.5692e-01,2.5135e+00,4.4920e-01,6.6435e-01,2.3197e+00,3.9767e+00,2.9855e+01,-5.5465e+02
-6.8584e-01,-5.7358e-01,2.5366e+00,8.4755e-02,8.9069e-01,2.6293e+00,3.9807e+00,2.9920e+01,-5.5495e+02
-6.7830e-01,-5.8641e-01,2.5477e+00,6.8675e-01,1.4441e+00,2.2827e+00,4.0107e+00,2.9966e+01,-5.5528e+02
-6.8466e-01,-5.4079e-01,2.6211e+00,1.0078e+00,1.2742e+00,1.8150e+00,4.0797e+00,3.0130e+01,-5.5361e+02
-6.9465e-01,-5.3441e-01,2.5523e+00,4.5995e-01,1.3700e+00,1.8538e+00,4.0114e+00,2.9932e+01,-5.5150e+02
-6.9919e-01,-5.4271e-01,2.5302e+00,8.4957e-01,6.5380e-01,2.9254e+00,3.9332e+00,2.9860e+01,-5.5439e+02
-6.9719e-01,-5.1956e-01,2.5301e+00,1.7994e-02,6.3044e-01,1.4975e+00,3.9784e+00,2.9836e+01,-5.5201e+02
-6.9654e-01,-5.3285e-01,2.5313e+00,5.9897e-01,2.0021e+00,1.6050e+00,3.9860e+00,2.9876e+01,-5.4956e+02
-6.7154e-01,-5.7218e-01,2.5005e+00,9.3198e-01,5.0785e-01,2.0798e+00,3.9610e+00,2.9812e+01,-5.5400e+02
