niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.6744e+05,-1.6744e+05,-1.9980e-03,-1.6744e+05,1.1750e-01,6.9098e+00,inf,4.2162e-01,-2.2306e-01,-1.7742e+00,6.4460e+00,9.5868e+00,2.8478e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.6701e+05,-1.6702e+05,-3.9960e-03,-1.6702e+05,1.1751e-01,6.9118e+00,1.0239e+05,8.5682e-01,-2.4619e-01,-1.5518e+00,6.4927e+00,1.0064e+01,2.8121e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6682e+05,-1.6682e+05,-5.9940e-03,-1.6682e+05,1.1753e-01,6.9138e+00,1.0196e+05,1.2936e+00,-4.5198e-02,-1.9971e+00,6.3620e+00,9.9237e+00,2.8026e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6681e+05,-1.6682e+05,-7.9920e-03,-1.6682e+05,1.1595e-01,6.7292e+00,1.0177e+05,1.7062e+00,2.1249e-01,-1.7354e+00,6.4136e+00,9.8831e+00,2.8026e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6676e+05,-1.6677e+05,-9.9900e-03,-1.6677e+05,1.1757e-01,6.9177e+00,1.0176e+05,2.1230e+00,-2.4533e-01,-1.5497e+00,6.4317e+00,9.8898e+00,2.8339e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6649e+05,-1.6650e+05,-1.1988e-02,-1.6650e+05,1.1758e-01,6.9197e+00,1.0171e+05,2.5467e+00,3.4854e-02,-1.5553e+00,6.2544e+00,9.6067e+00,2.8476e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6648e+05,-1.6649e+05,-1.3986e-02,-1.6649e+05,1.1760e-01,6.9216e+00,1.0144e+05,2.9748e+00,1.5784e-01,-1.5132e+00,6.2618e+00,9.5693e+00,2.8474e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6638e+05,-1.6639e+05,-1.5984e-02,-1.6639e+05,1.1762e-01,6.9237e+00,1.0143e+05,3.3967e+00,1.7303e-01,-1.9084e+00,6.2389e+00,9.5726e+00,2.8507e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6619e+05,-1.6619e+05,-1.7982e-02,-1.6619e+05,1.1763e-01,6.9257e+00,1.0134e+05,3.8293e+00,-1.7237e-01,-1.8195e+00,6.3652e+00,9.5911e+00,2.9091e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6614e+05,-1.6615e+05,-1.9980e-02,-1.6615e+05,1.1765e-01,6.9277e+00,1.0114e+05,4.3666e+00,2.0779e-01,-1.9111e+00,6.4463e+00,9.9581e+00,2.8568e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.6610e+05,-1.6610e+05,-2.1978e-02,-1.6610e+05,1.1767e-01,6.9297e+00,1.0109e+05,4.7903e+00,-2.0094e-01,-1.7809e+00,6.3425e+00,9.5291e+00,2.9243e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6609e+05,-1.6609e+05,-2.3976e-02,-1.6609e+05,1.1768e-01,6.9314e+00,1.0105e+05,5.2223e+00,-1.5061e-01,-1.7780e+00,6.2743e+00,9.9700e+00,2.8326e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6602e+05,-1.6603e+05,-2.5974e-02,-1.6603e+05,1.1770e-01,6.9337e+00,1.0104e+05,5.6508e+00,-3.9196e-02,-1.5339e+00,6.1029e+00,9.8116e+00,2.8117e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6590e+05,-1.6590e+05,-2.7972e-02,-1.6590e+05,1.1772e-01,6.9357e+00,1.0097e+05,6.0767e+00,9.8177e-03,-1.8961e+00,6.1253e+00,9.6569e+00,2.8555e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6584e+05,-1.6585e+05,-2.9970e-02,-1.6585e+05,1.1774e-01,6.9377e+00,1.0085e+05,6.4966e+00,1.3364e-02,-1.6851e+00,6.1445e+00,9.9488e+00,2.8091e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6573e+05,-1.6574e+05,-3.1968e-02,-1.6574e+05,1.1775e-01,6.9397e+00,1.0079e+05,6.9120e+00,-2.3034e-01,-1.7841e+00,6.0628e+00,9.7956e+00,2.8354e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6566e+05,-1.6567e+05,-3.3966e-02,-1.6567e+05,1.1777e-01,6.9417e+00,1.0068e+05,7.3570e+00,5.8606e-03,-1.5782e+00,6.4806e+00,9.9415e+00,2.9142e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6558e+05,-1.6559e+05,-3.5964e-02,-1.6559e+05,1.1779e-01,6.9437e+00,1.0061e+05,7.7792e+00,2.3703e-01,-1.6229e+00,6.2500e+00,9.5264e+00,2.9143e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6550e+05,-1.6551e+05,-3.7962e-02,-1.6551e+05,1.1780e-01,6.9457e+00,1.0053e+05,8.2043e+00,5.2994e-02,-1.5176e+00,6.4028e+00,1.0151e+01,2.8739e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6550e+05,-1.6551e+05,-3.9960e-02,-1.6551e+05,1.1603e-01,6.7386e+00,1.0045e+05,8.6698e+00,1.5286e-01,-1.7579e+00,6.1300e+00,9.6066e+00,2.8879e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6549e+05,-1.6550e+05,-4.1958e-02,-1.6550e+05,1.1782e-01,6.9473e+00,1.0045e+05,9.0846e+00,-2.4559e-01,-1.6901e+00,6.2371e+00,9.6488e+00,2.9289e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.6548e+05,-1.6549e+05,-4.3956e-02,-1.6549e+05,1.1785e-01,6.9516e+00,1.0044e+05,9.5069e+00,-8.8403e-02,-1.7048e+00,6.0617e+00,9.7009e+00,2.8692e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.6545e+05,-1.6545e+05,-4.5954e-02,-1.6545e+05,1.1787e-01,6.9537e+00,1.0043e+05,9.9306e+00,-1.4239e-01,-1.9908e+00,6.0890e+00,9.5778e+00,2.9008e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.6536e+05,-1.6537e+05,-4.7952e-02,-1.6537e+05,1.1789e-01,6.9557e+00,1.0040e+05,1.0362e+01,-1.8411e-01,-1.5364e+00,5.9834e+00,9.7749e+00,2.8562e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.6533e+05,-1.6534e+05,-4.9950e-02,-1.6534e+05,1.1790e-01,6.9577e+00,1.0031e+05,1.0792e+01,-1.5241e-01,-1.9713e+00,6.2442e+00,1.0081e+01,2.8636e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.6526e+05,-1.6527e+05,-5.1948e-02,-1.6527e+05,1.1792e-01,6.9597e+00,1.0028e+05,1.1224e+01,1.7301e-01,-1.7633e+00,6.2077e+00,9.6582e+00,2.9217e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.6526e+05,-1.6526e+05,-5.3946e-02,-1.6526e+05,1.1785e-01,6.9511e+00,1.0021e+05,1.1653e+01,2.1395e-02,-1.7525e+00,5.9038e+00,9.7156e+00,2.8456e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.6524e+05,-1.6525e+05,-5.5944e-02,-1.6525e+05,1.1796e-01,6.9637e+00,1.0021e+05,1.2085e+01,-2.2393e-01,-1.9536e+00,6.1610e+00,9.6177e+00,2.9452e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.6524e+05,-1.6524e+05,-5.7942e-02,-1.6524e+05,1.1703e-01,6.8548e+00,1.0019e+05,1.2498e+01,1.4032e-01,-1.5893e+00,6.3602e+00,9.9270e+00,2.9160e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.6523e+05,-1.6524e+05,-5.9940e-02,-1.6524e+05,1.1790e-01,6.9575e+00,1.0019e+05,1.2950e+01,1.5518e-01,-1.5179e+00,6.3731e+00,9.9138e+00,2.9246e+01
3.1000e+01,1.0000e+00,5.8380e+00,-1.6517e+05,-1.6517e+05,-6.1938e-02,-1.6517e+05,1.1801e-01,6.9697e+00,1.0018e+05,1.3377e+01,1.4121e-01,-1.8254e+00,5.7490e+00,9.5385e+00,2.8313e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.6511e+05,-1.6511e+05,-6.3936e-02,-1.6511e+05,1.1802e-01,6.9717e+00,1.0012e+05,1.3797e+01,-1.1918e-01,-1.5533e+00,5.9674e+00,9.6832e+00,2.8828e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.6510e+05,-1.6511e+05,-6.5934e-02,-1.6511e+05,1.1107e-01,6.1749e+00,1.0006e+05,1.4212e+01,-3.6892e-02,-1.7390e+00,6.3402e+00,9.8604e+00,2.9501e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.6503e+05,-1.6504e+05,-6.7932e-02,-1.6504e+05,1.1806e-01,6.9757e+00,1.0005e+05,1.4633e+01,-1.6644e-01,-1.8820e+00,6.3525e+00,9.9076e+00,2.9564e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.6501e+05,-1.6501e+05,-6.9930e-02,-1.6501e+05,1.1807e-01,6.9777e+00,9.9983e+04,1.5068e+01,-8.4996e-02,-1.6967e+00,5.9665e+00,9.9396e+00,2.8472e+01
3.6000e+01,1.0000e+00,6.7164e+00,-1.6500e+05,-1.6501e+05,-7.1928e-02,-1.6501e+05,1.1697e-01,6.8478e+00,9.9956e+04,1.5490e+01,-9.5575e-02,-1.8162e+00,5.7899e+00,9.6263e+00,2.8551e+01
3.7000e+01,1.0000e+00,6.8901e+00,-1.6500e+05,-1.6500e+05,-7.3926e-02,-1.6500e+05,1.1758e-01,6.9195e+00,9.9952e+04,1.5914e+01,-2.4301e-01,-1.6955e+00,6.4657e+00,9.6569e+00,3.0349e+01
3.8000e+01,1.0000e+00,7.0632e+00,-1.6499e+05,-1.6500e+05,-7.5924e-02,-1.6500e+05,1.1038e-01,6.0979e+00,9.9946e+04,1.6329e+01,-1.5328e-01,-1.6300e+00,6.3702e+00,9.8611e+00,2.9720e+01
3.9000e+01,1.0000e+00,7.2356e+00,-1.6499e+05,-1.6499e+05,-7.7922e-02,-1.6499e+05,1.1802e-01,6.9716e+00,9.9945e+04,1.6746e+01,-1.0330e-01,-1.9718e+00,6.3036e+00,9.9541e+00,2.9382e+01
4.0000e+01,1.0000e+00,7.4074e+00,-1.6497e+05,-1.6498e+05,-7.9920e-02,-1.6498e+05,1.1816e-01,6.9877e+00,9.9938e+04,1.7210e+01,-2.3911e-01,-1.7758e+00,6.1793e+00,1.0043e+01,2.8997e+01
4.1000e+01,1.0000e+00,7.5786e+00,-1.6497e+05,-1.6497e+05,-8.1918e-02,-1.6497e+05,1.1319e-01,6.4129e+00,9.9919e+04,1.7629e+01,1.1664e-01,-1.9672e+00,5.9465e+00,1.0102e+01,2.8126e+01
4.2000e+01,1.0000e+00,7.7491e+00,-1.6493e+05,-1.6494e+05,-8.3916e-02,-1.6494e+05,1.1819e-01,6.9917e+00,9.9917e+04,1.8056e+01,-1.0068e-01,-1.5692e+00,6.2174e+00,1.0038e+01,2.9045e+01
4.3000e+01,1.0000e+00,7.9190e+00,-1.6491e+05,-1.6492e+05,-8.5914e-02,-1.6492e+05,1.1821e-01,6.9937e+00,9.9881e+04,1.8480e+01,1.7662e-02,-1.6950e+00,6.0543e+00,9.7870e+00,2.9046e+01
4.4000e+01,1.0000e+00,8.0882e+00,-1.6490e+05,-1.6491e+05,-8.7912e-02,-1.6491e+05,1.1822e-01,6.9950e+00,9.9861e+04,1.8897e+01,2.9666e-02,-1.8355e+00,5.9978e+00,9.6716e+00,2.9152e+01
4.5000e+01,1.0000e+00,8.2569e+00,-1.6480e+05,-1.6481e+05,-8.9910e-02,-1.6481e+05,1.1824e-01,6.9977e+00,9.9851e+04,1.9329e+01,-2.1800e-01,-1.7471e+00,6.3003e+00,9.6043e+00,3.0278e+01
4.6000e+01,2.0000e+00,8.4095e+00,-1.6477e+05,-1.6477e+05,-9.1908e-02,-1.6477e+05,1.1826e-01,6.9997e+00,9.9749e+04,2.0180e+01,5.7201e-02,-1.5980e+00,5.8360e+00,9.8390e+00,2.8510e+01
4.7000e+01,1.0000e+00,8.5766e+00,-1.6471e+05,-1.6471e+05,-9.3906e-02,-1.6471e+05,1.1828e-01,7.0017e+00,9.9718e+04,2.0615e+01,-6.6740e-02,-1.9671e+00,5.8634e+00,9.8587e+00,2.8707e+01
4.8000e+01,1.0000e+00,8.7432e+00,-1.6469e+05,-1.6470e+05,-9.5904e-02,-1.6470e+05,1.1829e-01,7.0037e+00,9.9657e+04,2.1028e+01,-1.7430e-01,-1.8324e+00,5.4727e+00,9.5513e+00,2.8220e+01
4.9000e+01,1.0000e+00,8.9091e+00,-1.6467e+05,-1.6467e+05,-9.7902e-02,-1.6467e+05,1.1831e-01,7.0057e+00,9.9641e+04,2.1453e+01,-8.4736e-03,-1.9373e+00,6.3934e+00,9.5119e+00,3.0706e+01
5.0000e+01,1.0000e+00,9.0744e+00,-1.6465e+05,-1.6466e+05,-9.9900e-02,-1.6466e+05,1.1833e-01,7.0077e+00,9.9616e+04,2.1899e+01,-2.3868e-01,-1.8936e+00,5.6787e+00,9.9713e+00,2.8154e+01
5.1000e+01,1.0000e+00,9.2391e+00,-1.6464e+05,-1.6465e+05,-1.0190e-01,-1.6465e+05,1.1795e-01,6.9634e+00,9.9600e+04,2.2325e+01,-6.3288e-02,-1.9938e+00,6.2657e+00,1.0111e+01,2.9407e+01
5.2000e+01,1.0000e+00,9.4033e+00,-1.6464e+05,-1.6464e+05,-1.0390e-01,-1.6464e+05,1.1832e-01,7.0072e+00,9.9594e+04,2.2745e+01,-4.1822e-02,-1.6861e+00,6.2221e+00,9.5486e+00,3.0202e+01
5.3000e+01,2.0000e+00,9.5495e+00,-1.6462e+05,-1.6463e+05,-1.0589e-01,-1.6463e+05,1.1838e-01,7.0135e+00,9.9586e+04,2.3575e+01,-5.4989e-02,-1.8664e+00,5.9065e+00,1.0130e+01,2.8406e+01
5.4000e+01,1.0000e+00,9.7122e+00,-1.6461e+05,-1.6462e+05,-1.0789e-01,-1.6462e+05,1.1836e-01,7.0121e+00,9.9574e+04,2.4002e+01,-2.3542e-01,-1.5597e+00,6.2350e+00,9.5633e+00,3.0397e+01
5.5000e+01,1.0000e+00,9.8743e+00,-1.6460e+05,-1.6461e+05,-1.0989e-01,-1.6461e+05,1.1841e-01,7.0176e+00,9.9565e+04,2.4428e+01,-2.4580e-01,-1.7642e+00,6.0573e+00,1.0146e+01,2.8926e+01
5.6000e+01,1.0000e+00,1.0036e+01,-1.6457e+05,-1.6458e+05,-1.1189e-01,-1.6458e+05,1.1843e-01,7.0196e+00,9.9552e+04,2.4853e+01,2.4794e-01,-1.6684e+00,5.9537e+00,9.6900e+00,2.9168e+01
5.7000e+01,1.0000e+00,1.0197e+01,-1.6457e+05,-1.6458e+05,-1.1389e-01,-1.6458e+05,1.1442e-01,6.5526e+00,9.9524e+04,2.5275e+01,-2.1192e-01,-1.7392e+00,6.4522e+00,9.7970e+00,3.0543e+01
