niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.8000e+01,1.0000e+00,4.3062e+00,-1.2336e+05,-1.2336e+05,-4.4944e-02,-1.2336e+05,1.2963e-01,6.7296e+00,1.2089e+05,1.4237e+01,-9.0094e-01,-9.9648e-01,3.2500e-01,2.3125e+00,1.3783e+00,2.4532e+00,5.5885e+00
1.9000e+01,1.0000e+00,4.5346e+00,-1.2318e+05,-1.2318e+05,-4.7441e-02,-1.2318e+05,1.2965e-01,6.7321e+00,1.2077e+05,1.4881e+01,-4.9150e-01,-1.8199e+00,1.0082e+00,2.7425e+00,1.6567e+00,4.8294e+00,5.4804e+00
2.0000e+01,1.0000e+00,4.7619e+00,-1.2273e+05,-1.2274e+05,-4.9938e-02,-1.2274e+05,1.2967e-01,6.7345e+00,1.2059e+05,1.5749e+01,-7.7869e-01,-1.8454e+00,-6.3152e-01,1.1187e+00,2.5826e+00,4.8482e+00,5.3324e+00
2.1000e+01,1.0000e+00,4.9881e+00,-1.2273e+05,-1.2273e+05,-5.2434e-02,-1.2273e+05,1.2633e-01,6.3915e+00,1.2014e+05,1.6573e+01,8.7859e-02,-5.3932e-01,1.0850e+00,1.7248e+00,5.5055e-01,3.8069e+00,5.7164e+00
2.2000e+01,1.0000e+00,5.2133e+00,-1.2265e+05,-1.2266e+05,-5.4931e-02,-1.2266e+05,1.2972e-01,6.7395e+00,1.2014e+05,1.7429e+01,-8.1482e-01,-1.4803e+00,4.8442e-01,1.9355e-01,3.7330e+00,5.3076e+00,3.2664e+00
2.3000e+01,1.0000e+00,5.4374e+00,-1.2263e+05,-1.2264e+05,-5.7428e-02,-1.2264e+05,1.2975e-01,6.7420e+00,1.2007e+05,1.8108e+01,-2.0003e-02,-1.9706e+00,1.4075e-01,1.8673e+00,2.5472e+00,5.2189e+00,4.8999e+00
2.4000e+01,1.0000e+00,5.6604e+00,-1.2263e+05,-1.2263e+05,-5.9925e-02,-1.2263e+05,1.2924e-01,6.6898e+00,1.2005e+05,1.8961e+01,-4.3715e-01,-1.1642e+00,7.6416e-01,3.7240e+00,3.4503e+00,3.7539e+00,5.5956e+00
2.5000e+01,1.0000e+00,5.8824e+00,-1.2223e+05,-1.2223e+05,-6.2422e-02,-1.2223e+05,1.2979e-01,6.7470e+00,1.2004e+05,1.9785e+01,-4.3978e-01,-6.9508e-01,9.4118e-01,1.2602e+00,2.8028e+00,1.5603e+00,5.6339e+00
2.6000e+01,1.0000e+00,6.1033e+00,-1.2207e+05,-1.2207e+05,-6.4919e-02,-1.2207e+05,1.2982e-01,6.7495e+00,1.1964e+05,2.0439e+01,-2.9385e-01,-1.9427e+00,1.3931e-01,1.4327e+00,2.9488e+00,1.4908e+00,5.5354e+00
2.7000e+01,1.0000e+00,6.3232e+00,-1.2200e+05,-1.2200e+05,-6.7416e-02,-1.2200e+05,1.2984e-01,6.7520e+00,1.1948e+05,2.1254e+01,-9.7407e-01,-1.5597e+00,1.4258e-02,9.2557e-02,3.6783e+00,2.7181e+00,5.4248e+00
2.8000e+01,2.0000e+00,6.5268e+00,-1.2195e+05,-1.2196e+05,-6.9913e-02,-1.2196e+05,1.2987e-01,6.7545e+00,1.1941e+05,2.2753e+01,-4.1992e-01,-8.2218e-01,-6.5154e-01,1.5574e+00,3.4317e+00,1.4327e+00,5.5700e+00
2.9000e+01,1.0000e+00,6.7442e+00,-1.2193e+05,-1.2194e+05,-7.2410e-02,-1.2194e+05,1.2989e-01,6.7570e+00,1.1937e+05,2.3394e+01,-3.9175e-01,-9.5524e-01,-5.6294e-01,3.8761e+00,1.6357e+00,1.6084e+00,5.5954e+00
3.0000e+01,1.0000e+00,6.9606e+00,-1.2176e+05,-1.2177e+05,-7.4906e-02,-1.2177e+05,1.2991e-01,6.7595e+00,1.1934e+05,2.4150e+01,1.8474e-01,-1.9848e+00,1.1813e+00,1.8698e+00,1.6769e+00,5.3461e+00,4.3187e+00
3.1000e+01,1.0000e+00,7.1759e+00,-1.2174e+05,-1.2175e+05,-7.7403e-02,-1.2175e+05,1.2994e-01,6.7620e+00,1.1917e+05,2.4829e+01,1.1065e-01,-1.1536e+00,1.9265e+00,1.7672e+00,1.0848e+00,5.3667e+00,5.4160e+00
3.2000e+01,1.0000e+00,7.3903e+00,-1.2130e+05,-1.2130e+05,-7.9900e-02,-1.2130e+05,1.2996e-01,6.7645e+00,1.1916e+05,2.5494e+01,-9.1433e-01,-9.9587e-01,2.0115e+00,2.7781e+00,3.6496e+00,3.6140e+00,5.7206e+00
3.3000e+01,1.0000e+00,7.6037e+00,-1.2115e+05,-1.2115e+05,-8.2397e-02,-1.2115e+05,1.2999e-01,6.7670e+00,1.1871e+05,2.6346e+01,-7.9668e-01,-1.8094e+00,5.9902e-01,2.4154e+00,9.9118e-01,5.2808e+00,2.5798e+00
3.4000e+01,1.0000e+00,7.8161e+00,-1.2114e+05,-1.2114e+05,-8.4894e-02,-1.2114e+05,1.2997e-01,6.7656e+00,1.1856e+05,2.7205e+01,3.8730e-01,-9.4052e-01,-8.2177e-01,3.4802e+00,1.8130e+00,5.3661e+00,3.7055e+00
3.5000e+01,1.0000e+00,8.0275e+00,-1.2112e+05,-1.2113e+05,-8.7391e-02,-1.2113e+05,1.3003e-01,6.7720e+00,1.1855e+05,2.8018e+01,1.3538e-01,-1.4468e+00,7.4331e-02,9.1285e-01,3.9475e+00,2.8513e+00,5.4094e+00
3.6000e+01,1.0000e+00,8.2380e+00,-1.2036e+05,-1.2036e+05,-8.9888e-02,-1.2036e+05,1.3006e-01,6.7745e+00,1.1854e+05,2.8681e+01,-5.9752e-01,-1.2920e+00,-7.4156e-01,-1.8641e-02,2.6954e+00,5.2061e+00,1.9955e+00
3.7000e+01,1.0000e+00,8.4475e+00,-1.2033e+05,-1.2034e+05,-9.2385e-02,-1.2034e+05,1.3008e-01,6.7770e+00,1.1777e+05,2.9333e+01,-7.9770e-01,-1.9028e+00,1.6385e-01,2.7220e+00,2.8171e+00,4.2522e+00,5.3530e+00
3.8000e+01,1.0000e+00,8.6560e+00,-1.2025e+05,-1.2025e+05,-9.4881e-02,-1.2025e+05,1.3011e-01,6.7795e+00,1.1774e+05,3.0016e+01,-5.8935e-01,-1.6821e+00,2.4994e-01,-5.4173e-02,1.5293e+00,5.1834e+00,3.5287e+00
3.9000e+01,1.0000e+00,8.8636e+00,-1.2006e+05,-1.2006e+05,-9.7378e-02,-1.2006e+05,1.3013e-01,6.7820e+00,1.1766e+05,3.0836e+01,-3.6561e-01,-1.5297e+00,1.2163e+00,7.9914e-02,4.3695e+00,5.2653e+00,2.9863e+00
4.0000e+01,1.0000e+00,9.0703e+00,-1.1984e+05,-1.1984e+05,-9.9875e-02,-1.1984e+05,1.3015e-01,6.7845e+00,1.1747e+05,3.1537e+01,-5.6681e-02,-1.7637e+00,1.8654e+00,3.9020e+00,3.5811e+00,5.3011e+00,5.0770e+00
4.1000e+01,1.0000e+00,9.2760e+00,-1.1974e+05,-1.1975e+05,-1.0237e-01,-1.1975e+05,1.3018e-01,6.7870e+00,1.1725e+05,3.2217e+01,-2.4555e-01,-1.8322e+00,1.3719e+00,2.2094e+00,4.8917e-01,3.8527e+00,5.5057e+00
4.2000e+01,1.0000e+00,9.4808e+00,-1.1967e+05,-1.1968e+05,-1.0487e-01,-1.1968e+05,1.3020e-01,6.7895e+00,1.1715e+05,3.2866e+01,-9.9768e-01,-1.0807e+00,1.1099e+00,3.0682e+00,3.7481e+00,5.1966e+00,4.2970e+00
4.3000e+01,1.0000e+00,9.6847e+00,-1.1906e+05,-1.1907e+05,-1.0737e-01,-1.1907e+05,1.3023e-01,6.7920e+00,1.1708e+05,3.3677e+01,-6.1096e-01,-1.2017e+00,9.1466e-01,3.6755e+00,6.8380e-01,5.2092e+00,3.2176e+00
4.4000e+01,1.0000e+00,9.8876e+00,-1.1878e+05,-1.1879e+05,-1.0986e-01,-1.1879e+05,1.3025e-01,6.7945e+00,1.1648e+05,3.4518e+01,-3.4616e-01,-1.8735e+00,4.5158e-01,3.7268e+00,2.5455e+00,4.5257e+00,5.3035e+00
4.5000e+01,2.0000e+00,1.0067e+01,-1.1868e+05,-1.1868e+05,-1.1236e-01,-1.1868e+05,1.3027e-01,6.7970e+00,1.1620e+05,3.6191e+01,-7.7280e-01,-1.7072e+00,-8.2735e-01,3.6046e+00,3.7848e+00,2.0189e+00,5.3280e+00
4.6000e+01,1.0000e+00,1.0268e+01,-1.1848e+05,-1.1849e+05,-1.1486e-01,-1.1849e+05,1.3030e-01,6.7995e+00,1.1609e+05,3.7019e+01,-9.6088e-02,-1.4160e+00,5.9233e-01,2.0771e+00,3.9658e+00,4.4402e+00,5.2641e+00
4.7000e+01,2.0000e+00,1.0444e+01,-1.1845e+05,-1.1845e+05,-1.1735e-01,-1.1845e+05,1.3032e-01,6.8020e+00,1.1589e+05,3.8372e+01,3.8393e-01,-1.7448e+00,1.8166e+00,3.4248e+00,9.7935e-01,5.2791e+00,4.8741e+00
4.8000e+01,1.0000e+00,1.0643e+01,-1.1844e+05,-1.1845e+05,-1.1985e-01,-1.1845e+05,1.2995e-01,6.7636e+00,1.1586e+05,3.9044e+01,-4.8052e-01,-1.7272e+00,6.1934e-01,1.0607e+00,6.5897e-01,4.7181e+00,5.1124e+00
4.9000e+01,1.0000e+00,1.0841e+01,-1.1831e+05,-1.1832e+05,-1.2235e-01,-1.1832e+05,1.3037e-01,6.8070e+00,1.1585e+05,3.9882e+01,3.5128e-01,-1.7225e+00,-5.5494e-01,3.8727e+00,1.4130e+00,5.1378e+00,3.6570e+00
5.0000e+01,1.0000e+00,1.1038e+01,-1.1828e+05,-1.1828e+05,-1.2484e-01,-1.1828e+05,1.3039e-01,6.8095e+00,1.1572e+05,4.0743e+01,-9.3838e-01,-1.8186e+00,1.7331e+00,1.2512e+00,1.6857e+00,4.8814e+00,5.3161e+00
5.1000e+01,1.0000e+00,1.1233e+01,-1.1823e+05,-1.1823e+05,-1.2734e-01,-1.1823e+05,1.3042e-01,6.8120e+00,1.1569e+05,4.1407e+01,-2.1655e-01,-1.8525e+00,1.7976e+00,3.4818e+00,2.7303e+00,5.3609e+00,2.5722e+00
5.2000e+01,1.0000e+00,1.1429e+01,-1.1815e+05,-1.1816e+05,-1.2984e-01,-1.1816e+05,1.3044e-01,6.8144e+00,1.1564e+05,4.2246e+01,-2.5226e-01,-1.1020e+00,1.4367e-01,1.7927e+00,2.4445e+00,3.7256e+00,5.3358e+00
5.3000e+01,1.0000e+00,1.1623e+01,-1.1803e+05,-1.1803e+05,-1.3233e-01,-1.1803e+05,1.3046e-01,6.8169e+00,1.1557e+05,4.2927e+01,-1.9622e-01,-1.9907e+00,1.4565e-01,1.6932e+00,2.9107e+00,5.0557e+00,4.3602e+00
5.4000e+01,1.0000e+00,1.1816e+01,-1.1754e+05,-1.1754e+05,-1.3483e-01,-1.1754e+05,1.3049e-01,6.8194e+00,1.1544e+05,4.3790e+01,-9.2017e-02,-8.0356e-01,-2.5401e-01,1.0964e+00,3.7758e+00,5.0031e+00,4.7830e+00
5.5000e+01,1.0000e+00,1.2009e+01,-1.1747e+05,-1.1747e+05,-1.3733e-01,-1.1747e+05,1.3051e-01,6.8219e+00,1.1495e+05,4.4474e+01,-9.3715e-01,-1.7387e+00,1.2047e+00,6.3722e-01,2.7286e+00,3.4389e+00,5.3327e+00
5.6000e+01,1.0000e+00,1.2200e+01,-1.1738e+05,-1.1739e+05,-1.3983e-01,-1.1739e+05,1.3054e-01,6.8244e+00,1.1488e+05,4.5286e+01,-5.4377e-01,-9.2751e-01,1.8394e+00,2.0360e-02,1.6054e+00,3.7049e+00,5.5804e+00
5.7000e+01,1.0000e+00,1.2391e+01,-1.1723e+05,-1.1723e+05,-1.4232e-01,-1.1723e+05,1.3056e-01,6.8269e+00,1.1479e+05,4.5938e+01,-4.9724e-01,-1.0137e+00,-7.6355e-01,1.6568e-01,1.7549e+00,3.7449e+00,5.2728e+00
5.8000e+01,2.0000e+00,1.2554e+01,-1.1711e+05,-1.1711e+05,-1.4482e-01,-1.1711e+05,1.3058e-01,6.8294e+00,1.1464e+05,4.7638e+01,-2.5466e-01,-1.5041e+00,4.1999e-01,2.5311e-01,3.5327e+00,5.0920e+00,3.5479e+00
5.9000e+01,1.0000e+00,1.2743e+01,-1.1703e+05,-1.1704e+05,-1.4732e-01,-1.1704e+05,1.3061e-01,6.8319e+00,1.1452e+05,4.8306e+01,-3.6923e-01,-1.2121e+00,8.7652e-02,2.5802e+00,8.2331e-01,4.6720e+00,5.0869e+00
6.0000e+01,1.0000e+00,1.2931e+01,-1.1702e+05,-1.1703e+05,-1.4981e-01,-1.1703e+05,1.3060e-01,6.8316e+00,1.1445e+05,4.9014e+01,2.0792e-01,-1.9157e+00,5.5849e-02,3.6925e+00,3.8157e+00,5.0156e+00,4.2357e+00
6.1000e+01,2.0000e+00,1.3090e+01,-1.1699e+05,-1.1700e+05,-1.5231e-01,-1.1700e+05,1.3066e-01,6.8369e+00,1.1444e+05,5.0381e+01,-7.2732e-01,-1.2215e+00,1.7837e+00,3.6456e+00,2.5786e+00,5.2677e+00,4.0462e+00
6.2000e+01,1.0000e+00,1.3276e+01,-1.1688e+05,-1.1689e+05,-1.5481e-01,-1.1689e+05,1.3068e-01,6.8394e+00,1.1440e+05,5.1226e+01,-1.7824e-01,-9.0465e-01,-9.4498e-01,3.4000e+00,4.4566e+00,2.6842e+00,5.2583e+00
6.3000e+01,1.0000e+00,1.3462e+01,-1.1688e+05,-1.1689e+05,-1.5730e-01,-1.1689e+05,1.2311e-01,6.0704e+00,1.1430e+05,5.1884e+01,2.8874e-01,-1.5116e+00,2.9346e-01,3.6182e+00,3.0109e+00,2.0467e+00,5.3537e+00
6.4000e+01,1.0000e+00,1.3646e+01,-1.1684e+05,-1.1685e+05,-1.5980e-01,-1.1685e+05,1.3073e-01,6.8444e+00,1.1429e+05,5.2549e+01,3.8759e-01,-1.4645e+00,2.2196e+00,2.5062e+00,3.3223e+00,4.3366e+00,5.7412e+00
6.5000e+01,1.0000e+00,1.3830e+01,-1.1681e+05,-1.1682e+05,-1.6230e-01,-1.1682e+05,1.3075e-01,6.8469e+00,1.1426e+05,5.3354e+01,4.1952e-01,-1.0494e+00,1.2684e+00,3.9702e-01,3.0384e+00,3.0657e+00,5.4649e+00
6.6000e+01,2.0000e+00,1.3983e+01,-1.1675e+05,-1.1676e+05,-1.6479e-01,-1.1676e+05,1.3078e-01,6.8494e+00,1.1423e+05,5.5041e+01,1.4856e-02,-1.7893e+00,-4.3567e-01,2.5439e+00,4.3887e+00,4.1622e+00,4.9051e+00
6.7000e+01,1.0000e+00,1.4165e+01,-1.1659e+05,-1.1660e+05,-1.6729e-01,-1.1660e+05,1.3080e-01,6.8519e+00,1.1417e+05,5.5705e+01,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00
6.8000e+01,1.0000e+00,1.4346e+01,-1.1637e+05,-1.1638e+05,-1.6979e-01,-1.1638e+05,1.3082e-01,6.8544e+00,1.1401e+05,5.6534e+01,-2.9425e-01,-1.6991e+00,-2.2265e-01,6.5581e-01,1.8791e+00,5.0299e+00,3.5913e+00
6.9000e+01,1.0000e+00,1.4526e+01,-1.1609e+05,-1.1610e+05,-1.7228e-01,-1.1610e+05,1.3085e-01,6.8569e+00,1.1378e+05,5.7409e+01,-9.9318e-01,-1.1937e+00,-9.9055e-01,2.0877e+00,6.4488e-01,1.9988e+00,5.2293e+00
7.0000e+01,1.0000e+00,1.4706e+01,-1.1609e+05,-1.1609e+05,-1.7478e-01,-1.1609e+05,1.2941e-01,6.7068e+00,1.1351e+05,5.8293e+01,-8.8172e-01,-1.2769e+00,-2.7170e-01,4.5625e-01,3.1343e+00,4.9085e+00,4.4797e+00
7.1000e+01,1.0000e+00,1.4885e+01,-1.1598e+05,-1.1599e+05,-1.7728e-01,-1.1599e+05,1.3089e-01,6.8619e+00,1.1350e+05,5.9133e+01,-8.6733e-01,-1.9150e+00,-6.4383e-01,1.8869e+00,3.1607e+00,1.7465e+00,5.1861e+00
7.2000e+01,1.0000e+00,1.5063e+01,-1.1595e+05,-1.1596e+05,-1.7978e-01,-1.1596e+05,1.3092e-01,6.8644e+00,1.1339e+05,5.9970e+01,-9.8655e-01,-9.3728e-01,1.5442e+00,2.5228e-01,2.4948e+00,5.1408e+00,4.3589e+00
7.3000e+01,1.0000e+00,1.5240e+01,-1.1591e+05,-1.1591e+05,-1.8227e-01,-1.1591e+05,1.3094e-01,6.8669e+00,1.1337e+05,6.0673e+01,-2.7817e-01,-1.9476e+00,-6.1334e-01,3.5271e+00,4.0305e+00,5.0436e+00,3.0868e+00
7.4000e+01,2.0000e+00,1.5385e+01,-1.1544e+05,-1.1545e+05,-1.8477e-01,-1.1545e+05,1.3097e-01,6.8694e+00,1.1332e+05,6.2177e+01,-8.6877e-01,-1.6149e+00,1.5036e+00,2.2245e+00,4.0195e+00,5.0555e+00,2.4668e+00
7.5000e+01,1.0000e+00,1.5560e+01,-1.1509e+05,-1.1509e+05,-1.8727e-01,-1.1509e+05,1.3099e-01,6.8719e+00,1.1285e+05,6.2842e+01,3.4945e-01,-1.8476e+00,7.5820e-01,1.5217e+00,3.1487e+00,3.5981e+00,5.2289e+00
7.6000e+01,1.0000e+00,1.5735e+01,-1.1490e+05,-1.1491e+05,-1.8976e-01,-1.1491e+05,1.3101e-01,6.8744e+00,1.1250e+05,6.3677e+01,4.0525e-01,-6.4399e-01,1.8320e+00,2.5620e+00,2.0309e+00,5.2776e+00,4.7013e+00
7.7000e+01,1.0000e+00,1.5909e+01,-1.1489e+05,-1.1490e+05,-1.9226e-01,-1.1490e+05,1.3104e-01,6.8768e+00,1.1232e+05,6.4478e+01,8.1367e-04,-1.7760e+00,8.2675e-01,3.4822e-02,3.5010e+00,2.2056e+00,5.2196e+00
7.8000e+01,1.0000e+00,1.6082e+01,-1.1452e+05,-1.1453e+05,-1.9476e-01,-1.1453e+05,1.3106e-01,6.8794e+00,1.1230e+05,6.5334e+01,4.9084e-01,-1.2176e+00,-6.4621e-01,1.5522e-01,1.7764e+00,3.6220e+00,5.2082e+00
7.9000e+01,1.0000e+00,1.6255e+01,-1.1437e+05,-1.1438e+05,-1.9725e-01,-1.1438e+05,1.3108e-01,6.8819e+00,1.1193e+05,6.6007e+01,-1.1352e-01,-1.3373e+00,1.5023e+00,2.4542e-01,2.2758e+00,2.4797e+00,5.3909e+00
8.0000e+01,1.0000e+00,1.6427e+01,-1.1435e+05,-1.1435e+05,-1.9975e-01,-1.1435e+05,1.3111e-01,6.8844e+00,1.1179e+05,6.6899e+01,1.7421e-01,-1.7084e+00,-4.3865e-02,3.6404e+00,3.2542e+00,3.0848e+00,5.2183e+00
8.1000e+01,2.0000e+00,1.6564e+01,-1.1400e+05,-1.1400e+05,-2.0225e-01,-1.1400e+05,1.3113e-01,6.8869e+00,1.1176e+05,6.8599e+01,-2.3867e-01,-1.9682e+00,6.7717e-01,1.7309e+00,1.4174e+00,4.7039e+00,4.8363e+00
8.2000e+01,2.0000e+00,1.6701e+01,-1.1398e+05,-1.1398e+05,-2.0474e-01,-1.1398e+05,1.3116e-01,6.8894e+00,1.1141e+05,7.0288e+01,1.8952e-01,-1.9257e+00,1.8084e+00,2.1507e+00,1.8400e+00,5.1486e+00,4.8705e+00
8.3000e+01,1.0000e+00,1.6870e+01,-1.1396e+05,-1.1396e+05,-2.0724e-01,-1.1396e+05,1.3118e-01,6.8919e+00,1.1139e+05,7.0987e+01,-9.7240e-01,-7.0552e-01,-6.1210e-01,9.5393e-01,4.4320e+00,4.6944e+00,2.8374e+00
8.4000e+01,1.0000e+00,1.7039e+01,-1.1393e+05,-1.1393e+05,-2.0974e-01,-1.1393e+05,1.3120e-01,6.8943e+00,1.1137e+05,7.1823e+01,1.0974e-01,-8.9261e-01,-6.3379e-01,8.0514e-01,3.7598e+00,2.3686e+00,5.1421e+00
8.5000e+01,1.0000e+00,1.7206e+01,-1.1343e+05,-1.1344e+05,-2.1223e-01,-1.1344e+05,1.3123e-01,6.8968e+00,1.1134e+05,7.2470e+01,1.0778e-01,-1.1190e+00,8.2961e-01,3.7416e-01,1.3790e+00,4.9828e+00,3.5242e+00
8.6000e+01,1.0000e+00,1.7374e+01,-1.1334e+05,-1.1335e+05,-2.1473e-01,-1.1335e+05,1.3125e-01,6.8993e+00,1.1085e+05,7.3312e+01,2.3572e-01,-5.5808e-01,-9.0560e-01,2.9151e+00,3.0393e+00,4.0721e+00,5.2354e+00
8.7000e+01,1.0000e+00,1.7540e+01,-1.1332e+05,-1.1333e+05,-2.1723e-01,-1.1333e+05,1.3127e-01,6.9018e+00,1.1076e+05,7.4116e+01,-1.6817e-01,-1.5024e+00,2.3243e+00,5.6784e-01,1.1411e+00,1.6063e+00,5.7252e+00
8.8000e+01,1.0000e+00,1.7706e+01,-1.1330e+05,-1.1331e+05,-2.1973e-01,-1.1331e+05,1.3130e-01,6.9043e+00,1.1074e+05,7.4968e+01,-5.1909e-01,-1.1115e+00,1.3833e+00,1.9954e+00,1.0411e+00,4.8902e+00,4.8102e+00
8.9000e+01,1.0000e+00,1.7871e+01,-1.1319e+05,-1.1319e+05,-2.2222e-01,-1.1319e+05,1.3132e-01,6.9068e+00,1.1072e+05,7.5618e+01,4.5101e-01,-1.8987e+00,2.1343e-01,2.7331e+00,3.0232e+00,3.9134e+00,5.1722e+00
9.0000e+01,1.0000e+00,1.8036e+01,-1.1317e+05,-1.1318e+05,-2.2472e-01,-1.1318e+05,1.3134e-01,6.9092e+00,1.1060e+05,7.6506e+01,-9.6526e-01,-1.2389e+00,9.4460e-03,1.7269e+00,4.3565e+00,4.5740e+00,2.9937e+00
9.1000e+01,2.0000e+00,1.8164e+01,-1.1317e+05,-1.1317e+05,-2.2722e-01,-1.1317e+05,1.3114e-01,6.8876e+00,1.1059e+05,7.7841e+01,-8.2762e-02,-1.3383e+00,1.0519e+00,3.0649e+00,1.4675e+00,3.2345e+00,5.2460e+00
9.2000e+01,1.0000e+00,1.8327e+01,-1.1299e+05,-1.1300e+05,-2.2971e-01,-1.1300e+05,1.3139e-01,6.9143e+00,1.1058e+05,7.8701e+01,2.5995e-01,-1.1794e+00,1.1220e+00,-1.9085e-02,2.9409e+00,5.0324e+00,2.7076e+00
