logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
3.6978e-01,-1.5935e+00,-2.0647e+00,-3.3802e-01,1.4007e+00,2.2597e+00,2.3135e+00,-1.0668e+03
4.0473e-01,-1.8340e+00,-1.7156e+00,-8.3086e-01,1.4621e+00,2.1988e+00,2.3733e+00,-1.0517e+03
3.4957e-01,-1.6694e+00,-2.3157e+00,-6.6267e-01,1.4195e+00,2.1781e+00,2.3969e+00,-1.0679e+03
4.0046e-01,-1.7084e+00,-1.7915e+00,-6.5000e-01,1.4781e+00,2.2213e+00,2.3412e+00,-1.0493e+03
3.8968e-01,-1.7577e+00,-2.2859e+00,-5.0478e-01,1.4409e+00,2.2115e+00,2.3670e+00,-1.0641e+03
3.7286e-01,-1.6988e+00,-1.9293e+00,-7.6211e-01,1.4347e+00,2.2105e+00,2.3595e+00,-1.0408e+03
3.8039e-01,-1.6600e+00,-2.0578e+00,-1.0212e+00,1.4544e+00,2.2216e+00,2.3505e+00,-1.0641e+03
3.2171e-01,-1.4413e+00,-2.0286e+00,-6.8251e-01,1.4694e+00,2.1961e+00,2.3583e+00,-1.0615e+03
3.1916e-01,-1.4575e+00,-1.3874e+00,-8.0241e-01,1.4543e+00,2.2007e+00,2.3463e+00,-1.0645e+03
3.8029e-01,-1.6538e+00,-2.3632e+00,-6.2691e-01,1.4515e+00,2.2237e+00,2.3460e+00,-1.0388e+03
3.2121e-01,-1.2670e+00,-1.8661e+00,-5.1223e-01,1.5022e+00,2.3124e+00,2.1892e+00,-1.0669e+03
4.2416e-01,-1.6861e+00,-2.2644e+00,-5.3759e-01,1.4686e+00,2.2874e+00,2.2735e+00,-1.0691e+03
3.5952e-01,-1.7150e+00,-1.3842e+00,-9.5165e-01,1.4382e+00,2.1733e+00,2.3976e+00,-1.0472e+03
3.7321e-01,-1.6731e+00,-1.3190e+00,-9.2259e-01,1.4606e+00,2.1860e+00,2.3812e+00,-1.0654e+03
