logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.5672e-01,-1.3291e+00,5.7068e-01,8.8360e-01,1.8295e+00,3.0449e+00,5.0565e+00,3.0860e+01,-2.2268e+02
-9.2280e-02,-1.4372e+00,1.3927e-01,9.4398e-01,2.6480e+00,3.3542e+00,5.0305e+00,3.0802e+01,-2.2037e+02
-8.7483e-02,-1.4332e+00,9.9247e-01,6.6843e-01,1.9164e+00,3.1130e+00,4.9946e+00,3.0683e+01,-2.1935e+02
-1.0628e-01,-1.3343e+00,-3.7452e-01,1.2561e+00,2.0240e+00,3.7624e+00,5.0004e+00,3.0771e+01,-1.8571e+02
-1.1930e-01,-1.0178e+00,3.0851e-01,5.8334e-01,2.6594e+00,4.7110e+00,4.7086e+00,3.0962e+01,-1.9384e+02
-9.8219e-02,-1.1900e+00,-5.5605e-01,1.8934e+00,2.7994e+00,4.2946e+00,4.9455e+00,3.0874e+01,-1.6648e+02
-2.5508e-01,-1.1001e+00,7.5626e-01,1.1924e+00,1.2097e+00,3.3780e+00,5.0244e+00,3.0816e+01,-1.9631e+02
4.2610e-02,-1.7520e+00,5.3155e-01,6.5988e-01,2.0627e+00,3.2403e+00,5.0141e+00,3.0704e+01,-2.2906e+02
-1.5700e-01,-1.1409e+00,1.1204e+00,7.9911e-01,2.8459e+00,4.2953e+00,5.0153e+00,3.1034e+01,-1.6310e+02
-1.7042e-01,-1.2136e+00,-3.0979e-01,2.3481e+00,1.2048e+00,3.0152e+00,5.0830e+00,3.0922e+01,-1.7631e+02
-2.1832e-01,-1.0807e+00,-5.0249e-01,1.1671e+00,1.9494e+00,3.8613e+00,5.0597e+00,3.0967e+01,-1.9848e+02
-3.1309e-01,-1.0520e+00,2.9112e-01,2.1423e+00,1.7872e+00,3.2360e+00,5.1542e+00,3.1144e+01,-1.9303e+02
-9.3306e-02,-1.3745e+00,6.1451e-01,1.5962e+00,1.7274e+00,3.5416e+00,4.9999e+00,3.0727e+01,-1.6826e+02
-1.3727e-01,-1.3163e+00,2.7242e-01,1.2532e+00,2.6794e+00,3.5614e+00,5.0107e+00,3.0803e+01,-2.2114e+02
-2.5682e-01,-1.0997e+00,6.7842e-01,2.1153e+00,1.6057e+00,2.8883e+00,5.1062e+00,3.0995e+01,-1.7263e+02
1.1215e-02,-1.7488e+00,-3.8372e-01,6.2843e-01,2.3438e+00,3.0814e+00,4.9902e+00,3.0642e+01,-2.2737e+02
-1.4786e-01,-1.1813e+00,3.5019e-01,1.5974e+00,1.6655e+00,4.0217e+00,4.9888e+00,3.0817e+01,-2.2585e+02
-1.2874e-01,-1.2190e+00,-7.8213e-03,1.7373e+00,2.5066e+00,4.0834e+00,4.9890e+00,3.0853e+01,-1.5539e+02
-3.5250e-01,-1.0206e+00,-1.4900e-01,5.7108e-01,2.9116e+00,3.3261e+00,5.1616e+00,3.1200e+01,-1.2378e+02
-3.1775e-01,-1.0458e+00,5.6385e-01,9.3220e-01,2.1977e+00,3.1508e+00,5.0085e+00,3.0784e+01,-1.4333e+02
3.7591e-02,-1.5109e+00,2.3669e-01,1.8774e+00,1.5241e+00,3.8318e+00,4.9122e+00,3.0546e+01,-2.1624e+02
-2.5935e-01,-1.0776e+00,2.8547e-01,1.5369e+00,1.6721e+00,3.7541e+00,4.9849e+00,3.0773e+01,-1.7946e+02
-3.2065e-01,-1.0376e+00,-4.7555e-01,1.8971e+00,2.9973e+00,3.8901e+00,5.1430e+00,3.1229e+01,-1.1399e+02
9.4596e-02,-1.3688e+00,-6.1208e-01,1.3948e+00,1.7037e+00,4.4564e+00,4.6873e+00,3.0509e+01,-2.1344e+02
1.0143e-01,-1.6660e+00,-5.6798e-01,6.9589e-01,1.5102e+00,4.1969e+00,4.8162e+00,3.0473e+01,-2.1661e+02
-2.7896e-01,-1.0323e+00,-4.5620e-01,1.9704e+00,1.9934e+00,4.2041e+00,5.0739e+00,3.1105e+01,-1.9248e+02
-1.1738e-01,-1.3409e+00,-3.4085e-01,1.2614e+00,2.9104e+00,3.7913e+00,5.0030e+00,3.0830e+01,-2.1255e+02
-1.7208e-01,-1.2727e+00,-2.5564e-01,1.5099e+00,2.8336e+00,3.1226e+00,5.0547e+00,3.0897e+01,-1.2047e+02
-2.4621e-01,-1.0644e+00,-2.2898e-01,1.0336e+00,2.7651e+00,4.0631e+00,4.9983e+00,3.0931e+01,-2.2136e+02
-1.0816e-01,-1.3260e+00,3.5895e-01,1.7574e+00,1.7377e+00,3.7449e+00,5.0069e+00,3.0782e+01,-1.7342e+02
5.3329e-02,-1.6175e+00,1.0990e-01,2.0625e+00,1.8941e+00,3.7412e+00,4.8814e+00,3.0432e+01,-2.1657e+02
5.8990e-02,-1.8553e+00,-3.3469e-01,7.3432e-01,2.8807e+00,3.4275e+00,4.9187e+00,3.0489e+01,-2.1932e+02
-1.9892e-01,-1.2124e+00,-4.2545e-01,1.8640e+00,2.6874e+00,3.3066e+00,5.0081e+00,3.0799e+01,-1.5496e+02
-7.9285e-02,-1.1843e+00,1.8545e-01,2.1462e+00,1.6988e+00,4.2657e+00,4.9210e+00,3.0772e+01,-2.0622e+02
-3.0008e-01,-1.0486e+00,2.1203e-01,5.6873e-01,2.6121e+00,3.9898e+00,5.0781e+00,3.1080e+01,-1.4270e+02
-1.7781e-01,-1.2129e+00,2.8876e-01,1.2457e+00,2.6365e+00,3.6006e+00,5.0158e+00,3.0826e+01,-2.0316e+02
-3.0251e-01,-1.0406e+00,-6.1742e-01,8.3481e-01,2.2361e+00,3.8061e+00,5.0266e+00,3.0897e+01,-1.0436e+02
-7.2907e-02,-1.3602e+00,-2.1352e-01,2.1810e+00,2.9556e+00,3.3259e+00,4.9705e+00,3.0673e+01,-1.8822e+02
-1.7747e-01,-1.0473e+00,-4.8648e-01,7.4298e-01,3.1325e+00,4.5479e+00,4.8545e+00,3.1011e+01,-2.2869e+02
-2.3968e-01,-1.0394e+00,2.7207e-01,1.5237e+00,1.4315e+00,4.1225e+00,4.9851e+00,3.0887e+01,-2.0513e+02
-2.6960e-01,-1.1118e+00,2.2277e-01,1.3722e+00,1.6107e+00,3.6804e+00,5.0459e+00,3.0907e+01,-1.3300e+02
-2.5200e-01,-1.0312e+00,9.9451e-01,2.0362e+00,2.5235e+00,4.2861e+00,5.0749e+00,3.1166e+01,-1.4764e+02
-2.0923e-01,-1.0317e+00,1.1161e+00,2.3914e+00,2.1409e+00,4.0765e+00,5.1127e+00,3.1155e+01,-2.2139e+02
-6.3192e-02,-1.4858e+00,9.6399e-01,1.1674e+00,1.3931e+00,3.3048e+00,5.0454e+00,3.0804e+01,-2.1343e+02
-2.2034e-01,-1.0909e+00,1.0225e+00,1.4551e+00,1.3587e+00,3.3841e+00,5.0121e+00,3.0785e+01,-2.1388e+02
-1.8273e-01,-1.2091e+00,9.8771e-01,1.9074e+00,1.3653e+00,3.4142e+00,5.0158e+00,3.0784e+01,-2.2782e+02
-1.4919e-01,-1.2929e+00,-1.9130e-01,1.1705e+00,2.8528e+00,3.5778e+00,5.0596e+00,3.0934e+01,-2.0734e+02
-2.0873e-01,-1.1176e+00,-3.0874e-01,4.5977e-01,2.8644e+00,3.9543e+00,5.0289e+00,3.0981e+01,-1.3882e+02
1.2049e-01,-1.7898e+00,2.1515e-01,2.2883e+00,2.2541e+00,3.5752e+00,4.8649e+00,3.0338e+01,-2.2086e+02
-1.9553e-01,-1.2209e+00,-5.6902e-01,1.6560e+00,1.7408e+00,2.8467e+00,5.0088e+00,3.0745e+01,-1.4098e+02
-2.5755e-01,-1.1137e+00,7.3787e-01,1.9516e+00,2.4260e+00,3.0519e+00,5.0687e+00,3.0927e+01,-1.2063e+02
-1.1800e-01,-1.2867e+00,5.2073e-01,9.3204e-01,1.9639e+00,3.9466e+00,4.9504e+00,3.0714e+01,-2.0150e+02
1.1427e-01,-1.5387e+00,5.1709e-01,1.3776e+00,1.2804e+00,4.3141e+00,4.7613e+00,3.0463e+01,-2.0815e+02
-1.0533e-01,-1.4249e+00,-6.2216e-01,1.4916e+00,1.5749e+00,2.9688e+00,4.9759e+00,3.0637e+01,-1.9530e+02
-2.2955e-01,-1.0854e+00,1.7174e-02,2.1253e+00,2.2145e+00,3.1561e+00,5.0167e+00,3.0797e+01,-2.2726e+02
-3.3120e-01,-1.0064e+00,-5.0073e-01,1.4223e+00,1.7086e+00,3.6366e+00,5.1164e+00,3.1069e+01,-2.1955e+02
-1.7082e-01,-1.2430e+00,2.4934e-01,8.3015e-01,2.5050e+00,3.2369e+00,5.0367e+00,3.0830e+01,-2.2611e+02
5.5050e-02,-1.7744e+00,1.9131e-01,2.0255e+00,1.5381e+00,3.5291e+00,4.9425e+00,3.0536e+01,-2.1931e+02
-3.0228e-01,-1.0580e+00,1.2822e+00,1.0038e+00,1.7924e+00,3.2860e+00,5.0969e+00,3.1006e+01,-2.2556e+02
-2.5304e-01,-1.0898e+00,1.0300e+00,7.9071e-01,1.7411e+00,3.9507e+00,5.0385e+00,3.0951e+01,-1.8848e+02
-6.0462e-02,-1.4154e+00,8.7417e-01,1.3088e+00,2.4242e+00,3.7752e+00,5.0125e+00,3.0788e+01,-2.2797e+02
-5.3041e-02,-1.3943e+00,7.8825e-01,1.0271e+00,2.0170e+00,3.9640e+00,4.9706e+00,3.0737e+01,-2.0643e+02
-2.5244e-01,-1.0971e+00,4.7684e-01,1.0543e+00,2.2883e+00,3.8006e+00,5.0537e+00,3.0951e+01,-1.6273e+02
-1.5633e-01,-1.2139e+00,8.2811e-01,7.1690e-01,1.8055e+00,3.8202e+00,5.0342e+00,3.0869e+01,-2.1017e+02
-1.4234e-01,-1.0422e+00,-2.6100e-01,1.4807e+00,1.6657e+00,4.5046e+00,4.8080e+00,3.0801e+01,-2.2211e+02
-1.6014e-01,-1.0789e+00,2.0745e-01,1.5749e+00,2.2223e+00,4.4195e+00,4.9400e+00,3.0948e+01,-2.0140e+02
2.6925e-02,-1.3459e+00,-6.2553e-02,1.2013e+00,1.4034e+00,4.2403e+00,4.8277e+00,3.0557e+01,-2.1961e+02
-3.2201e-02,-1.3330e+00,6.9015e-01,2.0365e+00,2.9125e+00,3.9638e+00,4.8940e+00,3.0570e+01,-2.2231e+02
-1.6247e-01,-1.2057e+00,6.0990e-01,2.0981e+00,1.9869e+00,3.5773e+00,4.9580e+00,3.0661e+01,-2.0489e+02
-2.2078e-01,-1.1076e+00,1.9972e-01,2.1583e+00,1.1736e+00,3.3783e+00,5.1149e+00,3.1043e+01,-1.4881e+02
-3.0418e-01,-1.0481e+00,6.7970e-02,1.4420e+00,2.2706e+00,2.9460e+00,5.0805e+00,3.0946e+01,-2.1026e+02
-1.9069e-01,-1.1149e+00,8.0789e-01,1.5279e+00,1.9323e+00,4.0320e+00,4.9123e+00,3.0683e+01,-2.1233e+02
1.1810e-01,-1.5208e+00,-3.1168e-01,1.9317e+00,2.0511e+00,4.2232e+00,4.7689e+00,3.0402e+01,-2.2490e+02
-1.7951e-01,-1.1419e+00,-2.2526e-01,1.8528e+00,2.7466e+00,4.0368e+00,4.9893e+00,3.0870e+01,-1.7939e+02
-1.0123e-01,-1.3681e+00,1.1562e+00,5.5258e-01,3.0728e+00,3.2066e+00,5.0434e+00,3.0858e+01,-2.2753e+02
