logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.2216e-01,-9.9614e-01,-8.5593e-01,2.1621e+00,2.6553e+00,3.4181e+00,3.1502e+00,2.9867e+01,-4.7670e+02
2.5341e-01,-1.5544e+00,-5.1982e-02,1.7514e+00,1.7143e+00,3.6139e+00,2.8550e+00,2.9825e+01,-4.0068e+02
2.9233e-01,-1.3618e+00,9.7278e-01,1.7220e+00,3.3960e+00,3.6807e+00,3.4139e+00,3.0894e+01,-5.4508e+02
-6.1274e-01,-8.1699e-01,-1.7614e+00,2.1739e+00,2.4524e+00,3.7155e+00,3.5150e+00,3.0540e+01,-5.7582e+02
-1.9251e-01,-1.5323e+00,4.7015e-01,2.5316e-01,3.1053e+00,1.6422e+00,3.9031e+00,3.0541e+01,-4.5503e+02
-9.7269e-02,-1.2071e+00,-6.0159e-01,1.9024e+00,2.0341e+00,3.0990e+00,3.7141e+00,2.9921e+01,-4.9134e+02
-4.1409e-01,-1.2289e+00,-1.0640e+00,4.5224e-01,1.4513e+00,3.5337e+00,3.6724e+00,3.0269e+01,-5.8873e+02
-7.6882e-01,-5.8891e-01,8.0509e-01,1.0721e-01,3.5512e+00,2.2104e+00,2.4764e+00,3.0350e+01,-6.0151e+02
-1.0540e-01,-1.4507e+00,2.5396e-01,1.6635e+00,2.3774e+00,2.9351e+00,3.8018e+00,3.0063e+01,-4.3811e+02
2.2178e-01,-1.9024e+00,9.7729e-01,6.5305e-01,2.6944e+00,2.9582e+00,3.7049e+00,2.9965e+01,-5.9592e+02
3.5151e-01,-1.4941e+00,-4.9102e-01,7.7777e-01,3.5364e+00,3.1601e+00,2.8365e+00,3.0656e+01,-5.9451e+02
3.3400e-01,-1.9024e+00,-3.3129e-01,1.3808e+00,1.8470e-01,3.4678e+00,2.3693e+00,2.9345e+01,-5.7793e+02
-6.3460e-01,-1.2945e+00,-1.5657e-01,6.9920e-01,2.6052e-02,1.7022e+00,3.8677e+00,2.9978e+01,-5.4738e+02
3.1643e-01,-1.0834e+00,-1.1180e+00,2.0998e+00,1.4390e+00,3.6815e+00,2.1701e+00,2.9871e+01,-4.7482e+02
-2.4186e-01,-8.4208e-01,3.2231e-01,2.2268e+00,1.7157e+00,3.5357e+00,3.3031e+00,2.9947e+01,-5.1740e+02
-5.5436e-01,-1.1113e+00,-8.1562e-01,1.4492e+00,2.5741e+00,1.5412e+00,3.8826e+00,3.0180e+01,-4.7705e+02
-1.4006e-01,-1.2161e+00,-2.9811e-01,1.7166e+00,1.3203e-01,3.6293e+00,3.4926e+00,3.0196e+01,-4.5379e+02
3.5047e-01,-1.5070e+00,-4.6469e-01,2.0939e+00,2.7722e+00,3.2963e+00,3.7241e+00,3.0220e+01,-3.5861e+02
