logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-4.7461e-01,-9.6553e-01,9.7970e-01,1.9435e+00,3.0680e+00,2.7702e+00,2.7502e+00,3.0656e+01,-7.5682e+02
4.8619e-01,-9.5395e-01,-7.0515e-02,2.1081e+00,7.7134e-01,2.5799e+00,3.0855e+00,2.9348e+01,-6.2797e+02
-2.6679e-01,-9.6092e-01,9.3273e-01,2.1777e+00,3.2385e+00,1.3765e+00,2.6477e+00,3.0845e+01,-7.3495e+02
1.0081e-01,-1.3676e+00,-6.6714e-01,1.8947e+00,3.6509e-02,1.3209e+00,3.3656e+00,2.9562e+01,-6.8726e+02
2.6898e-02,-1.5287e+00,1.1773e+00,1.3968e+00,3.2781e+00,1.5518e+00,2.7004e+00,3.0902e+01,-7.0738e+02
-7.4319e-01,-5.2043e-01,5.7650e-01,2.6722e+00,2.1334e+00,3.0846e+00,2.9344e+00,3.0370e+01,-7.4411e+02
3.8058e-01,-1.3120e+00,-1.3837e-01,2.1485e+00,2.2662e+00,1.4028e+00,3.4023e+00,2.9914e+01,-7.0347e+02
-4.0563e-01,-5.0687e-01,7.4303e-01,2.7161e+00,1.6167e+00,2.8155e+00,3.1526e+00,3.0226e+01,-6.0889e+02
-8.0924e-01,-7.6290e-01,2.1480e-01,2.1960e+00,2.2752e+00,3.0850e+00,3.1682e+00,3.0289e+01,-6.9781e+02
-3.9505e-01,-9.6635e-01,-8.1563e-01,2.1792e+00,2.4098e+00,3.0256e+00,3.2435e+00,3.0388e+01,-7.1100e+02
4.3722e-01,-1.5595e+00,-9.7917e-01,2.1570e+00,4.0397e-01,2.0170e+00,3.4991e+00,2.9987e+01,-6.4707e+02
1.8043e-01,-1.3320e+00,8.2217e-01,1.8776e+00,1.6228e+00,3.3620e+00,2.5400e+00,3.0134e+01,-6.5897e+02
-3.4338e-01,-1.4632e+00,8.7727e-01,1.7204e+00,2.2853e+00,2.4009e+00,3.5716e+00,3.0438e+01,-7.4806e+02
4.9766e-01,-1.3281e+00,6.3816e-01,2.0016e+00,2.8700e+00,3.0707e+00,2.6184e+00,3.0293e+01,-5.8450e+02
2.1007e-01,-9.8851e-01,-1.0104e+00,2.3899e+00,5.7184e-01,1.9605e+00,3.5645e+00,3.0196e+01,-6.7549e+02
-1.1294e-01,-1.7768e+00,-6.3256e-01,1.6528e+00,5.4820e-01,1.6846e+00,3.2852e+00,2.9401e+01,-7.7116e+02
-3.4003e-02,-1.4481e+00,1.0589e-01,1.8569e+00,2.8140e+00,3.2011e+00,2.8172e+00,3.0530e+01,-7.5310e+02
-2.5237e-01,-9.4832e-01,-3.3163e-01,2.0427e+00,7.1281e-01,3.1454e+00,2.7590e+00,2.9815e+01,-7.6964e+02
-2.5221e-01,-1.2966e+00,2.5177e-01,1.9977e+00,2.6954e+00,3.0884e+00,3.3196e+00,3.0634e+01,-7.2266e+02
-1.7793e-01,-1.6391e+00,-1.4392e+00,1.8228e+00,1.1193e+00,2.3824e+00,3.3540e+00,2.9771e+01,-6.0558e+02
2.2969e-01,-1.0839e+00,-1.4699e+00,2.0383e+00,7.1221e-01,3.0450e+00,2.9048e+00,2.9647e+01,-4.6974e+02
5.2877e-02,-1.1334e+00,-7.5313e-02,2.1985e+00,3.2041e+00,1.6408e+00,2.7194e+00,3.0738e+01,-7.0569e+02
1.4782e-01,-1.3218e+00,-8.5446e-03,2.0219e+00,1.7337e+00,1.3825e+00,3.4166e+00,2.9762e+01,-6.6160e+02
-2.1181e-01,-1.3696e+00,8.3260e-01,1.3786e+00,1.6472e+00,3.1517e+00,2.9545e+00,2.9931e+01,-7.3893e+02
-5.0050e-01,-1.1900e+00,-7.2564e-01,2.0786e+00,6.6691e-01,1.4658e+00,3.5255e+00,3.0156e+01,-7.5784e+02
