logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
3.7673e-01,-1.6163e+00,1.9015e+00,2.1882e+00,6.7014e-01,3.3090e+00,3.6810e+00,2.9314e+01,-6.5077e+02
1.9449e-01,-1.3991e+00,2.0785e+00,1.5495e+00,1.8011e+00,3.8150e+00,2.4998e+00,2.9693e+01,-6.3777e+02
2.4841e-01,-1.3732e+00,2.2324e+00,2.6506e+00,2.7402e+00,2.3239e+00,4.2386e+00,3.0343e+01,-5.9216e+02
-7.6906e-01,-1.1882e+00,2.2089e+00,2.2562e+00,1.8736e+00,3.3519e+00,4.1204e+00,3.0541e+01,-5.5796e+02
2.8927e-01,-8.8659e-01,2.2069e+00,2.5418e+00,3.7818e+00,2.7003e+00,3.0833e+00,3.0492e+01,-6.7727e+02
-9.0795e-01,-1.8467e+00,2.2260e+00,-1.2879e-01,1.0413e+00,3.4514e+00,4.1899e+00,3.0673e+01,-5.5297e+02
3.7416e-01,-1.0890e+00,1.6594e+00,2.2942e+00,2.6073e+00,3.3856e+00,2.0909e+00,2.8956e+01,-6.6418e+02
4.1178e-01,-1.3833e+00,1.9643e+00,2.3134e+00,2.9417e+00,1.8463e+00,3.9103e+00,2.9622e+01,-6.6486e+02
1.4371e-01,-1.4667e+00,1.9401e+00,1.9504e+00,2.1301e+00,3.5459e+00,3.4935e+00,2.9524e+01,-6.4565e+02
-7.4739e-01,-1.2742e+00,2.0654e+00,3.6653e-01,3.2085e+00,1.7602e+00,3.9216e+00,3.0245e+01,-6.1823e+02
2.4727e-01,-1.1312e+00,2.0446e+00,3.7709e-01,6.4221e-01,3.7925e+00,2.1144e+00,2.9525e+01,-6.6384e+02
6.7414e-02,-1.2591e+00,2.0251e+00,1.5652e+00,3.1933e+00,2.3693e+00,3.6893e+00,2.9680e+01,-6.7280e+02
2.1629e-01,-1.4182e+00,1.9431e+00,1.9723e+00,3.0139e+00,3.3878e+00,3.5076e+00,2.9611e+01,-5.1744e+02
2.1358e-01,-1.2267e+00,1.9917e+00,6.7946e-01,3.5051e+00,2.7952e+00,3.2274e+00,2.9838e+01,-6.7525e+02
3.1626e-01,-1.2794e+00,2.0324e+00,2.1615e+00,3.3963e+00,1.4791e+00,3.6072e+00,2.9808e+01,-5.6711e+02
1.0591e-01,-9.5463e-01,2.1931e+00,2.8197e+00,4.5719e-01,3.5424e+00,4.0289e+00,3.0327e+01,-5.6969e+02
-9.6691e-01,-8.3177e-01,2.1209e+00,1.1419e+00,-1.9931e-02,1.5243e+00,4.0473e+00,2.9948e+01,-6.4610e+02
1.6728e-01,-1.3567e+00,2.1621e+00,1.3073e+00,2.2086e+00,3.2334e+00,3.9747e+00,2.9876e+01,-6.7948e+02
2.6327e-01,-1.0585e+00,1.7343e+00,2.5466e+00,2.6151e+00,3.4234e+00,3.4591e+00,2.9513e+01,-6.1259e+02
1.8413e-01,-1.1832e+00,2.0930e+00,7.8042e-01,3.6482e+00,2.7196e+00,2.4051e+00,3.0083e+01,-5.1706e+02
