logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-8.6922e-02,-5.3060e-01,7.0182e-01,2.5538e+00,2.1435e+00,2.2863e+00,3.8869e+00,-3.7072e+02
-7.9407e-02,-6.5953e-01,7.1150e-01,2.4990e+00,2.2629e+00,1.8497e+00,3.8823e+00,-3.7509e+02
-1.1125e-01,-5.0738e-01,9.1835e-01,2.5420e+00,1.8787e+00,1.9329e+00,3.9113e+00,-3.7898e+02
-5.3154e-02,-5.0692e-01,8.0495e-01,2.5683e+00,2.0989e+00,1.8782e+00,3.9134e+00,-3.7816e+02
-9.1915e-02,-5.5684e-01,6.8634e-01,2.5374e+00,2.2424e+00,1.5532e+00,3.8907e+00,-3.7644e+02
-1.1264e-01,-5.0341e-01,7.6368e-01,2.5591e+00,1.9649e+00,1.6366e+00,3.9085e+00,-3.6833e+02
-1.1250e-01,-5.1046e-01,7.8047e-01,2.5564e+00,1.9609e+00,1.3980e+00,3.9098e+00,-3.7372e+02
-1.2933e-01,-5.6675e-01,8.0448e-01,2.5245e+00,1.8250e+00,2.2771e+00,3.8916e+00,-3.7370e+02
-1.5416e-01,-5.2729e-01,8.0193e-01,2.5315e+00,1.3865e+00,2.1071e+00,3.9099e+00,-3.7919e+02
-1.1919e-01,-5.3216e-01,8.4206e-01,2.5400e+00,1.7974e+00,2.1611e+00,3.9028e+00,-3.7160e+02
-7.4274e-02,-5.0429e-01,7.6561e-01,2.5722e+00,2.0411e+00,1.4919e+00,3.9149e+00,-3.7994e+02
-7.0748e-02,-5.0118e-01,7.9777e-01,2.5711e+00,2.0683e+00,2.1808e+00,3.9054e+00,-3.7708e+02
-1.5356e-01,-5.1761e-01,8.5441e-01,2.5354e+00,1.5526e+00,2.6420e+00,3.8733e+00,-3.7417e+02
-1.5643e-01,-5.1668e-01,6.9110e-01,2.5497e+00,1.8199e+00,1.7675e+00,3.8966e+00,-3.7940e+02
-1.5441e-01,-5.0850e-01,8.0235e-01,2.5409e+00,1.9996e+00,1.6776e+00,3.8977e+00,-3.7900e+02
-8.1447e-02,-5.0498e-01,8.3427e-01,2.5518e+00,2.2067e+00,1.8324e+00,3.8976e+00,-3.7508e+02
-1.5344e-01,-5.3043e-01,8.8250e-01,2.5258e+00,1.9581e+00,1.3838e+00,3.8955e+00,-3.7725e+02
-1.4167e-01,-5.3801e-01,6.7812e-01,2.5409e+00,1.8465e+00,2.3496e+00,3.8887e+00,-3.7651e+02
-1.1677e-01,-5.0169e-01,8.6355e-01,2.5511e+00,2.0999e+00,2.0573e+00,3.8939e+00,-3.7745e+02
-9.4658e-02,-5.1315e-01,6.6735e-01,2.5654e+00,2.1281e+00,1.6079e+00,3.9025e+00,-3.7879e+02
-1.6070e-01,-5.1902e-01,7.4401e-01,2.5478e+00,1.5036e+00,1.5960e+00,3.9080e+00,-3.7774e+02
-8.1439e-02,-5.2884e-01,7.4141e-01,2.5429e+00,2.1881e+00,2.8244e+00,3.8418e+00,-3.7883e+02
-8.2758e-02,-5.5820e-01,8.6602e-01,2.5282e+00,2.1556e+00,1.4091e+00,3.9048e+00,-3.7902e+02
-9.3604e-02,-5.2795e-01,6.3216e-01,2.5600e+00,2.0841e+00,1.8775e+00,3.9006e+00,-3.7608e+02
-9.1230e-02,-5.3423e-01,5.4661e-01,2.5643e+00,2.1268e+00,1.8185e+00,3.8957e+00,-3.7694e+02
-1.2807e-01,-5.4966e-01,8.0602e-01,2.5334e+00,2.0170e+00,2.2541e+00,3.8849e+00,-3.7959e+02
-1.0755e-01,-5.0402e-01,8.0238e-01,2.5490e+00,2.0964e+00,1.9353e+00,3.9002e+00,-3.7543e+02
-1.3314e-01,-5.1738e-01,7.8180e-01,2.5533e+00,1.7654e+00,1.7938e+00,3.9045e+00,-3.7531e+02
-8.5852e-02,-5.2383e-01,8.7951e-01,2.5549e+00,1.6658e+00,2.1107e+00,3.9171e+00,-3.7846e+02
-1.0205e-01,-5.4195e-01,7.5909e-01,2.5357e+00,2.0077e+00,2.6620e+00,3.8708e+00,-3.7558e+02
-7.3452e-02,-5.1464e-01,8.2209e-01,2.5602e+00,2.1333e+00,1.7622e+00,3.9076e+00,-3.7331e+02
-1.2085e-01,-5.0822e-01,7.5701e-01,2.5584e+00,1.8615e+00,1.6864e+00,3.9101e+00,-3.7200e+02
-1.0578e-01,-5.3405e-01,8.3723e-01,2.5341e+00,2.2054e+00,1.4328e+00,3.8904e+00,-3.7874e+02
-1.0418e-01,-5.3917e-01,7.7591e-01,2.5512e+00,1.7083e+00,2.2233e+00,3.9057e+00,-3.7197e+02
-6.7171e-02,-5.0307e-01,6.3692e-01,2.5735e+00,2.1745e+00,2.3997e+00,3.8901e+00,-3.7900e+02
-1.3070e-01,-5.3899e-01,8.3572e-01,2.5350e+00,1.8910e+00,1.7796e+00,3.9045e+00,-3.7320e+02
-1.4185e-01,-5.2496e-01,7.9484e-01,2.5372e+00,1.7698e+00,2.0591e+00,3.9023e+00,-3.7961e+02
-8.1571e-02,-5.0088e-01,7.7006e-01,2.5534e+00,2.1804e+00,2.6904e+00,3.8650e+00,-3.7641e+02
-1.0257e-01,-5.2257e-01,9.2368e-01,2.5387e+00,2.0840e+00,1.7715e+00,3.9032e+00,-3.7288e+02
-9.5129e-02,-5.0338e-01,8.7401e-01,2.5564e+00,1.7205e+00,2.1362e+00,3.9143e+00,-3.7662e+02
-1.4615e-01,-5.2968e-01,8.1874e-01,2.5376e+00,8.8619e-01,2.2549e+00,3.9070e+00,-3.7823e+02
-1.3101e-01,-5.0679e-01,8.3548e-01,2.5441e+00,1.9419e+00,1.8297e+00,3.9037e+00,-3.7751e+02
-1.2406e-01,-5.1481e-01,6.8690e-01,2.5607e+00,1.5055e+00,2.0545e+00,3.9123e+00,-3.7572e+02
-9.8149e-02,-5.1321e-01,8.7700e-01,2.5434e+00,2.1960e+00,1.8925e+00,3.8963e+00,-3.7528e+02
-8.8279e-02,-5.6146e-01,8.1890e-01,2.5298e+00,2.1146e+00,2.4653e+00,3.8789e+00,-3.7748e+02
-7.3698e-02,-5.0901e-01,6.7872e-01,2.5732e+00,1.9957e+00,2.0211e+00,3.9088e+00,-3.7643e+02
-8.2958e-02,-5.0133e-01,7.5564e-01,2.5629e+00,2.2755e+00,2.4809e+00,3.8650e+00,-3.7781e+02
-1.1486e-01,-5.2706e-01,8.8567e-01,2.5428e+00,1.9850e+00,1.4437e+00,3.9051e+00,-3.7739e+02
-1.1957e-01,-5.1463e-01,8.9249e-01,2.5358e+00,2.0140e+00,1.8082e+00,3.9057e+00,-3.7326e+02
-7.7174e-02,-5.4720e-01,8.4871e-01,2.5352e+00,2.2476e+00,1.6748e+00,3.8988e+00,-3.7929e+02
-1.3620e-01,-5.4246e-01,7.6727e-01,2.5319e+00,2.0818e+00,1.5094e+00,3.8943e+00,-3.7787e+02
-1.2566e-01,-5.9872e-01,8.0118e-01,2.5105e+00,1.9470e+00,2.3786e+00,3.8809e+00,-3.7739e+02
-9.5889e-02,-5.0705e-01,7.6733e-01,2.5616e+00,2.0485e+00,1.9775e+00,3.9019e+00,-3.6768e+02
-8.1574e-02,-5.3362e-01,8.3085e-01,2.5496e+00,2.1061e+00,1.5961e+00,3.9069e+00,-3.7550e+02
-1.4219e-01,-5.1344e-01,8.7199e-01,2.5358e+00,2.0212e+00,1.4387e+00,3.9001e+00,-3.7723e+02
-1.2583e-01,-5.1118e-01,6.8739e-01,2.5596e+00,2.0659e+00,1.4036e+00,3.8973e+00,-3.7801e+02
-9.8096e-02,-6.1572e-01,7.8569e-01,2.5146e+00,1.9215e+00,1.4144e+00,3.9084e+00,-3.7156e+02
-1.1452e-01,-5.2138e-01,7.2028e-01,2.5442e+00,2.2314e+00,2.0417e+00,3.8808e+00,-3.7108e+02
-1.0491e-01,-5.2219e-01,7.9661e-01,2.5438e+00,2.1317e+00,2.3461e+00,3.8832e+00,-3.7928e+02
-1.2827e-01,-5.4546e-01,6.8159e-01,2.5455e+00,1.8308e+00,1.6745e+00,3.9046e+00,-3.7497e+02
-1.0335e-01,-5.3041e-01,8.2610e-01,2.5387e+00,2.1566e+00,1.7428e+00,3.8956e+00,-3.7800e+02
-1.1329e-01,-5.3552e-01,8.0020e-01,2.5410e+00,1.8526e+00,2.3500e+00,3.8957e+00,-3.7989e+02
-8.4146e-02,-5.0423e-01,8.2675e-01,2.5546e+00,2.2136e+00,1.5162e+00,3.9007e+00,-3.6897e+02
-6.2827e-02,-5.5489e-01,8.3915e-01,2.5332e+00,2.2285e+00,2.1748e+00,3.8918e+00,-3.7320e+02
-8.4550e-02,-5.0207e-01,6.2806e-01,2.5675e+00,2.3569e+00,2.2081e+00,3.8696e+00,-3.7914e+02
-6.3688e-02,-5.2357e-01,7.3798e-01,2.5552e+00,2.2427e+00,1.4183e+00,3.9026e+00,-3.7841e+02
-1.1826e-01,-5.0542e-01,7.4825e-01,2.5662e+00,1.4985e+00,1.4413e+00,3.9233e+00,-3.7372e+02
-1.1476e-01,-5.1652e-01,8.0429e-01,2.5447e+00,1.9961e+00,1.7046e+00,3.9073e+00,-3.7222e+02
-9.2233e-02,-5.6393e-01,8.3281e-01,2.5350e+00,2.0968e+00,1.7412e+00,3.8992e+00,-3.7827e+02
-1.3747e-01,-5.8378e-01,8.6693e-01,2.5022e+00,1.8924e+00,2.3996e+00,3.8819e+00,-3.7685e+02
-1.1589e-01,-5.0168e-01,6.4023e-01,2.5718e+00,1.9346e+00,1.6561e+00,3.9071e+00,-3.7410e+02
