logfeh,logdust,logNpix,tau,dmod,logl
1.6805e-01,-1.8624e+00,3.5060e+00,2.5383e+00,2.4382e+01,-1.6352e+03
1.6953e-01,-1.8521e+00,3.5059e+00,2.5398e+00,2.4378e+01,-1.6333e+03
1.6715e-01,-1.8165e+00,3.5061e+00,2.5414e+00,2.4378e+01,-1.6309e+03
1.5849e-01,-1.7567e+00,3.5053e+00,2.5539e+00,2.4379e+01,-1.6182e+03
1.6702e-01,-1.8463e+00,3.5063e+00,2.5456e+00,2.4382e+01,-1.6196e+03
1.4604e-01,-1.7114e+00,3.5077e+00,2.5467e+00,2.4392e+01,-1.6157e+03
1.6705e-01,-1.8216e+00,3.5063e+00,2.5465e+00,2.4383e+01,-1.6208e+03
1.5889e-01,-1.7590e+00,3.5051e+00,2.5609e+00,2.4380e+01,-1.6257e+03
1.6794e-01,-1.8244e+00,3.5062e+00,2.5373e+00,2.4376e+01,-1.6332e+03
1.4108e-01,-1.6778e+00,3.5098e+00,2.5450e+00,2.4398e+01,-1.6261e+03
1.5782e-01,-1.7719e+00,3.5053e+00,2.5594e+00,2.4382e+01,-1.6289e+03
1.4088e-01,-1.6815e+00,3.5092e+00,2.5455e+00,2.4397e+01,-1.6350e+03
1.6714e-01,-1.8488e+00,3.5060e+00,2.5471e+00,2.4383e+01,-1.6330e+03
1.6744e-01,-1.8597e+00,3.5061e+00,2.5454e+00,2.4383e+01,-1.6341e+03
1.6856e-01,-1.8311e+00,3.5061e+00,2.5392e+00,2.4378e+01,-1.6344e+03
1.5753e-01,-1.7426e+00,3.5053e+00,2.5589e+00,2.4379e+01,-1.6335e+03
1.4089e-01,-1.7039e+00,3.5093e+00,2.5461e+00,2.4401e+01,-1.6293e+03
1.5837e-01,-1.7544e+00,3.5058e+00,2.5595e+00,2.4380e+01,-1.6355e+03
1.4589e-01,-1.7077e+00,3.5078e+00,2.5486e+00,2.4391e+01,-1.6303e+03
1.6678e-01,-1.8582e+00,3.5065e+00,2.5476e+00,2.4385e+01,-1.6317e+03
1.6856e-01,-1.8243e+00,3.5056e+00,2.5393e+00,2.4374e+01,-1.6335e+03
1.5788e-01,-1.7582e+00,3.5061e+00,2.5590e+00,2.4382e+01,-1.6321e+03
1.6622e-01,-1.8494e+00,3.5062e+00,2.5463e+00,2.4384e+01,-1.6151e+03
1.4847e-01,-1.7140e+00,3.5070e+00,2.5494e+00,2.4388e+01,-1.6245e+03
1.5811e-01,-1.7710e+00,3.5054e+00,2.5611e+00,2.4382e+01,-1.6292e+03
1.5823e-01,-1.7713e+00,3.5052e+00,2.5567e+00,2.4381e+01,-1.6353e+03
1.6610e-01,-1.8288e+00,3.5063e+00,2.5456e+00,2.4381e+01,-1.6291e+03
1.6374e-01,-1.7895e+00,3.5047e+00,2.5575e+00,2.4377e+01,-1.6293e+03
1.5831e-01,-1.7709e+00,3.5063e+00,2.5577e+00,2.4385e+01,-1.6296e+03
1.6700e-01,-1.8255e+00,3.5062e+00,2.5469e+00,2.4380e+01,-1.6342e+03
1.5885e-01,-1.7682e+00,3.5064e+00,2.5566e+00,2.4384e+01,-1.6331e+03
