logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.9117e-01,-1.1389e+00,-1.6817e+00,1.2584e+00,9.8244e-01,6.3643e-01,3.8670e+00,2.4654e+01,-1.9520e+03
3.9886e-01,-1.2730e+00,-1.3776e+00,-3.1402e-01,1.3259e+00,8.3607e-01,3.8805e+00,2.4737e+01,-2.0894e+03
3.5017e-01,-1.0526e+00,-2.4122e+00,5.2151e-01,2.2248e+00,3.8269e-01,3.8481e+00,2.4689e+01,-2.3602e+03
2.2530e-01,-1.0778e+00,-2.0869e+00,1.1252e+00,4.3648e-01,3.9957e-01,3.9631e+00,2.4969e+01,-1.9549e+03
4.6335e-01,-9.5195e-01,-1.2459e+00,1.2915e+00,1.1724e+00,3.3799e+00,3.8052e+00,2.4977e+01,-2.3333e+03
1.7058e-01,-7.6006e-01,-1.8928e-01,-9.6843e-01,-8.8617e-01,3.7353e+00,2.8105e+00,2.4897e+01,-2.1439e+03
3.7592e-01,-1.1579e+00,-7.9887e-01,1.2955e+00,1.0329e+00,1.6424e+00,3.9430e+00,2.4902e+01,-1.9029e+03
3.2435e-01,-9.4730e-01,-2.4175e+00,1.2545e+00,9.9183e-03,3.3618e+00,3.8283e+00,2.5035e+01,-2.0698e+03
-1.6230e-01,-5.6897e-01,5.3507e-01,2.0286e+00,2.5980e+00,3.8745e+00,1.6783e+00,2.5365e+01,-1.9586e+03
3.2364e-01,-1.1717e+00,-2.6209e+00,6.4632e-01,4.3964e-02,2.6442e+00,3.9385e+00,2.4968e+01,-2.1123e+03
3.7043e-01,-7.7612e-01,1.8216e-01,7.9116e-01,9.5499e-02,3.7776e+00,2.4281e+00,2.4893e+01,-2.0825e+03
-1.8074e-01,-8.1644e-01,-2.6318e-03,1.3926e+00,1.7350e+00,1.8011e+00,4.0384e+00,2.5245e+01,-2.0204e+03
3.3406e-01,-1.0231e+00,-6.3996e-01,9.6424e-01,-7.3779e-01,3.1676e+00,3.7571e+00,2.4787e+01,-1.7408e+03
2.7656e-01,-1.1617e+00,-2.0896e+00,8.5537e-01,-5.6207e-01,1.4043e+00,3.9471e+00,2.4936e+01,-2.0091e+03
2.9630e-02,-8.0132e-01,-2.1269e+00,1.0331e+00,1.7706e+00,3.4855e+00,3.6926e+00,2.5046e+01,-2.2870e+03
1.6179e-01,-7.2883e-01,4.6752e-01,1.3996e+00,1.3883e+00,3.7368e+00,3.3133e+00,2.5056e+01,-1.7949e+03
4.6531e-01,-1.1507e+00,-5.6188e-01,-3.0263e-01,2.1893e+00,1.4621e+00,3.8054e+00,2.4597e+01,-2.3459e+03
-8.8273e-02,-7.6290e-01,-6.1481e-01,1.6207e+00,2.1020e+00,1.2530e+00,3.9158e+00,2.4897e+01,-2.2992e+03
4.0679e-01,-1.0088e+00,-2.2286e+00,1.2044e+00,2.1147e+00,2.7857e+00,3.8345e+00,2.4783e+01,-1.4778e+03
3.6048e-01,-1.2234e+00,-1.2581e+00,-1.4262e+00,1.0858e+00,2.4068e+00,3.8753e+00,2.4777e+01,-2.1932e+03
2.7915e-01,-7.4957e-01,-1.8359e+00,1.1155e+00,1.3251e+00,3.6673e+00,2.1596e+00,2.4636e+01,-1.7176e+03
2.9617e-01,-1.1691e+00,-4.2890e-01,-7.0128e-02,-6.4724e-01,1.0813e+00,3.8102e+00,2.4567e+01,-2.3819e+03
2.0049e-01,-8.4352e-01,-1.8305e+00,-2.8972e-01,-8.9484e-01,3.5423e+00,3.4885e+00,2.4822e+01,-2.1145e+03
3.5389e-01,-1.2102e+00,-1.8517e+00,-1.1915e-01,-5.4074e-01,6.2065e-01,3.8122e+00,2.4549e+01,-2.3480e+03
1.8273e-01,-9.0858e-01,-1.5837e+00,1.6872e+00,-7.4637e-01,1.2591e+00,3.9302e+00,2.4870e+01,-2.2757e+03
2.7999e-01,-8.1096e-01,-1.0806e-01,7.8575e-01,-7.1428e-01,3.6353e+00,3.4096e+00,2.4895e+01,-2.3021e+03
-2.7407e-01,-6.6762e-01,-2.2520e+00,2.0648e+00,1.8787e+00,7.2611e-01,4.0274e+00,2.5229e+01,-2.1135e+03
1.2795e-01,-7.5312e-01,-5.5206e-02,1.0430e+00,-6.9548e-01,3.7763e+00,2.9665e+00,2.5045e+01,-2.2491e+03
4.6716e-01,-1.1897e+00,-1.4872e+00,1.6047e-01,1.5747e+00,2.4886e+00,3.7527e+00,2.4488e+01,-2.0909e+03
1.9996e-01,-7.9952e-01,-1.9597e+00,1.4557e+00,2.6316e+00,3.5550e+00,3.7435e+00,2.5267e+01,-2.1293e+03
2.8279e-01,-7.7369e-01,-1.2890e+00,1.8165e-01,-1.5308e-01,3.6874e+00,2.3055e+00,2.4678e+01,-2.3479e+03
1.5737e-01,-7.4588e-01,-1.2013e+00,1.6508e+00,1.8502e+00,3.5025e+00,3.6838e+00,2.4977e+01,-1.9349e+03
3.7806e-01,-8.1534e-01,4.2249e-01,6.5358e-01,7.4410e-02,3.6321e+00,3.0815e+00,2.4699e+01,-2.1836e+03
2.1896e-01,-1.1030e+00,-2.5784e+00,4.3745e-01,-7.4015e-01,8.2279e-01,3.8539e+00,2.4676e+01,-2.1758e+03
4.4715e-01,-1.0387e+00,-1.6999e+00,1.1051e+00,3.3946e-01,2.9189e+00,3.8141e+00,2.4704e+01,-2.3038e+03
4.3558e-01,-1.1905e+00,-1.7405e+00,8.0738e-01,-2.6136e-01,7.9334e-01,3.8814e+00,2.4693e+01,-2.1213e+03
1.2053e-01,-8.2042e-01,-2.6280e+00,1.2351e+00,-9.0373e-01,3.3404e+00,3.6415e+00,2.4746e+01,-1.6246e+03
1.7335e-01,-7.7034e-01,-2.2992e+00,6.9439e-01,7.0590e-01,3.6046e+00,3.0347e+00,2.4649e+01,-2.3254e+03
3.7789e-01,-9.4178e-01,-3.5618e-01,2.1338e-01,8.4218e-01,3.2988e+00,3.5353e+00,2.4512e+01,-1.8350e+03
2.7960e-01,-8.1917e-01,-8.5149e-01,1.1445e+00,2.6618e+00,3.3205e+00,3.7307e+00,2.5021e+01,-2.1557e+03
3.3768e-01,-7.6243e-01,-1.6629e+00,1.3172e+00,-2.1128e-01,3.7248e+00,2.3388e+00,2.4787e+01,-1.3169e+03
4.6302e-01,-8.1380e-01,1.3814e-01,-7.7098e-01,8.0414e-01,3.6794e+00,1.1150e+00,2.4637e+01,-1.7995e+03
-2.2535e-01,-5.5238e-01,-2.0374e+00,2.2120e+00,1.2216e+00,3.6503e+00,3.6184e+00,2.5180e+01,-1.5307e+03
3.6450e-01,-1.2268e+00,-6.7770e-01,-1.0418e+00,1.2960e+00,1.3654e+00,3.8268e+00,2.4599e+01,-2.2228e+03
4.1126e-01,-7.7150e-01,-2.6017e+00,1.7079e+00,-7.1816e-01,3.7186e+00,3.2270e+00,2.4932e+01,-1.4060e+03
4.8928e-01,-1.1522e+00,-3.0031e-01,7.9432e-01,1.7923e+00,1.9027e+00,3.8511e+00,2.4665e+01,-1.8964e+03
4.1023e-01,-1.3328e+00,-1.3277e+00,5.9049e-02,2.9883e-01,6.3363e-01,3.8841e+00,2.4749e+01,-2.2997e+03
3.7051e-01,-8.2419e-01,-5.2572e-01,1.0229e+00,2.1888e+00,3.4253e+00,3.4597e+00,2.4625e+01,-2.4043e+03
4.8131e-02,-9.4944e-01,-1.4303e+00,1.5478e+00,-6.7267e-01,1.1058e+00,4.0376e+00,2.5194e+01,-1.9357e+03
-2.0428e-01,-5.4016e-01,-1.0974e+00,2.0132e+00,2.2185e+00,3.7742e+00,2.4851e+00,2.5039e+01,-1.4164e+03
1.4434e-01,-7.6562e-01,-8.9599e-02,1.4872e+00,2.6671e+00,3.4233e+00,3.6793e+00,2.5099e+01,-2.0836e+03
-2.3540e-01,-7.8371e-01,3.0845e-01,1.5345e+00,-6.9361e-01,1.7102e+00,4.0845e+00,2.5342e+01,-2.3792e+03
