niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-1.5245e+05,-1.5246e+05,-3.3278e-03,-1.5246e+05,1.4594e-01,6.4003e+00,inf,5.1307e-01,-9.1919e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,6.6225e-01,-1.5163e+05,-1.5163e+05,-6.6556e-03,-1.5163e+05,1.4598e-01,6.4036e+00,1.4268e+05,1.0238e+00,-7.6710e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,9.9010e-01,-1.5138e+05,-1.5139e+05,-9.9834e-03,-1.5139e+05,1.4602e-01,6.4069e+00,1.4186e+05,1.5329e+00,-3.8559e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
4.0000e+00,1.0000e+00,1.3158e+00,-1.5132e+05,-1.5133e+05,-1.3311e-02,-1.5133e+05,1.4605e-01,6.4102e+00,1.4161e+05,2.0541e+00,-9.8598e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
5.0000e+00,1.0000e+00,1.6393e+00,-1.5084e+05,-1.5085e+05,-1.6639e-02,-1.5085e+05,1.4609e-01,6.4136e+00,1.4155e+05,2.5678e+00,-9.7902e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
6.0000e+00,1.0000e+00,1.9608e+00,-1.5061e+05,-1.5062e+05,-1.9967e-02,-1.5062e+05,1.4613e-01,6.4169e+00,1.4107e+05,3.0928e+00,-2.3242e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
7.0000e+00,1.0000e+00,2.2801e+00,-1.5061e+05,-1.5061e+05,-2.3295e-02,-1.5061e+05,1.4610e-01,6.4142e+00,1.4084e+05,3.6108e+00,3.8747e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
8.0000e+00,1.0000e+00,2.5974e+00,-1.5054e+05,-1.5055e+05,-2.6622e-02,-1.5055e+05,1.4621e-01,6.4236e+00,1.4083e+05,4.1346e+00,-2.2055e-01,-1.7922e+00,5.6253e+00,9.6569e+00,3.0277e+01
9.0000e+00,1.0000e+00,2.9126e+00,-1.5049e+05,-1.5049e+05,-2.9950e-02,-1.5049e+05,1.4624e-01,6.4269e+00,1.4077e+05,4.6423e+00,-7.0184e-01,-1.5560e+00,5.7743e+00,9.9700e+00,3.0163e+01
1.0000e+01,1.0000e+00,3.2258e+00,-1.5034e+05,-1.5034e+05,-3.3278e-02,-1.5034e+05,1.4628e-01,6.4302e+00,1.4072e+05,5.2245e+00,-2.7542e-01,-1.8747e+00,5.8934e+00,9.5119e+00,3.1353e+01
1.1000e+01,1.0000e+00,3.5370e+00,-1.5028e+05,-1.5028e+05,-3.6606e-02,-1.5028e+05,1.4632e-01,6.4335e+00,1.4057e+05,5.7390e+00,-9.0400e-01,-1.4941e+00,5.8003e+00,9.6043e+00,3.1139e+01
1.2000e+01,1.0000e+00,3.8462e+00,-1.5027e+05,-1.5028e+05,-3.9933e-02,-1.5028e+05,1.4378e-01,6.2118e+00,1.4051e+05,6.2582e+00,-9.2180e-01,-1.9073e+00,5.6610e+00,9.6177e+00,3.0726e+01
1.3000e+01,1.0000e+00,4.1534e+00,-1.5026e+05,-1.5026e+05,-4.3261e-02,-1.5026e+05,1.4640e-01,6.4402e+00,1.4050e+05,6.7791e+00,-3.6759e-01,-1.0678e+00,5.6029e+00,9.8116e+00,3.0058e+01
1.4000e+01,1.0000e+00,4.4586e+00,-1.5008e+05,-1.5009e+05,-4.6589e-02,-1.5009e+05,1.4643e-01,6.4435e+00,1.4048e+05,7.3051e+00,-9.4103e-01,-1.5682e+00,5.5628e+00,9.7956e+00,3.0177e+01
