logfeh,logdust,logNpix,tau,dmod,logl
-3.3672e-03,-1.9510e+00,3.1065e+00,4.9990e+00,2.9180e+01,-1.1581e+03
4.4562e-03,-1.9988e+00,3.1029e+00,4.9911e+00,2.9178e+01,-1.1619e+03
-1.1147e-02,-1.9918e+00,3.1041e+00,4.9713e+00,2.9175e+01,-1.1626e+03
-3.9932e-02,-1.9973e+00,3.1108e+00,4.9801e+00,2.9193e+01,-1.1567e+03
-1.8006e-02,-1.9938e+00,3.1069e+00,4.9620e+00,2.9175e+01,-1.1524e+03
3.1532e-02,-1.9716e+00,3.1065e+00,4.9950e+00,2.9180e+01,-1.1594e+03
-3.7618e-03,-1.9664e+00,3.1113e+00,4.9822e+00,2.9186e+01,-1.1564e+03
-4.3885e-02,-1.9735e+00,3.1111e+00,4.9976e+00,2.9193e+01,-1.1463e+03
4.0474e-02,-1.9918e+00,3.0913e+00,4.9955e+00,2.9140e+01,-1.1582e+03
-2.9685e-03,-1.9938e+00,3.1099e+00,4.9766e+00,2.9190e+01,-1.1602e+03
3.4801e-02,-1.9558e+00,3.1119e+00,4.9817e+00,2.9192e+01,-1.1466e+03
3.8484e-02,-1.9893e+00,3.1105e+00,4.9887e+00,2.9195e+01,-1.1465e+03
-3.9956e-02,-1.9499e+00,3.1065e+00,4.9878e+00,2.9179e+01,-1.1483e+03
-2.1703e-03,-1.9706e+00,3.0710e+00,4.9977e+00,2.9085e+01,-1.1551e+03
1.9589e-02,-1.9544e+00,3.1104e+00,4.9942e+00,2.9190e+01,-1.1534e+03
1.3358e-02,-1.9922e+00,3.1118e+00,4.9913e+00,2.9198e+01,-1.1527e+03
9.8129e-04,-1.9738e+00,3.1064e+00,4.9953e+00,2.9183e+01,-1.1596e+03
4.3058e-02,-1.9638e+00,3.1110e+00,4.9888e+00,2.9189e+01,-1.1600e+03
2.9946e-02,-1.9943e+00,3.1065e+00,4.9739e+00,2.9186e+01,-1.1575e+03
-1.4884e-02,-1.9916e+00,3.1038e+00,4.9625e+00,2.9175e+01,-1.1601e+03
5.7619e-03,-1.9774e+00,3.1030e+00,4.9919e+00,2.9170e+01,-1.1568e+03
-4.8086e-02,-1.9979e+00,3.1162e+00,4.9729e+00,2.9203e+01,-1.1617e+03
4.5127e-02,-1.9973e+00,3.1113e+00,4.9722e+00,2.9195e+01,-1.1512e+03
8.0222e-03,-1.9815e+00,3.1121e+00,4.9893e+00,2.9198e+01,-1.1519e+03
-4.0937e-02,-1.9853e+00,3.1130e+00,4.9968e+00,2.9206e+01,-1.1617e+03
2.7108e-02,-1.9548e+00,3.1119e+00,4.9897e+00,2.9193e+01,-1.1446e+03
-1.5552e-02,-1.9985e+00,3.0794e+00,4.9923e+00,2.9111e+01,-1.1612e+03
9.6037e-03,-1.9953e+00,3.1105e+00,4.9840e+00,2.9193e+01,-1.1510e+03
2.4334e-02,-1.9791e+00,3.1203e+00,4.9849e+00,2.9212e+01,-1.1600e+03
1.8098e-03,-1.9922e+00,3.1076e+00,4.9845e+00,2.9183e+01,-1.1574e+03
-4.4037e-02,-1.9929e+00,3.1103e+00,4.9984e+00,2.9188e+01,-1.1570e+03
4.2214e-03,-1.9287e+00,3.1119e+00,4.9928e+00,2.9191e+01,-1.1546e+03
4.3780e-03,-1.9648e+00,3.1072e+00,4.9835e+00,2.9179e+01,-1.1535e+03
