niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.7047e+05,-1.7047e+05,-1.9980e-03,-1.7047e+05,1.6617e-01,6.9098e+00,inf,3.5105e+02,-4.8130e-01,-1.7441e-01,1.5420e+00,2.3670e+00,3.4506e+00,3.1479e+00,6.8483e+00,2.7079e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.7001e+05,-1.7002e+05,-3.9960e-03,-1.7002e+05,1.6619e-01,6.9118e+00,1.3422e+05,3.5181e+02,-2.9706e-01,-7.1655e-01,-3.7300e-01,3.1208e+00,4.4124e+00,4.3768e+00,6.9135e+00,2.8072e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.6970e+05,-1.6970e+05,-5.9940e-03,-1.6970e+05,1.6621e-01,6.9138e+00,1.3376e+05,3.5261e+02,2.3813e-01,-5.8419e-01,1.8405e+00,2.8841e+00,3.0856e+00,2.8515e+00,6.8594e+00,2.7576e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.6956e+05,-1.6956e+05,-7.9920e-03,-1.6956e+05,1.6624e-01,6.9157e+00,1.3345e+05,3.5320e+02,7.0061e-02,-2.5109e-01,1.4735e+00,2.4416e+00,3.2282e+00,2.2092e+00,6.8919e+00,2.7425e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.6950e+05,-1.6951e+05,-9.9900e-03,-1.6951e+05,1.6626e-01,6.9177e+00,1.3330e+05,3.5398e+02,-2.1905e-01,-1.4054e+00,9.4952e-01,3.1451e+00,3.9484e+00,2.8861e+00,6.3870e+00,2.7172e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.6945e+05,-1.6946e+05,-1.1988e-02,-1.6946e+05,1.6629e-01,6.9197e+00,1.3325e+05,3.5459e+02,-3.7241e-01,-4.2243e-01,2.7129e+00,7.8345e-01,4.7725e+00,5.1255e+00,6.6022e+00,2.7226e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.6914e+05,-1.6914e+05,-1.3986e-02,-1.6914e+05,1.6631e-01,6.9217e+00,1.3320e+05,3.5517e+02,-1.4432e-01,-1.4234e+00,3.3654e-01,2.3652e+00,3.2597e+00,3.5742e+00,6.3740e+00,2.7196e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.6904e+05,-1.6905e+05,-1.5984e-02,-1.6905e+05,1.6633e-01,6.9237e+00,1.3288e+05,3.5594e+02,-9.8389e-02,-8.3280e-01,-6.7787e-01,2.6902e+00,4.7355e+00,5.9790e+00,6.6556e+00,2.8108e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.6898e+05,-1.6899e+05,-1.7982e-02,-1.6899e+05,1.6636e-01,6.9257e+00,1.3279e+05,3.5674e+02,2.4579e-01,-6.4942e-01,2.6799e+00,6.3090e-01,1.5519e+00,3.4310e+00,6.7544e+00,2.7622e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.6898e+05,-1.6899e+05,-1.9980e-02,-1.6899e+05,1.5609e-01,6.0971e+00,1.3273e+05,3.5763e+02,-3.9690e-01,-4.5638e-01,1.5157e+00,1.6174e+00,3.9086e+00,5.4495e+00,6.6141e+00,2.7643e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.6866e+05,-1.6866e+05,-2.1978e-02,-1.6866e+05,1.6641e-01,6.9297e+00,1.3273e+05,3.5822e+02,-2.0708e-01,-2.7647e-01,3.1283e+00,3.9487e+00,1.2722e+00,2.5824e+00,6.8574e+00,2.7867e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.6853e+05,-1.6853e+05,-2.3976e-02,-1.6853e+05,1.6643e-01,6.9317e+00,1.3241e+05,3.5903e+02,2.2683e-01,-3.7605e-01,2.9646e+00,6.1986e-01,4.2137e+00,5.0341e+00,6.7813e+00,2.7688e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.6829e+05,-1.6830e+05,-2.5974e-02,-1.6830e+05,1.6645e-01,6.9337e+00,1.3228e+05,3.5963e+02,-8.0414e-02,-1.3590e+00,2.3955e+00,2.3099e+00,1.6368e+00,4.6947e+00,6.6680e+00,2.8189e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.6824e+05,-1.6825e+05,-2.7972e-02,-1.6825e+05,1.6648e-01,6.9357e+00,1.3204e+05,3.6041e+02,1.7741e-01,-3.8113e-01,6.2752e-01,3.0359e-01,3.5213e+00,5.2131e+00,6.6420e+00,2.7656e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.6782e+05,-1.6783e+05,-2.9970e-02,-1.6783e+05,1.6650e-01,6.9377e+00,1.3199e+05,3.6100e+02,1.6892e-01,-2.8447e-01,3.0901e+00,4.0971e+00,3.2409e+00,3.3546e+00,6.6092e+00,2.7304e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.6776e+05,-1.6777e+05,-3.1968e-02,-1.6777e+05,1.6653e-01,6.9397e+00,1.3157e+05,3.6181e+02,-4.5318e-01,-1.1110e+00,1.3624e+00,2.2378e+00,4.6061e+00,2.3303e+00,6.7618e+00,2.9041e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.6773e+05,-1.6774e+05,-3.3966e-02,-1.6774e+05,1.6655e-01,6.9417e+00,1.3151e+05,3.6259e+02,9.2991e-02,-7.3591e-01,1.9031e+00,2.4250e+00,1.2213e+00,4.3800e+00,6.2139e+00,2.7025e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.6764e+05,-1.6764e+05,-3.5964e-02,-1.6764e+05,1.6657e-01,6.9437e+00,1.3148e+05,3.6317e+02,2.4837e-01,-8.9833e-01,2.7670e+00,2.5428e+00,4.6892e+00,5.6501e+00,6.0527e+00,2.7191e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.6763e+05,-1.6764e+05,-3.7962e-02,-1.6764e+05,1.6643e-01,6.9318e+00,1.3138e+05,3.6376e+02,3.8446e-02,-1.4131e+00,1.2321e+00,4.1925e+00,1.4273e+00,4.6245e+00,6.3425e+00,2.7853e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.6761e+05,-1.6761e+05,-3.9960e-02,-1.6761e+05,1.6662e-01,6.9477e+00,1.3138e+05,3.6444e+02,-4.1850e-01,-7.8446e-01,3.1627e+00,5.3374e-01,4.2853e+00,6.0508e+00,3.8057e+00,2.7269e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.6753e+05,-1.6754e+05,-4.1958e-02,-1.6754e+05,1.6665e-01,6.9497e+00,1.3136e+05,3.6519e+02,-3.3858e-01,-1.4724e+00,2.6856e+00,7.1103e-01,1.8845e+00,6.0785e+00,6.2470e+00,2.8470e+01
2.2000e+01,2.0000e+00,4.2065e+00,-1.6743e+05,-1.6744e+05,-4.3956e-02,-1.6744e+05,1.6667e-01,6.9517e+00,1.3128e+05,3.6653e+02,-4.9409e-01,-5.6156e-01,1.5409e+00,1.2071e+00,3.6191e+00,6.0218e+00,5.6724e+00,2.7781e+01
2.3000e+01,1.0000e+00,4.3893e+00,-1.6722e+05,-1.6723e+05,-4.5954e-02,-1.6723e+05,1.6669e-01,6.9537e+00,1.3118e+05,3.6730e+02,-4.0436e-01,-1.3307e+00,2.1553e+00,1.2237e+00,4.4826e+00,3.4226e+00,6.4317e+00,2.8419e+01
2.4000e+01,1.0000e+00,4.5714e+00,-1.6716e+05,-1.6717e+05,-4.7952e-02,-1.6717e+05,1.6672e-01,6.9557e+00,1.3097e+05,3.6792e+02,-4.5408e-01,-1.4653e+00,1.2632e+00,1.3326e+00,2.6575e+00,6.0030e+00,6.1266e+00,2.8705e+01
2.5000e+01,1.0000e+00,4.7529e+00,-1.6695e+05,-1.6696e+05,-4.9950e-02,-1.6696e+05,1.6674e-01,6.9577e+00,1.3091e+05,3.6853e+02,8.8911e-02,-1.3480e+00,8.4544e-01,3.2358e+00,9.2600e-01,5.8213e+00,4.7764e+00,2.7418e+01
2.6000e+01,1.0000e+00,4.9336e+00,-1.6691e+05,-1.6692e+05,-5.1948e-02,-1.6692e+05,1.6677e-01,6.9597e+00,1.3070e+05,3.6912e+02,-3.4623e-01,-1.1479e+00,1.6216e+00,2.7801e+00,4.8069e+00,2.8139e+00,6.1354e+00,2.7932e+01
2.7000e+01,1.0000e+00,5.1136e+00,-1.6683e+05,-1.6684e+05,-5.3946e-02,-1.6684e+05,1.6679e-01,6.9617e+00,1.3066e+05,3.6989e+02,-4.3117e-02,-5.6997e-01,9.9969e-01,1.0613e+00,2.6521e+00,5.8077e+00,5.6213e+00,2.7489e+01
2.8000e+01,1.0000e+00,5.2930e+00,-1.6680e+05,-1.6680e+05,-5.5944e-02,-1.6680e+05,1.6681e-01,6.9637e+00,1.3058e+05,3.7051e+02,-2.9497e-02,-1.1075e+00,1.5639e+00,2.4858e+00,1.6776e+00,4.7369e+00,6.7084e+00,2.9141e+01
2.9000e+01,2.0000e+00,5.4614e+00,-1.6679e+05,-1.6680e+05,-5.7942e-02,-1.6680e+05,1.6670e-01,6.9545e+00,1.3055e+05,3.7189e+02,-1.8558e-01,-6.4700e-01,-5.9947e-01,4.2487e+00,3.3523e+00,5.2265e+00,6.6609e+00,2.9050e+01
3.0000e+01,1.0000e+00,5.6391e+00,-1.6669e+05,-1.6670e+05,-5.9940e-02,-1.6670e+05,1.6686e-01,6.9677e+00,1.3054e+05,3.7278e+02,-2.0451e-01,-8.1505e-01,1.9088e+00,2.1697e+00,3.9970e+00,5.4927e+00,6.1987e+00,2.8188e+01
3.1000e+01,1.0000e+00,5.8161e+00,-1.6665e+05,-1.6666e+05,-6.1938e-02,-1.6666e+05,1.6689e-01,6.9697e+00,1.3044e+05,3.7357e+02,1.3219e-01,-5.0773e-01,1.7028e+00,4.2176e+00,3.5412e+00,2.9704e+00,6.6095e+00,2.8571e+01
3.2000e+01,1.0000e+00,5.9925e+00,-1.6653e+05,-1.6653e+05,-6.3936e-02,-1.6653e+05,1.6691e-01,6.9717e+00,1.3040e+05,3.7434e+02,-3.6727e-01,-8.6870e-01,1.9318e-01,7.7633e-01,4.4587e+00,5.7489e+00,5.4511e+00,2.7945e+01
