logfeh,logdust,logNpix,tau,dmod,logl
-2.1530e-01,-1.4072e+00,2.0024e+00,1.9212e+00,2.5001e+01,-9.4460e+02
-2.5416e-01,-1.3990e+00,2.0034e+00,1.9596e+00,2.5004e+01,-9.5724e+02
-2.3368e-01,-1.3946e+00,2.0043e+00,1.9598e+00,2.5007e+01,-9.5385e+02
-2.7507e-01,-1.4001e+00,2.0053e+00,1.9589e+00,2.5009e+01,-9.5833e+02
-2.2661e-01,-1.3792e+00,2.0048e+00,2.0565e+00,2.5009e+01,-9.5902e+02
-2.3305e-01,-1.3989e+00,2.0041e+00,1.9790e+00,2.5009e+01,-9.5656e+02
-2.1703e-01,-1.3872e+00,2.0054e+00,1.9902e+00,2.5013e+01,-9.4359e+02
-2.0037e-01,-1.3926e+00,2.0039e+00,1.9374e+00,2.5006e+01,-9.5768e+02
-2.8120e-01,-1.4013e+00,2.0038e+00,1.9538e+00,2.5009e+01,-9.3194e+02
-2.2927e-01,-1.4057e+00,2.0050e+00,1.9348e+00,2.5009e+01,-9.4458e+02
-2.7564e-01,-1.3834e+00,2.0053e+00,2.0097e+00,2.5007e+01,-9.3744e+02
-2.3579e-01,-1.3816e+00,2.0073e+00,2.0029e+00,2.5015e+01,-9.5121e+02
-2.0288e-01,-1.3666e+00,2.0031e+00,2.0812e+00,2.5006e+01,-9.3657e+02
-2.5291e-01,-1.3852e+00,2.0047e+00,2.0020e+00,2.5008e+01,-9.0762e+02
-2.3724e-01,-1.3886e+00,2.0036e+00,2.0008e+00,2.5011e+01,-9.5505e+02
-2.5409e-01,-1.4099e+00,2.0038e+00,1.9345e+00,2.5010e+01,-9.5229e+02
-2.4894e-01,-1.3766e+00,2.0019e+00,2.0604e+00,2.5002e+01,-9.5472e+02
-2.4085e-01,-1.3985e+00,2.0055e+00,2.0012e+00,2.5015e+01,-9.5678e+02
-2.3033e-01,-1.3882e+00,2.0060e+00,1.9854e+00,2.5010e+01,-9.5606e+02
-2.2787e-01,-1.4000e+00,2.0045e+00,1.9321e+00,2.5008e+01,-9.5011e+02
-2.8069e-01,-1.3875e+00,2.0066e+00,2.0078e+00,2.5015e+01,-9.5505e+02
-2.3691e-01,-1.3838e+00,2.0047e+00,1.9980e+00,2.5010e+01,-9.4948e+02
-2.2255e-01,-1.3881e+00,2.0077e+00,2.0061e+00,2.5017e+01,-9.4856e+02
-2.8377e-01,-1.3908e+00,2.0053e+00,1.9966e+00,2.5013e+01,-9.6012e+02
-2.5246e-01,-1.3874e+00,2.0043e+00,1.9780e+00,2.5004e+01,-9.4180e+02
-2.0288e-01,-1.3728e+00,2.0028e+00,2.0965e+00,2.5009e+01,-9.2641e+02
-2.9634e-01,-1.3952e+00,2.0042e+00,1.9659e+00,2.5011e+01,-9.4780e+02
-2.9167e-01,-1.4005e+00,2.0052e+00,1.9941e+00,2.5015e+01,-9.2834e+02
-2.3294e-01,-1.3850e+00,2.0068e+00,2.0167e+00,2.5014e+01,-9.5461e+02
-2.7044e-01,-1.3923e+00,2.0043e+00,1.9812e+00,2.5010e+01,-9.5727e+02
-2.0039e-01,-1.3872e+00,2.0069e+00,2.0362e+00,2.5017e+01,-9.4215e+02
-2.2815e-01,-1.3901e+00,2.0069e+00,1.9602e+00,2.5008e+01,-9.5674e+02
-2.8521e-01,-1.3773e+00,2.0046e+00,2.0223e+00,2.5007e+01,-9.4305e+02
-2.8876e-01,-1.3922e+00,2.0054e+00,2.0108e+00,2.5010e+01,-9.1145e+02
-2.7354e-01,-1.4029e+00,2.0040e+00,1.9667e+00,2.5007e+01,-9.0959e+02
-2.2178e-01,-1.4105e+00,2.0026e+00,1.8907e+00,2.4999e+01,-9.3790e+02
