logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.0634e-01,-9.1876e-01,1.7294e-01,3.4066e+00,2.0949e+00,4.2498e+00,5.0579e+00,-1.5719e+00
1.3888e-01,-1.1050e+00,-7.7842e-01,3.1815e+00,2.5119e+00,4.0960e+00,5.0275e+00,-1.5288e+00
1.3226e-01,-1.6459e+00,8.3933e-01,2.6846e+00,1.2109e+00,1.8177e+00,5.1129e+00,-1.8911e+00
-8.1405e-02,-1.4065e+00,-2.3028e-01,2.6589e+00,1.5036e+00,2.2680e+00,5.0656e+00,-1.8213e-01
2.8718e-01,-1.9325e+00,7.9305e-01,2.4792e+00,3.5310e+00,3.2707e+00,5.0956e+00,-1.6873e+00
1.1707e-01,-1.4514e+00,-2.4402e-01,7.1936e-01,2.6213e+00,4.6991e+00,4.6564e+00,-1.7646e+00
-1.1201e-01,-1.7457e+00,-5.4979e-01,8.6802e-01,2.0719e+00,2.2392e+00,5.0521e+00,-1.5182e+00
1.8656e-01,-1.6492e+00,2.7020e-01,2.6710e+00,2.7684e+00,4.1379e+00,5.0432e+00,-1.4692e+00
1.4487e-02,-1.6550e+00,-8.6864e-01,2.7130e+00,1.1587e+00,3.6739e+00,5.0438e+00,-8.9439e-01
3.7826e-02,-1.4463e+00,-1.0345e+00,1.3377e+00,1.0569e+00,4.4291e+00,4.8943e+00,-1.5665e+00
6.6394e-02,-1.4183e+00,3.6329e-01,2.5778e+00,1.3955e+00,4.0938e+00,5.0250e+00,-2.7737e-01
3.0850e-01,-1.6165e+00,1.2528e+00,4.6879e-01,3.9781e+00,2.2112e+00,5.0582e+00,-1.3678e+00
1.5472e-01,-1.1283e+00,-9.0723e-01,1.0939e+00,2.8839e+00,4.9265e+00,2.9300e+00,-1.6481e+00
-5.6426e-02,-1.5291e+00,-1.2417e+00,2.3616e+00,2.6389e+00,4.1059e+00,4.9725e+00,-3.5547e-01
2.3311e-01,-1.7485e+00,-3.3030e-01,1.0899e+00,9.4979e-01,4.8729e+00,4.2351e+00,-1.6389e+00
2.1832e-01,-6.2111e-01,5.3433e-01,3.7218e+00,2.8924e+00,4.2646e+00,5.0647e+00,-2.3891e+00
3.3976e-01,-7.9048e-01,-1.4668e-01,3.5881e+00,3.2876e+00,3.8710e+00,5.1221e+00,-1.0818e+00
1.8525e-01,-1.4618e+00,-1.2124e+00,2.3249e+00,5.9734e-01,4.6111e+00,4.8300e+00,-4.7301e-01
-1.1583e-01,-1.8453e+00,2.9470e-01,7.8912e-01,9.4452e-01,2.7859e+00,5.0446e+00,-3.6075e-01
-1.2479e-01,-1.7638e+00,-5.2516e-01,7.1474e-01,1.9504e+00,3.3522e+00,5.0324e+00,-5.9626e-01
3.0869e-01,-1.5815e+00,-2.6738e-01,7.2190e-01,1.3492e+00,4.9227e+00,3.5382e+00,-2.0909e+00
1.6153e-01,-1.6893e+00,5.0286e-01,2.2376e+00,8.4932e-01,4.3548e+00,4.9857e+00,-1.1865e+00
-7.1207e-02,-1.6216e+00,-1.7494e-03,1.9388e+00,1.3518e+00,3.0395e+00,5.0642e+00,-3.2969e-01
1.7767e-01,-1.4328e+00,-1.1065e+00,1.9218e+00,1.2016e+00,4.8920e+00,3.6924e+00,-8.4015e-01
-5.7764e-03,-1.2197e+00,-9.8168e-01,2.9538e+00,1.6142e+00,3.1513e+00,5.0814e+00,-2.1894e+00
1.1221e-01,-1.4806e+00,1.0127e+00,2.6400e+00,3.3979e+00,4.2478e+00,4.9509e+00,-1.0977e+00
2.6109e-01,-1.4287e+00,-3.9399e-01,2.4631e+00,1.7590e+00,4.8996e+00,3.7897e+00,-2.9117e-01
1.5220e-01,-1.9816e+00,7.7659e-01,8.7693e-02,3.8332e+00,2.7777e+00,5.0131e+00,-2.3574e+00
1.1927e-01,-1.1631e+00,-1.1175e+00,1.5522e+00,3.2069e+00,4.8234e+00,4.3671e+00,-2.1152e+00
2.5255e-01,-1.2765e+00,-2.9753e-01,1.3945e+00,3.4395e+00,4.7937e+00,4.4993e+00,-2.2675e+00
4.7317e-01,-1.9760e+00,-4.0041e-01,2.0551e+00,8.4749e-01,4.9097e+00,4.4506e+00,-1.6139e+00
-2.5956e-02,-1.9941e+00,-3.9328e-01,2.3899e+00,1.5542e+00,2.1080e+00,5.0798e+00,-6.2393e-01
1.2154e-01,-1.2475e+00,-9.3003e-01,4.6856e-01,2.3107e+00,4.7794e+00,4.5682e+00,-4.4301e-01
2.8265e-01,-1.1324e+00,-5.6607e-01,3.3275e+00,4.6740e-01,3.9668e+00,5.0781e+00,-1.5900e+00
3.6009e-01,-1.3077e+00,4.2514e-01,3.1573e+00,1.8514e+00,3.6979e+00,5.1448e+00,-1.8642e+00
6.2351e-03,-1.9294e+00,7.9185e-01,2.2970e+00,1.9731e+00,3.1008e+00,5.0625e+00,-2.7737e-01
-1.5880e-01,-9.2410e-01,-5.1533e-01,5.3570e-01,1.3634e+00,4.8663e+00,3.5369e+00,-2.2078e+00
2.2060e-01,-1.5196e+00,-9.9667e-02,-1.2502e-01,2.9007e+00,4.8735e+00,4.2414e+00,-1.5277e+00
6.8448e-02,-1.4733e+00,-2.3836e-01,1.8363e+00,2.3090e+00,4.6389e+00,4.7216e+00,-1.5977e+00
4.7305e-02,-1.4667e+00,6.8208e-01,2.5728e+00,3.2398e+00,2.6417e+00,5.0537e+00,-1.8910e+00
5.7184e-02,-1.9695e+00,-1.1932e+00,2.7905e-01,2.6254e+00,3.9465e+00,5.0400e+00,-4.3112e-01
1.3351e-01,-1.0611e+00,8.9117e-01,1.0935e+00,3.1477e+00,4.9048e+00,3.4296e+00,-2.5075e-01
1.3966e-01,-1.9047e+00,6.5003e-01,7.1561e-01,2.0319e+00,4.6730e+00,4.7180e+00,-4.4824e-01
-3.0473e-02,-1.7236e+00,1.7341e-01,4.7704e-01,3.3245e+00,3.1596e+00,5.0523e+00,-1.2303e+00
2.8835e-01,-1.5227e+00,-1.0742e+00,2.5976e-01,6.4390e-01,4.9283e+00,3.4149e+00,-2.0146e+00
-3.3875e-02,-1.8742e+00,-4.7632e-01,-8.0497e-02,1.4602e+00,4.1084e+00,5.0059e+00,-1.7815e+00
4.2630e-01,-1.8376e+00,4.2726e-01,2.5434e+00,1.2690e+00,4.9383e+00,3.4960e+00,-1.8281e+00
3.0109e-01,-1.2882e+00,-5.5389e-01,1.6189e+00,3.5759e+00,4.8588e+00,4.1279e+00,-1.4621e+00
1.8873e-01,-1.0346e+00,3.0618e-01,1.9123e+00,3.6424e+00,4.8920e+00,2.6376e+00,-1.8493e+00
1.6264e-01,-1.3112e+00,1.3724e+00,4.2925e-01,1.4306e+00,4.8283e+00,4.4219e+00,-2.1419e+00
1.3956e-01,-1.4077e+00,9.8486e-01,5.2286e-01,8.8120e-01,4.7084e+00,4.6816e+00,-4.7524e-01
1.7768e-01,-1.0264e+00,-1.1008e+00,1.8205e+00,4.0646e+00,4.7645e+00,3.8552e+00,-1.9148e+00
-1.5734e-01,-1.6195e+00,-3.5620e-01,1.8167e+00,8.6230e-01,2.5631e+00,5.0428e+00,-4.1769e-01
-5.9627e-02,-1.0184e+00,-7.8521e-01,1.1699e+00,1.2405e+00,4.8798e+00,3.2189e+00,-2.5230e-01
-6.0469e-02,-1.6886e+00,8.6736e-01,1.9368e+00,2.0519e+00,2.3908e+00,5.0685e+00,-6.4601e-01
-3.2581e-02,-1.5860e+00,-2.6042e-02,1.3605e+00,3.5129e+00,1.9730e+00,5.0389e+00,-1.8348e+00
1.6783e-01,-1.5970e+00,4.4224e-01,1.3514e+00,3.3738e+00,4.6903e+00,4.6477e+00,-1.2579e+00
2.1074e-01,-1.3610e+00,8.1599e-01,-1.3555e-02,3.9814e+00,2.9724e+00,5.0366e+00,-1.8899e+00
2.4854e-01,-1.9916e+00,-7.3805e-01,2.6948e+00,8.4512e-01,4.0122e+00,5.0847e+00,-1.2331e+00
6.1271e-03,-1.6818e+00,1.0552e+00,7.0351e-01,3.1490e+00,2.5795e+00,5.0663e+00,-2.1199e+00
1.0231e-01,-1.2144e+00,-1.6942e-01,2.1419e+00,1.7245e+00,4.8725e+00,3.8685e+00,-5.0806e-01
1.8335e-01,-1.4092e+00,-9.4811e-01,5.2245e-01,3.9548e-01,4.8915e+00,3.7112e+00,-1.6614e+00
1.6408e-01,-1.7438e+00,-1.1363e+00,2.6486e+00,2.1652e+00,4.1668e+00,5.0336e+00,-1.6045e+00
9.4624e-02,-1.7770e+00,-8.1307e-01,2.5909e+00,1.9858e+00,2.9079e+00,5.0985e+00,-9.8723e-01
2.3241e-01,-1.8883e+00,-1.2483e+00,2.5026e+00,3.8076e+00,3.9299e+00,4.9863e+00,-5.5746e-01
7.7010e-02,-1.2656e+00,4.9708e-01,6.0026e-01,2.6603e+00,4.7046e+00,4.6835e+00,-4.0171e-01
3.9862e-01,-1.7853e+00,8.1572e-01,1.2220e+00,1.5810e+00,4.9484e+00,2.8064e+00,-2.2529e+00
-8.0023e-02,-1.8948e+00,1.0676e+00,8.1273e-01,1.5295e+00,2.9039e+00,5.0561e+00,-1.2337e+00
-1.2016e-01,-1.2431e+00,-1.1817e+00,1.4109e+00,9.0340e-01,4.4030e+00,4.8837e+00,-8.1070e-01
2.5746e-01,-1.6314e+00,-5.0976e-01,-6.1721e-02,2.8928e+00,4.9129e+00,3.2170e+00,-2.7839e-01
4.0685e-01,-1.1293e+00,-8.3112e-01,7.4735e-01,3.9509e+00,4.8953e+00,3.3965e+00,-1.5886e+00
-8.5687e-02,-1.9686e+00,8.8289e-01,3.4398e-01,2.2914e+00,2.3819e+00,5.0526e+00,-4.1684e-01
1.3879e-01,-1.4267e+00,-9.5205e-01,2.4171e-01,2.0744e+00,4.8552e+00,4.1511e+00,-2.0116e+00
8.6938e-02,-1.6567e+00,-8.8310e-01,2.8535e+00,2.2394e+00,2.9987e+00,5.0757e+00,-1.1739e+00
2.6521e-01,-1.2402e+00,1.1977e+00,1.0060e+00,2.3709e+00,4.9135e+00,3.9334e+00,-8.7595e-01
3.6136e-02,-9.9316e-01,5.7123e-01,5.6017e-01,1.4723e+00,4.8917e+00,3.6303e+00,-9.6711e-01
1.0032e-01,-1.1523e+00,2.5260e-01,1.6852e+00,1.2236e+00,4.8109e+00,4.4522e+00,-8.5725e-01
4.3825e-01,-1.3026e+00,-6.8692e-01,2.8575e+00,2.7283e+00,4.9026e+00,4.4154e+00,-1.1828e+00
1.0853e-01,-1.1043e+00,1.4173e+00,1.6807e+00,2.4825e+00,4.9073e+00,3.0994e+00,-1.8834e+00
1.4889e-01,-1.3415e+00,7.4169e-01,5.4365e-01,7.9100e-01,4.8250e+00,4.4364e+00,-2.1149e+00
-4.7393e-02,-1.6866e+00,1.6898e-01,2.6118e+00,1.5542e+00,1.8891e+00,5.0802e+00,-5.1172e-01
2.2138e-01,-1.8814e+00,-5.8902e-01,2.7908e+00,1.2043e+00,3.5389e+00,5.1164e+00,-1.9153e+00
1.1060e-01,-1.2201e+00,1.2516e+00,1.4494e+00,1.1082e+00,4.8553e+00,4.1375e+00,-1.4850e+00
1.2756e-02,-1.0789e+00,3.7843e-01,8.5379e-01,3.3758e+00,4.8217e+00,4.0239e+00,-2.2123e+00
2.2020e-01,-1.7448e+00,9.1552e-02,5.0604e-01,1.3646e+00,4.9203e+00,2.8466e+00,-1.9554e+00
2.6023e-02,-1.9619e+00,-9.7383e-01,1.7083e+00,2.5067e+00,3.3764e+00,5.0649e+00,-1.5784e+00
2.5465e-01,-1.5970e+00,-1.3686e-01,3.1754e-01,3.7969e+00,4.6876e+00,4.5548e+00,-2.4325e+00
1.0599e-01,-1.0249e+00,5.6127e-01,2.8205e+00,2.7707e+00,4.8991e+00,3.2496e+00,-9.8109e-01
1.1968e-01,-1.4759e+00,-4.0360e-01,1.4857e+00,3.7290e+00,2.1706e+00,5.0578e+00,-4.3823e-01
1.1761e-02,-1.2067e+00,-5.7788e-01,5.1655e-01,1.9706e+00,4.6178e+00,4.7760e+00,-9.6075e-01
2.6760e-01,-1.8787e+00,6.6190e-01,2.4882e+00,1.9008e+00,4.6851e+00,4.7297e+00,-5.8193e-01
-3.7652e-02,-1.7453e+00,4.7398e-03,1.4892e+00,1.9180e+00,3.8473e+00,5.0400e+00,-2.8289e-01
3.6257e-01,-1.8670e+00,1.3121e-01,5.8439e-02,2.0609e+00,4.9531e+00,3.0100e+00,-2.1353e+00
-8.8073e-04,-1.5662e+00,2.0837e-01,4.2382e-01,2.6364e+00,4.1870e+00,4.9831e+00,-2.4036e+00
1.2519e-01,-1.3699e+00,-1.1869e+00,2.1892e+00,2.4634e+00,4.7618e+00,4.5720e+00,-6.1109e-01
9.3950e-02,-1.4633e+00,-1.8784e-01,1.7027e+00,1.4392e+00,4.5817e+00,4.8132e+00,-2.0986e+00
2.0283e-01,-1.4078e+00,3.8116e-01,8.5911e-01,2.6494e+00,4.7887e+00,4.6059e+00,-6.5677e-01
2.6469e-01,-1.7607e+00,6.6465e-01,7.0192e-01,3.5771e+00,4.6102e+00,4.7449e+00,-1.0214e+00
-1.2111e-02,-1.9445e+00,2.5079e-01,2.0207e+00,2.5623e+00,3.4066e+00,5.0628e+00,-2.0127e+00
3.3045e-01,-1.9610e+00,2.2686e-01,5.1935e-01,1.6594e+00,4.9201e+00,3.4230e+00,-1.6297e+00
5.7667e-02,-1.0528e+00,8.8492e-01,1.0739e+00,8.5821e-01,4.8925e+00,3.7004e+00,-1.8354e+00
3.0839e-01,-1.5106e+00,1.2356e+00,-7.8809e-02,1.5913e+00,4.9323e+00,3.7855e+00,-5.4741e-01
2.7073e-01,-1.4588e+00,-4.3541e-01,2.4549e+00,2.0597e+00,4.6202e+00,4.8601e+00,-9.3679e-01
-1.2126e-01,-1.7584e+00,3.0424e-01,4.1386e-01,1.2509e+00,2.7799e+00,5.0469e+00,-7.9043e-01
-1.1164e-01,-1.8455e+00,3.2781e-01,1.3144e+00,2.1070e+00,2.2597e+00,5.0533e+00,-5.3201e-01
-3.7514e-02,-1.6624e+00,-4.7678e-01,-2.7517e-02,2.8700e+00,3.9778e+00,5.0131e+00,-9.3694e-01
7.6332e-02,-1.4635e+00,-4.5954e-01,1.6112e+00,3.5827e+00,4.0331e+00,4.9958e+00,-6.9921e-01
-9.1656e-02,-1.5151e+00,4.1358e-01,2.0601e+00,8.7604e-01,3.2510e+00,5.0590e+00,-2.0513e+00
3.8241e-01,-1.3665e+00,-1.7861e-01,5.9844e-01,3.4514e+00,4.9455e+00,3.1183e+00,-1.2456e+00
3.8157e-01,-1.5521e+00,-7.3846e-01,1.0053e+00,2.9968e+00,4.9603e+00,2.4637e+00,-2.0752e+00
2.5230e-01,-1.1353e+00,-5.6040e-01,3.2983e+00,1.6330e+00,4.0815e+00,5.0704e+00,-1.1892e+00
5.3921e-02,-1.6949e+00,2.0228e-01,9.0765e-01,3.0316e+00,4.1788e+00,4.9801e+00,-9.6758e-01
1.8583e-01,-1.9112e+00,7.0502e-01,2.2300e+00,4.7386e-01,4.4469e+00,4.9297e+00,-2.2232e+00
-7.2931e-02,-1.9904e+00,-3.6103e-02,1.8948e+00,1.1009e+00,2.6254e+00,5.0531e+00,-1.5557e+00
6.8470e-02,-1.1876e+00,1.9137e-01,1.5670e-01,3.7436e+00,4.4868e+00,4.8041e+00,-3.3695e-01
1.1669e-01,-1.1793e+00,2.4531e-01,2.1742e+00,1.2084e+00,4.9115e+00,2.9727e+00,-6.9651e-01
1.5851e-01,-1.1543e+00,1.0174e+00,5.1514e-01,3.5651e+00,4.8734e+00,2.9303e+00,-1.7527e+00
4.6761e-01,-1.4203e+00,2.9793e-01,2.6928e+00,3.8329e+00,4.5716e+00,4.9021e+00,-1.1042e+00
1.2251e-01,-1.2130e+00,-5.0467e-01,3.0908e+00,7.9670e-01,3.3044e+00,5.1076e+00,-4.1712e-01
4.6683e-02,-9.2648e-01,1.4816e-01,9.3668e-01,3.9153e+00,4.6755e+00,4.4339e+00,-7.7991e-01
-9.0734e-02,-1.9876e+00,8.8906e-02,1.7981e+00,2.8347e+00,2.0841e+00,5.0396e+00,-5.9270e-01
