logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.2176e-01,-1.1768e+00,7.9012e-01,4.9985e-01,9.5784e-01,2.7426e+00,4.7688e+00,-5.4395e+02
2.0548e-01,-1.1628e+00,7.9247e-01,7.7865e-01,7.2447e-01,2.7009e+00,4.7699e+00,-5.4399e+02
2.2424e-01,-1.0858e+00,7.2740e-01,1.1724e+00,7.6612e-01,3.1537e+00,4.7688e+00,-5.4418e+02
1.8910e-01,-1.0195e+00,7.9454e-01,4.9027e-01,1.0617e+00,3.2927e+00,4.7534e+00,-5.4383e+02
2.2615e-01,-1.1075e+00,8.4696e-01,2.2982e-01,8.6900e-01,3.1246e+00,4.7679e+00,-5.4374e+02
2.3644e-01,-1.0110e+00,8.2730e-01,1.5938e+00,2.1988e+00,3.6337e+00,4.7356e+00,-5.4332e+02
2.3829e-01,-1.0954e+00,8.0148e-01,1.2156e+00,2.1113e+00,3.1421e+00,4.7623e+00,-5.4413e+02
2.2604e-01,-1.1061e+00,8.3119e-01,-4.8519e-02,1.7744e+00,3.1880e+00,4.7663e+00,-5.4309e+02
2.4411e-01,-1.1408e+00,7.8210e-01,1.1487e+00,6.6684e-01,2.6360e+00,4.7709e+00,-5.4413e+02
2.0126e-01,-1.0770e+00,8.1768e-01,1.0504e+00,2.5439e+00,2.7344e+00,4.7684e+00,-5.4399e+02
1.8074e-01,-1.0642e+00,8.5535e-01,-2.3919e-02,2.0189e+00,2.9489e+00,4.7542e+00,-5.4377e+02
2.4692e-01,-1.1216e+00,8.5762e-01,1.5293e+00,1.0214e+00,2.7871e+00,4.7704e+00,-5.4398e+02
2.1856e-01,-1.0957e+00,8.3450e-01,1.3774e+00,1.5308e+00,3.6561e+00,4.7260e+00,-5.4285e+02
2.0350e-01,-1.0905e+00,8.5281e-01,1.0930e+00,1.9030e+00,3.4709e+00,4.7414e+00,-5.4349e+02
1.9730e-01,-1.0211e+00,8.5112e-01,6.5226e-01,1.0190e+00,3.5419e+00,4.7369e+00,-5.4410e+02
2.2810e-01,-1.0876e+00,8.4107e-01,7.6954e-01,6.8957e-01,3.5795e+00,4.7314e+00,-5.4376e+02
