niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logNpix,tau,dmod
1.3000e+01,1.0000e+00,2.5341e+00,-1.3990e+05,-1.3990e+05,-2.5974e-02,-1.3990e+05,1.1770e-01,6.9337e+00,1.3642e+05,7.7596e+00,-2.2055e-01,-1.6883e+00,5.6253e+00,2.3191e+00,2.8416e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.3976e+05,-1.3977e+05,-2.7972e-02,-1.3977e+05,1.1772e-01,6.9357e+00,1.3632e+05,8.4874e+00,4.6108e-01,-8.6868e-01,5.7500e+00,4.7326e-01,2.8858e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.3920e+05,-1.3920e+05,-2.9970e-02,-1.3920e+05,1.1774e-01,6.9377e+00,1.3618e+05,9.1770e+00,-2.7542e-01,-1.8120e+00,5.8934e+00,2.6856e-01,3.0030e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.3901e+05,-1.3902e+05,-3.1968e-02,-1.3902e+05,1.1775e-01,6.9397e+00,1.3562e+05,9.9427e+00,-3.7547e-01,-1.0582e+00,5.7221e+00,7.8729e-01,2.9651e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.3898e+05,-1.3899e+05,-3.3966e-02,-1.3899e+05,1.1777e-01,6.9417e+00,1.3543e+05,1.0645e+01,-9.8858e-01,-6.5549e-01,5.9927e+00,8.0794e+00,2.8091e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.3884e+05,-1.3884e+05,-3.5964e-02,-1.3884e+05,1.1779e-01,6.9437e+00,1.3540e+05,1.1363e+01,2.6904e-01,-1.2900e+00,5.7077e+00,2.3374e+00,2.8912e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.3877e+05,-1.3878e+05,-3.7962e-02,-1.3878e+05,1.1780e-01,6.9457e+00,1.3526e+05,1.1866e+01,-1.0454e-01,-1.0573e+00,5.9480e+00,1.8455e+00,3.0400e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.3875e+05,-1.3876e+05,-3.9960e-02,-1.3876e+05,1.1782e-01,6.9477e+00,1.3519e+05,1.2589e+01,-9.8598e-01,-6.4903e-01,5.9317e+00,5.6133e+00,2.8254e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.3869e+05,-1.3870e+05,-4.1958e-02,-1.3870e+05,1.1784e-01,6.9497e+00,1.3517e+05,1.3291e+01,-9.5627e-01,-6.7899e-01,5.7350e+00,9.9579e-01,2.9798e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.3800e+05,-1.3801e+05,-4.3956e-02,-1.3801e+05,1.1785e-01,6.9517e+00,1.3511e+05,1.3862e+01,1.7362e-01,-1.4763e+00,5.2490e+00,6.4404e-01,2.8235e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.3799e+05,-1.3799e+05,-4.5954e-02,-1.3799e+05,1.1787e-01,6.9537e+00,1.3442e+05,1.4430e+01,-5.3673e-01,-1.4485e+00,5.2899e+00,1.8864e+00,2.8413e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.3787e+05,-1.3788e+05,-4.7952e-02,-1.3788e+05,1.1789e-01,6.9557e+00,1.3441e+05,1.4940e+01,-4.4195e-02,-1.7511e+00,5.6224e+00,1.0461e+00,2.9770e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.3775e+05,-1.3776e+05,-4.9950e-02,-1.3776e+05,1.1790e-01,6.9577e+00,1.3429e+05,1.5631e+01,-1.4938e-01,-7.7248e-01,5.8170e+00,2.0097e+00,3.0139e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.3758e+05,-1.3759e+05,-5.1948e-02,-1.3759e+05,1.1792e-01,6.9597e+00,1.3417e+05,1.6332e+01,-9.6094e-01,-1.8232e+00,5.4881e+00,1.4709e+00,2.9708e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.3743e+05,-1.3744e+05,-5.3946e-02,-1.3744e+05,1.1794e-01,6.9617e+00,1.3400e+05,1.6864e+01,-4.3918e-01,-1.3977e+00,5.7753e+00,2.5241e+00,2.9992e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.3743e+05,-1.3743e+05,-5.5944e-02,-1.3743e+05,1.1703e-01,6.8550e+00,1.3385e+05,1.7366e+01,-5.1521e-01,-1.1143e+00,5.5617e+00,2.9419e+00,2.8519e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.3719e+05,-1.3720e+05,-5.7942e-02,-1.3720e+05,1.1797e-01,6.9657e+00,1.3384e+05,1.7901e+01,3.9493e-01,-1.9141e+00,5.4549e+00,1.7298e+00,2.9319e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.3708e+05,-1.3709e+05,-5.9940e-02,-1.3709e+05,1.1799e-01,6.9677e+00,1.3361e+05,1.8626e+01,-9.5802e-01,-7.0461e-01,5.9959e+00,3.3206e+00,3.0551e+01
3.1000e+01,1.0000e+00,5.8380e+00,-1.3704e+05,-1.3705e+05,-6.1938e-02,-1.3705e+05,1.1801e-01,6.9697e+00,1.3350e+05,1.9196e+01,-1.6100e-01,-1.5066e+00,5.4978e+00,2.5271e+00,2.8864e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.3690e+05,-1.3691e+05,-6.3936e-02,-1.3691e+05,1.1802e-01,6.9717e+00,1.3346e+05,1.9696e+01,-4.3029e-02,-1.0162e+00,5.3080e+00,1.0225e-01,2.8902e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.3672e+05,-1.3673e+05,-6.5934e-02,-1.3673e+05,1.1804e-01,6.9737e+00,1.3332e+05,2.0440e+01,3.6871e-01,-1.1698e+00,5.3043e+00,5.3404e-01,2.8983e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.3667e+05,-1.3668e+05,-6.7932e-02,-1.3668e+05,1.1806e-01,6.9757e+00,1.3314e+05,2.1147e+01,-8.8577e-01,-1.2176e+00,5.9522e+00,4.3000e+00,2.9907e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.3661e+05,-1.3661e+05,-6.9930e-02,-1.3661e+05,1.1807e-01,6.9777e+00,1.3309e+05,2.1660e+01,-6.0753e-01,-6.5996e-01,5.4674e+00,2.6903e+00,2.8621e+01
3.6000e+01,1.0000e+00,6.7164e+00,-1.3642e+05,-1.3643e+05,-7.1928e-02,-1.3643e+05,1.1809e-01,6.9797e+00,1.3303e+05,2.2184e+01,-9.4103e-01,-1.3523e+00,5.5628e+00,4.2811e+00,2.8265e+01
3.7000e+01,1.0000e+00,6.8901e+00,-1.3631e+05,-1.3632e+05,-7.3926e-02,-1.3632e+05,1.1811e-01,6.9817e+00,1.3284e+05,2.2898e+01,-2.4616e-01,-1.1947e+00,5.4576e+00,6.6544e-01,3.0008e+01
3.8000e+01,1.0000e+00,7.0632e+00,-1.3605e+05,-1.3605e+05,-7.5924e-02,-1.3605e+05,1.1812e-01,6.9837e+00,1.3273e+05,2.3617e+01,-5.9865e-01,-6.0076e-01,5.4784e+00,1.5399e+00,2.9941e+01
3.9000e+01,1.0000e+00,7.2356e+00,-1.3592e+05,-1.3593e+05,-7.7922e-02,-1.3593e+05,1.1814e-01,6.9857e+00,1.3247e+05,2.4309e+01,3.8747e-01,-1.2063e+00,5.9136e+00,5.5178e+00,2.8019e+01
4.0000e+01,1.0000e+00,7.4074e+00,-1.3583e+05,-1.3584e+05,-7.9920e-02,-1.3584e+05,1.1816e-01,6.9877e+00,1.3234e+05,2.5079e+01,2.0717e-01,-1.5583e+00,5.3419e+00,2.3254e+00,2.8870e+01
4.1000e+01,1.0000e+00,7.5786e+00,-1.3578e+05,-1.3579e+05,-8.1918e-02,-1.3579e+05,1.1818e-01,6.9897e+00,1.3225e+05,2.5781e+01,-3.4665e-01,-1.1708e+00,5.3547e+00,1.7088e+00,2.9749e+01
4.2000e+01,1.0000e+00,7.7491e+00,-1.3578e+05,-1.3579e+05,-8.3916e-02,-1.3579e+05,1.1796e-01,6.9637e+00,1.3220e+05,2.6298e+01,-7.0184e-01,-1.3341e+00,5.7743e+00,6.7472e+00,2.8245e+01
4.3000e+01,1.0000e+00,7.9190e+00,-1.3568e+05,-1.3569e+05,-8.5914e-02,-1.3569e+05,1.1821e-01,6.9937e+00,1.3220e+05,2.7042e+01,-7.0985e-01,-8.8993e-01,5.8702e+00,5.2074e+00,2.9290e+01
4.4000e+01,1.0000e+00,8.0882e+00,-1.3547e+05,-1.3548e+05,-8.7912e-02,-1.3548e+05,1.1823e-01,6.9957e+00,1.3210e+05,2.7732e+01,-8.2726e-01,-1.5603e+00,5.2931e+00,8.3595e-01,2.9885e+01
4.5000e+01,1.0000e+00,8.2569e+00,-1.3545e+05,-1.3546e+05,-8.9910e-02,-1.3546e+05,1.1824e-01,6.9977e+00,1.3189e+05,2.8234e+01,-7.7291e-01,-1.4972e+00,4.9727e+00,8.2609e-01,2.8165e+01
4.6000e+01,2.0000e+00,8.4095e+00,-1.3530e+05,-1.3530e+05,-9.1908e-02,-1.3530e+05,1.1826e-01,6.9997e+00,1.3187e+05,2.9287e+01,-7.4933e-01,-1.6461e+00,5.8525e+00,5.8640e+00,2.9173e+01
4.7000e+01,1.0000e+00,8.5766e+00,-1.3502e+05,-1.3503e+05,-9.3906e-02,-1.3503e+05,1.1828e-01,7.0017e+00,1.3172e+05,2.9793e+01,-1.8581e-01,-1.2576e+00,5.4038e+00,3.1488e+00,2.8342e+01
4.8000e+01,1.0000e+00,8.7432e+00,-1.3486e+05,-1.3487e+05,-9.5904e-02,-1.3487e+05,1.1829e-01,7.0037e+00,1.3144e+05,3.0516e+01,3.0369e-01,-1.3457e+00,5.4064e+00,1.5233e+00,3.0113e+01
4.9000e+01,2.0000e+00,8.8929e+00,-1.3484e+05,-1.3485e+05,-9.7902e-02,-1.3485e+05,1.1831e-01,7.0057e+00,1.3128e+05,3.1997e+01,-1.9808e-01,-1.5235e+00,5.2609e+00,1.8754e+00,2.9690e+01
5.0000e+01,1.0000e+00,9.0580e+00,-1.3450e+05,-1.3451e+05,-9.9900e-02,-1.3451e+05,1.1833e-01,7.0077e+00,1.3126e+05,3.2549e+01,-9.6734e-01,-1.3275e+00,5.6793e+00,7.7812e+00,2.8747e+01
5.1000e+01,1.0000e+00,9.2224e+00,-1.3442e+05,-1.3442e+05,-1.0190e-01,-1.3442e+05,1.1834e-01,7.0097e+00,1.3092e+05,3.3240e+01,-3.8559e-01,-1.9914e+00,5.8620e+00,6.0920e+00,2.8020e+01
5.2000e+01,1.0000e+00,9.3863e+00,-1.3440e+05,-1.3441e+05,-1.0390e-01,-1.3441e+05,1.1836e-01,7.0116e+00,1.3084e+05,3.3970e+01,-8.0234e-01,-6.0923e-01,5.4834e+00,3.9880e+00,2.8422e+01
5.3000e+01,1.0000e+00,9.5495e+00,-1.3437e+05,-1.3438e+05,-1.0589e-01,-1.3438e+05,1.1838e-01,7.0136e+00,1.3082e+05,3.4668e+01,4.9382e-01,-1.0052e+00,5.4537e+00,2.7871e+00,2.8876e+01
5.4000e+01,1.0000e+00,9.7122e+00,-1.3435e+05,-1.3436e+05,-1.0789e-01,-1.3436e+05,1.1839e-01,7.0156e+00,1.3079e+05,3.5376e+01,-8.1371e-01,-1.0869e+00,5.0799e+00,8.7008e-01,2.9212e+01
5.5000e+01,1.0000e+00,9.8743e+00,-1.3435e+05,-1.3436e+05,-1.0989e-01,-1.3436e+05,1.1730e-01,6.8863e+00,1.3077e+05,3.6120e+01,3.7338e-01,-1.7334e+00,5.9463e+00,6.5784e+00,2.8426e+01
5.6000e+01,2.0000e+00,1.0018e+01,-1.3430e+05,-1.3431e+05,-1.1189e-01,-1.3431e+05,1.1843e-01,7.0196e+00,1.3077e+05,3.7344e+01,-8.3665e-01,-1.3064e+00,5.6591e+00,4.7033e+00,2.9399e+01
5.7000e+01,1.0000e+00,1.0179e+01,-1.3420e+05,-1.3420e+05,-1.1389e-01,-1.3420e+05,1.1845e-01,7.0216e+00,1.3072e+05,3.8039e+01,-9.4489e-01,-5.9729e-01,5.9764e+00,5.5463e+00,3.0451e+01
5.8000e+01,2.0000e+00,1.0320e+01,-1.3412e+05,-1.3413e+05,-1.1588e-01,-1.3413e+05,1.1846e-01,7.0236e+00,1.3062e+05,3.9482e+01,-7.0724e-01,-1.9139e+00,5.7442e+00,8.3236e+00,2.8477e+01
5.9000e+01,1.0000e+00,1.0480e+01,-1.3380e+05,-1.3381e+05,-1.1788e-01,-1.3381e+05,1.1848e-01,7.0256e+00,1.3054e+05,4.0163e+01,-3.6282e-02,-8.5074e-01,5.2531e+00,6.5374e-01,2.9856e+01
6.0000e+01,1.0000e+00,1.0638e+01,-1.3352e+05,-1.3353e+05,-1.1988e-01,-1.3353e+05,1.1850e-01,7.0276e+00,1.3022e+05,4.0898e+01,-2.3242e-01,-7.3458e-01,5.9806e+00,6.3445e+00,2.8856e+01
6.1000e+01,2.0000e+00,1.0777e+01,-1.3344e+05,-1.3345e+05,-1.2188e-01,-1.3345e+05,1.1851e-01,7.0296e+00,1.2994e+05,4.2227e+01,2.1553e-01,-5.5385e-01,5.8731e+00,5.9525e+00,2.8935e+01
6.2000e+01,1.0000e+00,1.0935e+01,-1.3335e+05,-1.3335e+05,-1.2388e-01,-1.3335e+05,1.1853e-01,7.0316e+00,1.2986e+05,4.2775e+01,-5.5989e-01,-1.9155e+00,5.8036e+00,6.5229e+00,2.9037e+01
6.3000e+01,1.0000e+00,1.1092e+01,-1.3328e+05,-1.3329e+05,-1.2587e-01,-1.3329e+05,1.1855e-01,7.0336e+00,1.2977e+05,4.3531e+01,-3.6759e-01,-6.0175e-01,5.6029e+00,4.5072e+00,2.8088e+01
6.4000e+01,1.0000e+00,1.1248e+01,-1.3312e+05,-1.3312e+05,-1.2787e-01,-1.3312e+05,1.1856e-01,7.0356e+00,1.2970e+05,4.4038e+01,1.7095e-01,-7.6776e-01,5.8602e+00,6.1386e+00,2.8870e+01
6.5000e+01,1.0000e+00,1.1404e+01,-1.3310e+05,-1.3311e+05,-1.2987e-01,-1.3311e+05,1.1858e-01,7.0376e+00,1.2954e+05,4.4744e+01,3.8551e-01,-1.3112e+00,4.8888e+00,1.3059e+00,2.8692e+01
6.6000e+01,2.0000e+00,1.1538e+01,-1.3308e+05,-1.3309e+05,-1.3187e-01,-1.3309e+05,1.1860e-01,7.0396e+00,1.2952e+05,4.6054e+01,-3.4089e-01,-1.0560e+00,5.7752e+00,3.6342e+00,3.0457e+01
6.7000e+01,1.0000e+00,1.1693e+01,-1.3305e+05,-1.3306e+05,-1.3387e-01,-1.3306e+05,1.1861e-01,7.0416e+00,1.2950e+05,4.6777e+01,-3.6068e-01,-1.2170e+00,5.8402e+00,5.1967e+00,2.9126e+01
6.8000e+01,1.0000e+00,1.1847e+01,-1.3280e+05,-1.3281e+05,-1.3586e-01,-1.3281e+05,1.1863e-01,7.0436e+00,1.2947e+05,4.7488e+01,-3.5431e-01,-7.3622e-01,5.4791e+00,4.0008e+00,2.8500e+01
6.9000e+01,1.0000e+00,1.2000e+01,-1.3279e+05,-1.3280e+05,-1.3786e-01,-1.3280e+05,1.1863e-01,7.0434e+00,1.2922e+05,4.8241e+01,-8.5849e-01,-1.6546e+00,5.6973e+00,6.9878e+00,2.9514e+01
7.0000e+01,1.0000e+00,1.2153e+01,-1.3278e+05,-1.3279e+05,-1.3986e-01,-1.3279e+05,1.1866e-01,7.0476e+00,1.2921e+05,4.8826e+01,-9.9416e-01,-1.7236e+00,5.7839e+00,6.8964e+00,3.0444e+01
7.1000e+01,1.0000e+00,1.2305e+01,-1.3273e+05,-1.3274e+05,-1.4186e-01,-1.3274e+05,1.1868e-01,7.0496e+00,1.2920e+05,4.9546e+01,-9.8740e-01,-1.2927e+00,5.5573e+00,9.2395e+00,2.8694e+01
7.2000e+01,1.0000e+00,1.2457e+01,-1.3267e+05,-1.3268e+05,-1.4386e-01,-1.3268e+05,1.1870e-01,7.0516e+00,1.2915e+05,5.0054e+01,-3.3204e-01,-5.3959e-01,5.3933e+00,2.9128e+00,2.9667e+01
7.3000e+01,2.0000e+00,1.2586e+01,-1.3260e+05,-1.3261e+05,-1.4585e-01,-1.3261e+05,1.1871e-01,7.0536e+00,1.2909e+05,5.1087e+01,-9.5817e-01,-1.1400e+00,5.4169e+00,4.2631e+00,2.9576e+01
7.4000e+01,1.0000e+00,1.2737e+01,-1.3254e+05,-1.3255e+05,-1.4785e-01,-1.3255e+05,1.1873e-01,7.0556e+00,1.2902e+05,5.1808e+01,2.7538e-01,-5.7277e-01,5.0489e+00,8.5401e-01,2.9230e+01
7.5000e+01,1.0000e+00,1.2887e+01,-1.3245e+05,-1.3246e+05,-1.4985e-01,-1.3246e+05,1.1875e-01,7.0576e+00,1.2896e+05,5.2513e+01,-3.5656e-01,-9.2042e-01,5.3041e+00,2.0242e+00,3.0589e+01
7.6000e+01,1.0000e+00,1.3036e+01,-1.3239e+05,-1.3240e+05,-1.5185e-01,-1.3240e+05,1.1876e-01,7.0596e+00,1.2887e+05,5.3211e+01,-1.9701e-01,-1.0850e+00,5.5543e+00,4.1586e+00,2.8784e+01
7.7000e+01,2.0000e+00,1.3162e+01,-1.3228e+05,-1.3229e+05,-1.5385e-01,-1.3229e+05,1.1878e-01,7.0616e+00,1.2881e+05,5.4416e+01,4.2423e-01,-8.7176e-01,4.9208e+00,2.1629e+00,2.8504e+01
7.8000e+01,1.0000e+00,1.3311e+01,-1.3223e+05,-1.3224e+05,-1.5584e-01,-1.3224e+05,1.1880e-01,7.0636e+00,1.2870e+05,5.5106e+01,-9.6544e-01,-1.2390e+00,5.0597e+00,1.4679e+00,3.0017e+01
7.9000e+01,1.0000e+00,1.3458e+01,-1.3205e+05,-1.3206e+05,-1.5784e-01,-1.3206e+05,1.1882e-01,7.0656e+00,1.2865e+05,5.5811e+01,-5.7578e-01,-1.6373e+00,5.6141e+00,3.7342e+00,3.0664e+01
8.0000e+01,1.0000e+00,1.3605e+01,-1.3204e+05,-1.3205e+05,-1.5984e-01,-1.3205e+05,1.1848e-01,7.0258e+00,1.2847e+05,5.6554e+01,1.3621e-01,-5.1748e-01,5.4042e+00,3.5054e+00,2.9006e+01
8.1000e+01,1.0000e+00,1.3752e+01,-1.3198e+05,-1.3199e+05,-1.6184e-01,-1.3199e+05,1.1885e-01,7.0696e+00,1.2846e+05,5.7245e+01,4.2785e-02,-6.7302e-01,5.2542e+00,2.7045e+00,2.9523e+01
8.2000e+01,1.0000e+00,1.3898e+01,-1.3181e+05,-1.3181e+05,-1.6384e-01,-1.3181e+05,1.1887e-01,7.0716e+00,1.2840e+05,5.7828e+01,-2.0991e-01,-1.0554e+00,5.6445e+00,6.4473e+00,2.8068e+01
8.3000e+01,2.0000e+00,1.4020e+01,-1.3163e+05,-1.3164e+05,-1.6583e-01,-1.3164e+05,1.1888e-01,7.0736e+00,1.2823e+05,5.9090e+01,-7.6366e-01,-9.0412e-01,5.9673e+00,7.8195e+00,3.0939e+01
8.4000e+01,1.0000e+00,1.4165e+01,-1.3144e+05,-1.3145e+05,-1.6783e-01,-1.3145e+05,1.1890e-01,7.0756e+00,1.2805e+05,5.9798e+01,4.6710e-01,-1.2909e+00,4.6984e+00,1.5522e+00,2.8299e+01
8.5000e+01,1.0000e+00,1.4310e+01,-1.3139e+05,-1.3140e+05,-1.6983e-01,-1.3140e+05,1.1892e-01,7.0776e+00,1.2786e+05,6.0498e+01,-7.1257e-01,-1.0425e+00,5.4974e+00,4.7513e+00,2.9741e+01
8.6000e+01,1.0000e+00,1.4454e+01,-1.3136e+05,-1.3137e+05,-1.7183e-01,-1.3137e+05,1.1893e-01,7.0796e+00,1.2781e+05,6.1070e+01,-9.2895e-01,-7.3331e-01,4.9970e+00,1.2860e+00,2.9751e+01
8.7000e+01,1.0000e+00,1.4597e+01,-1.3129e+05,-1.3130e+05,-1.7383e-01,-1.3130e+05,1.1895e-01,7.0816e+00,1.2778e+05,6.1591e+01,-8.9517e-01,-6.6823e-01,5.1177e+00,2.2366e+00,3.0168e+01
8.8000e+01,1.0000e+00,1.4740e+01,-1.3125e+05,-1.3126e+05,-1.7582e-01,-1.3126e+05,1.1897e-01,7.0836e+00,1.2771e+05,6.2278e+01,-2.2933e-02,-1.4042e+00,5.3662e+00,3.2367e+00,2.9704e+01
8.9000e+01,1.0000e+00,1.4883e+01,-1.3124e+05,-1.3124e+05,-1.7782e-01,-1.3124e+05,1.1898e-01,7.0848e+00,1.2767e+05,6.2778e+01,-7.5156e-01,-1.1828e+00,5.6531e+00,7.1469e+00,2.9669e+01
9.0000e+01,1.0000e+00,1.5025e+01,-1.3118e+05,-1.3118e+05,-1.7982e-01,-1.3118e+05,1.1900e-01,7.0876e+00,1.2766e+05,6.3333e+01,-7.8950e-01,-1.4000e+00,5.4813e+00,4.6084e+00,3.0081e+01
9.1000e+01,1.0000e+00,1.5167e+01,-1.3117e+05,-1.3118e+05,-1.8182e-01,-1.3118e+05,1.1891e-01,7.0770e+00,1.2759e+05,6.4060e+01,-8.7595e-01,-1.7963e+00,5.7381e+00,8.7321e+00,3.0351e+01
9.2000e+01,1.0000e+00,1.5308e+01,-1.3112e+05,-1.3113e+05,-1.8382e-01,-1.3113e+05,1.1903e-01,7.0916e+00,1.2759e+05,6.4745e+01,-5.9831e-01,-1.9449e+00,5.4121e+00,3.4046e+00,3.0676e+01
9.3000e+01,1.0000e+00,1.5449e+01,-1.3102e+05,-1.3102e+05,-1.8581e-01,-1.3102e+05,1.1905e-01,7.0936e+00,1.2754e+05,6.5249e+01,2.4263e-01,-6.4245e-01,5.1943e+00,2.7564e+00,2.9416e+01
9.4000e+01,1.0000e+00,1.5589e+01,-1.3099e+05,-1.3100e+05,-1.8781e-01,-1.3100e+05,1.1907e-01,7.0956e+00,1.2744e+05,6.5820e+01,-3.6570e-01,-5.9977e-01,5.9819e+00,5.5236e+00,3.0191e+01
9.5000e+01,1.0000e+00,1.5728e+01,-1.3094e+05,-1.3094e+05,-1.8981e-01,-1.3094e+05,1.1908e-01,7.0976e+00,1.2741e+05,6.6577e+01,-5.5204e-01,-7.0759e-01,5.7174e+00,7.7090e+00,2.8784e+01
9.6000e+01,1.0000e+00,1.5868e+01,-1.3078e+05,-1.3079e+05,-1.9181e-01,-1.3079e+05,1.1910e-01,7.0996e+00,1.2736e+05,6.7305e+01,5.6872e-02,-1.6718e+00,5.7746e+00,4.4772e+00,3.0728e+01
9.7000e+01,1.0000e+00,1.6007e+01,-1.3032e+05,-1.3033e+05,-1.9381e-01,-1.3033e+05,1.1912e-01,7.1016e+00,1.2720e+05,6.8029e+01,-7.7525e-01,-8.8090e-01,5.4930e+00,6.3739e+00,2.9315e+01
9.8000e+01,1.0000e+00,1.6145e+01,-1.3031e+05,-1.3032e+05,-1.9580e-01,-1.3032e+05,1.1912e-01,7.1023e+00,1.2674e+05,6.8777e+01,-4.5022e-01,-1.9013e+00,5.3634e+00,5.1726e+00,2.8531e+01
9.9000e+01,1.0000e+00,1.6283e+01,-1.3019e+05,-1.3019e+05,-1.9780e-01,-1.3019e+05,1.1915e-01,7.1056e+00,1.2673e+05,6.9471e+01,-5.1065e-02,-7.5687e-01,5.1393e+00,3.4213e+00,2.8503e+01
1.0000e+02,1.0000e+00,1.6420e+01,-1.3014e+05,-1.3015e+05,-1.9980e-01,-1.3015e+05,1.1917e-01,7.1076e+00,1.2661e+05,7.0251e+01,-9.5345e-01,-1.4551e+00,5.1922e+00,4.8081e+00,2.9033e+01
1.0100e+02,1.0000e+00,1.6557e+01,-1.3010e+05,-1.3011e+05,-2.0180e-01,-1.3011e+05,1.1918e-01,7.1096e+00,1.2656e+05,7.0968e+01,-8.6210e-01,-1.9193e+00,5.5884e+00,6.3367e+00,3.0609e+01
1.0200e+02,1.0000e+00,1.6694e+01,-1.3006e+05,-1.3006e+05,-2.0380e-01,-1.3006e+05,1.1920e-01,7.1116e+00,1.2652e+05,7.1671e+01,-9.8598e-01,-1.0081e+00,5.3284e+00,9.2735e+00,2.8328e+01
1.0300e+02,2.0000e+00,1.6803e+01,-1.3003e+05,-1.3004e+05,-2.0579e-01,-1.3004e+05,1.1922e-01,7.1136e+00,1.2688e+05,7.3083e+01,1.7372e-01,-8.5759e-01,5.7432e+00,6.6204e+00,2.9705e+01
