niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-9.6122e+04,-9.6129e+04,-1.9980e-03,-9.6129e+04,1.1750e-01,6.9098e+00,inf,6.4828e-01,-9.6883e-01,-1.1163e+00,4.1839e-01,1.3853e+00,2.3525e+00,3.2353e+00,5.9326e+00,3.1053e+01
2.0000e+00,1.0000e+00,3.9841e-01,-9.1552e+04,-9.1559e+04,-3.9960e-03,-9.1559e+04,1.1751e-01,6.9118e+00,9.5797e+04,1.1414e+00,-7.8735e-01,-1.2816e+00,1.0038e+00,5.9353e-01,3.0135e+00,4.2240e+00,5.8095e+00,3.1151e+01
3.0000e+00,1.0000e+00,5.9642e-01,-8.9473e+04,-8.9480e+04,-5.9940e-03,-8.9480e+04,1.1753e-01,6.9137e+00,9.1227e+04,1.7988e+00,-6.6177e-01,-1.4777e+00,-5.3912e-01,1.7622e+00,2.8334e+00,3.8497e+00,5.9652e+00,3.1715e+01
4.0000e+00,1.0000e+00,7.9365e-01,-8.9005e+04,-8.9012e+04,-7.9920e-03,-8.9012e+04,1.1755e-01,6.9157e+00,8.9147e+04,2.2820e+00,-4.9898e-02,-1.1674e+00,3.8411e-01,1.4226e+00,2.2413e+00,2.7659e+00,5.9544e+00,3.1283e+01
5.0000e+00,1.0000e+00,9.9010e-01,-8.8654e+04,-8.8661e+04,-9.9900e-03,-8.8661e+04,1.1757e-01,6.9177e+00,8.8680e+04,2.7718e+00,-8.2816e-01,-1.3043e+00,4.0522e-01,1.0105e+00,2.5815e+00,4.3861e+00,5.8155e+00,3.1429e+01
6.0000e+00,1.0000e+00,1.1858e+00,-8.7086e+04,-8.7093e+04,-1.1988e-02,-8.7093e+04,1.1758e-01,6.9197e+00,8.8329e+04,3.2596e+00,-5.1180e-01,-1.1843e+00,1.2115e+00,2.1761e+00,1.2633e+00,2.9525e+00,5.9371e+00,3.1578e+01
7.0000e+00,1.0000e+00,1.3807e+00,-8.5408e+04,-8.5415e+04,-1.3986e-02,-8.5415e+04,1.1760e-01,6.9217e+00,8.6761e+04,3.9155e+00,-5.3174e-01,-1.9369e+00,1.2214e-01,1.7743e+00,2.6014e+00,3.1044e+00,5.7019e+00,3.1115e+01
8.0000e+00,1.0000e+00,1.5748e+00,-8.4887e+04,-8.4894e+04,-1.5984e-02,-8.4894e+04,1.1762e-01,6.9237e+00,8.5083e+04,4.5784e+00,-4.0720e-01,-1.9489e+00,-1.8435e-01,1.3844e+00,2.2570e+00,3.4484e+00,5.6954e+00,3.1131e+01
9.0000e+00,1.0000e+00,1.7682e+00,-8.4639e+04,-8.4646e+04,-1.7982e-02,-8.4646e+04,1.1763e-01,6.9257e+00,8.4562e+04,5.2540e+00,2.3022e-01,-1.3895e+00,5.6762e-01,1.6438e+00,2.1700e+00,3.0871e+00,5.9381e+00,3.1384e+01
1.0000e+01,1.0000e+00,1.9608e+00,-8.3272e+04,-8.3279e+04,-1.9980e-02,-8.3279e+04,1.1765e-01,6.9277e+00,8.4314e+04,5.9577e+00,-3.3065e-01,-1.5552e+00,-6.9156e-01,1.5469e+00,2.9949e+00,4.6508e+00,5.8362e+00,3.1739e+01
1.1000e+01,1.0000e+00,2.1526e+00,-8.2110e+04,-8.2117e+04,-2.1978e-02,-8.2117e+04,1.1767e-01,6.9297e+00,8.2947e+04,6.6193e+00,1.1486e-01,-1.1896e+00,1.1924e+00,2.2503e+00,2.2477e+00,3.3386e+00,5.8130e+00,3.1203e+01
1.2000e+01,1.0000e+00,2.3438e+00,-8.1583e+04,-8.1590e+04,-2.3976e-02,-8.1590e+04,1.1768e-01,6.9317e+00,8.1784e+04,7.2942e+00,2.1138e-01,-1.2507e+00,1.1297e+00,5.1173e-01,2.7340e+00,4.1784e+00,5.8991e+00,3.1459e+01
1.3000e+01,1.0000e+00,2.5341e+00,-8.1552e+04,-8.1559e+04,-2.5974e-02,-8.1559e+04,1.1770e-01,6.9337e+00,8.1258e+04,7.9467e+00,2.4298e-01,-1.4329e+00,9.8734e-01,5.1725e-01,1.4032e+00,3.3768e+00,5.8856e+00,3.1415e+01
1.4000e+01,1.0000e+00,2.7237e+00,-8.1176e+04,-8.1183e+04,-2.7972e-02,-8.1183e+04,1.1772e-01,6.9357e+00,8.1226e+04,8.5998e+00,-3.0069e-01,-1.9060e+00,8.4511e-01,1.3567e+00,1.4456e+00,4.0087e+00,5.8424e+00,3.1792e+01
1.5000e+01,1.0000e+00,2.9126e+00,-8.0682e+04,-8.0689e+04,-2.9970e-02,-8.0689e+04,1.1774e-01,6.9377e+00,8.0851e+04,9.2566e+00,1.2902e-01,-1.2541e+00,-3.8861e-02,3.5359e-01,2.3878e+00,4.2679e+00,5.8294e+00,3.1438e+01
1.6000e+01,1.0000e+00,3.1008e+00,-7.8958e+04,-7.8964e+04,-3.1968e-02,-7.8964e+04,1.1775e-01,6.9397e+00,8.0357e+04,9.7434e+00,-1.1682e-02,-1.4906e+00,5.9893e-01,1.4143e+00,1.2378e+00,3.8513e+00,5.6154e+00,3.1017e+01
1.7000e+01,1.0000e+00,3.2882e+00,-7.6978e+04,-7.6985e+04,-3.3966e-02,-7.6985e+04,1.1777e-01,6.9417e+00,7.8632e+04,1.0238e+01,-2.2983e-01,-1.7807e+00,1.0093e+00,1.6306e+00,2.0114e+00,3.1840e+00,5.6438e+00,3.1394e+01
1.8000e+01,1.0000e+00,3.4749e+00,-7.6971e+04,-7.6978e+04,-3.5964e-02,-7.6978e+04,1.1763e-01,6.9248e+00,7.6653e+04,1.0892e+01,-9.2197e-01,-1.7406e+00,3.2858e-01,1.3207e+00,2.9303e+00,2.8265e+00,5.8893e+00,3.2360e+01
1.9000e+01,1.0000e+00,3.6609e+00,-7.6876e+04,-7.6883e+04,-3.7962e-02,-7.6883e+04,1.1780e-01,6.9457e+00,7.6646e+04,1.1554e+01,-3.6277e-01,-1.1182e+00,9.3431e-01,1.6280e+00,1.5424e+00,2.9563e+00,5.7321e+00,3.1592e+01
