logfeh_scale,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.3161e-01,-1.2981e+00,2.1941e+00,1.6398e+00,1.8813e+00,3.5319e+00,3.9244e+00,3.0077e+01,-4.4848e+02
1.8858e-01,-1.5966e+00,2.2871e+00,1.2136e+00,3.1150e+00,3.5944e+00,3.9034e+00,3.0446e+01,-4.5126e+02
-3.7474e-01,-7.1208e-01,2.5531e+00,1.5812e+00,1.4936e+00,2.9478e+00,4.3590e+00,3.0843e+01,-4.2119e+02
1.7679e-01,-5.2735e-01,2.6592e+00,2.2594e-01,1.5514e+00,4.2948e+00,2.5650e+00,3.0936e+01,-4.0265e+02
-1.1015e-01,-1.2152e+00,2.1332e+00,2.1538e+00,1.1516e+00,1.9621e+00,4.0903e+00,3.0071e+01,-4.5965e+02
4.4789e-01,-6.4241e-01,2.6870e+00,1.2224e+00,2.7257e+00,2.0486e+00,4.4909e+00,3.0953e+01,-4.2244e+02
-1.9143e-01,-1.0437e+00,2.2950e+00,1.3353e+00,1.0102e+00,1.6080e+00,4.1882e+00,3.0281e+01,-4.6100e+02
3.2464e-01,-5.3552e-01,2.7673e+00,1.3280e+00,5.2844e-01,3.1384e+00,4.5700e+00,3.1117e+01,-4.2929e+02
-5.4805e-01,-5.9414e-01,2.6646e+00,5.0828e-01,1.9319e+00,3.8721e+00,4.3284e+00,3.1185e+01,-4.6160e+02
-1.8819e-01,-5.0712e-01,2.8950e+00,1.2749e+00,1.5925e+00,2.6070e+00,4.6936e+00,3.1564e+01,-4.3778e+02
3.4362e-01,-5.9101e-01,2.5808e+00,2.4539e+00,2.0806e+00,2.5508e+00,4.4070e+00,3.0723e+01,-4.2185e+02
2.5721e-01,-1.2574e+00,2.3426e+00,7.2179e-01,1.5243e+00,3.0689e+00,4.2291e+00,3.0382e+01,-4.4175e+02
9.0885e-02,-8.3590e-01,2.7680e+00,2.4726e+00,1.4922e+00,2.4533e+00,4.6671e+00,3.1458e+01,-4.5848e+02
-1.4422e-01,-1.3507e+00,2.3535e+00,8.9375e-01,1.7432e+00,1.9976e+00,4.2802e+00,3.0552e+01,-4.4769e+02
1.7990e-01,-6.2037e-01,2.4209e+00,1.3076e+00,1.0740e+00,3.9493e+00,3.6469e+00,3.0353e+01,-4.4498e+02
4.6864e-01,-1.9932e+00,2.3185e+00,3.9308e-01,7.2937e-01,4.0102e+00,3.6612e+00,3.0467e+01,-4.5786e+02
-2.2452e-01,-8.7149e-01,2.4614e+00,6.0798e-01,1.6609e+00,3.8580e+00,4.0638e+00,3.0729e+01,-4.2415e+02
-2.2966e-01,-7.9458e-01,2.4917e+00,1.0132e+00,1.0534e+00,2.8143e+00,4.3378e+00,3.0729e+01,-4.4800e+02
3.0213e-01,-9.9743e-01,2.4934e+00,4.2091e-02,6.2404e-01,1.5960e+00,4.3878e+00,3.0668e+01,-4.4642e+02
-2.9488e-01,-1.0370e+00,2.5818e+00,2.0668e-01,2.1745e+00,2.5824e+00,4.4784e+00,3.1121e+01,-4.2260e+02
-9.7069e-02,-6.0239e-01,2.4330e+00,7.2873e-02,5.9759e-01,3.9146e+00,3.7315e+00,3.0412e+01,-4.4154e+02
1.6100e-01,-8.0109e-01,2.8709e+00,3.7138e-01,2.1446e+00,2.0215e+00,4.7239e+00,3.1575e+01,-4.5323e+02
6.2036e-02,-5.2550e-01,2.7758e+00,1.6347e-01,2.1427e+00,4.3189e+00,3.8993e+00,3.1256e+01,-4.3850e+02
3.8579e-01,-1.5198e+00,2.4781e+00,1.4185e+00,1.0765e+00,2.1033e+00,4.4177e+00,3.0751e+01,-4.4581e+02
4.1474e-01,-1.0866e+00,2.5915e+00,1.4061e-01,1.7579e+00,3.0624e+00,4.4785e+00,3.0947e+01,-4.2303e+02
4.5454e-01,-1.6609e+00,2.1712e+00,2.0182e+00,1.4684e+00,3.9960e+00,2.4144e+00,3.0206e+01,-4.3877e+02
1.1012e-01,-1.3241e+00,2.2799e+00,1.9389e+00,2.2180e+00,4.0362e+00,3.1984e+00,3.0483e+01,-4.5504e+02
9.6303e-02,-1.2223e+00,2.4536e+00,1.0857e+00,4.8849e-01,4.2353e+00,2.2166e+00,3.0869e+01,-4.6213e+02
4.2527e-01,-1.0125e+00,2.3259e+00,1.0571e+00,1.2472e+00,4.0815e+00,2.5752e+00,3.0368e+01,-4.4961e+02
-1.7031e-01,-1.2246e+00,2.4869e+00,2.2829e+00,1.3858e+00,2.4113e+00,4.4415e+00,3.0983e+01,-4.4293e+02
2.5748e-01,-1.4185e+00,2.3377e+00,1.2062e-01,2.5081e+00,3.1120e+00,4.2211e+00,3.0449e+01,-4.4658e+02
2.0636e-01,-7.3184e-01,2.2451e+00,2.2797e+00,2.3385e+00,3.1656e+00,4.0240e+00,3.0052e+01,-4.4954e+02
2.1141e-01,-5.2844e-01,2.6375e+00,8.3875e-01,1.3600e+00,4.0936e+00,3.9428e+00,3.0805e+01,-4.3188e+02
2.1356e-01,-8.2181e-01,2.6867e+00,1.8680e+00,1.0438e+00,3.0798e+00,4.5274e+00,3.1123e+01,-4.5093e+02
3.0974e-01,-9.6724e-01,2.4022e+00,1.8123e+00,1.3495e+00,4.1309e+00,2.8057e+00,3.0549e+01,-4.5305e+02
4.3197e-01,-6.9156e-01,2.5514e+00,2.6697e-02,3.2387e+00,3.0093e+00,4.2409e+00,3.0680e+01,-4.6322e+02
5.5526e-02,-1.0966e+00,2.5110e+00,2.0387e-01,2.1010e+00,3.1225e+00,4.4003e+00,3.0853e+01,-4.3160e+02
-2.4030e-01,-5.2719e-01,2.7101e+00,4.0338e-01,2.2094e+00,4.2370e+00,3.9339e+00,3.1213e+01,-4.4494e+02
-1.1308e-01,-6.1921e-01,2.8549e+00,2.8273e-01,3.3552e+00,2.4702e+00,4.6301e+00,3.1588e+01,-4.4536e+02
9.2626e-02,-5.0988e-01,2.6097e+00,1.4071e+00,6.5508e-01,3.3136e+00,4.3626e+00,3.0734e+01,-4.6226e+02
-1.1104e-01,-1.2213e+00,2.1118e+00,2.2475e+00,1.8687e+00,2.3510e+00,4.0622e+00,3.0042e+01,-4.6247e+02
-2.9139e-02,-5.2704e-01,2.6604e+00,1.3599e+00,1.1930e+00,3.0985e+00,4.4244e+00,3.0872e+01,-4.1875e+02
-2.5578e-01,-8.0767e-01,2.4935e+00,-1.4902e-02,2.3691e+00,3.7090e+00,4.1617e+00,3.0753e+01,-4.0538e+02
1.3091e-01,-8.5105e-01,2.7936e+00,2.9842e-01,1.0030e+00,2.3176e+00,4.6749e+00,3.1451e+01,-4.3586e+02
1.1150e-01,-8.5861e-01,2.5629e+00,2.2782e+00,1.3016e+00,3.8763e+00,4.2369e+00,3.0938e+01,-4.2903e+02
3.5279e-01,-1.2469e+00,2.4228e+00,1.3673e+00,2.2319e+00,4.1869e+00,3.2667e+00,3.0765e+01,-4.6178e+02
-1.6367e-01,-1.1691e+00,2.2611e+00,1.3374e+00,1.4574e+00,1.4871e+00,4.1575e+00,3.0222e+01,-4.5860e+02
-4.3129e-01,-8.8343e-01,2.4713e+00,9.1304e-01,2.0939e+00,2.9064e+00,4.3298e+00,3.0778e+01,-4.1334e+02
3.8538e-01,-1.5488e+00,2.4399e+00,7.4686e-01,3.2711e+00,2.7770e+00,4.2867e+00,3.0778e+01,-4.3987e+02
-5.3389e-01,-6.3838e-01,2.6004e+00,9.5829e-01,7.0464e-01,2.3319e+00,4.4088e+00,3.0923e+01,-4.3308e+02
6.6475e-02,-1.1208e+00,2.2750e+00,2.3492e+00,4.9958e-01,1.9519e+00,4.2124e+00,3.0344e+01,-4.2916e+02
2.3841e-01,-1.0904e+00,2.7009e+00,8.0312e-01,1.4728e+00,1.9620e+00,4.6451e+00,3.1328e+01,-4.5512e+02
3.6725e-01,-1.4875e+00,2.1375e+00,8.1480e-01,6.4169e-01,3.8656e+00,3.2509e+00,2.9984e+01,-4.5538e+02
4.0210e-01,-1.1615e+00,2.2428e+00,2.8979e-01,2.0169e+00,4.0133e+00,2.0087e+00,3.0220e+01,-4.4341e+02
3.1923e-01,-1.3037e+00,2.4535e+00,5.1004e-01,3.0402e+00,3.5735e+00,4.2143e+00,3.0761e+01,-4.2373e+02
2.5592e-01,-1.6098e+00,2.2435e+00,1.5785e+00,2.4692e+00,2.1658e+00,4.1712e+00,3.0214e+01,-4.5857e+02
-6.6045e-01,-8.6213e-01,2.3943e+00,1.0526e+00,2.0860e+00,3.1483e+00,4.2192e+00,3.0604e+01,-4.4681e+02
3.4992e-01,-9.3634e-01,2.6660e+00,1.8878e+00,3.2046e+00,2.0342e+00,4.5263e+00,3.1206e+01,-4.6322e+02
4.7727e-01,-8.7981e-01,2.6591e+00,1.4369e+00,2.6949e+00,4.3122e+00,3.7614e+00,3.1172e+01,-4.5211e+02
-1.6310e-01,-1.9533e+00,2.2725e+00,4.0937e-01,2.8244e+00,2.5231e+00,4.1613e+00,3.0453e+01,-4.6345e+02
-1.7269e-01,-5.0527e-01,2.8391e+00,1.8395e+00,7.2831e-01,3.1298e+00,4.6032e+00,3.1371e+01,-3.9953e+02
2.5166e-01,-7.9027e-01,2.3971e+00,1.5023e+00,6.3411e-01,3.7298e+00,4.0480e+00,3.0402e+01,-4.5627e+02
3.6722e-01,-8.5006e-01,2.3058e+00,2.3445e+00,2.5280e+00,2.4791e+00,4.1860e+00,3.0282e+01,-4.3402e+02
4.4951e-03,-7.7500e-01,2.3856e+00,1.6672e+00,1.4169e+00,4.0893e+00,2.0804e+00,3.0504e+01,-4.5705e+02
-1.4807e-01,-1.3353e+00,2.5268e+00,1.5195e+00,1.7035e+00,2.6628e+00,4.4610e+00,3.1037e+01,-4.3810e+02
-5.6551e-02,-1.2742e+00,2.4768e+00,1.4731e+00,2.5346e+00,2.2866e+00,4.4167e+00,3.0907e+01,-4.6193e+02
3.8157e-01,-8.9750e-01,2.5506e+00,1.1197e+00,2.1572e+00,3.8558e+00,4.2078e+00,3.0811e+01,-4.5528e+02
1.9081e-01,-6.8704e-01,2.6055e+00,8.6370e-01,3.2346e+00,3.0082e+00,4.3182e+00,3.0843e+01,-4.5496e+02
3.8085e-01,-1.4306e+00,2.4244e+00,1.4425e+00,2.5076e+00,2.0699e+00,4.3673e+00,3.0647e+01,-4.2714e+02
2.2538e-01,-1.6273e+00,2.2840e+00,1.6659e+00,1.3807e+00,4.1075e+00,1.9505e+00,3.0507e+01,-4.5258e+02
2.9179e-01,-6.2989e-01,2.9178e+00,1.3846e+00,7.1677e-01,3.6178e+00,4.6996e+00,3.1587e+01,-4.2973e+02
1.8608e-01,-7.4118e-01,2.4382e+00,9.4609e-01,9.1797e-01,4.1076e+00,3.0856e+00,3.0522e+01,-4.3363e+02
1.2805e-01,-1.0353e+00,2.4000e+00,1.7773e+00,1.9805e+00,1.7288e+00,4.2914e+00,3.0504e+01,-4.5730e+02
1.7526e-02,-6.9721e-01,2.7903e+00,4.8604e-01,5.4038e-01,4.3801e+00,3.9412e+00,3.1454e+01,-4.4742e+02
-2.8190e-02,-6.7311e-01,2.7710e+00,1.0139e+00,1.3657e+00,1.6275e+00,4.5795e+00,3.1247e+01,-4.5716e+02
4.2270e-01,-7.5414e-01,2.5194e+00,1.1184e+00,1.0808e+00,3.0894e+00,4.3240e+00,3.0558e+01,-4.5066e+02
1.9144e-01,-1.2830e+00,2.5421e+00,6.4677e-01,1.2532e+00,1.8325e+00,4.4536e+00,3.0879e+01,-4.5586e+02
4.8217e-01,-7.5673e-01,2.8356e+00,1.5187e+00,1.5751e+00,3.9009e+00,4.5811e+00,3.1430e+01,-4.5332e+02
-5.1505e-01,-6.1188e-01,2.5059e+00,8.2965e-01,2.1387e+00,4.1155e+00,3.5530e+00,3.0813e+01,-4.5345e+02
2.2379e-01,-1.0448e+00,2.4944e+00,1.8046e+00,2.2927e+00,2.8658e+00,4.3748e+00,3.0733e+01,-4.1158e+02
7.2726e-02,-1.0221e+00,2.5689e+00,1.8251e+00,3.4397e+00,3.7415e+00,4.1563e+00,3.1100e+01,-4.4897e+02
1.0407e-01,-1.9273e+00,2.4698e+00,8.6767e-01,1.7566e+00,3.5145e+00,4.3435e+00,3.0855e+01,-4.5289e+02
5.7994e-02,-1.0115e+00,2.5823e+00,1.7569e+00,1.7621e+00,3.8477e+00,4.3152e+00,3.1037e+01,-4.1752e+02
3.2017e-01,-5.6949e-01,2.8002e+00,1.9226e+00,3.6711e+00,3.0762e+00,4.4453e+00,3.1370e+01,-4.6077e+02
-1.3088e-01,-7.4549e-01,2.7157e+00,2.3479e-01,2.3527e+00,3.9809e+00,4.3685e+00,3.1320e+01,-4.5680e+02
-1.2912e-02,-6.6323e-01,2.6784e+00,-4.0575e-02,2.0934e+00,2.5118e+00,4.4888e+00,3.1021e+01,-3.9544e+02
-4.2625e-01,-5.7108e-01,2.5973e+00,1.2899e+00,2.3083e+00,2.8097e+00,4.3879e+00,3.0878e+01,-4.0551e+02
-3.1289e-01,-1.2454e+00,2.5132e+00,1.8646e+00,1.4686e+00,1.4463e+00,4.4441e+00,3.1020e+01,-4.4149e+02
5.2226e-02,-7.1313e-01,2.8597e+00,1.8641e+00,2.9343e+00,3.9605e+00,4.5421e+00,3.1587e+01,-4.5599e+02
-1.4842e-01,-9.4426e-01,2.5721e+00,9.5707e-01,1.4375e+00,2.0202e+00,4.4572e+00,3.0986e+01,-4.2248e+02
4.0440e-01,-1.2307e+00,2.4073e+00,1.3306e+00,1.7613e+00,3.9211e+00,4.0405e+00,3.0634e+01,-4.5029e+02
-2.5705e-01,-5.6252e-01,2.5836e+00,7.9075e-03,2.6146e+00,3.6482e+00,4.2188e+00,3.0823e+01,-4.5929e+02
3.1235e-01,-1.4551e+00,2.6042e+00,1.2490e+00,2.6294e+00,3.1303e+00,4.5107e+00,3.1116e+01,-4.5910e+02
-2.7184e-01,-7.6083e-01,2.5860e+00,1.8454e+00,1.3500e+00,2.5292e+00,4.4284e+00,3.0956e+01,-4.0173e+02
-1.2071e-02,-9.3987e-01,2.3637e+00,7.8247e-01,2.2603e+00,4.0967e+00,2.8206e+00,3.0559e+01,-4.6276e+02
1.0227e-01,-9.6589e-01,2.3870e+00,1.4808e+00,2.6666e+00,2.9380e+00,4.2065e+00,3.0445e+01,-4.2168e+02
-2.9850e-01,-6.2522e-01,2.7381e+00,5.1756e-01,3.3796e+00,2.0331e+00,4.4471e+00,3.1280e+01,-4.3473e+02
-1.2885e-02,-5.9947e-01,2.6092e+00,7.1414e-01,1.0646e+00,2.5668e+00,4.4107e+00,3.0810e+01,-4.6253e+02
1.7524e-01,-9.1633e-01,2.3641e+00,1.3415e+00,8.6240e-01,4.0906e+00,1.9893e+00,3.0430e+01,-4.4755e+02
4.5546e-01,-8.9166e-01,2.4805e+00,1.5135e-01,2.9967e+00,2.2672e+00,4.3054e+00,3.0619e+01,-4.5909e+02
2.7912e-02,-1.6711e+00,2.0200e+00,2.1405e+00,1.4952e+00,2.1163e+00,4.0130e+00,2.9852e+01,-4.5910e+02
4.9316e-01,-7.6792e-01,2.7364e+00,1.0106e+00,2.5437e+00,3.3094e+00,4.5798e+00,3.1206e+01,-4.2932e+02
4.1416e-01,-8.2337e-01,2.7752e+00,1.2188e+00,3.0261e+00,3.5917e+00,4.5735e+00,3.1365e+01,-4.2913e+02
1.1371e-01,-7.0180e-01,2.5888e+00,1.0548e+00,1.2473e+00,4.2685e+00,3.0168e+00,3.0929e+01,-4.3037e+02
-2.0887e-01,-5.7683e-01,2.8411e+00,6.0330e-01,1.3308e+00,4.4266e+00,3.9853e+00,3.1608e+01,-4.5972e+02
2.9886e-01,-1.7638e+00,2.4925e+00,1.4364e+00,1.5449e+00,2.0319e+00,4.4529e+00,3.0865e+01,-4.5335e+02
2.1298e-01,-1.5367e+00,2.3023e+00,7.2598e-01,1.1973e+00,2.3920e+00,4.2259e+00,3.0296e+01,-4.4446e+02
-3.3792e-01,-1.4234e+00,2.3578e+00,1.5687e+00,1.2875e+00,3.2099e+00,4.2734e+00,3.0704e+01,-4.4346e+02
-2.7169e-01,-5.7077e-01,2.6152e+00,1.2846e+00,2.5421e+00,3.9093e+00,4.1159e+00,3.0916e+01,-4.1990e+02
2.5975e-01,-1.1095e+00,2.7146e+00,3.7685e-01,9.9266e-01,1.9805e+00,4.6407e+00,3.1331e+01,-4.3612e+02
-2.2414e-01,-7.7136e-01,2.3849e+00,1.9326e+00,2.6118e+00,2.1734e+00,4.1946e+00,3.0442e+01,-4.4780e+02
4.7427e-01,-1.2453e+00,2.3301e+00,1.9960e+00,1.3181e+00,2.2797e+00,4.2737e+00,3.0369e+01,-4.2620e+02
4.2294e-01,-8.2866e-01,2.5396e+00,2.1409e+00,1.1956e+00,2.7055e+00,4.4165e+00,3.0723e+01,-4.3484e+02
-2.8502e-01,-8.4260e-01,2.4501e+00,8.0272e-01,1.2846e+00,3.3840e+00,4.2309e+00,3.0658e+01,-4.3996e+02
-6.5212e-01,-5.6164e-01,2.5667e+00,1.2106e+00,2.0173e+00,2.3099e+00,4.3618e+00,3.0814e+01,-4.4992e+02
-2.5233e-01,-1.0737e+00,2.2943e+00,1.3874e+00,6.5227e-01,1.9730e+00,4.1836e+00,3.0295e+01,-4.4132e+02
9.3573e-02,-7.0547e-01,2.7485e+00,6.4673e-02,6.9725e-01,2.0797e+00,4.5906e+00,3.1216e+01,-3.9343e+02
8.1219e-02,-7.0926e-01,2.5379e+00,1.6829e+00,5.5875e-01,4.1199e+00,3.6948e+00,3.0772e+01,-4.0372e+02
-5.5297e-02,-7.5896e-01,2.5628e+00,6.6281e-01,3.1780e+00,1.5207e+00,4.3009e+00,3.0820e+01,-4.5742e+02
1.6193e-01,-7.0164e-01,2.5342e+00,1.4402e+00,1.1005e+00,3.3657e+00,4.3108e+00,3.0660e+01,-4.0973e+02
-5.2941e-01,-6.6220e-01,2.6360e+00,4.8989e-01,5.8456e-01,2.8279e+00,4.4593e+00,3.1051e+01,-4.2999e+02
2.2902e-01,-1.0255e+00,2.5126e+00,4.2549e-01,2.2055e+00,2.7964e+00,4.3760e+00,3.0713e+01,-4.4123e+02
-2.1502e-01,-6.2411e-01,2.7839e+00,1.8775e-01,5.5505e-01,2.9661e+00,4.6154e+00,3.1385e+01,-4.4525e+02
5.3621e-02,-1.6016e+00,2.3531e+00,1.2339e+00,1.9865e+00,4.0489e+00,3.7555e+00,3.0710e+01,-4.4921e+02
2.2628e-01,-1.2392e+00,2.3695e+00,2.0048e+00,1.0103e+00,2.4900e+00,4.2986e+00,3.0487e+01,-4.4198e+02
3.8575e-01,-5.6648e-01,2.7255e+00,1.3600e+00,1.2794e+00,3.2008e+00,4.5167e+00,3.0989e+01,-4.4562e+02
2.0414e-01,-1.3541e+00,2.1984e+00,1.4549e+00,5.8144e-01,3.9762e+00,2.8841e+00,3.0195e+01,-4.4741e+02
2.7021e-01,-7.9422e-01,2.3864e+00,1.6438e-01,1.0646e+00,4.0476e+00,3.0673e+00,3.0365e+01,-4.1080e+02
-1.4298e-02,-6.1050e-01,2.7500e+00,5.1187e-01,2.3598e+00,4.4155e+00,2.5331e+00,3.1331e+01,-4.3987e+02
7.5478e-02,-1.9315e+00,2.3775e+00,2.2406e+00,9.3903e-01,2.2223e+00,4.3683e+00,3.0718e+01,-4.5102e+02
1.0980e-01,-1.5736e+00,2.4694e+00,1.6659e-02,1.2939e+00,3.5789e+00,4.2999e+00,3.0793e+01,-4.5733e+02
4.2548e-01,-1.2761e+00,2.1583e+00,8.4135e-01,1.5788e+00,3.7814e+00,3.5482e+00,2.9946e+01,-4.5991e+02
1.7931e-01,-1.1379e+00,2.2672e+00,-1.2213e-02,1.1278e+00,3.8247e+00,3.7566e+00,3.0230e+01,-4.2738e+02
9.4984e-02,-6.3970e-01,2.5464e+00,1.7444e+00,1.4338e+00,2.0143e+00,4.3816e+00,3.0676e+01,-4.4597e+02
2.4425e-01,-8.3768e-01,2.7533e+00,1.3102e+00,3.3609e+00,3.0248e+00,4.5562e+00,3.1374e+01,-4.4054e+02
7.3796e-02,-1.1783e+00,2.3648e+00,7.4376e-01,8.8405e-01,3.4409e+00,4.1966e+00,3.0482e+01,-4.5551e+02
-1.8920e-02,-6.4210e-01,2.5762e+00,2.2472e+00,2.5292e+00,4.1764e+00,3.4935e+00,3.0914e+01,-4.4092e+02
-1.3341e-01,-6.0602e-01,2.6128e+00,1.7516e+00,1.4911e+00,4.2595e+00,3.3301e+00,3.1020e+01,-4.4069e+02
1.4634e-01,-6.1072e-01,2.9249e+00,8.7615e-01,2.8669e+00,3.1994e+00,4.7335e+00,3.1658e+01,-4.3947e+02
-1.3897e-01,-7.4870e-01,2.4625e+00,8.8361e-01,8.0900e-01,3.7513e+00,4.0525e+00,3.0560e+01,-4.3874e+02
-6.8064e-01,-5.4584e-01,2.7341e+00,4.4261e-01,1.4441e+00,2.5356e+00,4.5516e+00,3.1276e+01,-4.4718e+02
-2.1386e-01,-7.1478e-01,2.6839e+00,1.2284e-01,1.2827e+00,3.8491e+00,4.3421e+00,3.1136e+01,-4.6422e+02
4.0332e-01,-1.0043e+00,2.7137e+00,1.8020e+00,1.8422e+00,2.8691e+00,4.6287e+00,3.1299e+01,-4.6410e+02
3.1965e-01,-5.9478e-01,2.6173e+00,2.1484e+00,1.3823e+00,3.6417e+00,4.3677e+00,3.0860e+01,-4.6128e+02
-2.5011e-02,-1.6373e+00,2.4547e+00,8.1876e-01,1.9082e+00,2.1974e+00,4.3990e+00,3.0829e+01,-4.2335e+02
-4.7244e-01,-1.1759e+00,2.4226e+00,8.5022e-01,4.6658e-01,2.7701e+00,4.3495e+00,3.0799e+01,-4.5099e+02
1.3933e-01,-1.1368e+00,2.2714e+00,2.3050e+00,7.7398e-01,2.5074e+00,4.1988e+00,3.0296e+01,-4.2486e+02
-1.8847e-01,-1.5396e+00,2.4401e+00,1.4339e+00,1.2767e+00,1.9159e+00,4.4109e+00,3.0881e+01,-4.4782e+02
2.8460e-01,-8.2195e-01,2.4458e+00,2.5492e+00,1.0151e+00,3.7420e+00,4.1694e+00,3.0685e+01,-4.3824e+02
5.0142e-02,-1.8138e+00,2.4124e+00,1.1175e+00,1.6376e+00,1.3872e+00,4.3602e+00,3.0678e+01,-4.3637e+02
