niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-1.5531e+05,-1.5532e+05,-2.4969e-03,-1.5532e+05,1.2922e-01,6.6871e+00,inf,6.4124e-01,-2.6831e-02,-1.4816e+00,-5.9307e-01,1.7762e+00,2.3586e+00,4.0149e+00,4.8610e+00
2.0000e+00,1.0000e+00,4.9751e-01,-1.5523e+05,-1.5523e+05,-4.9938e-03,-1.5523e+05,1.2924e-01,6.6896e+00,1.3128e+05,1.3147e+00,-5.1427e-01,-1.8607e+00,-2.0294e+00,1.5837e+00,-8.1911e-01,2.1949e+00,4.8718e+00
3.0000e+00,1.0000e+00,7.4442e-01,-1.5510e+05,-1.5510e+05,-7.4906e-03,-1.5510e+05,1.2926e-01,6.6921e+00,1.3119e+05,1.9684e+00,1.4539e-01,-1.1995e+00,1.2183e-01,6.5674e-01,5.6773e-01,3.8425e+00,4.9114e+00
4.0000e+00,1.0000e+00,9.9010e-01,-1.5503e+05,-1.5504e+05,-9.9875e-03,-1.5504e+05,1.2929e-01,6.6946e+00,1.3106e+05,2.6111e+00,-2.5311e-01,-1.4600e+00,-2.1228e+00,1.1717e+00,2.2174e+00,1.3841e+00,4.8478e+00
5.0000e+00,1.0000e+00,1.2346e+00,-1.5503e+05,-1.5503e+05,-1.2484e-02,-1.5503e+05,1.2913e-01,6.6777e+00,1.3100e+05,3.2603e+00,-6.6183e-01,-1.3484e+00,-1.8347e+00,1.5798e+00,2.4420e+00,3.3658e+00,4.7807e+00
6.0000e+00,1.0000e+00,1.4778e+00,-1.5497e+05,-1.5498e+05,-1.4981e-02,-1.5498e+05,1.2934e-01,6.6996e+00,1.3099e+05,3.9080e+00,-3.3407e-01,-6.1285e-01,-8.0575e-02,-1.4077e+00,1.1669e+00,5.9124e-01,4.9354e+00
7.0000e+00,1.0000e+00,1.7199e+00,-1.5497e+05,-1.5497e+05,-1.7478e-02,-1.5497e+05,1.2738e-01,6.4983e+00,1.3094e+05,4.3838e+00,8.0521e-02,-6.4461e-01,-1.6559e+00,-7.0713e-01,1.6751e+00,3.7149e+00,4.8703e+00
8.0000e+00,1.0000e+00,1.9608e+00,-1.5494e+05,-1.5494e+05,-1.9975e-02,-1.5494e+05,1.2939e-01,6.7046e+00,1.3093e+05,4.8563e+00,-9.2384e-01,-5.6973e-01,-2.0507e+00,-1.4268e+00,2.6234e+00,3.4519e+00,4.8260e+00
9.0000e+00,1.0000e+00,2.2005e+00,-1.5466e+05,-1.5467e+05,-2.2472e-02,-1.5467e+05,1.2941e-01,6.7071e+00,1.3090e+05,5.3458e+00,-7.2510e-02,-1.0289e+00,-1.1991e+00,2.1859e+00,6.5361e-01,3.3393e+00,4.8141e+00
1.0000e+01,1.0000e+00,2.4390e+00,-1.5466e+05,-1.5466e+05,-2.4969e-02,-1.5466e+05,1.2889e-01,6.6536e+00,1.3063e+05,5.9489e+00,-6.3093e-01,-1.9361e+00,-1.7751e+00,-1.5537e+00,1.6981e+00,3.4474e+00,4.6721e+00
1.1000e+01,1.0000e+00,2.6764e+00,-1.5460e+05,-1.5461e+05,-2.7466e-02,-1.5461e+05,1.2946e-01,6.7121e+00,1.3062e+05,6.5837e+00,-1.0303e-01,-1.4857e+00,-1.6966e+00,-1.3185e+00,-4.5528e-01,1.0522e+00,4.7388e+00
1.2000e+01,1.0000e+00,2.9126e+00,-1.5456e+05,-1.5456e+05,-2.9963e-02,-1.5456e+05,1.2948e-01,6.7146e+00,1.3056e+05,7.2488e+00,-9.6318e-01,-1.6140e+00,-1.1258e+00,-1.7002e+00,7.6247e-01,3.5183e+00,4.6283e+00
1.3000e+01,1.0000e+00,3.1477e+00,-1.5455e+05,-1.5456e+05,-3.2459e-02,-1.5456e+05,1.2675e-01,6.4338e+00,1.3052e+05,7.7218e+00,-9.1433e-01,-9.9587e-01,3.0215e-01,1.0987e+00,2.0637e+00,2.3396e+00,4.7989e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.5446e+05,-1.5446e+05,-3.4956e-02,-1.5446e+05,1.2953e-01,6.7196e+00,1.3052e+05,8.3601e+00,-5.2262e-01,-8.1771e-01,-5.0861e-01,-7.1472e-02,1.8799e-01,3.7912e+00,4.6574e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.5444e+05,-1.5445e+05,-3.7453e-02,-1.5445e+05,1.2955e-01,6.7220e+00,1.3042e+05,8.9944e+00,8.7859e-02,-5.3932e-01,-6.2438e-01,4.5405e-02,-1.0353e+00,2.5325e+00,4.7947e+00
1.6000e+01,1.0000e+00,3.8462e+00,-1.5432e+05,-1.5433e+05,-3.9950e-02,-1.5433e+05,1.2958e-01,6.7246e+00,1.3041e+05,9.6364e+00,-9.0094e-01,-9.9648e-01,-1.3844e+00,6.3310e-01,-2.0752e-01,1.1789e+00,4.6668e+00
1.7000e+01,1.0000e+00,4.0767e+00,-1.5429e+05,-1.5430e+05,-4.2447e-02,-1.5430e+05,1.2960e-01,6.7271e+00,1.3029e+05,1.0289e+01,-4.3978e-01,-6.9508e-01,-7.6822e-01,-4.1927e-01,1.2170e+00,2.8600e-01,4.7122e+00
1.8000e+01,1.0000e+00,4.3062e+00,-1.5424e+05,-1.5425e+05,-4.4944e-02,-1.5425e+05,1.2963e-01,6.7296e+00,1.3026e+05,1.0924e+01,-1.0873e-01,-1.7345e+00,-1.0828e+00,-7.7429e-01,-6.1362e-01,3.6910e+00,4.5758e+00
