logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.2068e-02,-1.0364e+00,9.8762e-01,1.6256e+00,1.7223e+00,3.8847e+00,4.5718e+00,3.0925e+01,-1.7512e+02
2.3589e-03,-1.3328e+00,7.1898e-01,3.7824e-01,1.6412e+00,3.4368e+00,4.6894e+00,3.1017e+01,-1.6111e+02
1.1237e-01,-1.5306e+00,8.3848e-01,7.2795e-01,2.3304e+00,3.2860e+00,4.6146e+00,3.0802e+01,-1.6096e+02
2.3684e-01,-1.6535e+00,8.3233e-01,1.2397e+00,1.8099e+00,3.7431e+00,4.5969e+00,3.0841e+01,-1.7008e+02
1.8945e-01,-1.6561e+00,6.1616e-01,1.4289e+00,1.1633e+00,3.7021e+00,4.6232e+00,3.0894e+01,-1.6318e+02
1.0691e-01,-1.4343e+00,7.9621e-01,4.4202e-01,8.9966e-01,3.6876e+00,4.6105e+00,3.0878e+01,-1.6635e+02
1.6374e-01,-1.6747e+00,1.0387e+00,9.8261e-01,2.8006e+00,2.8871e+00,4.7580e+00,3.1118e+01,-1.7549e+02
-3.5447e-02,-1.0940e+00,6.6711e-01,1.0855e+00,2.4583e+00,4.0396e+00,4.6022e+00,3.1105e+01,-1.6715e+02
1.5925e-01,-1.2803e+00,4.3655e-01,1.6009e+00,1.9291e+00,4.0652e+00,4.4850e+00,3.0864e+01,-1.7372e+02
4.2897e-02,-1.4706e+00,7.9518e-01,6.2931e-01,1.7470e+00,2.9227e+00,4.7351e+00,3.1058e+01,-1.6557e+02
7.7862e-02,-1.3836e+00,7.7286e-01,1.9144e+00,1.4788e+00,2.8173e+00,4.6767e+00,3.0892e+01,-1.4159e+02
8.5328e-02,-1.4097e+00,6.2750e-01,1.3711e+00,2.4951e+00,3.4196e+00,4.6730e+00,3.0966e+01,-1.7303e+02
7.6757e-02,-1.4080e+00,8.2139e-01,1.8959e+00,1.5512e+00,2.9059e+00,4.6799e+00,3.0911e+01,-1.5014e+02
1.0914e-01,-1.5218e+00,3.5190e-01,1.2550e+00,1.6138e+00,3.5629e+00,4.6225e+00,3.0866e+01,-1.6734e+02
-2.0020e-01,-1.0552e+00,7.6022e-01,1.3246e+00,2.6221e+00,3.1158e+00,4.7848e+00,3.1270e+01,-1.7395e+02
2.1264e-01,-1.9815e+00,6.4748e-01,9.1479e-01,1.8935e+00,3.3968e+00,4.6543e+00,3.0874e+01,-1.6340e+02
1.7553e-01,-1.6308e+00,1.0025e+00,1.2392e+00,2.7226e+00,3.0668e+00,4.7239e+00,3.1037e+01,-1.7559e+02
1.6843e-01,-1.7933e+00,8.8135e-01,1.1408e+00,2.4071e+00,3.0019e+00,4.7410e+00,3.1058e+01,-1.6323e+02
2.0617e-01,-1.9069e+00,5.2760e-01,5.3647e-01,2.2705e+00,3.2308e+00,4.5776e+00,3.0680e+01,-1.7766e+02
1.8679e-01,-1.9367e+00,4.1225e-01,1.3012e+00,9.2499e-01,3.1915e+00,4.6345e+00,3.0797e+01,-1.6508e+02
9.4313e-02,-1.5308e+00,7.1807e-01,6.9614e-01,2.3914e+00,3.1039e+00,4.6371e+00,3.0838e+01,-1.4978e+02
-5.7290e-02,-1.2666e+00,8.2976e-01,4.4423e-01,1.3630e+00,3.0921e+00,4.7554e+00,3.1144e+01,-1.7093e+02
1.9410e-01,-1.7547e+00,5.7371e-01,1.7711e+00,1.2323e+00,2.6615e+00,4.6311e+00,3.0745e+01,-1.6405e+02
-9.7918e-04,-1.1908e+00,9.9156e-01,1.6623e+00,1.2163e+00,3.7438e+00,4.6722e+00,3.1058e+01,-1.6857e+02
7.7163e-02,-1.1326e+00,7.4602e-01,1.8693e+00,2.3765e+00,4.0674e+00,4.5540e+00,3.1005e+01,-1.5536e+02
-5.1631e-02,-1.0543e+00,1.0229e+00,2.0881e-01,2.4666e+00,4.0135e+00,4.5514e+00,3.1001e+01,-1.6502e+02
1.7324e-01,-1.6158e+00,9.3945e-01,1.4452e+00,2.4400e+00,3.3762e+00,4.7159e+00,3.1037e+01,-1.6808e+02
1.7096e-01,-1.9560e+00,7.5560e-01,5.7582e-01,1.7761e+00,3.1928e+00,4.6725e+00,3.0902e+01,-1.5138e+02
9.1568e-02,-1.3219e+00,8.0917e-01,2.0660e+00,1.1214e+00,2.5757e+00,4.6386e+00,3.0778e+01,-1.6075e+02
-1.6676e-01,-1.1371e+00,7.6550e-01,5.9488e-01,1.4049e+00,2.7914e+00,4.7223e+00,3.1069e+01,-1.7126e+02
