logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.4715e-01,-1.0022e+00,8.2972e-01,3.6230e-01,8.8585e-01,2.3254e+00,3.9339e+00,3.1002e+01,-4.5917e+02
2.2686e-01,-1.0019e+00,8.4924e-01,-3.4984e-02,8.6349e-01,2.4409e+00,3.9351e+00,3.1017e+01,-4.6089e+02
2.4990e-01,-1.0062e+00,8.3447e-01,1.0178e-01,9.1054e-01,2.4858e+00,3.9441e+00,3.1023e+01,-4.5850e+02
2.4955e-01,-1.0034e+00,7.9952e-01,9.5504e-03,1.0705e+00,2.5391e+00,3.9312e+00,3.1012e+01,-4.5996e+02
2.4441e-01,-1.0050e+00,8.1528e-01,2.2805e-02,1.5923e+00,2.4132e+00,3.9261e+00,3.1004e+01,-4.6100e+02
2.1497e-01,-1.0006e+00,8.3392e-01,1.8389e-01,8.4739e-01,2.3796e+00,3.9472e+00,3.1034e+01,-4.5884e+02
2.4843e-01,-1.0030e+00,8.5020e-01,4.3230e-01,1.1520e+00,2.5130e+00,3.9314e+00,3.1005e+01,-4.6100e+02
2.4197e-01,-1.0008e+00,8.4766e-01,1.8654e-02,8.5750e-01,2.4174e+00,3.9411e+00,3.1010e+01,-4.5962e+02
2.4741e-01,-1.0146e+00,8.6411e-01,1.4364e-01,1.2518e+00,2.4781e+00,3.9319e+00,3.1017e+01,-4.6089e+02
2.3658e-01,-1.0041e+00,8.0549e-01,-6.5076e-02,8.0969e-01,2.3466e+00,3.9444e+00,3.1007e+01,-4.6085e+02
2.4664e-01,-1.0036e+00,8.2761e-01,6.9603e-02,1.1001e+00,2.3401e+00,3.9362e+00,3.1001e+01,-4.5944e+02
2.3775e-01,-1.0027e+00,8.5916e-01,1.1858e-01,1.0040e+00,2.4806e+00,3.9353e+00,3.1010e+01,-4.6049e+02
2.4653e-01,-1.0077e+00,8.6357e-01,3.7730e-01,1.5995e+00,2.4311e+00,3.9292e+00,3.1016e+01,-4.6051e+02
2.1063e-01,-1.0002e+00,8.1572e-01,2.2158e-01,8.8881e-01,2.3435e+00,3.9373e+00,3.1009e+01,-4.6053e+02
2.4194e-01,-1.0040e+00,8.4644e-01,2.4479e-03,8.6747e-01,2.4208e+00,3.9471e+00,3.1039e+01,-4.6109e+02
2.4331e-01,-1.0004e+00,8.3108e-01,-3.0396e-02,1.4155e+00,2.3932e+00,3.9327e+00,3.1005e+01,-4.6070e+02
2.4105e-01,-1.0002e+00,8.5309e-01,3.2560e-01,1.2805e+00,2.3351e+00,3.9402e+00,3.1020e+01,-4.6054e+02
2.2927e-01,-1.0086e+00,8.5880e-01,3.6111e-02,1.0091e+00,2.3949e+00,3.9476e+00,3.1045e+01,-4.6063e+02
2.3625e-01,-1.0066e+00,7.9605e-01,1.6278e-01,7.9356e-01,2.3707e+00,3.9455e+00,3.1018e+01,-4.5990e+02
2.4806e-01,-1.0103e+00,8.2958e-01,3.3518e-01,1.2635e+00,2.5026e+00,3.9259e+00,3.1004e+01,-4.5845e+02
2.4320e-01,-1.0105e+00,8.4410e-01,-1.3025e-02,7.3579e-01,2.4881e+00,3.9453e+00,3.1040e+01,-4.6065e+02
