niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-5.4954e+05,-5.4954e+05,-1.9980e-03,-5.4954e+05,1.6617e-01,6.9098e+00,inf,5.9504e+00,-9.6260e-01,-6.7441e-01,5.4203e-01,1.3670e+00,2.4506e+00,2.1479e+00,5.8483e+00,2.8053e+01
2.0000e+00,1.0000e+00,3.9841e-01,-5.1299e+05,-5.1299e+05,-3.9960e-03,-5.1299e+05,1.6619e-01,6.9117e+00,5.4919e+05,1.1764e+01,-5.9412e-01,-1.2165e+00,-1.3730e+00,2.1208e+00,3.4124e+00,3.3768e+00,5.9135e+00,2.8715e+01
3.0000e+00,1.0000e+00,5.9642e-01,-5.0296e+05,-5.0297e+05,-5.9940e-03,-5.0297e+05,1.6621e-01,6.9138e+00,5.1265e+05,1.7817e+01,1.4012e-01,-7.5109e-01,4.7346e-01,1.4416e+00,2.2282e+00,1.2092e+00,5.8919e+00,2.8283e+01
4.0000e+00,1.0000e+00,7.9365e-01,-4.9855e+05,-4.9856e+05,-7.9920e-03,-4.9856e+05,1.6624e-01,6.9158e+00,5.0262e+05,2.3656e+01,-7.4482e-01,-9.2243e-01,1.7129e+00,-2.1655e-01,3.7725e+00,4.1255e+00,5.6022e+00,2.8151e+01
5.0000e+00,1.0000e+00,9.9010e-01,-4.9203e+05,-4.9204e+05,-9.9900e-03,-4.9204e+05,1.6626e-01,6.9177e+00,4.9821e+05,2.9691e+01,-4.1416e-01,-7.7647e-01,2.1283e+00,2.9487e+00,2.7219e-01,1.5824e+00,5.8574e+00,2.8578e+01
6.0000e+00,1.0000e+00,1.1858e+00,-4.7483e+05,-4.7483e+05,-1.1988e-02,-4.7483e+05,1.6629e-01,6.9197e+00,4.9169e+05,3.5744e+01,4.7627e-01,-1.0842e+00,8.4048e-01,1.8841e+00,2.0856e+00,1.8515e+00,5.8594e+00,2.8384e+01
7.0000e+00,1.0000e+00,1.3807e+00,-4.7446e+05,-4.7447e+05,-1.3986e-02,-4.7447e+05,1.6631e-01,6.9217e+00,4.7448e+05,4.1910e+01,-7.9379e-01,-9.5638e-01,5.1569e-01,6.1740e-01,2.9086e+00,4.4495e+00,5.6141e+00,2.8429e+01
8.0000e+00,1.0000e+00,1.5748e+00,-4.6034e+05,-4.6035e+05,-1.5984e-02,-4.6035e+05,1.6633e-01,6.9237e+00,4.7412e+05,4.7921e+01,-1.9678e-01,-1.3328e+00,-1.6779e+00,1.6902e+00,3.7355e+00,4.9790e+00,5.6556e+00,2.8739e+01
9.0000e+00,1.0000e+00,1.7682e+00,-4.4605e+05,-4.4606e+05,-1.7982e-02,-4.4606e+05,1.6636e-01,6.9257e+00,4.6000e+05,5.4470e+01,4.5366e-01,-8.7605e-01,1.9646e+00,-3.8014e-01,3.2137e+00,4.0341e+00,5.7813e+00,2.8459e+01
1.0000e+01,1.0000e+00,1.9608e+00,-4.4538e+05,-4.4539e+05,-1.9980e-02,-4.4539e+05,1.6638e-01,6.9277e+00,4.4571e+05,6.0673e+01,4.9157e-01,-1.1494e+00,1.6799e+00,-3.6910e-01,5.5192e-01,2.4310e+00,5.7544e+00,2.8415e+01
1.1000e+01,1.0000e+00,2.1526e+00,-4.3656e+05,-4.3656e+05,-2.1978e-02,-4.3656e+05,1.6641e-01,6.9297e+00,4.4504e+05,6.6484e+01,-4.3809e-01,-1.9054e+00,-5.0476e-02,2.1451e+00,2.9484e+00,1.8861e+00,5.3870e+00,2.8115e+01
1.2000e+01,1.0000e+00,2.3438e+00,-4.3137e+05,-4.3137e+05,-2.3976e-02,-4.3137e+05,1.6643e-01,6.9317e+00,4.3621e+05,7.2472e+01,3.3783e-01,-7.8447e-01,2.0901e+00,3.0971e+00,2.2409e+00,2.3546e+00,5.6092e+00,2.8203e+01
1.3000e+01,1.0000e+00,2.5341e+00,-4.2694e+05,-4.2695e+05,-2.5974e-02,-4.2695e+05,1.6645e-01,6.9337e+00,4.3103e+05,7.8573e+01,-2.8864e-01,-1.9234e+00,-6.6346e-01,1.3652e+00,2.2597e+00,2.5742e+00,5.3740e+00,2.8131e+01
1.4000e+01,1.0000e+00,2.7237e+00,-4.2558e+05,-4.2559e+05,-2.7972e-02,-4.2559e+05,1.6648e-01,6.9357e+00,4.2660e+05,8.4564e+01,-1.6083e-01,-1.8590e+00,1.3955e+00,1.3099e+00,6.3682e-01,3.6947e+00,5.6680e+00,2.8792e+01
1.5000e+01,1.0000e+00,2.9126e+00,-4.2169e+05,-4.2169e+05,-2.9970e-02,-4.2169e+05,1.6650e-01,6.9377e+00,4.2524e+05,9.0584e+01,3.5482e-01,-8.8113e-01,-3.7248e-01,-6.9641e-01,2.5213e+00,4.2131e+00,5.6420e+00,2.8438e+01
1.6000e+01,1.0000e+00,3.1008e+00,-4.1620e+05,-4.1621e+05,-3.1968e-02,-4.1621e+05,1.6653e-01,6.9397e+00,4.2135e+05,9.6609e+01,-9.0637e-01,-1.6110e+00,3.6241e-01,1.2378e+00,3.6061e+00,1.3303e+00,5.7618e+00,2.9360e+01
1.7000e+01,1.0000e+00,3.2882e+00,-4.0603e+05,-4.0604e+05,-3.3966e-02,-4.0604e+05,1.6655e-01,6.9417e+00,4.1586e+05,1.0243e+02,-8.3699e-01,-1.2845e+00,2.1627e+00,-4.6626e-01,3.2853e+00,5.0508e+00,2.8057e+00,2.8179e+01
1.8000e+01,1.0000e+00,3.4749e+00,-4.0098e+05,-4.0098e+05,-3.5964e-02,-4.0098e+05,1.6657e-01,6.9437e+00,4.0569e+05,1.0840e+02,-6.7716e-01,-1.9724e+00,1.6856e+00,-2.8897e-01,8.8454e-01,5.0785e+00,5.2470e+00,2.8980e+01
1.9000e+01,1.0000e+00,3.6609e+00,-3.8251e+05,-3.8252e+05,-3.7962e-02,-3.8252e+05,1.6660e-01,6.9457e+00,4.0064e+05,1.1414e+02,-9.8817e-01,-1.0616e+00,5.4091e-01,2.0707e-01,2.6191e+00,5.0218e+00,4.6724e+00,2.8521e+01
2.0000e+01,1.0000e+00,3.8462e+00,-3.7596e+05,-3.7596e+05,-3.9960e-02,-3.7596e+05,1.6662e-01,6.9477e+00,3.8217e+05,1.1992e+02,-8.0872e-01,-1.8307e+00,1.1553e+00,2.2371e-01,3.4826e+00,2.4226e+00,5.4317e+00,2.8946e+01
2.1000e+01,1.0000e+00,4.0307e+00,-3.7536e+05,-3.7537e+05,-4.1958e-02,-3.7537e+05,1.6665e-01,6.9497e+00,3.7562e+05,1.2587e+02,-2.3532e-01,-6.7731e-01,1.5739e+00,1.8523e+00,8.3043e-01,1.5900e+00,5.4473e+00,2.8592e+01
2.2000e+01,2.0000e+00,4.2065e+00,-3.7388e+05,-3.7389e+05,-4.3956e-02,-3.7389e+05,1.6667e-01,6.9517e+00,3.7502e+05,1.3775e+02,-3.7116e-01,-1.1470e+00,-1.5995e+00,3.2487e+00,2.3523e+00,4.2265e+00,5.6609e+00,2.9366e+01
2.3000e+01,1.0000e+00,4.3893e+00,-3.6615e+05,-3.6616e+05,-4.5954e-02,-3.6616e+05,1.6669e-01,6.9537e+00,3.7354e+05,1.4371e+02,-4.2551e-01,-1.0129e+00,1.7585e+00,1.5569e+00,1.5884e+00,2.1421e+00,5.3966e+00,2.8693e+01
2.4000e+01,1.0000e+00,4.5714e+00,-3.6559e+05,-3.6560e+05,-4.7952e-02,-3.6560e+05,1.6672e-01,6.9557e+00,3.6581e+05,1.4966e+02,1.8598e-01,-1.2359e+00,9.0311e-01,1.4250e+00,2.2125e-01,3.3800e+00,5.2139e+00,2.8017e+01
2.5000e+01,1.0000e+00,4.7529e+00,-3.6264e+05,-3.6264e+05,-4.9950e-02,-3.6264e+05,1.6674e-01,6.9577e+00,3.6525e+05,1.5549e+02,-5.8994e-02,-1.6075e+00,5.6386e-01,1.4858e+00,6.7763e-01,3.7369e+00,5.7084e+00,2.9427e+01
