logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.0575e-01,-5.0141e-01,-6.0745e-01,2.4160e+00,2.4563e+00,3.3184e+00,3.3525e+00,2.9261e+01,-3.3834e+02
2.1982e-02,-8.4509e-01,3.6367e-01,2.2367e+00,5.6762e-01,2.8453e+00,3.6115e+00,2.9105e+01,-4.2941e+02
1.7772e-01,-5.6453e-01,-7.9391e-02,2.3647e+00,2.7630e+00,3.1156e+00,3.4460e+00,2.9255e+01,-3.7828e+02
1.6775e-01,-5.1593e-01,-4.5353e-01,2.2869e+00,2.6583e+00,2.1069e+00,3.5251e+00,2.8937e+01,-4.2247e+02
-1.7024e-03,-1.7417e+00,-2.6716e-01,2.1941e+00,1.6999e+00,2.6827e+00,3.7423e+00,2.9344e+01,-4.1298e+02
1.5361e-01,-1.2096e+00,-9.0717e-03,2.3072e+00,7.1269e-01,1.5836e+00,3.7814e+00,2.9239e+01,-3.4489e+02
1.2977e-01,-1.5928e+00,-5.0678e-01,2.1387e+00,5.1866e-01,2.7142e+00,3.6224e+00,2.9022e+01,-3.6585e+02
2.2363e-01,-5.7568e-01,-3.8648e-01,2.2895e+00,2.0953e+00,3.4519e+00,2.6377e+00,2.8953e+01,-3.6975e+02
2.3856e-01,-1.5638e+00,-9.2186e-01,2.1589e+00,1.8402e+00,3.4892e+00,2.9599e+00,2.9172e+01,-3.6702e+02
2.1551e-01,-9.5619e-01,-8.5987e-01,2.3078e+00,1.7511e+00,3.1205e+00,3.5744e+00,2.9158e+01,-4.0412e+02
1.0666e-01,-1.1232e+00,-8.2529e-01,2.2326e+00,2.2001e+00,2.5493e+00,3.6905e+00,2.9196e+01,-3.7525e+02
1.0592e-01,-1.5724e+00,3.3479e-01,2.2708e+00,9.6134e-01,2.3106e+00,3.7933e+00,2.9337e+01,-3.7514e+02
2.4423e-02,-1.8807e+00,-5.2259e-01,2.2820e+00,1.1614e+00,1.9263e+00,3.8256e+00,2.9449e+01,-4.2367e+02
1.7653e-01,-1.7498e+00,-1.4394e-01,2.2394e+00,1.0349e+00,1.6962e+00,3.7594e+00,2.9174e+01,-3.5912e+02
1.8919e-01,-1.2793e+00,-8.2813e-01,2.2390e+00,2.2704e+00,2.7826e+00,3.6838e+00,2.9238e+01,-4.2775e+02
1.4367e-01,-1.1304e+00,-1.3793e-01,2.1198e+00,1.6558e+00,3.4035e+00,3.0804e+00,2.9057e+01,-4.2158e+02
2.5597e-01,-1.8588e+00,-4.6931e-01,2.1462e+00,6.4283e-01,3.5073e+00,2.9090e+00,2.9145e+01,-4.2246e+02
1.6877e-01,-7.6224e-01,-8.9089e-01,2.1719e+00,2.8026e+00,2.9205e+00,3.3338e+00,2.9063e+01,-3.6876e+02
1.5452e-01,-1.7304e+00,-7.3980e-01,2.0558e+00,1.6439e+00,3.3117e+00,3.2137e+00,2.9003e+01,-3.8839e+02
3.5603e-02,-8.4183e-01,3.3060e-01,2.3747e+00,2.2614e+00,2.8246e+00,3.7622e+00,2.9487e+01,-3.9398e+02
-8.1849e-03,-8.4299e-01,7.3445e-03,2.2179e+00,2.5649e+00,2.8056e+00,3.5828e+00,2.9252e+01,-4.2046e+02
1.0785e-01,-6.2846e-01,6.6443e-01,2.3926e+00,1.6336e+00,3.3040e+00,3.5760e+00,2.9344e+01,-4.1845e+02
5.3626e-02,-7.9517e-01,-9.2892e-01,2.2687e+00,5.6580e-01,3.1911e+00,3.4921e+00,2.9134e+01,-3.4707e+02
1.9698e-01,-1.0895e+00,4.1761e-02,2.2262e+00,2.6374e+00,2.6965e+00,3.6021e+00,2.9219e+01,-3.8946e+02
1.6680e-01,-7.7841e-01,-5.4532e-01,2.2389e+00,2.8341e+00,2.6881e+00,3.5318e+00,2.9211e+01,-4.0633e+02
-2.0535e-02,-7.2731e-01,2.3566e-02,2.3509e+00,1.7424e+00,2.9946e+00,3.6440e+00,2.9272e+01,-4.0200e+02
1.9284e-02,-1.7389e+00,-9.9305e-01,2.1457e+00,1.3795e+00,2.0317e+00,3.7232e+00,2.9186e+01,-3.8932e+02
2.2258e-01,-6.7196e-01,-5.7571e-02,2.2755e+00,1.2888e+00,3.4581e+00,2.7904e+00,2.8972e+01,-3.7883e+02
1.5029e-01,-7.5127e-01,-1.3066e-01,2.2600e+00,1.7654e+00,3.5372e+00,2.1063e+00,2.9128e+01,-3.7449e+02
2.5080e-01,-1.9568e+00,-4.8860e-01,1.9795e+00,1.7780e+00,3.4448e+00,2.1790e+00,2.8889e+01,-4.2015e+02
