niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2546e+05,-1.2547e+05,-1.9980e-03,-1.2547e+05,1.1750e-01,6.9098e+00,inf,2.9889e-01,-9.1919e-01,-1.5484e+00,6.2460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.2267e+05,-1.2268e+05,-3.9960e-03,-1.2268e+05,1.1751e-01,6.9118e+00,1.2320e+05,6.1972e-01,-7.6710e-01,-1.6390e+00,6.1652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.2244e+05,-1.2245e+05,-5.9940e-03,-1.2245e+05,1.1753e-01,6.9138e+00,1.2041e+05,9.3067e-01,-8.5281e-01,-1.5618e+00,6.1425e+00,9.5291e+00,3.0622e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.2231e+05,-1.2231e+05,-7.9920e-03,-1.2231e+05,1.1755e-01,6.9157e+00,1.2018e+05,1.2351e+00,-9.8858e-01,-1.1037e+00,6.2927e+00,1.0064e+01,3.0060e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.2175e+05,-1.2176e+05,-9.9900e-03,-1.2176e+05,1.1757e-01,6.9177e+00,1.2005e+05,1.5440e+00,-9.8598e-01,-1.0994e+00,6.2317e+00,9.8898e+00,3.0170e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.2151e+05,-1.2152e+05,-1.1988e-02,-1.2152e+05,1.1758e-01,6.9197e+00,1.1949e+05,1.8646e+00,2.6910e-01,-1.8167e+00,6.0389e+00,9.5726e+00,3.0254e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.2105e+05,-1.2106e+05,-1.3986e-02,-1.2106e+05,1.1760e-01,6.9217e+00,1.1925e+05,2.1660e+00,3.8747e-01,-1.4709e+00,6.2136e+00,9.8831e+00,3.0013e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.2019e+05,-1.2020e+05,-1.5984e-02,-1.2020e+05,1.1762e-01,6.9237e+00,1.1879e+05,2.4744e+00,-3.8559e-01,-1.9943e+00,6.1620e+00,9.9237e+00,3.0013e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.2019e+05,-1.2020e+05,-1.7982e-02,-1.2020e+05,1.1507e-01,6.6271e+00,1.1793e+05,2.7839e+00,-8.8577e-01,-1.4784e+00,6.2522e+00,9.7970e+00,3.1272e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1996e+05,-1.1996e+05,-1.9980e-02,-1.1996e+05,1.1765e-01,6.9277e+00,1.1793e+05,3.2052e+00,-2.7542e-01,-1.8747e+00,6.1934e+00,9.5119e+00,3.1353e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.1976e+05,-1.1977e+05,-2.1978e-02,-1.1977e+05,1.1767e-01,6.9297e+00,1.1770e+05,3.5077e+00,-7.0184e-01,-1.5560e+00,6.0743e+00,9.9700e+00,3.0163e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.1975e+05,-1.1976e+05,-2.3976e-02,-1.1976e+05,1.1766e-01,6.9294e+00,1.1750e+05,3.8163e+00,2.2353e-01,-1.0264e+00,6.0618e+00,9.5693e+00,3.0237e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.1962e+05,-1.1962e+05,-2.5974e-02,-1.1962e+05,1.1770e-01,6.9337e+00,1.1749e+05,4.1278e+00,-1.4544e-01,-1.1107e+00,6.0544e+00,9.6067e+00,3.0238e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.1935e+05,-1.1936e+05,-2.7972e-02,-1.1936e+05,1.1772e-01,6.9357e+00,1.1736e+05,4.4374e+00,-6.7716e-01,-1.9816e+00,5.8890e+00,9.5778e+00,3.0504e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.1908e+05,-1.1909e+05,-2.9970e-02,-1.1909e+05,1.1774e-01,6.9377e+00,1.1709e+05,4.7448e+00,-9.7902e-01,-1.3910e+00,6.2657e+00,9.6569e+00,3.1174e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.1877e+05,-1.1877e+05,-3.1968e-02,-1.1877e+05,1.1775e-01,6.9397e+00,1.1682e+05,5.0506e+00,-9.2180e-01,-1.9073e+00,5.9610e+00,9.6177e+00,3.0726e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.1875e+05,-1.1875e+05,-3.3966e-02,-1.1875e+05,1.1777e-01,6.9417e+00,1.1650e+05,5.3717e+00,-9.8678e-01,-1.3803e+00,6.0371e+00,9.6488e+00,3.0644e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.1868e+05,-1.1869e+05,-3.5964e-02,-1.1869e+05,1.1779e-01,6.9437e+00,1.1649e+05,5.6723e+00,-3.7547e-01,-1.3721e+00,6.0221e+00,9.5486e+00,3.1101e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.1846e+05,-1.1847e+05,-3.7962e-02,-1.1847e+05,1.1780e-01,6.9457e+00,1.1642e+05,5.9833e+00,-9.0400e-01,-1.4941e+00,6.1003e+00,9.6043e+00,3.1139e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.1826e+05,-1.1826e+05,-3.9960e-02,-1.1826e+05,1.1782e-01,6.9477e+00,1.1620e+05,6.3399e+00,-7.0985e-01,-1.2600e+00,6.1702e+00,9.8611e+00,3.0860e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.1810e+05,-1.1811e+05,-4.1958e-02,-1.1811e+05,1.1784e-01,6.9497e+00,1.1600e+05,6.6474e+00,3.7338e-01,-1.8223e+00,6.2463e+00,9.9581e+00,3.0284e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.1809e+05,-1.1810e+05,-4.3956e-02,-1.1810e+05,1.1728e-01,6.8843e+00,1.1584e+05,6.9423e+00,-3.6759e-01,-1.0678e+00,5.9029e+00,9.8116e+00,3.0058e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.1809e+05,-1.1810e+05,-4.5954e-02,-1.1810e+05,1.1614e-01,6.7506e+00,1.1583e+05,7.2332e+00,-2.3242e-01,-1.1564e+00,6.2806e+00,9.9415e+00,3.0571e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.1774e+05,-1.1775e+05,-4.7952e-02,-1.1775e+05,1.1789e-01,6.9557e+00,1.1583e+05,7.5408e+00,4.6108e-01,-1.2458e+00,6.0500e+00,9.5264e+00,3.0572e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.1773e+05,-1.1774e+05,-4.9950e-02,-1.1774e+05,1.1785e-01,6.9510e+00,1.1548e+05,7.8569e+00,-7.0724e-01,-1.9426e+00,6.0442e+00,1.0081e+01,3.0318e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.1767e+05,-1.1768e+05,-5.1948e-02,-1.1768e+05,1.1792e-01,6.9597e+00,1.1547e+05,8.1826e+00,-9.5802e-01,-1.1364e+00,6.2959e+00,9.7277e+00,3.1701e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.1766e+05,-1.1766e+05,-5.3946e-02,-1.1766e+05,1.1794e-01,6.9617e+00,1.1541e+05,8.4915e+00,-2.2055e-01,-1.7922e+00,5.9253e+00,9.6569e+00,3.0277e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.1749e+05,-1.1749e+05,-5.5944e-02,-1.1749e+05,1.1796e-01,6.9637e+00,1.1540e+05,8.8070e+00,-9.4103e-01,-1.5682e+00,5.8628e+00,9.7956e+00,3.0177e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.1733e+05,-1.1733e+05,-5.7942e-02,-1.1733e+05,1.1797e-01,6.9657e+00,1.1523e+05,9.1052e+00,-9.5627e-01,-1.1193e+00,6.0350e+00,9.5633e+00,3.1199e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.1723e+05,-1.1723e+05,-5.9940e-02,-1.1723e+05,1.1799e-01,6.9677e+00,1.1507e+05,9.4569e+00,-5.1521e-01,-1.4095e+00,5.8617e+00,9.7009e+00,3.0346e+01
3.1000e+01,2.0000e+00,5.8271e+00,-1.1716e+05,-1.1716e+05,-6.1938e-02,-1.1716e+05,1.1801e-01,6.9697e+00,1.1496e+05,1.0067e+01,-4.3918e-01,-1.5985e+00,6.0753e+00,9.6714e+00,3.1328e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.1710e+05,-1.1711e+05,-6.3936e-02,-1.1711e+05,1.1802e-01,6.9717e+00,1.1489e+05,1.0379e+01,-3.6068e-01,-1.4780e+00,6.1402e+00,9.8604e+00,3.0750e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.1701e+05,-1.1702e+05,-6.5934e-02,-1.1702e+05,1.1804e-01,6.9737e+00,1.1484e+05,1.0701e+01,-2.0991e-01,-1.3703e+00,5.9445e+00,9.9488e+00,3.0045e+01
3.4000e+01,1.0000e+00,6.3551e+00,-1.1679e+05,-1.1679e+05,-6.7932e-02,-1.1679e+05,1.1806e-01,6.9757e+00,1.1475e+05,1.1012e+01,-5.5989e-01,-1.9436e+00,6.1036e+00,9.9541e+00,3.0691e+01
3.5000e+01,1.0000e+00,6.5299e+00,-1.1673e+05,-1.1674e+05,-6.9930e-02,-1.1674e+05,1.1807e-01,6.9777e+00,1.1453e+05,1.1325e+01,-1.0454e-01,-1.3715e+00,6.2480e+00,9.6234e+00,3.1600e+01
3.6000e+01,1.0000e+00,6.7039e+00,-1.1662e+05,-1.1662e+05,-7.1928e-02,-1.1662e+05,1.1809e-01,6.9797e+00,1.1447e+05,1.1632e+01,2.1553e-01,-1.0359e+00,6.1731e+00,9.9138e+00,3.0623e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.1650e+05,-1.1651e+05,-7.3926e-02,-1.1651e+05,1.1811e-01,6.9817e+00,1.1436e+05,1.1942e+01,2.0857e-01,-1.5157e+00,5.9300e+00,9.6066e+00,3.0439e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.1648e+05,-1.1648e+05,-7.5924e-02,-1.1648e+05,1.1812e-01,6.9837e+00,1.1424e+05,1.2251e+01,2.6904e-01,-1.5267e+00,6.0077e+00,9.6582e+00,3.0608e+01
3.9000e+01,1.0000e+00,7.2222e+00,-1.1628e+05,-1.1629e+05,-7.7922e-02,-1.1629e+05,1.1814e-01,6.9857e+00,1.1421e+05,1.2560e+01,-9.4489e-01,-1.0649e+00,6.2764e+00,9.8851e+00,3.1634e+01
4.0000e+01,1.0000e+00,7.3937e+00,-1.1616e+05,-1.1616e+05,-7.9920e-02,-1.1616e+05,1.1816e-01,6.9877e+00,1.1402e+05,1.2918e+01,-8.0234e-01,-1.0728e+00,5.7834e+00,9.7749e+00,3.0281e+01
4.1000e+01,1.0000e+00,7.5646e+00,-1.1603e+05,-1.1604e+05,-8.1918e-02,-1.1604e+05,1.1818e-01,6.9897e+00,1.1390e+05,1.3222e+01,-9.1017e-02,-1.0352e+00,6.2028e+00,1.0151e+01,3.0369e+01
4.2000e+01,1.0000e+00,7.7348e+00,-1.1601e+05,-1.1602e+05,-8.3916e-02,-1.1602e+05,1.1819e-01,6.9917e+00,1.1377e+05,1.3531e+01,-3.6570e-01,-1.0665e+00,6.2819e+00,9.8835e+00,3.1460e+01
4.3000e+01,1.0000e+00,7.9044e+00,-1.1574e+05,-1.1575e+05,-8.5914e-02,-1.1575e+05,1.1821e-01,6.9937e+00,1.1375e+05,1.3840e+01,-8.3665e-01,-1.5376e+00,5.9591e+00,9.8255e+00,3.0932e+01
4.4000e+01,1.0000e+00,8.0734e+00,-1.1573e+05,-1.1573e+05,-8.7912e-02,-1.1573e+05,1.1823e-01,6.9956e+00,1.1348e+05,1.4150e+01,1.7095e-01,-1.1785e+00,6.1602e+00,9.9270e+00,3.0580e+01
4.5000e+01,2.0000e+00,8.2267e+00,-1.1572e+05,-1.1572e+05,-8.9910e-02,-1.1572e+05,1.1824e-01,6.9973e+00,1.1347e+05,1.4751e+01,-1.4938e-01,-1.1817e+00,6.1170e+00,9.6350e+00,3.1426e+01
4.6000e+01,1.0000e+00,8.3942e+00,-1.1559e+05,-1.1560e+05,-9.1908e-02,-1.1560e+05,1.1826e-01,6.9997e+00,1.1345e+05,1.5062e+01,-9.6734e-01,-1.5517e+00,5.9793e+00,1.0043e+01,3.0498e+01
4.7000e+01,1.0000e+00,8.5610e+00,-1.1534e+05,-1.1535e+05,-9.3906e-02,-1.1535e+05,1.1828e-01,7.0017e+00,1.1333e+05,1.5369e+01,-4.4195e-02,-1.8340e+00,5.9224e+00,9.5669e+00,3.1180e+01
4.8000e+01,2.0000e+00,8.7114e+00,-1.1494e+05,-1.1495e+05,-9.5904e-02,-1.1495e+05,1.1829e-01,7.0037e+00,1.1308e+05,1.5976e+01,-4.3986e-01,-1.9876e+00,6.0657e+00,1.0111e+01,3.0703e+01
4.9000e+01,1.0000e+00,8.8768e+00,-1.1492e+05,-1.1492e+05,-9.7902e-02,-1.1492e+05,1.1831e-01,7.0057e+00,1.1268e+05,1.6278e+01,-6.0753e-01,-1.1066e+00,5.7674e+00,9.6832e+00,3.0414e+01
5.0000e+01,1.0000e+00,9.0416e+00,-1.1485e+05,-1.1485e+05,-9.9900e-02,-1.1485e+05,1.1833e-01,7.0077e+00,1.1266e+05,1.6631e+01,-1.8581e-01,-1.5051e+00,5.7038e+00,9.7156e+00,3.0228e+01
5.1000e+01,1.0000e+00,9.2058e+00,-1.1472e+05,-1.1473e+05,-1.0190e-01,-1.1473e+05,1.1834e-01,7.0097e+00,1.1259e+05,1.6936e+01,-1.6100e-01,-1.6711e+00,5.7978e+00,9.6716e+00,3.0576e+01
5.2000e+01,1.0000e+00,9.3694e+00,-1.1406e+05,-1.1407e+05,-1.0390e-01,-1.1407e+05,1.1836e-01,7.0117e+00,1.1246e+05,1.7253e+01,-9.6094e-01,-1.8821e+00,5.7881e+00,9.5969e+00,3.1139e+01
