niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logNpix,tau,dmod
3.1000e+01,1.0000e+00,5.8380e+00,-1.2225e+05,-1.2226e+05,-6.1938e-02,-1.2226e+05,1.1801e-01,6.9697e+00,1.0791e+05,1.7657e+01,-9.8858e-01,-6.5549e-01,5.9927e+00,8.0794e+00,2.8091e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.2200e+05,-1.2201e+05,-6.3936e-02,-1.2201e+05,1.1802e-01,6.9717e+00,1.0746e+05,1.8127e+01,3.6871e-01,-1.1698e+00,5.3043e+00,5.3404e-01,2.8983e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.2200e+05,-1.2201e+05,-6.5934e-02,-1.2201e+05,1.0867e-01,5.9100e+00,1.0721e+05,1.8805e+01,-4.3029e-02,-1.0162e+00,5.3080e+00,1.0225e-01,2.8902e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.2178e+05,-1.2179e+05,-6.7932e-02,-1.2179e+05,1.1806e-01,6.9757e+00,1.0721e+05,1.9464e+01,-8.8577e-01,-1.2176e+00,5.9522e+00,4.3000e+00,2.9907e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.2143e+05,-1.2143e+05,-6.9930e-02,-1.2143e+05,1.1807e-01,6.9777e+00,1.0699e+05,1.9935e+01,-6.0753e-01,-6.5996e-01,5.4674e+00,2.6903e+00,2.8621e+01
3.6000e+01,1.0000e+00,6.7164e+00,-1.2121e+05,-1.2122e+05,-7.1928e-02,-1.2122e+05,1.1809e-01,6.9797e+00,1.0663e+05,2.0435e+01,2.0717e-01,-1.5583e+00,5.3419e+00,2.3254e+00,2.8870e+01
3.7000e+01,1.0000e+00,6.8901e+00,-1.2107e+05,-1.2108e+05,-7.3926e-02,-1.2108e+05,1.1811e-01,6.9817e+00,1.0642e+05,2.1120e+01,-2.4616e-01,-1.1947e+00,5.4576e+00,6.6544e-01,3.0008e+01
3.8000e+01,1.0000e+00,7.0632e+00,-1.2036e+05,-1.2037e+05,-7.5924e-02,-1.2037e+05,1.1812e-01,6.9837e+00,1.0628e+05,2.1761e+01,-5.9865e-01,-6.0076e-01,5.4784e+00,1.5399e+00,2.9941e+01
3.9000e+01,1.0000e+00,7.2356e+00,-1.2001e+05,-1.2001e+05,-7.7922e-02,-1.2001e+05,1.1814e-01,6.9857e+00,1.0557e+05,2.2371e+01,-3.4665e-01,-1.1708e+00,5.3547e+00,1.7088e+00,2.9749e+01
4.0000e+01,1.0000e+00,7.4074e+00,-1.1969e+05,-1.1970e+05,-7.9920e-02,-1.1970e+05,1.1816e-01,6.9877e+00,1.0521e+05,2.3084e+01,-9.4103e-01,-1.3523e+00,5.5628e+00,4.2811e+00,2.8265e+01
4.1000e+01,1.0000e+00,7.5786e+00,-1.1919e+05,-1.1920e+05,-8.1918e-02,-1.1920e+05,1.1818e-01,6.9897e+00,1.0490e+05,2.3709e+01,-8.2726e-01,-1.5603e+00,5.2931e+00,8.3595e-01,2.9885e+01
4.2000e+01,1.0000e+00,7.7491e+00,-1.1886e+05,-1.1887e+05,-8.3916e-02,-1.1887e+05,1.1819e-01,6.9917e+00,1.0440e+05,2.4187e+01,3.8747e-01,-1.2063e+00,5.9136e+00,5.5178e+00,2.8019e+01
4.3000e+01,1.0000e+00,7.9190e+00,-1.1882e+05,-1.1882e+05,-8.5914e-02,-1.1882e+05,1.1821e-01,6.9937e+00,1.0407e+05,2.4849e+01,-7.0985e-01,-8.8993e-01,5.8702e+00,5.2074e+00,2.9290e+01
4.4000e+01,1.0000e+00,8.0882e+00,-1.1853e+05,-1.1853e+05,-8.7912e-02,-1.1853e+05,1.1823e-01,6.9957e+00,1.0402e+05,2.5475e+01,3.0369e-01,-1.3457e+00,5.4064e+00,1.5233e+00,3.0113e+01
4.5000e+01,1.0000e+00,8.2569e+00,-1.1846e+05,-1.1847e+05,-8.9910e-02,-1.1847e+05,1.1824e-01,6.9977e+00,1.0373e+05,2.5945e+01,4.9382e-01,-1.0052e+00,5.4537e+00,2.7871e+00,2.8876e+01
4.6000e+01,2.0000e+00,8.4095e+00,-1.1835e+05,-1.1836e+05,-9.1908e-02,-1.1836e+05,1.1826e-01,6.9997e+00,1.0367e+05,2.6940e+01,-1.8581e-01,-1.2576e+00,5.4038e+00,3.1488e+00,2.8342e+01
4.7000e+01,1.0000e+00,8.5766e+00,-1.1812e+05,-1.1813e+05,-9.3906e-02,-1.1813e+05,1.1828e-01,7.0017e+00,1.0356e+05,2.7417e+01,-7.4933e-01,-1.6461e+00,5.8525e+00,5.8640e+00,2.9173e+01
4.8000e+01,1.0000e+00,8.7432e+00,-1.1805e+05,-1.1806e+05,-9.5904e-02,-1.1806e+05,1.1829e-01,7.0037e+00,1.0333e+05,2.8079e+01,-1.9808e-01,-1.5235e+00,5.2609e+00,1.8754e+00,2.9690e+01
4.9000e+01,2.0000e+00,8.8929e+00,-1.1800e+05,-1.1801e+05,-9.7902e-02,-1.1801e+05,1.1831e-01,7.0057e+00,1.0326e+05,2.9449e+01,-9.4489e-01,-5.9729e-01,5.9764e+00,5.5463e+00,3.0451e+01
5.0000e+01,1.0000e+00,9.0580e+00,-1.1735e+05,-1.1736e+05,-9.9900e-02,-1.1736e+05,1.1833e-01,7.0077e+00,1.0321e+05,2.9978e+01,-7.7291e-01,-1.4972e+00,4.9727e+00,8.2609e-01,2.8165e+01
5.1000e+01,1.0000e+00,9.2224e+00,-1.1704e+05,-1.1705e+05,-1.0190e-01,-1.1705e+05,1.1834e-01,7.0097e+00,1.0256e+05,3.0618e+01,-7.0184e-01,-1.3341e+00,5.7743e+00,6.7472e+00,2.8245e+01
5.2000e+01,1.0000e+00,9.3863e+00,-1.1650e+05,-1.1651e+05,-1.0390e-01,-1.1651e+05,1.1836e-01,7.0117e+00,1.0225e+05,3.1281e+01,3.7338e-01,-1.7334e+00,5.9463e+00,6.5784e+00,2.8426e+01
5.3000e+01,1.0000e+00,9.5495e+00,-1.1631e+05,-1.1631e+05,-1.0589e-01,-1.1631e+05,1.1838e-01,7.0136e+00,1.0171e+05,3.1927e+01,-8.0234e-01,-6.0923e-01,5.4834e+00,3.9880e+00,2.8422e+01
5.4000e+01,1.0000e+00,9.7122e+00,-1.1628e+05,-1.1629e+05,-1.0789e-01,-1.1629e+05,1.1839e-01,7.0156e+00,1.0151e+05,3.2569e+01,-3.4089e-01,-1.0560e+00,5.7752e+00,3.6342e+00,3.0457e+01
5.5000e+01,1.0000e+00,9.8743e+00,-1.1628e+05,-1.1629e+05,-1.0989e-01,-1.1629e+05,1.1225e-01,6.3062e+00,1.0149e+05,3.3249e+01,-8.3665e-01,-1.3064e+00,5.6591e+00,4.7033e+00,2.9399e+01
5.6000e+01,2.0000e+00,1.0018e+01,-1.1614e+05,-1.1615e+05,-1.1189e-01,-1.1615e+05,1.1843e-01,7.0196e+00,1.0149e+05,3.4400e+01,-8.1371e-01,-1.0869e+00,5.0799e+00,8.7008e-01,2.9212e+01
5.7000e+01,1.0000e+00,1.0179e+01,-1.1564e+05,-1.1564e+05,-1.1389e-01,-1.1564e+05,1.1845e-01,7.0216e+00,1.0135e+05,3.5020e+01,-3.6282e-02,-8.5074e-01,5.2531e+00,6.5374e-01,2.9856e+01
5.8000e+01,2.0000e+00,1.0320e+01,-1.1522e+05,-1.1522e+05,-1.1588e-01,-1.1522e+05,1.1846e-01,7.0236e+00,1.0084e+05,3.6349e+01,-9.6734e-01,-1.3275e+00,5.6793e+00,7.7812e+00,2.8747e+01
5.9000e+01,1.0000e+00,1.0480e+01,-1.1521e+05,-1.1522e+05,-1.1788e-01,-1.1522e+05,1.1844e-01,7.0208e+00,1.0042e+05,3.6992e+01,-3.8559e-01,-1.9914e+00,5.8620e+00,6.0920e+00,2.8020e+01
6.0000e+01,1.0000e+00,1.0638e+01,-1.1498e+05,-1.1498e+05,-1.1988e-01,-1.1498e+05,1.1850e-01,7.0276e+00,1.0042e+05,3.7676e+01,1.7095e-01,-7.6776e-01,5.8602e+00,6.1386e+00,2.8870e+01
6.1000e+01,2.0000e+00,1.0777e+01,-1.1472e+05,-1.1472e+05,-1.2188e-01,-1.1472e+05,1.1851e-01,7.0296e+00,1.0019e+05,3.8934e+01,-5.7578e-01,-1.6373e+00,5.6141e+00,3.7342e+00,3.0664e+01
6.2000e+01,1.0000e+00,1.0935e+01,-1.1453e+05,-1.1454e+05,-1.2388e-01,-1.1454e+05,1.1853e-01,7.0316e+00,9.9926e+04,3.9449e+01,-3.3204e-01,-5.3959e-01,5.3933e+00,2.9128e+00,2.9667e+01
6.3000e+01,1.0000e+00,1.1092e+01,-1.1450e+05,-1.1451e+05,-1.2587e-01,-1.1451e+05,1.1855e-01,7.0336e+00,9.9737e+04,4.0148e+01,-3.6759e-01,-6.0175e-01,5.6029e+00,4.5072e+00,2.8088e+01
6.4000e+01,1.0000e+00,1.1248e+01,-1.1448e+05,-1.1448e+05,-1.2787e-01,-1.1448e+05,1.1856e-01,7.0356e+00,9.9706e+04,4.0606e+01,-3.6068e-01,-1.2170e+00,5.8402e+00,5.1967e+00,2.9126e+01
6.5000e+01,1.0000e+00,1.1404e+01,-1.1439e+05,-1.1439e+05,-1.2987e-01,-1.1439e+05,1.1858e-01,7.0376e+00,9.9684e+04,4.1243e+01,-9.9416e-01,-1.7236e+00,5.7839e+00,6.8964e+00,3.0444e+01
6.6000e+01,2.0000e+00,1.1538e+01,-1.1435e+05,-1.1436e+05,-1.3187e-01,-1.1436e+05,1.1860e-01,7.0396e+00,9.9595e+04,4.2445e+01,-7.0724e-01,-1.9139e+00,5.7442e+00,8.3236e+00,2.8477e+01
6.7000e+01,1.0000e+00,1.1693e+01,-1.1426e+05,-1.1426e+05,-1.3387e-01,-1.1426e+05,1.1861e-01,7.0416e+00,9.9560e+04,4.3119e+01,-2.3242e-01,-7.3458e-01,5.9806e+00,6.3445e+00,2.8856e+01
6.8000e+01,1.0000e+00,1.1847e+01,-1.1424e+05,-1.1424e+05,-1.3586e-01,-1.1424e+05,1.1863e-01,7.0436e+00,9.9465e+04,4.3781e+01,-3.5431e-01,-7.3622e-01,5.4791e+00,4.0008e+00,2.8500e+01
6.9000e+01,1.0000e+00,1.2000e+01,-1.1407e+05,-1.1408e+05,-1.3786e-01,-1.1408e+05,1.1865e-01,7.0456e+00,9.9443e+04,4.4502e+01,-9.5817e-01,-1.1400e+00,5.4169e+00,4.2631e+00,2.9576e+01
7.0000e+01,1.0000e+00,1.2153e+01,-1.1397e+05,-1.1397e+05,-1.3986e-01,-1.1397e+05,1.1866e-01,7.0476e+00,9.9279e+04,4.5020e+01,-5.5989e-01,-1.9155e+00,5.8036e+00,6.5229e+00,2.9037e+01
7.1000e+01,1.0000e+00,1.2305e+01,-1.1383e+05,-1.1384e+05,-1.4186e-01,-1.1384e+05,1.1868e-01,7.0496e+00,9.9176e+04,4.5685e+01,2.1553e-01,-5.5385e-01,5.8731e+00,5.9525e+00,2.8935e+01
7.2000e+01,1.0000e+00,1.2457e+01,-1.1376e+05,-1.1377e+05,-1.4386e-01,-1.1377e+05,1.1870e-01,7.0516e+00,9.9038e+04,4.6166e+01,3.8551e-01,-1.3112e+00,4.8888e+00,1.3059e+00,2.8692e+01
7.3000e+01,2.0000e+00,1.2586e+01,-1.1365e+05,-1.1365e+05,-1.4585e-01,-1.1365e+05,1.1871e-01,7.0536e+00,9.8970e+04,4.7119e+01,-1.9701e-01,-1.0850e+00,5.5543e+00,4.1586e+00,2.8784e+01
7.4000e+01,1.0000e+00,1.2737e+01,-1.1330e+05,-1.1331e+05,-1.4785e-01,-1.1331e+05,1.1873e-01,7.0556e+00,9.8854e+04,4.7766e+01,-7.6366e-01,-9.0412e-01,5.9673e+00,7.8195e+00,3.0939e+01
7.5000e+01,1.0000e+00,1.2887e+01,-1.1324e+05,-1.1325e+05,-1.4985e-01,-1.1325e+05,1.1875e-01,7.0576e+00,9.8513e+04,4.8397e+01,4.2785e-02,-6.7302e-01,5.2542e+00,2.7045e+00,2.9523e+01
7.6000e+01,1.0000e+00,1.3036e+01,-1.1310e+05,-1.1310e+05,-1.5185e-01,-1.1310e+05,1.1876e-01,7.0596e+00,9.8449e+04,4.9032e+01,-8.5849e-01,-1.6546e+00,5.6973e+00,6.9878e+00,2.9514e+01
7.7000e+01,2.0000e+00,1.3162e+01,-1.1310e+05,-1.1310e+05,-1.5385e-01,-1.1310e+05,1.1306e-01,6.3977e+00,9.8305e+04,5.0153e+01,-3.5656e-01,-9.2042e-01,5.3041e+00,2.0242e+00,3.0589e+01
7.8000e+01,1.0000e+00,1.3311e+01,-1.1300e+05,-1.1301e+05,-1.5584e-01,-1.1301e+05,1.1880e-01,7.0636e+00,9.8303e+04,5.0776e+01,1.3621e-01,-5.1748e-01,5.4042e+00,3.5054e+00,2.9006e+01
7.9000e+01,1.0000e+00,1.3458e+01,-1.1288e+05,-1.1288e+05,-1.5784e-01,-1.1288e+05,1.1882e-01,7.0656e+00,9.8209e+04,5.1420e+01,4.2423e-01,-8.7176e-01,4.9208e+00,2.1629e+00,2.8504e+01
8.0000e+01,1.0000e+00,1.3605e+01,-1.1280e+05,-1.1281e+05,-1.5984e-01,-1.1281e+05,1.1883e-01,7.0676e+00,9.8085e+04,5.2112e+01,-2.2933e-02,-1.4042e+00,5.3662e+00,3.2367e+00,2.9704e+01
8.1000e+01,1.0000e+00,1.3752e+01,-1.1253e+05,-1.1253e+05,-1.6184e-01,-1.1253e+05,1.1885e-01,7.0696e+00,9.8012e+04,5.2758e+01,-5.9831e-01,-1.9449e+00,5.4121e+00,3.4046e+00,3.0676e+01
8.2000e+01,1.0000e+00,1.3898e+01,-1.1238e+05,-1.1239e+05,-1.6384e-01,-1.1239e+05,1.1887e-01,7.0716e+00,9.7735e+04,5.3318e+01,5.6872e-02,-1.6718e+00,5.7746e+00,4.4772e+00,3.0728e+01
8.3000e+01,1.0000e+00,1.4044e+01,-1.1236e+05,-1.1237e+05,-1.6583e-01,-1.1237e+05,1.1888e-01,7.0736e+00,9.7588e+04,5.3841e+01,2.7538e-01,-5.7277e-01,5.0489e+00,8.5401e-01,2.9230e+01
8.4000e+01,1.0000e+00,1.4189e+01,-1.1225e+05,-1.1225e+05,-1.6783e-01,-1.1225e+05,1.1890e-01,7.0756e+00,9.7573e+04,5.4502e+01,-7.1257e-01,-1.0425e+00,5.4974e+00,4.7513e+00,2.9741e+01
8.5000e+01,1.0000e+00,1.4334e+01,-1.1214e+05,-1.1214e+05,-1.6983e-01,-1.1214e+05,1.1892e-01,7.0776e+00,9.7455e+04,5.5139e+01,-7.8950e-01,-1.4000e+00,5.4813e+00,4.6084e+00,3.0081e+01
8.6000e+01,1.0000e+00,1.4478e+01,-1.1212e+05,-1.1213e+05,-1.7183e-01,-1.1213e+05,1.1893e-01,7.0791e+00,9.7344e+04,5.5767e+01,-7.9149e-01,-6.0656e-01,5.3610e+00,4.6527e+00,2.8029e+01
8.7000e+01,1.0000e+00,1.4622e+01,-1.1211e+05,-1.1212e+05,-1.7383e-01,-1.1212e+05,1.1895e-01,7.0816e+00,9.7333e+04,5.6310e+01,-3.6570e-01,-5.9977e-01,5.9819e+00,5.5236e+00,3.0191e+01
8.8000e+01,1.0000e+00,1.4765e+01,-1.1200e+05,-1.1200e+05,-1.7582e-01,-1.1200e+05,1.1897e-01,7.0836e+00,9.7318e+04,5.6806e+01,-9.8740e-01,-1.2927e+00,5.5573e+00,9.2395e+00,2.8694e+01
8.9000e+01,1.0000e+00,1.4908e+01,-1.1186e+05,-1.1187e+05,-1.7782e-01,-1.1187e+05,1.1898e-01,7.0856e+00,9.7204e+04,5.7461e+01,-9.6544e-01,-1.2390e+00,5.0597e+00,1.4679e+00,3.0017e+01
9.0000e+01,1.0000e+00,1.5050e+01,-1.1116e+05,-1.1116e+05,-1.7982e-01,-1.1116e+05,1.1900e-01,7.0876e+00,9.7071e+04,5.7987e+01,2.4263e-01,-6.4245e-01,5.1943e+00,2.7564e+00,2.9416e+01
9.1000e+01,1.0000e+00,1.5192e+01,-1.1110e+05,-1.1111e+05,-1.8182e-01,-1.1111e+05,1.1902e-01,7.0896e+00,9.6365e+04,5.8495e+01,-8.7595e-01,-1.7963e+00,5.7381e+00,8.7321e+00,3.0351e+01
9.2000e+01,1.0000e+00,1.5333e+01,-1.1099e+05,-1.1100e+05,-1.8382e-01,-1.1100e+05,1.1903e-01,7.0916e+00,9.6308e+04,5.9191e+01,-7.5156e-01,-1.1828e+00,5.6531e+00,7.1469e+00,2.9669e+01
9.3000e+01,1.0000e+00,1.5474e+01,-1.1076e+05,-1.1077e+05,-1.8581e-01,-1.1077e+05,1.1905e-01,7.0936e+00,9.6199e+04,5.9855e+01,-2.0991e-01,-1.0554e+00,5.6445e+00,6.4473e+00,2.8068e+01
9.4000e+01,1.0000e+00,1.5615e+01,-1.1070e+05,-1.1071e+05,-1.8781e-01,-1.1071e+05,1.1907e-01,7.0956e+00,9.5971e+04,6.0333e+01,3.6818e-01,-8.1421e-01,5.9762e+00,9.5921e+00,3.0376e+01
9.5000e+01,1.0000e+00,1.5755e+01,-1.1022e+05,-1.1023e+05,-1.8981e-01,-1.1023e+05,1.1908e-01,7.0976e+00,9.5909e+04,6.0880e+01,4.6710e-01,-1.2909e+00,4.6984e+00,1.5522e+00,2.8299e+01
9.6000e+01,1.0000e+00,1.5894e+01,-1.1019e+05,-1.1019e+05,-1.9181e-01,-1.1019e+05,1.1910e-01,7.0996e+00,9.5427e+04,6.1582e+01,-8.9517e-01,-6.6823e-01,5.1177e+00,2.2366e+00,3.0168e+01
9.7000e+01,1.0000e+00,1.6033e+01,-1.0987e+05,-1.0988e+05,-1.9381e-01,-1.0988e+05,1.1912e-01,7.1016e+00,9.5394e+04,6.2239e+01,-8.6210e-01,-1.9193e+00,5.5884e+00,6.3367e+00,3.0609e+01
9.8000e+01,1.0000e+00,1.6172e+01,-1.0983e+05,-1.0984e+05,-1.9580e-01,-1.0984e+05,1.1913e-01,7.1036e+00,9.5082e+04,6.2916e+01,1.7372e-01,-8.5759e-01,5.7432e+00,6.6204e+00,2.9705e+01
9.9000e+01,1.0000e+00,1.6310e+01,-1.0973e+05,-1.0974e+05,-1.9780e-01,-1.0974e+05,1.1915e-01,7.1056e+00,9.5038e+04,6.3612e+01,3.3484e-01,-1.7473e+00,5.6507e+00,7.0575e+00,2.9266e+01
1.0000e+02,1.0000e+00,1.6447e+01,-1.0964e+05,-1.0965e+05,-1.9980e-01,-1.0965e+05,1.1917e-01,7.1076e+00,9.4942e+04,6.4292e+01,-4.5022e-01,-1.9013e+00,5.3634e+00,5.1726e+00,2.8531e+01
1.0100e+02,1.0000e+00,1.6585e+01,-1.0961e+05,-1.0961e+05,-2.0180e-01,-1.0961e+05,1.1918e-01,7.1096e+00,9.4851e+04,6.5001e+01,-5.5204e-01,-7.0759e-01,5.7174e+00,7.7090e+00,2.8784e+01
1.0200e+02,1.0000e+00,1.6721e+01,-1.0960e+05,-1.0961e+05,-2.0380e-01,-1.0961e+05,1.1741e-01,6.8989e+00,9.4814e+04,6.5661e+01,-9.2895e-01,-7.3331e-01,4.9970e+00,1.2860e+00,2.9751e+01
1.0300e+02,1.0000e+00,1.6858e+01,-1.0952e+05,-1.0953e+05,-2.0579e-01,-1.0953e+05,1.1922e-01,7.1135e+00,9.4810e+04,6.6312e+01,-6.9737e-01,-9.5256e-01,5.8566e+00,8.9106e+00,3.0981e+01
