logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-9.1633e-02,-1.8878e+00,1.4136e+00,2.3049e+00,1.2877e+00,3.0818e+00,3.6326e+00,-4.6828e+02
-1.9205e-01,-1.8083e+00,1.3787e+00,2.3250e+00,1.0750e+00,1.8943e+00,3.7572e+00,-4.4538e+02
-4.5515e-02,-1.0973e+00,1.4235e+00,2.3085e+00,2.9205e+00,2.3419e+00,3.5572e+00,-4.9376e+02
3.9850e-02,-7.2438e-01,1.5266e+00,2.5237e+00,1.1924e+00,2.8167e+00,3.7283e+00,-4.2525e+02
-5.3628e-02,-1.5181e+00,1.4581e+00,2.3383e+00,1.5697e+00,2.1570e+00,3.7760e+00,-4.6502e+02
1.4569e-01,-1.0031e+00,1.4973e+00,2.2734e+00,2.8524e+00,3.4772e+00,2.0844e+00,-4.8626e+02
5.6898e-02,-1.3063e+00,1.4194e+00,2.3255e+00,1.6060e+00,3.5896e+00,2.5494e+00,-4.5730e+02
-2.0594e-02,-1.0788e+00,1.3375e+00,2.4732e+00,1.1584e+00,3.2498e+00,3.5288e+00,-5.1158e+02
-2.7364e-02,-5.1531e-01,1.5718e+00,2.3093e+00,3.2377e+00,2.5102e+00,2.9935e+00,-4.8752e+02
7.1042e-02,-1.1964e+00,1.4037e+00,2.3593e+00,2.1487e+00,3.5652e+00,2.5138e+00,-4.6977e+02
-1.1529e-01,-1.4227e+00,1.4562e+00,2.3160e+00,6.3946e-01,2.6315e+00,3.7475e+00,-5.0719e+02
8.7198e-02,-6.3620e-01,1.5737e+00,2.3467e+00,3.0647e+00,3.3258e+00,2.0770e+00,-4.9689e+02
-1.6349e-01,-1.0883e+00,1.4550e+00,2.4097e+00,9.6709e-01,2.2102e+00,3.7532e+00,-4.5755e+02
-8.6961e-02,-6.6235e-01,1.5783e+00,2.5080e+00,1.2106e+00,1.4875e+00,3.7824e+00,-4.9347e+02
-1.2523e-02,-1.7496e+00,1.4084e+00,2.3450e+00,1.8342e+00,2.2285e+00,3.7835e+00,-4.9767e+02
4.4966e-02,-1.8751e+00,1.3352e+00,2.3484e+00,1.4798e+00,3.3023e+00,3.4965e+00,-4.5890e+02
-6.5272e-03,-6.5499e-01,1.5351e+00,2.4766e+00,7.7825e-01,3.5582e+00,3.0041e+00,-5.1063e+02
-4.6662e-03,-8.4152e-01,1.4718e+00,2.5027e+00,1.0546e+00,1.7150e+00,3.8048e+00,-4.8649e+02
2.4283e-03,-1.2389e+00,1.3949e+00,2.3647e+00,1.6834e+00,3.3392e+00,3.4665e+00,-4.7086e+02
-1.5987e-02,-1.9465e+00,1.3107e+00,2.4078e+00,1.8171e+00,1.9478e+00,3.7761e+00,-4.6282e+02
-8.7613e-02,-1.2787e+00,1.3577e+00,2.4108e+00,1.8832e+00,2.6800e+00,3.6969e+00,-4.5667e+02
9.6021e-02,-1.0131e+00,1.4114e+00,2.4033e+00,2.7113e+00,3.2715e+00,3.3310e+00,-4.5797e+02
-7.2358e-03,-1.4476e+00,1.3306e+00,2.4354e+00,8.4070e-01,2.6744e+00,3.7551e+00,-5.0310e+02
-7.5408e-02,-1.3934e+00,1.4481e+00,2.2276e+00,1.2633e+00,3.5546e+00,2.8338e+00,-4.9049e+02
1.0266e-02,-5.1316e-01,1.6241e+00,2.4614e+00,2.7042e+00,3.4922e+00,2.1047e+00,-4.8915e+02
-1.4500e-01,-1.8487e+00,1.3908e+00,2.3232e+00,6.9754e-01,1.8865e+00,3.7791e+00,-5.0134e+02
-6.4139e-02,-8.2112e-01,1.4765e+00,2.5066e+00,1.5812e+00,1.7820e+00,3.7750e+00,-3.9122e+02
-2.4655e-02,-1.0630e+00,1.4978e+00,2.4110e+00,1.9228e+00,2.9927e+00,3.6653e+00,-5.0423e+02
-3.3522e-03,-6.6416e-01,1.5161e+00,2.5558e+00,2.1140e+00,2.2950e+00,3.7512e+00,-4.2361e+02
