niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.8618e+05,-1.8619e+05,-2.4969e-03,-1.8619e+05,1.2922e-01,6.6871e+00,inf,1.5840e+00,1.4012e-01,-7.5109e-01,-5.2654e-01,4.4162e-01,1.2282e+00,2.0921e-01,4.8919e+00,2.2354e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.8617e+05,-1.8618e+05,-4.9938e-03,-1.8618e+05,1.2924e-01,6.6895e+00,1.7555e+05,2.9198e+00,-5.9412e-01,-1.2165e+00,-2.3730e+00,1.1208e+00,2.4124e+00,2.3768e+00,4.9135e+00,2.2894e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.8573e+05,-1.8574e+05,-7.4906e-03,-1.8574e+05,1.2926e-01,6.6921e+00,1.7554e+05,4.3524e+00,4.7627e-01,-1.0842e+00,-1.5952e-01,8.8407e-01,1.0856e+00,8.5151e-01,4.8594e+00,2.2480e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.8535e+05,-1.8536e+05,-9.9875e-03,-1.8536e+05,1.2929e-01,6.6946e+00,1.7510e+05,5.8269e+00,-7.4482e-01,-9.2243e-01,7.1288e-01,-1.2165e+00,2.7725e+00,3.1255e+00,4.6022e+00,2.2189e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.8501e+05,-1.8502e+05,-1.2484e-02,-1.8502e+05,1.2931e-01,6.6971e+00,1.7472e+05,7.1417e+00,-1.9678e-01,-1.3328e+00,-2.6779e+00,6.9017e-01,2.7355e+00,3.9790e+00,4.6556e+00,2.2923e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.8494e+05,-1.8494e+05,-1.4981e-02,-1.8494e+05,1.2934e-01,6.6996e+00,1.7438e+05,8.6026e+00,-4.1416e-01,-7.7647e-01,1.1283e+00,1.9487e+00,-7.2781e-01,5.8241e-01,4.8574e+00,2.2722e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.8454e+05,-1.8455e+05,-1.7478e-02,-1.8455e+05,1.2936e-01,6.7021e+00,1.7430e+05,9.9362e+00,4.9157e-01,-1.1494e+00,6.7993e-01,-1.3691e+00,-4.4808e-01,1.4310e+00,4.7544e+00,2.2518e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.8435e+05,-1.8436e+05,-1.9975e-02,-1.8436e+05,1.2939e-01,6.7046e+00,1.7391e+05,1.1365e+01,-4.3809e-01,-1.9054e+00,-1.0505e+00,1.1451e+00,1.9484e+00,8.8607e-01,4.3870e+00,2.2144e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.8428e+05,-1.8429e+05,-2.2472e-02,-1.8429e+05,1.2941e-01,6.7071e+00,1.7372e+05,1.2803e+01,3.5482e-01,-8.8113e-01,-1.3725e+00,-1.6964e+00,1.5213e+00,3.2131e+00,4.6420e+00,2.2547e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.8418e+05,-1.8418e+05,-2.4969e-02,-1.8418e+05,1.2943e-01,6.7096e+00,1.7365e+05,1.4424e+01,4.5366e-01,-8.7605e-01,9.6463e-01,-1.3801e+00,2.2137e+00,3.0341e+00,4.7813e+00,2.2573e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.8389e+05,-1.8390e+05,-2.7466e-02,-1.8390e+05,1.2946e-01,6.7121e+00,1.7354e+05,1.5755e+01,-1.6083e-01,-1.8590e+00,3.9547e-01,3.0989e-01,-3.6318e-01,2.6947e+00,4.6680e+00,2.2991e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.8364e+05,-1.8365e+05,-2.9963e-02,-1.8365e+05,1.2948e-01,6.7146e+00,1.7326e+05,1.7183e+01,-9.0637e-01,-1.6110e+00,-6.3759e-01,2.3779e-01,2.6061e+00,3.3028e-01,4.7618e+00,2.3700e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.8322e+05,-1.8323e+05,-3.2459e-02,-1.8323e+05,1.2951e-01,6.7171e+00,1.7301e+05,1.8485e+01,3.3783e-01,-7.8447e-01,1.0901e+00,2.0971e+00,1.2409e+00,1.3546e+00,4.6092e+00,2.2253e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.8291e+05,-1.8292e+05,-3.4956e-02,-1.8292e+05,1.2953e-01,6.7196e+00,1.7259e+05,1.9904e+01,-9.8817e-01,-1.0616e+00,-4.5909e-01,-7.9293e-01,1.6191e+00,4.0218e+00,3.6724e+00,2.2651e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.8287e+05,-1.8288e+05,-3.7453e-02,-1.8288e+05,1.2955e-01,6.7221e+00,1.7228e+05,2.1193e+01,-6.7716e-01,-1.9724e+00,6.8563e-01,-1.2890e+00,-1.1546e-01,4.0785e+00,4.2470e+00,2.3225e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.8259e+05,-1.8260e+05,-3.9950e-02,-1.8260e+05,1.2958e-01,6.7246e+00,1.7224e+05,2.2633e+01,-3.7116e-01,-1.1470e+00,-2.5995e+00,2.2487e+00,1.3523e+00,3.2265e+00,4.6609e+00,2.3708e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.8258e+05,-1.8258e+05,-4.2447e-02,-1.8258e+05,1.2960e-01,6.7271e+00,1.7196e+05,2.4064e+01,1.8598e-01,-1.2359e+00,-9.6886e-02,4.2504e-01,-7.7875e-01,2.3800e+00,4.2139e+00,2.2021e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.8257e+05,-1.8257e+05,-4.4944e-02,-1.8257e+05,1.2959e-01,6.7260e+00,1.7194e+05,2.5613e+01,-5.8994e-02,-1.6075e+00,-4.3614e-01,4.8582e-01,-3.2237e-01,2.7369e+00,4.7084e+00,2.3784e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.8249e+05,-1.8249e+05,-4.7441e-02,-1.8249e+05,1.2965e-01,6.7321e+00,1.7193e+05,2.6928e+01,-8.0872e-01,-1.8307e+00,1.5535e-01,-7.7629e-01,2.4826e+00,1.4226e+00,4.4317e+00,2.3183e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.8246e+05,-1.8246e+05,-4.9938e-02,-1.8246e+05,1.2967e-01,6.7345e+00,1.7185e+05,2.8423e+01,-9.0816e-01,-1.9653e+00,-7.3675e-01,-6.6742e-01,6.5749e-01,4.0030e+00,4.1266e+00,2.3421e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.8231e+05,-1.8232e+05,-5.2434e-02,-1.8232e+05,1.2970e-01,6.7370e+00,1.7182e+05,2.9987e+01,2.6437e-01,-1.0077e+00,-2.9719e-01,2.2176e+00,1.5412e+00,9.7044e-01,4.6095e+00,2.3309e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.8209e+05,-1.8210e+05,-5.4931e-02,-1.8210e+05,1.2972e-01,6.7395e+00,1.7168e+05,3.1428e+01,2.7714e-01,-1.3851e+00,-1.7207e+00,1.2854e+00,2.0406e+00,3.2578e+00,4.7267e+00,2.4001e+01
2.3000e+01,1.0000e+00,5.4374e+00,-1.8193e+05,-1.8194e+05,-5.7428e-02,-1.8194e+05,1.2975e-01,6.7420e+00,1.7146e+05,3.2879e+01,-8.3699e-01,-1.2845e+00,1.1627e+00,-1.4663e+00,2.2853e+00,4.0508e+00,1.8057e+00,2.2224e+01
2.4000e+01,1.0000e+00,5.6604e+00,-1.8186e+05,-1.8187e+05,-5.9925e-02,-1.8187e+05,1.2977e-01,6.7445e+00,1.7130e+05,3.4198e+01,-4.0902e-01,-1.3151e+00,-9.1214e-02,1.6974e-01,1.9970e+00,3.4927e+00,4.1987e+00,2.2990e+01
2.5000e+01,2.0000e+00,5.8685e+00,-1.8179e+05,-1.8180e+05,-6.2422e-02,-1.8180e+05,1.2979e-01,6.7470e+00,1.7123e+05,3.7312e+01,4.9674e-01,-1.3983e+00,7.6703e-01,5.4277e-01,2.6892e+00,3.6501e+00,4.0527e+00,2.2159e+01
2.6000e+01,2.0000e+00,6.0748e+00,-1.8178e+05,-1.8179e+05,-6.4919e-02,-1.8179e+05,1.2952e-01,6.7181e+00,1.7116e+05,4.0068e+01,-3.7174e-01,-1.1661e+00,-1.2245e+00,-1.0138e+00,8.6863e-01,1.8804e+00,4.5344e+00,2.3741e+01
2.7000e+01,1.0000e+00,6.2937e+00,-1.8176e+05,-1.8177e+05,-6.7416e-02,-1.8177e+05,1.2984e-01,6.7520e+00,1.7115e+05,4.1529e+01,-5.7578e-01,-1.6373e+00,7.1910e-01,-2.6541e-01,2.4284e+00,3.9081e+00,4.4266e+00,2.3860e+01
2.8000e+01,1.0000e+00,6.5116e+00,-1.8176e+05,-1.8176e+05,-6.9913e-02,-1.8176e+05,1.2527e-01,6.2851e+00,1.7113e+05,4.2987e+01,-8.6234e-02,-1.0700e+00,-1.0003e+00,-9.3870e-01,6.5208e-01,3.8077e+00,3.6213e+00,2.2408e+01
2.9000e+01,1.0000e+00,6.7285e+00,-1.8172e+05,-1.8172e+05,-7.2410e-02,-1.8172e+05,1.2989e-01,6.7570e+00,1.7112e+05,4.4283e+01,-4.2551e-01,-1.0129e+00,7.5854e-01,5.5690e-01,5.8843e-01,1.1421e+00,4.3966e+00,2.2866e+01
3.0000e+01,1.0000e+00,6.9444e+00,-1.8165e+05,-1.8166e+05,-7.4906e-02,-1.8166e+05,1.2991e-01,6.7595e+00,1.7108e+05,4.5610e+01,-6.9246e-01,-1.6479e+00,-3.7842e-01,7.8008e-01,2.8069e+00,8.1386e-01,4.1354e+00,2.2776e+01
3.1000e+01,1.0000e+00,7.1594e+00,-1.8159e+05,-1.8160e+05,-7.7403e-02,-1.8160e+05,1.2994e-01,6.7620e+00,1.7102e+05,4.6894e+01,-3.6660e-01,-5.5921e-01,-1.2524e+00,2.0390e+00,2.1490e+00,2.3310e+00,4.6988e+00,2.3987e+01
3.2000e+01,1.0000e+00,7.3733e+00,-1.8154e+05,-1.8155e+05,-7.9900e-02,-1.8155e+05,1.2996e-01,6.7645e+00,1.7096e+05,4.8186e+01,-8.6043e-01,-1.2291e+00,-1.9766e+00,1.8729e-01,-1.5649e-02,1.5053e-01,4.4867e+00,2.3869e+01
3.3000e+01,1.0000e+00,7.5862e+00,-1.8150e+05,-1.8151e+05,-8.2397e-02,-1.8151e+05,1.2999e-01,6.7670e+00,1.7091e+05,4.9479e+01,-8.7022e-01,-8.7048e-01,2.0284e-01,-4.7176e-01,2.2575e+00,2.2468e+00,4.2658e+00,2.2930e+01
3.4000e+01,1.0000e+00,7.7982e+00,-1.8138e+05,-1.8138e+05,-8.4894e-02,-1.8138e+05,1.3001e-01,6.7695e+00,1.7087e+05,5.1017e+01,4.9198e-01,-1.7308e+00,-1.4961e+00,5.3938e-01,-1.0863e+00,3.7112e+00,4.8445e+00,2.4784e+01
3.5000e+01,1.0000e+00,8.0092e+00,-1.8133e+05,-1.8134e+05,-8.7391e-02,-1.8134e+05,1.3003e-01,6.7720e+00,1.7074e+05,5.2433e+01,-7.5791e-02,-1.6711e+00,7.2378e-01,8.5767e-01,7.6828e-01,1.0454e+00,4.2708e+00,2.2493e+01
3.6000e+01,1.0000e+00,8.2192e+00,-1.8118e+05,-1.8119e+05,-8.9888e-02,-1.8119e+05,1.3006e-01,6.7745e+00,1.7070e+05,5.4008e+01,-7.3454e-01,-1.3687e+00,-1.8068e+00,-1.2237e+00,2.4587e+00,3.7489e+00,3.4511e+00,2.2788e+01
3.7000e+01,1.0000e+00,8.4282e+00,-1.8113e+05,-1.8114e+05,-9.2385e-02,-1.8114e+05,1.3008e-01,6.7770e+00,1.7055e+05,5.5358e+01,-9.1195e-01,-1.9115e+00,-2.5584e+00,3.3016e-01,4.9625e-01,4.1072e+00,1.3698e+00,2.3637e+01
3.8000e+01,1.0000e+00,8.6364e+00,-1.8102e+05,-1.8103e+05,-9.4881e-02,-1.8103e+05,1.3011e-01,6.7795e+00,1.7050e+05,5.6914e+01,-9.4816e-01,-1.9023e+00,-4.5059e-01,-6.5775e-01,7.9311e-01,1.3631e+00,4.4247e+00,2.4035e+01
3.9000e+01,1.0000e+00,8.8435e+00,-1.8099e+05,-1.8100e+05,-9.7378e-02,-1.8100e+05,1.3013e-01,6.7820e+00,1.7039e+05,5.8450e+01,1.8765e-01,-1.1502e+00,5.4336e-01,2.1659e+00,2.7372e+00,3.9074e+00,3.1427e+00,2.2463e+01
4.0000e+01,1.0000e+00,9.0498e+00,-1.8096e+05,-1.8097e+05,-9.9875e-02,-1.8097e+05,1.3015e-01,6.7845e+00,1.7036e+05,5.9958e+01,1.7782e-01,-1.8480e+00,-1.1546e+00,1.2358e+00,-1.0740e+00,3.8213e+00,2.7764e+00,2.2348e+01
4.1000e+01,2.0000e+00,9.2342e+00,-1.8095e+05,-1.8096e+05,-1.0237e-01,-1.8096e+05,1.2940e-01,6.7065e+00,1.7033e+05,6.2704e+01,-9.7244e-01,-7.1682e-01,-4.7533e-01,1.8630e+00,1.7929e+00,3.9896e+00,4.5034e+00,2.4545e+01
4.2000e+01,1.0000e+00,9.4382e+00,-1.8077e+05,-1.8078e+05,-1.0487e-01,-1.8078e+05,1.3020e-01,6.7895e+00,1.7032e+05,6.4032e+01,-8.7284e-01,-1.5005e+00,1.4740e-01,-1.1640e+00,1.0861e+00,1.2008e+00,4.8335e+00,2.5339e+01
4.3000e+01,1.0000e+00,9.6413e+00,-1.8072e+05,-1.8072e+05,-1.0737e-01,-1.8072e+05,1.3023e-01,6.7920e+00,1.7014e+05,6.5501e+01,3.4370e-01,-1.3216e+00,8.5340e-01,-1.1210e+00,1.8221e+00,2.0074e+00,4.8320e+00,2.4628e+01
