niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-2.0230e+05,-2.0231e+05,-2.4969e-03,-2.0231e+05,1.2922e-01,6.6871e+00,inf,6.4742e-01,-5.1427e-01,-1.8607e+00,-2.0294e+00,1.5837e+00,-8.1911e-01,2.1949e+00,4.8718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-2.0216e+05,-2.0216e+05,-4.9938e-03,-2.0216e+05,1.2924e-01,6.6896e+00,1.8284e+05,1.2897e+00,-2.6831e-02,-1.4816e+00,-5.9307e-01,1.7762e+00,2.3586e+00,4.0149e+00,4.8610e+00
3.0000e+00,1.0000e+00,7.4442e-01,-2.0208e+05,-2.0208e+05,-7.4906e-03,-2.0208e+05,1.2926e-01,6.6921e+00,1.8270e+05,1.9312e+00,-6.6183e-01,-1.3484e+00,-1.8347e+00,1.5798e+00,2.4420e+00,3.3658e+00,4.7807e+00
4.0000e+00,1.0000e+00,9.9010e-01,-2.0199e+05,-2.0200e+05,-9.9875e-03,-2.0200e+05,1.2929e-01,6.6946e+00,1.8262e+05,2.5677e+00,-2.5311e-01,-1.4600e+00,-2.1228e+00,1.1717e+00,2.2174e+00,1.3841e+00,4.8478e+00
5.0000e+00,1.0000e+00,1.2346e+00,-2.0190e+05,-2.0190e+05,-1.2484e-02,-2.0190e+05,1.2931e-01,6.6971e+00,1.8253e+05,3.2087e+00,1.4539e-01,-1.1995e+00,1.2183e-01,6.5674e-01,5.6773e-01,3.8425e+00,4.9114e+00
6.0000e+00,1.0000e+00,1.4778e+00,-2.0185e+05,-2.0186e+05,-1.4981e-02,-2.0186e+05,1.2934e-01,6.6996e+00,1.8244e+05,3.8445e+00,-3.3407e-01,-6.1285e-01,-8.0575e-02,-1.4077e+00,1.1669e+00,5.9124e-01,4.9354e+00
7.0000e+00,1.0000e+00,1.7199e+00,-2.0179e+05,-2.0180e+05,-1.7478e-02,-2.0180e+05,1.2936e-01,6.7021e+00,1.8239e+05,4.3196e+00,-9.1433e-01,-9.9587e-01,3.0215e-01,1.0987e+00,2.0637e+00,2.3396e+00,4.7989e+00
8.0000e+00,1.0000e+00,1.9608e+00,-2.0179e+05,-2.0179e+05,-1.9975e-02,-2.0179e+05,1.2636e-01,6.3944e+00,1.8233e+05,4.7953e+00,-9.2384e-01,-5.6973e-01,-2.0507e+00,-1.4268e+00,2.6234e+00,3.4519e+00,4.8260e+00
9.0000e+00,1.0000e+00,2.2005e+00,-2.0171e+05,-2.0172e+05,-2.2472e-02,-2.0172e+05,1.2941e-01,6.7071e+00,1.8233e+05,5.2771e+00,-6.3093e-01,-1.9361e+00,-1.7751e+00,-1.5537e+00,1.6981e+00,3.4474e+00,4.6721e+00
1.0000e+01,1.0000e+00,2.4390e+00,-2.0162e+05,-2.0163e+05,-2.4969e-02,-2.0163e+05,1.2943e-01,6.7096e+00,1.8225e+05,5.8765e+00,-9.6318e-01,-1.6140e+00,-1.1258e+00,-1.7002e+00,7.6247e-01,3.5183e+00,4.6283e+00
