logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.3503e-01,-1.0961e+00,-1.4488e+00,1.9344e+00,5.3315e-01,2.3241e+00,3.3969e+00,2.9820e+01,-7.5026e+02
2.9587e-01,-1.8619e+00,-1.6279e+00,1.7081e+00,7.0863e-01,3.1916e+00,2.0696e+00,2.9610e+01,-5.3289e+02
1.0700e-01,-1.5176e+00,-6.4275e-01,2.0059e+00,1.2127e+00,2.2230e+00,3.4118e+00,2.9855e+01,-5.7291e+02
-5.7313e-01,-1.2230e+00,1.3153e-01,1.8476e+00,7.1549e-01,1.6920e+00,3.5116e+00,3.0052e+01,-6.2580e+02
2.9996e-01,-1.3669e+00,-1.3460e+00,2.1184e+00,9.9027e-01,3.0882e+00,3.1606e+00,2.9982e+01,-5.4597e+02
-7.9504e-02,-1.9460e+00,8.3361e-01,5.8287e-01,3.2677e+00,1.6306e+00,2.7013e+00,3.0892e+01,-7.3649e+02
-8.4147e-02,-1.4089e+00,-3.3030e-01,2.0569e+00,4.3383e-01,1.8962e+00,3.4943e+00,3.0041e+01,-7.2027e+02
-3.9919e-01,-1.7005e+00,1.0154e+00,-3.6271e-01,2.3689e+00,2.9270e+00,3.3572e+00,3.0321e+01,-7.8058e+02
4.1915e-01,-1.0204e+00,1.2730e+00,2.0348e+00,3.2076e+00,2.1745e+00,2.8558e+00,3.0663e+01,-7.7957e+02
-4.1222e-01,-1.1417e+00,2.5389e-01,1.8032e+00,1.6231e+00,2.9284e+00,3.1762e+00,2.9913e+01,-6.4632e+02
-5.4428e-01,-1.2434e+00,-3.7544e-01,1.8531e+00,8.0720e-01,2.8543e+00,3.4248e+00,3.0171e+01,-7.2812e+02
8.4923e-02,-1.9445e+00,9.0694e-01,1.1693e+00,3.1000e+00,2.6854e+00,2.7175e+00,3.0566e+01,-7.0103e+02
-1.3789e-01,-1.3085e+00,7.3601e-01,2.0945e+00,8.9243e-01,3.0226e+00,3.4544e+00,3.0387e+01,-7.4629e+02
