niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.3000e+01,1.0000e+00,3.1477e+00,-1.3838e+05,-1.3839e+05,-3.2459e-02,-1.3839e+05,1.2951e-01,6.7171e+00,1.2409e+05,1.0069e+01,-8.9726e-01,-1.2969e+00,3.6084e-01,2.7646e-01,1.0054e+00,5.0338e+00,5.3449e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.3833e+05,-1.3834e+05,-3.4956e-02,-1.3834e+05,1.2953e-01,6.7196e+00,1.2407e+05,1.0913e+01,-1.0873e-01,-1.7345e+00,6.2655e-01,9.0515e-01,9.7222e-01,4.9653e+00,5.4975e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.3812e+05,-1.3813e+05,-3.7453e-02,-1.3813e+05,1.2955e-01,6.7221e+00,1.2402e+05,1.1752e+01,-7.8162e-01,-1.5957e+00,-7.2130e-01,7.2863e-01,4.2522e+00,5.2619e+00,1.8728e+00
1.6000e+01,1.0000e+00,3.8462e+00,-1.3801e+05,-1.3801e+05,-3.9950e-02,-1.3801e+05,1.2958e-01,6.7246e+00,1.2381e+05,1.2588e+01,-9.0094e-01,-9.9648e-01,3.2500e-01,2.3125e+00,1.3783e+00,2.4532e+00,5.5885e+00
1.7000e+01,1.0000e+00,4.0767e+00,-1.3798e+05,-1.3799e+05,-4.2447e-02,-1.3799e+05,1.2960e-01,6.7271e+00,1.2369e+05,1.3437e+01,-3.3407e-01,-6.1285e-01,1.6288e+00,2.7175e-01,2.7527e+00,1.8656e+00,5.8571e+00
1.8000e+01,1.0000e+00,4.3062e+00,-1.3794e+05,-1.3795e+05,-4.4944e-02,-1.3795e+05,1.2963e-01,6.7296e+00,1.2366e+05,1.4304e+01,-4.9150e-01,-1.8199e+00,1.0082e+00,2.7425e+00,1.6567e+00,4.8294e+00,5.4804e+00
1.9000e+01,1.0000e+00,4.5346e+00,-1.3793e+05,-1.3794e+05,-4.7441e-02,-1.3794e+05,1.2964e-01,6.7312e+00,1.2363e+05,1.4965e+01,-7.7869e-01,-1.8454e+00,-6.3152e-01,1.1187e+00,2.5826e+00,4.8482e+00,5.3324e+00
2.0000e+01,1.0000e+00,4.7619e+00,-1.3788e+05,-1.3789e+05,-4.9938e-02,-1.3789e+05,1.2967e-01,6.7345e+00,1.2362e+05,1.5822e+01,-3.9175e-01,-9.5524e-01,-5.6294e-01,3.8761e+00,1.6357e+00,1.6084e+00,5.5954e+00
2.1000e+01,1.0000e+00,4.9881e+00,-1.3784e+05,-1.3785e+05,-5.2434e-02,-1.3785e+05,1.2970e-01,6.7370e+00,1.2356e+05,1.6666e+01,-8.1482e-01,-1.4803e+00,4.8442e-01,1.9355e-01,3.7330e+00,5.3076e+00,3.2664e+00
2.2000e+01,1.0000e+00,5.2133e+00,-1.3782e+05,-1.3782e+05,-5.4931e-02,-1.3782e+05,1.2972e-01,6.7395e+00,1.2352e+05,1.7538e+01,-2.9385e-01,-1.9427e+00,1.3931e-01,1.4327e+00,2.9488e+00,1.4908e+00,5.5354e+00
2.3000e+01,1.0000e+00,5.4374e+00,-1.3770e+05,-1.3770e+05,-5.7428e-02,-1.3770e+05,1.2975e-01,6.7420e+00,1.2350e+05,1.8217e+01,2.0650e-01,-1.3703e+00,2.9995e-01,1.1342e+00,3.3341e+00,5.3742e+00,4.0648e+00
2.4000e+01,1.0000e+00,5.6604e+00,-1.3769e+05,-1.3770e+05,-5.9925e-02,-1.3770e+05,1.2885e-01,6.6494e+00,1.2338e+05,1.9074e+01,-4.3715e-01,-1.1642e+00,7.6416e-01,3.7240e+00,3.4503e+00,3.7539e+00,5.5956e+00
2.5000e+01,1.0000e+00,5.8824e+00,-1.3744e+05,-1.3745e+05,-6.2422e-02,-1.3745e+05,1.2979e-01,6.7470e+00,1.2337e+05,1.9906e+01,-2.0003e-02,-1.9706e+00,1.4075e-01,1.8673e+00,2.5472e+00,5.2189e+00,4.8999e+00
2.6000e+01,1.0000e+00,6.1033e+00,-1.3744e+05,-1.3745e+05,-6.4919e-02,-1.3745e+05,1.2617e-01,6.3759e+00,1.2313e+05,2.0570e+01,-7.9668e-01,-1.8094e+00,5.9902e-01,2.4154e+00,9.9118e-01,5.2808e+00,2.5798e+00
2.7000e+01,1.0000e+00,6.3232e+00,-1.3740e+05,-1.3741e+05,-6.7416e-02,-1.3741e+05,1.2984e-01,6.7520e+00,1.2312e+05,2.1411e+01,-4.1992e-01,-8.2218e-01,-6.5154e-01,1.5574e+00,3.4317e+00,1.4327e+00,5.5700e+00
2.8000e+01,2.0000e+00,6.5268e+00,-1.3735e+05,-1.3736e+05,-6.9913e-02,-1.3736e+05,1.2987e-01,6.7545e+00,1.2308e+05,2.2911e+01,-4.3978e-01,-6.9508e-01,9.4118e-01,1.2602e+00,2.8028e+00,1.5603e+00,5.6339e+00
2.9000e+01,1.0000e+00,6.7442e+00,-1.3726e+05,-1.3726e+05,-7.2410e-02,-1.3726e+05,1.2989e-01,6.7570e+00,1.2304e+05,2.3552e+01,8.7859e-02,-5.3932e-01,1.0850e+00,1.7248e+00,5.5055e-01,3.8069e+00,5.7164e+00
3.0000e+01,1.0000e+00,6.9606e+00,-1.3711e+05,-1.3712e+05,-7.4906e-02,-1.3712e+05,1.2991e-01,6.7595e+00,1.2294e+05,2.4265e+01,-9.7407e-01,-1.5597e+00,1.4258e-02,9.2557e-02,3.6783e+00,2.7181e+00,5.4248e+00
3.1000e+01,1.0000e+00,7.1759e+00,-1.3695e+05,-1.3695e+05,-7.7403e-02,-1.3695e+05,1.2994e-01,6.7620e+00,1.2280e+05,2.4946e+01,3.8730e-01,-9.4052e-01,-8.2177e-01,3.4802e+00,1.8130e+00,5.3661e+00,3.7055e+00
3.2000e+01,1.0000e+00,7.3903e+00,-1.3679e+05,-1.3680e+05,-7.9900e-02,-1.3680e+05,1.2996e-01,6.7645e+00,1.2263e+05,2.5615e+01,-5.9752e-01,-1.2920e+00,-7.4156e-01,-1.8641e-02,2.6954e+00,5.2061e+00,1.9955e+00
3.3000e+01,1.0000e+00,7.6037e+00,-1.3678e+05,-1.3679e+05,-8.2397e-02,-1.3679e+05,1.2998e-01,6.7665e+00,1.2248e+05,2.6452e+01,-9.1433e-01,-9.9587e-01,2.0115e+00,2.7781e+00,3.6496e+00,3.6140e+00,5.7206e+00
3.4000e+01,1.0000e+00,7.8161e+00,-1.3675e+05,-1.3676e+05,-8.4894e-02,-1.3676e+05,1.3001e-01,6.7695e+00,1.2247e+05,2.7295e+01,-7.9770e-01,-1.9028e+00,1.6385e-01,2.7220e+00,2.8171e+00,4.2522e+00,5.3530e+00
3.5000e+01,1.0000e+00,8.0275e+00,-1.3670e+05,-1.3671e+05,-8.7391e-02,-1.3671e+05,1.3003e-01,6.7720e+00,1.2243e+05,2.8137e+01,1.3538e-01,-1.4468e+00,7.4331e-02,9.1285e-01,3.9475e+00,2.8513e+00,5.4094e+00
3.6000e+01,1.0000e+00,8.2380e+00,-1.3669e+05,-1.3670e+05,-8.9888e-02,-1.3670e+05,1.3006e-01,6.7745e+00,1.2239e+05,2.8795e+01,1.1065e-01,-1.1536e+00,1.9265e+00,1.7672e+00,1.0848e+00,5.3667e+00,5.4160e+00
3.7000e+01,1.0000e+00,8.4475e+00,-1.3665e+05,-1.3666e+05,-9.2385e-02,-1.3666e+05,1.3008e-01,6.7770e+00,1.2237e+05,2.9450e+01,1.8474e-01,-1.9848e+00,1.1813e+00,1.8698e+00,1.6769e+00,5.3461e+00,4.3187e+00
3.8000e+01,1.0000e+00,8.6560e+00,-1.3656e+05,-1.3656e+05,-9.4881e-02,-1.3656e+05,1.3011e-01,6.7795e+00,1.2234e+05,3.0138e+01,-5.8935e-01,-1.6821e+00,2.4994e-01,-5.4173e-02,1.5293e+00,5.1834e+00,3.5287e+00
3.9000e+01,1.0000e+00,8.8636e+00,-1.3650e+05,-1.3651e+05,-9.7378e-02,-1.3651e+05,1.3013e-01,6.7820e+00,1.2224e+05,3.0973e+01,-3.6561e-01,-1.5297e+00,1.2163e+00,7.9914e-02,4.3695e+00,5.2653e+00,2.9863e+00
4.0000e+01,1.0000e+00,9.0703e+00,-1.3629e+05,-1.3630e+05,-9.9875e-02,-1.3630e+05,1.3015e-01,6.7845e+00,1.2219e+05,3.1665e+01,-3.4616e-01,-1.8735e+00,4.5158e-01,3.7268e+00,2.5455e+00,4.5257e+00,5.3035e+00
4.1000e+01,1.0000e+00,9.2760e+00,-1.3622e+05,-1.3623e+05,-1.0237e-01,-1.3623e+05,1.3018e-01,6.7870e+00,1.2198e+05,3.2348e+01,-7.7280e-01,-1.7072e+00,-8.2735e-01,3.6046e+00,3.7848e+00,2.0189e+00,5.3280e+00
4.2000e+01,1.0000e+00,9.4808e+00,-1.3619e+05,-1.3620e+05,-1.0487e-01,-1.3620e+05,1.3020e-01,6.7895e+00,1.2190e+05,3.3010e+01,-9.9768e-01,-1.0807e+00,1.1099e+00,3.0682e+00,3.7481e+00,5.1966e+00,4.2970e+00
4.3000e+01,1.0000e+00,9.6847e+00,-1.3618e+05,-1.3618e+05,-1.0737e-01,-1.3618e+05,1.3023e-01,6.7920e+00,1.2638e+05,3.3827e+01,-6.1096e-01,-1.2017e+00,9.1466e-01,3.6755e+00,6.8380e-01,5.2092e+00,3.2176e+00
4.4000e+01,1.0000e+00,9.8876e+00,-1.3589e+05,-1.3589e+05,-1.0986e-01,-1.3589e+05,1.3025e-01,6.7945e+00,1.2636e+05,3.4677e+01,-5.6681e-02,-1.7637e+00,1.8654e+00,3.9020e+00,3.5811e+00,5.3011e+00,5.0770e+00
4.5000e+01,2.0000e+00,1.0067e+01,-1.3575e+05,-1.3576e+05,-1.1236e-01,-1.3576e+05,1.3027e-01,6.7970e+00,1.2607e+05,3.6356e+01,3.5128e-01,-1.7225e+00,-5.5494e-01,3.8727e+00,1.4130e+00,5.1378e+00,3.6570e+00
4.6000e+01,1.0000e+00,1.0268e+01,-1.3574e+05,-1.3575e+05,-1.1486e-01,-1.3575e+05,1.3030e-01,6.7994e+00,1.2594e+05,3.7188e+01,-2.4555e-01,-1.8322e+00,1.3719e+00,2.2094e+00,4.8917e-01,3.8527e+00,5.5057e+00
4.7000e+01,2.0000e+00,1.0444e+01,-1.3565e+05,-1.3566e+05,-1.1735e-01,-1.3566e+05,1.3032e-01,6.8020e+00,1.2593e+05,3.8543e+01,-9.6088e-02,-1.4160e+00,5.9233e-01,2.0771e+00,3.9658e+00,4.4402e+00,5.2641e+00
4.8000e+01,1.0000e+00,1.0643e+01,-1.3560e+05,-1.3560e+05,-1.1985e-01,-1.3560e+05,1.3035e-01,6.8045e+00,1.2584e+05,3.9221e+01,-1.7824e-01,-9.0465e-01,-9.4498e-01,3.4000e+00,4.4566e+00,2.6842e+00,5.2583e+00
4.9000e+01,1.0000e+00,1.0841e+01,-1.3556e+05,-1.3557e+05,-1.2235e-01,-1.3557e+05,1.3037e-01,6.8070e+00,1.2578e+05,4.0037e+01,-2.5226e-01,-1.1020e+00,1.4367e-01,1.7927e+00,2.4445e+00,3.7256e+00,5.3358e+00
5.0000e+01,1.0000e+00,1.1038e+01,-1.3556e+05,-1.3556e+05,-1.2484e-01,-1.3556e+05,1.2501e-01,6.2584e+00,1.2575e+05,4.0912e+01,-4.8052e-01,-1.7272e+00,6.1934e-01,1.0607e+00,6.5897e-01,4.7181e+00,5.1124e+00
5.1000e+01,1.0000e+00,1.1233e+01,-1.3553e+05,-1.3554e+05,-1.2734e-01,-1.3554e+05,1.3042e-01,6.8120e+00,1.2574e+05,4.1584e+01,-1.9622e-01,-1.9907e+00,1.4565e-01,1.6932e+00,2.9107e+00,5.0557e+00,4.3602e+00
5.2000e+01,1.0000e+00,1.1429e+01,-1.3548e+05,-1.3549e+05,-1.2984e-01,-1.3549e+05,1.3044e-01,6.8144e+00,1.2572e+05,4.2420e+01,-9.3838e-01,-1.8186e+00,1.7331e+00,1.2512e+00,1.6857e+00,4.8814e+00,5.3161e+00
5.3000e+01,1.0000e+00,1.1623e+01,-1.3544e+05,-1.3545e+05,-1.3233e-01,-1.3545e+05,1.3046e-01,6.8169e+00,1.2567e+05,4.3089e+01,-9.2017e-02,-8.0356e-01,-2.5401e-01,1.0964e+00,3.7758e+00,5.0031e+00,4.7830e+00
5.4000e+01,1.0000e+00,1.1816e+01,-1.3536e+05,-1.3536e+05,-1.3483e-01,-1.3536e+05,1.3049e-01,6.8194e+00,1.2563e+05,4.3928e+01,-3.6923e-01,-1.2121e+00,8.7652e-02,2.5802e+00,8.2331e-01,4.6720e+00,5.0869e+00
5.5000e+01,1.0000e+00,1.2009e+01,-1.3533e+05,-1.3533e+05,-1.3733e-01,-1.3533e+05,1.3051e-01,6.8219e+00,1.2554e+05,4.4610e+01,-4.9724e-01,-1.0137e+00,-7.6355e-01,1.6568e-01,1.7549e+00,3.7449e+00,5.2728e+00
5.6000e+01,1.0000e+00,1.2200e+01,-1.3522e+05,-1.3523e+05,-1.3983e-01,-1.3523e+05,1.3054e-01,6.8244e+00,1.2551e+05,4.5446e+01,2.0792e-01,-1.9157e+00,5.5849e-02,3.6925e+00,3.8157e+00,5.0156e+00,4.2357e+00
5.7000e+01,1.0000e+00,1.2391e+01,-1.3521e+05,-1.3521e+05,-1.4232e-01,-1.3521e+05,1.3056e-01,6.8269e+00,1.2541e+05,4.6109e+01,-2.7817e-01,-1.9476e+00,-6.1334e-01,3.5271e+00,4.0305e+00,5.0436e+00,3.0868e+00
5.8000e+01,2.0000e+00,1.2554e+01,-1.3520e+05,-1.3520e+05,-1.4482e-01,-1.3520e+05,1.3056e-01,6.8266e+00,1.2539e+05,4.7795e+01,2.8874e-01,-1.5116e+00,2.9346e-01,3.6182e+00,3.0109e+00,2.0467e+00,5.3537e+00
5.9000e+01,1.0000e+00,1.2743e+01,-1.3519e+05,-1.3519e+05,-1.4732e-01,-1.3519e+05,1.3060e-01,6.8313e+00,1.2538e+05,4.8470e+01,-2.5466e-01,-1.5041e+00,4.1999e-01,2.5311e-01,3.5327e+00,5.0920e+00,3.5479e+00
6.0000e+01,1.0000e+00,1.2931e+01,-1.3509e+05,-1.3510e+05,-1.4981e-01,-1.3510e+05,1.3063e-01,6.8344e+00,1.2537e+05,4.9185e+01,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00
6.1000e+01,1.0000e+00,1.3118e+01,-1.3507e+05,-1.3508e+05,-1.5231e-01,-1.3508e+05,1.3066e-01,6.8369e+00,1.2528e+05,4.9882e+01,-2.9425e-01,-1.6991e+00,-2.2265e-01,6.5581e-01,1.8791e+00,5.0299e+00,3.5913e+00
6.2000e+01,1.0000e+00,1.3305e+01,-1.3505e+05,-1.3505e+05,-1.5481e-01,-1.3505e+05,1.3068e-01,6.8394e+00,1.2526e+05,5.0559e+01,-2.1655e-01,-1.8525e+00,1.7976e+00,3.4818e+00,2.7303e+00,5.3609e+00,2.5722e+00
6.3000e+01,2.0000e+00,1.3462e+01,-1.3492e+05,-1.3493e+05,-1.5730e-01,-1.3493e+05,1.3070e-01,6.8419e+00,1.2523e+05,5.2070e+01,-9.9318e-01,-1.1937e+00,-9.9055e-01,2.0877e+00,6.4488e-01,1.9988e+00,5.2293e+00
6.4000e+01,1.0000e+00,1.3646e+01,-1.3490e+05,-1.3490e+05,-1.5980e-01,-1.3490e+05,1.3073e-01,6.8444e+00,1.2511e+05,5.2747e+01,1.4856e-02,-1.7893e+00,-4.3567e-01,2.5439e+00,4.3887e+00,4.1622e+00,4.9051e+00
6.5000e+01,1.0000e+00,1.3830e+01,-1.3486e+05,-1.3486e+05,-1.6230e-01,-1.3486e+05,1.3075e-01,6.8469e+00,1.2508e+05,5.3558e+01,-8.6733e-01,-1.9150e+00,-6.4383e-01,1.8869e+00,3.1607e+00,1.7465e+00,5.1861e+00
6.6000e+01,2.0000e+00,1.3983e+01,-1.3484e+05,-1.3484e+05,-1.6479e-01,-1.3484e+05,1.3078e-01,6.8494e+00,1.2504e+05,5.5237e+01,-9.3715e-01,-1.7387e+00,1.2047e+00,6.3722e-01,2.7286e+00,3.4389e+00,5.3327e+00
6.7000e+01,1.0000e+00,1.4165e+01,-1.3481e+05,-1.3482e+05,-1.6729e-01,-1.3482e+05,1.3080e-01,6.8519e+00,1.2688e+05,5.5903e+01,3.8393e-01,-1.7448e+00,1.8166e+00,3.4248e+00,9.7935e-01,5.2791e+00,4.8741e+00
6.8000e+01,1.0000e+00,1.4346e+01,-1.3473e+05,-1.3473e+05,-1.6979e-01,-1.3473e+05,1.3082e-01,6.8544e+00,1.2685e+05,5.6745e+01,-7.2732e-01,-1.2215e+00,1.7837e+00,3.6456e+00,2.5786e+00,5.2677e+00,4.0462e+00
6.9000e+01,1.0000e+00,1.4526e+01,-1.3449e+05,-1.3450e+05,-1.7228e-01,-1.3450e+05,1.3085e-01,6.8569e+00,1.2677e+05,5.7632e+01,-5.4377e-01,-9.2751e-01,1.8394e+00,2.0360e-02,1.6054e+00,3.7049e+00,5.5804e+00
7.0000e+01,1.0000e+00,1.4706e+01,-1.3446e+05,-1.3446e+05,-1.7478e-01,-1.3446e+05,1.3087e-01,6.8594e+00,1.2653e+05,5.8485e+01,4.1952e-01,-1.0494e+00,1.2684e+00,3.9702e-01,3.0384e+00,3.0657e+00,5.4649e+00
7.1000e+01,1.0000e+00,1.4885e+01,-1.3441e+05,-1.3441e+05,-1.7728e-01,-1.3441e+05,1.3089e-01,6.8619e+00,1.2650e+05,5.9317e+01,-9.8655e-01,-9.3728e-01,1.5442e+00,2.5228e-01,2.4948e+00,5.1408e+00,4.3589e+00
7.2000e+01,1.0000e+00,1.5063e+01,-1.3436e+05,-1.3437e+05,-1.7978e-01,-1.3437e+05,1.3092e-01,6.8644e+00,1.2645e+05,6.0170e+01,4.7497e-01,-1.2637e+00,1.5706e+00,3.6017e+00,7.3247e-01,5.2682e+00,4.3201e+00
7.3000e+01,1.0000e+00,1.5240e+01,-1.3428e+05,-1.3429e+05,-1.8227e-01,-1.3429e+05,1.3094e-01,6.8669e+00,1.2640e+05,6.0882e+01,3.8759e-01,-1.4645e+00,2.2196e+00,2.5062e+00,3.3223e+00,4.3366e+00,5.7412e+00
7.4000e+01,2.0000e+00,1.5385e+01,-1.3415e+05,-1.3415e+05,-1.8477e-01,-1.3415e+05,1.3097e-01,6.8694e+00,1.2632e+05,6.2390e+01,1.7421e-01,-1.7084e+00,-4.3865e-02,3.6404e+00,3.2542e+00,3.0848e+00,5.2183e+00
7.5000e+01,1.0000e+00,1.5560e+01,-1.3406e+05,-1.3407e+05,-1.8727e-01,-1.3407e+05,1.3099e-01,6.8719e+00,1.2619e+05,6.3057e+01,-9.7240e-01,-7.0552e-01,-6.1210e-01,9.5393e-01,4.4320e+00,4.6944e+00,2.8374e+00
7.6000e+01,1.0000e+00,1.5735e+01,-1.3396e+05,-1.3397e+05,-1.8976e-01,-1.3397e+05,1.3101e-01,6.8744e+00,1.2610e+05,6.3884e+01,-8.6877e-01,-1.6149e+00,1.5036e+00,2.2245e+00,4.0195e+00,5.0555e+00,2.4668e+00
7.7000e+01,1.0000e+00,1.5909e+01,-1.3386e+05,-1.3387e+05,-1.9226e-01,-1.3387e+05,1.3104e-01,6.8769e+00,1.2600e+05,6.4722e+01,4.9084e-01,-1.2176e+00,-6.4621e-01,1.5522e-01,1.7764e+00,3.6220e+00,5.2082e+00
7.8000e+01,1.0000e+00,1.6082e+01,-1.3379e+05,-1.3380e+05,-1.9476e-01,-1.3380e+05,1.3106e-01,6.8794e+00,1.2590e+05,6.5566e+01,-9.6526e-01,-1.2389e+00,9.4460e-03,1.7269e+00,4.3565e+00,4.5740e+00,2.9937e+00
7.9000e+01,1.0000e+00,1.6255e+01,-1.3374e+05,-1.3375e+05,-1.9725e-01,-1.3375e+05,1.3108e-01,6.8819e+00,1.2583e+05,6.6242e+01,1.0974e-01,-8.9261e-01,-6.3379e-01,8.0514e-01,3.7598e+00,2.3686e+00,5.1421e+00
8.0000e+01,1.0000e+00,1.6427e+01,-1.3372e+05,-1.3372e+05,-1.9975e-01,-1.3372e+05,1.3111e-01,6.8844e+00,1.2578e+05,6.7157e+01,8.1367e-04,-1.7760e+00,8.2675e-01,3.4822e-02,3.5010e+00,2.2056e+00,5.2196e+00
8.1000e+01,2.0000e+00,1.6564e+01,-1.3360e+05,-1.3361e+05,-2.0225e-01,-1.3361e+05,1.3113e-01,6.8869e+00,1.2576e+05,6.8815e+01,3.4945e-01,-1.8476e+00,7.5820e-01,1.5217e+00,3.1487e+00,3.5981e+00,5.2289e+00
8.2000e+01,2.0000e+00,1.6701e+01,-1.3355e+05,-1.3355e+05,-2.0474e-01,-1.3355e+05,1.3116e-01,6.8894e+00,1.2564e+05,7.0494e+01,-2.3867e-01,-1.9682e+00,6.7717e-01,1.7309e+00,1.4174e+00,4.7039e+00,4.8363e+00
8.3000e+01,1.0000e+00,1.6870e+01,-1.3343e+05,-1.3344e+05,-2.0724e-01,-1.3344e+05,1.3118e-01,6.8919e+00,1.2559e+05,7.1201e+01,2.3572e-01,-5.5808e-01,-9.0560e-01,2.9151e+00,3.0393e+00,4.0721e+00,5.2354e+00
8.4000e+01,1.0000e+00,1.7039e+01,-1.3340e+05,-1.3341e+05,-2.0974e-01,-1.3341e+05,1.3120e-01,6.8943e+00,1.2547e+05,7.2041e+01,-9.8528e-01,-8.4443e-01,2.6553e-01,2.1183e+00,3.3986e+00,4.9143e+00,2.1069e+00
8.5000e+01,1.0000e+00,1.7206e+01,-1.3324e+05,-1.3325e+05,-2.1223e-01,-1.3325e+05,1.3123e-01,6.8968e+00,1.2544e+05,7.2689e+01,4.5101e-01,-1.8987e+00,2.1343e-01,2.7331e+00,3.0232e+00,3.9134e+00,5.1722e+00
8.6000e+01,1.0000e+00,1.7374e+01,-1.3322e+05,-1.3323e+05,-2.1473e-01,-1.3323e+05,1.3125e-01,6.8993e+00,1.2528e+05,7.3505e+01,-9.0229e-01,-1.1316e+00,1.9120e-02,1.8625e+00,1.7166e+00,4.8721e+00,3.4853e+00
8.7000e+01,1.0000e+00,1.7540e+01,-1.3317e+05,-1.3318e+05,-2.1723e-01,-1.3318e+05,1.3127e-01,6.9018e+00,1.2526e+05,7.4330e+01,4.0525e-01,-6.4399e-01,1.8320e+00,2.5620e+00,2.0309e+00,5.2776e+00,4.7013e+00
8.8000e+01,1.0000e+00,1.7706e+01,-1.3313e+05,-1.3314e+05,-2.1973e-01,-1.3314e+05,1.3130e-01,6.9043e+00,1.2521e+05,7.5168e+01,1.0778e-01,-1.1190e+00,8.2961e-01,3.7416e-01,1.3790e+00,4.9828e+00,3.5242e+00
8.9000e+01,1.0000e+00,1.7871e+01,-1.3312e+05,-1.3312e+05,-2.2222e-01,-1.3312e+05,1.3132e-01,6.9068e+00,1.2517e+05,7.5820e+01,-1.1352e-01,-1.3373e+00,1.5023e+00,2.4542e-01,2.2758e+00,2.4797e+00,5.3909e+00
9.0000e+01,1.0000e+00,1.8036e+01,-1.3299e+05,-1.3300e+05,-2.2472e-01,-1.3300e+05,1.3135e-01,6.9093e+00,1.2516e+05,7.6686e+01,-9.6695e-01,-1.6859e+00,-9.4302e-01,1.7005e+00,1.6954e+00,1.9795e+00,5.0533e+00
9.1000e+01,2.0000e+00,1.8164e+01,-1.3291e+05,-1.3292e+05,-2.2722e-01,-1.3292e+05,1.3137e-01,6.9118e+00,1.2503e+05,7.8032e+01,-8.2762e-02,-1.3383e+00,1.0519e+00,3.0649e+00,1.4675e+00,3.2345e+00,5.2460e+00
9.2000e+01,1.0000e+00,1.8327e+01,-1.3289e+05,-1.3289e+05,-2.2971e-01,-1.3289e+05,1.3139e-01,6.9143e+00,1.2495e+05,7.8884e+01,-7.8653e-02,-1.3440e+00,1.3155e+00,3.7514e+00,2.6746e+00,4.9979e+00,2.4112e+00
