logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.2447e-01,-1.3365e+00,-1.7068e+00,8.0388e-02,5.5826e-01,1.7682e+00,2.7625e+00,2.4890e+01,-2.0545e+03
1.7920e-01,-1.6827e+00,-8.0075e-01,1.5886e-02,1.2300e+00,2.0561e+00,2.6636e+00,2.4792e+01,-1.7099e+03
-6.8719e-02,-1.5396e+00,-1.4601e+00,2.2471e-01,1.0329e+00,1.3802e+00,2.8900e+00,2.5158e+01,-1.9242e+03
1.9877e-01,-1.0744e+00,-1.0428e+00,-1.0264e+00,1.3599e+00,2.4467e+00,1.8908e+00,2.4497e+01,-1.4215e+03
2.9887e-01,-1.7985e+00,-8.2497e-01,-1.0556e+00,1.0824e+00,2.1671e+00,2.5524e+00,2.4606e+01,-1.8185e+03
9.3729e-02,-1.2445e+00,-1.5011e+00,-6.1455e-01,1.2084e+00,2.3623e+00,2.4653e+00,2.4806e+01,-1.6519e+03
6.6394e-02,-1.1120e+00,-8.6613e-01,-4.4912e-01,1.1312e+00,2.3844e+00,2.3543e+00,2.4665e+01,-1.9958e+03
1.4605e-01,-1.7248e+00,-1.1574e+00,-7.8391e-03,2.2326e-01,2.1809e+00,2.5482e+00,2.4633e+01,-1.9781e+03
2.7577e-01,-1.4444e+00,-9.2253e-01,-5.8594e-01,-3.6075e-01,2.4185e+00,2.0553e+00,2.4412e+01,-1.9838e+03
1.1294e-01,-1.3869e+00,-1.5009e+00,-2.9107e-01,9.2176e-01,2.3636e+00,2.4603e+00,2.4787e+01,-1.7841e+03
1.9451e-01,-1.2477e+00,-1.6100e+00,1.4821e-01,1.4133e+00,2.3385e+00,2.4867e+00,2.4805e+01,-1.5647e+03
1.1816e-01,-1.1493e+00,-9.9203e-01,-2.0563e-02,-1.8879e-01,2.4730e+00,2.0355e+00,2.4561e+01,-1.8997e+03
1.1397e-01,-1.7241e+00,-8.3818e-01,-3.0294e-01,1.4449e+00,1.3325e+00,2.8083e+00,2.4932e+01,-1.6680e+03
3.1979e-02,-1.4719e+00,-5.2697e-01,-5.4115e-01,1.3318e+00,1.2641e+00,2.7954e+00,2.4918e+01,-1.9871e+03
5.0441e-02,-1.5200e+00,-1.0044e+00,-3.3770e-01,3.2885e-01,2.2300e+00,2.6601e+00,2.4897e+01,-1.9499e+03
