logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-2.0080e-01,-1.4797e+00,-3.5313e-01,1.5055e+00,1.1191e+00,3.2249e+00,4.7114e+00,3.1106e+01,-8.1534e+01
-1.1859e-01,-1.8322e+00,-3.8825e-01,6.4440e-01,2.2204e+00,2.8715e+00,4.6626e+00,3.0956e+01,-1.0646e+02
4.6290e-02,-1.6838e+00,-3.4010e-01,1.7659e+00,1.5307e+00,3.9294e+00,4.5031e+00,3.0825e+01,-1.0074e+02
1.2174e-01,-1.9485e+00,2.2031e-01,1.7890e-01,2.1755e+00,4.0567e+00,4.4320e+00,3.0797e+01,-7.0064e+01
-2.2323e-01,-1.2076e+00,3.4319e-01,1.6653e+00,8.5815e-01,3.8665e+00,4.6266e+00,3.1084e+01,-6.5867e+01
-2.0671e-01,-1.4801e+00,-8.5403e-01,5.5461e-01,9.3088e-01,3.0777e+00,4.6947e+00,3.1051e+01,-8.8469e+01
-1.6365e-01,-1.2826e+00,3.4860e-01,1.3050e+00,1.5415e+00,3.9090e+00,4.5690e+00,3.0980e+01,-9.6161e+01
-1.6793e-01,-1.7128e+00,-6.5662e-02,1.2341e+00,1.1087e+00,2.3232e+00,4.7210e+00,3.1082e+01,-1.0578e+02
-2.3954e-01,-1.3589e+00,7.8347e-01,8.8678e-01,2.4287e+00,2.5598e+00,4.7707e+00,3.1236e+01,-1.0221e+02
-1.7583e-01,-1.4614e+00,5.5752e-01,6.8759e-01,1.3495e+00,3.4816e+00,4.6765e+00,3.1053e+01,-6.5876e+01
-3.2859e-01,-1.2335e+00,6.3396e-01,1.9485e-01,1.5354e+00,3.1667e+00,4.7169e+00,3.1142e+01,-6.8724e+01
-2.1292e-01,-1.4714e+00,5.2999e-01,1.2656e+00,8.5190e-01,2.6267e+00,4.7072e+00,3.1058e+01,-8.5672e+01
-1.1850e-01,-1.8924e+00,3.8960e-01,8.5535e-01,1.4961e+00,2.5317e+00,4.6593e+00,3.0918e+01,-7.6836e+01
6.0104e-02,-1.6412e+00,3.7793e-01,1.7279e+00,6.8034e-01,4.0571e+00,4.4912e+00,3.0895e+01,-9.9793e+01
-5.8416e-02,-1.6777e+00,5.7627e-01,1.1727e-01,2.5433e+00,3.5173e+00,4.6523e+00,3.0998e+01,-1.0641e+02
1.0877e-01,-1.8406e+00,4.0952e-01,1.5919e+00,2.0925e+00,4.0144e+00,4.5260e+00,3.0910e+01,-1.0129e+02
-3.9281e-01,-1.1701e+00,4.8636e-01,6.3115e-01,1.1482e+00,3.0744e+00,4.7359e+00,3.1188e+01,-8.6300e+01
