logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod,logl
-1.1969e+00,-1.9962e+00,2.2475e+00,1.0465e+00,2.1080e+00,3.0848e+01,-1.4744e+03
-1.0199e+00,-1.5240e+00,1.3032e+00,2.3555e+00,2.9398e+00,3.1657e+01,-1.5703e+03
-1.0853e+00,-1.8298e+00,1.7736e+00,2.0414e+00,2.9012e+00,3.1650e+01,-1.4740e+03
-1.1469e+00,-1.8733e+00,2.3098e+00,1.8719e+00,1.2267e+00,3.0876e+01,-1.5441e+03
-1.1524e+00,-1.6887e+00,1.7911e+00,2.2521e+00,2.9002e+00,3.1665e+01,-1.5118e+03
-1.0183e+00,-1.9188e+00,1.2900e+00,2.3800e+00,1.7061e+00,3.0689e+01,-1.5632e+03
-1.1197e+00,-1.9395e+00,1.2049e-01,2.5594e+00,2.3087e+00,3.1182e+01,-1.3438e+03
-1.2091e+00,-1.6413e+00,1.3675e+00,2.8220e+00,2.1989e+00,3.1663e+01,-1.5214e+03
-1.1122e+00,-1.9008e+00,7.7017e-01,1.8988e+00,2.6142e+00,3.0922e+01,-1.5397e+03
-1.0972e+00,-1.5069e+00,2.1720e+00,2.5061e+00,2.2410e+00,3.1468e+01,-1.3774e+03
-1.2415e+00,-1.9503e+00,1.7101e+00,2.3337e+00,2.5358e+00,3.1291e+01,-1.3948e+03
-1.1805e+00,-1.6666e+00,1.0192e+00,1.2277e+00,2.8558e+00,3.1208e+01,-1.3521e+03
-1.0313e+00,-1.5425e+00,7.2340e-01,2.1700e+00,2.5279e+00,3.0806e+01,-1.4521e+03
-1.2336e+00,-1.6160e+00,1.3012e+00,2.3621e+00,2.5317e+00,3.1241e+01,-1.5143e+03
-1.0353e+00,-1.7294e+00,1.1861e-01,1.5241e+00,2.7350e+00,3.0966e+01,-1.3981e+03
-1.2144e+00,-1.5420e+00,1.1859e+00,2.2355e+00,2.0093e+00,3.0492e+01,-1.5711e+03
-1.2114e+00,-1.9241e+00,5.1472e-01,2.5026e+00,1.6145e+00,3.0852e+01,-1.4729e+03
-1.0821e+00,-1.5033e+00,2.0704e+00,1.8399e+00,2.8157e+00,3.1574e+01,-1.5881e+03
-1.0409e+00,-1.8502e+00,2.2959e-01,2.5659e+00,1.4922e+00,3.0966e+01,-1.4823e+03
-1.1468e+00,-1.7280e+00,1.2008e+00,1.4375e+00,2.7281e+00,3.0901e+01,-1.5876e+03
-1.0594e+00,-1.5548e+00,4.8458e-01,2.3557e+00,1.9414e+00,3.0512e+01,-1.5817e+03
-1.1644e+00,-1.8799e+00,1.6841e+00,2.3049e+00,2.5490e+00,3.1321e+01,-1.5978e+03
-1.2210e+00,-1.9013e+00,1.9482e+00,2.1397e+00,1.7721e+00,3.0735e+01,-1.5999e+03
-1.1404e+00,-1.8154e+00,1.4637e+00,2.1753e+00,2.0268e+00,3.0499e+01,-1.5695e+03
-1.1435e+00,-1.8528e+00,1.4993e+00,2.2078e+00,2.6762e+00,3.1198e+01,-1.4815e+03
-1.0209e+00,-1.8504e+00,2.1881e+00,1.8410e+00,2.6078e+00,3.1253e+01,-1.5082e+03
-1.0557e+00,-1.9162e+00,1.3221e+00,2.6740e+00,1.2258e+00,3.1205e+01,-1.3556e+03
-1.0641e+00,-1.9308e+00,1.1389e+00,1.9038e+00,2.7646e+00,3.1161e+01,-1.3397e+03
-1.0476e+00,-1.8173e+00,8.6153e-01,2.2868e+00,1.9375e+00,3.0496e+01,-1.5444e+03
-1.1605e+00,-1.7729e+00,1.8395e+00,2.7908e+00,2.3695e+00,3.1818e+01,-1.4964e+03
-1.1234e+00,-1.6095e+00,1.3603e+00,2.3763e+00,2.1416e+00,3.0906e+01,-1.5942e+03
-1.1968e+00,-1.6159e+00,1.1491e+00,2.7429e+00,1.6978e+00,3.1396e+01,-1.3584e+03
-1.1947e+00,-1.9500e+00,6.2788e-01,2.8022e+00,1.6748e+00,3.1581e+01,-1.5028e+03
-1.1938e+00,-1.7523e+00,8.4321e-01,2.3834e+00,2.1994e+00,3.0767e+01,-1.5909e+03
-1.0896e+00,-1.5843e+00,1.6294e+00,1.6654e+00,2.8276e+00,3.1379e+01,-1.5643e+03
-1.2422e+00,-1.9355e+00,1.5089e+00,2.7695e+00,2.0765e+00,3.1535e+01,-1.6036e+03
-1.0526e+00,-1.8262e+00,6.0696e-01,2.6490e+00,1.8995e+00,3.1145e+01,-1.4085e+03
-1.0800e+00,-1.5092e+00,1.4466e+00,1.0303e+00,2.8680e+00,3.1336e+01,-1.5130e+03
-1.1161e+00,-1.7591e+00,1.6605e+00,1.3386e+00,2.9656e+00,3.1529e+01,-1.4881e+03
-1.0343e+00,-1.7462e+00,2.5637e-01,2.5530e+00,2.6019e+00,3.1449e+01,-1.4076e+03
-1.0647e+00,-1.8460e+00,1.9415e-01,2.1651e+00,2.7327e+00,3.1137e+01,-1.5555e+03
-1.0751e+00,-1.7286e+00,1.3807e+00,2.7238e+00,1.7670e+00,3.1345e+01,-1.4068e+03
-1.2249e+00,-1.9100e+00,9.9123e-03,2.7728e+00,1.8156e+00,3.1441e+01,-1.4422e+03
-1.0821e+00,-1.5935e+00,7.3897e-01,2.9319e+00,2.1660e+00,3.1889e+01,-1.5602e+03
-1.0922e+00,-1.6692e+00,1.7082e+00,1.9023e+00,2.4632e+00,3.0810e+01,-1.4035e+03
-1.0163e+00,-1.9300e+00,9.3264e-01,2.6239e+00,1.3340e+00,3.1019e+01,-1.3907e+03
-1.0686e+00,-1.6984e+00,2.4173e+00,2.1277e+00,1.4093e+00,3.1193e+01,-1.5187e+03
-1.0796e+00,-1.6917e+00,2.1076e+00,2.4944e+00,2.4997e+00,3.1528e+01,-1.4402e+03
-1.0975e+00,-1.6256e+00,9.3380e-02,1.3924e+00,2.5410e+00,3.0484e+01,-1.5044e+03
-1.1303e+00,-1.5238e+00,1.0676e+00,1.8054e+00,2.9321e+00,3.1464e+01,-1.3676e+03
-1.1770e+00,-1.5853e+00,2.2129e+00,2.6009e+00,2.1883e+00,3.1630e+01,-1.4528e+03
-1.0058e+00,-1.9386e+00,1.5663e+00,1.9399e+00,2.9401e+00,3.1567e+01,-1.4351e+03
-1.0614e+00,-1.8899e+00,1.1484e+00,2.6365e+00,1.3906e+00,3.1058e+01,-1.4638e+03
-1.1973e+00,-1.7071e+00,2.3767e+00,1.6327e+00,2.6377e+00,3.1572e+01,-1.4437e+03
-1.1523e+00,-1.8159e+00,1.1829e+00,2.6114e+00,2.3442e+00,3.1437e+01,-1.5706e+03
-1.1466e+00,-1.8670e+00,2.3617e-01,2.8876e+00,1.2618e+00,3.1667e+01,-1.4833e+03
-1.1956e+00,-1.6825e+00,7.7643e-01,2.7715e+00,2.6520e+00,3.1816e+01,-1.5212e+03
-1.2468e+00,-1.7222e+00,5.4751e-01,2.7976e+00,2.7624e+00,3.1973e+01,-1.5730e+03
-1.0540e+00,-1.5739e+00,1.6892e+00,1.3311e+00,2.8139e+00,3.1311e+01,-1.5380e+03
-1.2117e+00,-1.8410e+00,5.6264e-01,2.7447e+00,2.3915e+00,3.1640e+01,-1.4474e+03
-1.1198e+00,-1.5750e+00,1.1851e+00,2.1714e+00,2.2316e+00,3.0591e+01,-1.5291e+03
-1.2254e+00,-1.5063e+00,8.9106e-01,2.4494e+00,2.4706e+00,3.1246e+01,-1.5894e+03
-1.1808e+00,-1.7848e+00,1.1810e+00,2.5551e+00,2.9843e+00,3.1981e+01,-1.5898e+03
-1.2177e+00,-1.8150e+00,1.1928e+00,2.0488e+00,2.6042e+00,3.0996e+01,-1.3831e+03
-1.0413e+00,-1.9203e+00,1.3458e+00,1.9352e+00,2.9372e+00,3.1518e+01,-1.4456e+03
-1.2436e+00,-1.9645e+00,1.9441e+00,2.3800e+00,1.5326e+00,3.0992e+01,-1.4764e+03
-1.0575e+00,-1.7251e+00,4.2575e-04,1.4350e+00,2.5434e+00,3.0534e+01,-1.5811e+03
-1.0881e+00,-1.5966e+00,1.3699e+00,2.0858e+00,2.8346e+00,3.1435e+01,-1.4031e+03
-1.1986e+00,-1.8873e+00,1.0859e+00,1.5823e+00,3.0710e+00,3.1783e+01,-1.4925e+03
-1.1225e+00,-1.6124e+00,1.4924e+00,1.8208e+00,2.4701e+00,3.0622e+01,-1.4975e+03
-1.0697e+00,-1.6257e+00,3.1121e-01,2.1704e+00,2.7450e+00,3.1149e+01,-1.5278e+03
-1.1883e+00,-1.5211e+00,3.9360e-01,1.8997e+00,2.8151e+00,3.1213e+01,-1.3266e+03
-1.1948e+00,-1.5887e+00,6.2471e-01,2.6426e+00,1.5742e+00,3.1108e+01,-1.3458e+03
-1.1781e+00,-1.5345e+00,2.3250e+00,2.1701e+00,1.3184e+00,3.1125e+01,-1.4030e+03
-1.1632e+00,-1.5116e+00,6.2819e-01,1.8830e+00,2.7316e+00,3.1057e+01,-1.3478e+03
-1.0892e+00,-1.6325e+00,4.7458e-01,2.5734e+00,1.8238e+00,3.1073e+01,-1.5859e+03
-1.1981e+00,-1.8572e+00,1.9709e+00,1.2089e+00,2.5230e+00,3.0960e+01,-1.4806e+03
-1.1885e+00,-1.5568e+00,1.6488e+00,2.8814e+00,1.8836e+00,3.1766e+01,-1.4970e+03
-1.0411e+00,-1.6135e+00,7.1582e-01,2.6152e+00,1.9982e+00,3.1077e+01,-1.3986e+03
-1.1117e+00,-1.7607e+00,1.6880e+00,1.9766e+00,2.9335e+00,3.1625e+01,-1.4328e+03
-1.2195e+00,-1.8801e+00,2.2467e+00,1.3379e+00,1.8740e+00,3.0756e+01,-1.5444e+03
-1.1538e+00,-1.9637e+00,7.6239e-01,1.9012e+00,2.6784e+00,3.1041e+01,-1.4065e+03
-1.1992e+00,-1.8323e+00,7.5020e-01,2.6028e+00,1.5698e+00,3.1090e+01,-1.4366e+03
-1.0681e+00,-1.9813e+00,8.2099e-01,2.4548e+00,2.2378e+00,3.0981e+01,-1.3693e+03
-1.0505e+00,-1.8267e+00,2.2490e+00,2.2410e+00,2.6794e+00,3.1678e+01,-1.4972e+03
-1.2058e+00,-1.6247e+00,5.2711e-03,1.0320e+00,3.0275e+00,3.1635e+01,-1.4171e+03
-1.0443e+00,-1.5803e+00,1.3248e+00,2.4852e+00,2.4490e+00,3.1122e+01,-1.5807e+03
-1.0318e+00,-1.8140e+00,1.6146e+00,2.0817e+00,2.8265e+00,3.1398e+01,-1.4038e+03
-1.0488e+00,-1.7568e+00,1.2820e+00,2.6074e+00,2.5559e+00,3.1541e+01,-1.4577e+03
-1.1681e+00,-1.6104e+00,2.0939e+00,1.1128e+00,2.2419e+00,3.0694e+01,-1.4870e+03
-1.1997e+00,-1.5543e+00,1.8363e+00,1.7519e+00,2.7626e+00,3.1276e+01,-1.3266e+03
-1.1073e+00,-1.9311e+00,1.3738e+00,2.6081e+00,2.1099e+00,3.1272e+01,-1.3578e+03
-1.0540e+00,-1.6629e+00,1.3978e+00,1.8845e+00,3.0970e+00,3.1875e+01,-1.5540e+03
-1.1778e+00,-1.5799e+00,2.1581e+00,1.5200e+00,2.4875e+00,3.1104e+01,-1.3757e+03
-1.2208e+00,-1.7847e+00,4.0839e-01,2.3805e+00,2.2040e+00,3.0822e+01,-1.4375e+03
-1.1767e+00,-1.5906e+00,2.3346e+00,1.7028e+00,2.4432e+00,3.1229e+01,-1.5745e+03
-1.1625e+00,-1.9389e+00,9.2359e-01,2.2903e+00,2.0678e+00,3.0626e+01,-1.5405e+03
-1.2192e+00,-1.7840e+00,1.0493e+00,2.7220e+00,2.1275e+00,3.1448e+01,-1.4054e+03
-1.2140e+00,-1.9841e+00,2.2768e+00,2.1638e+00,1.3405e+00,3.1073e+01,-1.4535e+03
-1.1182e+00,-1.6959e+00,1.3975e+00,2.6533e+00,1.8697e+00,3.1238e+01,-1.3674e+03
-1.2302e+00,-1.5138e+00,1.8850e+00,1.3140e+00,3.0607e+00,3.1851e+01,-1.5284e+03
-1.0912e+00,-1.9711e+00,1.9431e+00,2.5394e+00,1.8908e+00,3.1193e+01,-1.4876e+03
-1.0790e+00,-1.9694e+00,1.8513e+00,2.6815e+00,1.0260e+00,3.1346e+01,-1.4035e+03
-1.0180e+00,-1.6348e+00,1.6431e+00,2.6391e+00,1.7489e+00,3.1243e+01,-1.3529e+03
-1.1572e+00,-1.8136e+00,2.3352e+00,2.3282e+00,1.8423e+00,3.1300e+01,-1.5438e+03
-1.0186e+00,-1.7468e+00,7.6478e-02,1.3807e+00,2.5731e+00,3.0574e+01,-1.5210e+03
-1.1954e+00,-1.9731e+00,1.8939e+00,1.7778e+00,2.2187e+00,3.0587e+01,-1.5547e+03
-1.1379e+00,-1.6766e+00,3.2892e-01,2.3268e+00,2.6707e+00,3.1256e+01,-1.3382e+03
-1.1024e+00,-1.5234e+00,2.2783e+00,1.3774e+00,3.0442e+00,3.1950e+01,-1.6027e+03
-1.0251e+00,-1.9492e+00,1.1345e+00,1.9851e+00,2.6791e+00,3.1108e+01,-1.5062e+03
-1.2121e+00,-1.8430e+00,3.5082e-01,1.3870e+00,3.0978e+00,3.1879e+01,-1.5762e+03
-1.1373e+00,-1.8487e+00,1.1010e+00,1.6725e+00,2.9016e+00,3.1343e+01,-1.4880e+03
-1.0689e+00,-1.9307e+00,2.3344e+00,1.2503e+00,2.6768e+00,3.1417e+01,-1.5894e+03
-1.0832e+00,-1.7306e+00,1.5596e+00,2.6875e+00,1.3495e+00,3.1339e+01,-1.4666e+03
-1.0513e+00,-1.8262e+00,3.6154e-01,1.9713e+00,2.7756e+00,3.1166e+01,-1.3282e+03
-1.1843e+00,-1.5891e+00,7.2204e-01,2.2783e+00,2.3628e+00,3.0745e+01,-1.5412e+03
-1.0549e+00,-1.5406e+00,1.7699e+00,2.0240e+00,2.9895e+00,3.1735e+01,-1.4780e+03
-1.1450e+00,-1.7083e+00,1.7713e-01,2.7023e+00,2.1555e+00,3.1311e+01,-1.5814e+03
-1.2449e+00,-1.6584e+00,1.3402e+00,2.3671e+00,1.4918e+00,3.0603e+01,-1.5665e+03
-1.1558e+00,-1.9208e+00,2.1699e+00,1.9215e+00,1.5403e+00,3.0766e+01,-1.5288e+03
-1.0696e+00,-1.5719e+00,1.5565e+00,1.9167e+00,2.6551e+00,3.1112e+01,-1.5946e+03
-1.1275e+00,-1.5634e+00,4.0920e-01,2.6856e+00,1.4507e+00,3.1141e+01,-1.3834e+03
-1.1636e+00,-1.9831e+00,2.0709e+00,1.6070e+00,2.2816e+00,3.0758e+01,-1.5427e+03
-1.2173e+00,-1.9801e+00,2.0995e+00,1.0566e+00,2.8083e+00,3.1545e+01,-1.5381e+03
-1.2265e+00,-1.9013e+00,3.0864e-01,1.8342e+00,2.5318e+00,3.0733e+01,-1.5877e+03
-1.0404e+00,-1.9058e+00,2.3122e+00,2.7658e+00,1.1470e+00,3.1767e+01,-1.5813e+03
-1.1313e+00,-1.8943e+00,1.5701e+00,1.7429e+00,2.9337e+00,3.1484e+01,-1.5633e+03
-1.0160e+00,-1.5502e+00,1.3799e+00,2.0698e+00,2.5374e+00,3.0814e+01,-1.4497e+03
-1.1540e+00,-1.8566e+00,2.2223e+00,2.0701e+00,1.6540e+00,3.0886e+01,-1.5632e+03
-1.1153e+00,-1.5618e+00,1.7953e+00,2.7701e+00,2.1460e+00,3.1586e+01,-1.5165e+03
-1.1815e+00,-1.7132e+00,8.4330e-01,2.7844e+00,1.2633e+00,3.1472e+01,-1.4070e+03
-1.1036e+00,-1.5339e+00,2.1170e+00,1.8011e+00,2.6239e+00,3.1281e+01,-1.3587e+03
-1.1103e+00,-1.8312e+00,2.8259e-01,2.4902e+00,2.1211e+00,3.0951e+01,-1.3757e+03
-1.0518e+00,-1.8046e+00,1.5438e-01,1.4766e+00,2.5261e+00,3.0488e+01,-1.5102e+03
-1.1948e+00,-1.8287e+00,1.7698e+00,2.2818e+00,2.5743e+00,3.1350e+01,-1.5226e+03
-1.1775e+00,-1.6595e+00,3.4326e-01,2.3745e+00,2.6206e+00,3.1281e+01,-1.4074e+03
-1.0525e+00,-1.9791e+00,2.1795e+00,1.1279e+00,2.3105e+00,3.0941e+01,-1.5378e+03
-1.0850e+00,-1.8418e+00,9.1171e-01,1.8083e+00,2.5734e+00,3.0799e+01,-1.5536e+03
-1.0617e+00,-1.8750e+00,2.4700e+00,2.2526e+00,1.8927e+00,3.1574e+01,-1.5656e+03
-1.1668e+00,-1.8044e+00,1.5622e+00,2.6096e+00,2.4800e+00,3.1556e+01,-1.4828e+03
-1.2108e+00,-1.5098e+00,7.5064e-02,2.1730e+00,2.6355e+00,3.1115e+01,-1.4767e+03
-1.2065e+00,-1.9141e+00,1.2084e+00,2.6678e+00,1.5707e+00,3.1214e+01,-1.4210e+03
-1.0646e+00,-1.8628e+00,1.3496e+00,1.7965e+00,2.9579e+00,3.1586e+01,-1.4303e+03
-1.1474e+00,-1.9506e+00,1.5645e+00,1.1603e+00,2.9753e+00,3.1595e+01,-1.4279e+03
-1.1536e+00,-1.9751e+00,5.4539e-01,2.5198e+00,1.5154e+00,3.0909e+01,-1.5560e+03
-1.1570e+00,-1.7155e+00,8.7481e-02,2.0039e+00,2.6823e+00,3.0998e+01,-1.3578e+03
-1.1051e+00,-1.9137e+00,1.6513e+00,2.6498e+00,1.9420e+00,3.1327e+01,-1.3680e+03
-1.2401e+00,-1.8805e+00,2.3158e+00,2.1551e+00,1.2699e+00,3.1117e+01,-1.4412e+03
-1.0355e+00,-1.5695e+00,2.3900e-01,2.8859e+00,1.2031e+00,3.1679e+01,-1.5310e+03
-1.0845e+00,-1.9698e+00,1.5382e+00,1.8297e+00,2.7025e+00,3.1036e+01,-1.5109e+03
-1.1971e+00,-1.5425e+00,6.1634e-01,2.5713e+00,1.1872e+00,3.0987e+01,-1.5938e+03
-1.1326e+00,-1.6829e+00,8.9926e-01,2.5751e+00,1.0779e+00,3.0952e+01,-1.4065e+03
-1.0607e+00,-1.5959e+00,1.0347e-01,2.8349e+00,2.1986e+00,3.1643e+01,-1.4425e+03
-1.0653e+00,-1.6816e+00,2.0683e+00,2.3109e+00,2.9627e+00,3.1925e+01,-1.5601e+03
-1.0486e+00,-1.8129e+00,2.3956e+00,1.9802e+00,2.6986e+00,3.1722e+01,-1.5309e+03
-1.0575e+00,-1.7370e+00,1.2649e-01,2.2841e+00,2.4182e+00,3.0851e+01,-1.3643e+03
-1.2397e+00,-1.8404e+00,1.7657e+00,1.2511e+00,2.8602e+00,3.1446e+01,-1.4070e+03
-1.0783e+00,-1.7218e+00,1.8869e+00,1.8791e+00,2.7282e+00,3.1275e+01,-1.3540e+03
-1.0410e+00,-1.9102e+00,1.7739e+00,1.7638e+00,2.8209e+00,3.1441e+01,-1.5599e+03
-1.1116e+00,-1.9018e+00,1.8228e+00,2.9002e+00,1.4861e+00,3.1855e+01,-1.5310e+03
-1.1975e+00,-1.7545e+00,1.2008e+00,2.1229e+00,2.4256e+00,3.0723e+01,-1.4817e+03
-1.2198e+00,-1.8839e+00,1.9701e+00,2.6142e+00,2.1145e+00,3.1435e+01,-1.4573e+03
-1.1056e+00,-1.8281e+00,7.3604e-01,2.6882e+00,2.2190e+00,3.1440e+01,-1.4223e+03
-1.1540e+00,-1.7176e+00,2.4742e+00,1.5088e+00,2.1223e+00,3.1261e+01,-1.5238e+03
-1.2338e+00,-1.8474e+00,1.7352e+00,2.4719e+00,2.7933e+00,3.1748e+01,-1.4892e+03
-1.1042e+00,-1.5742e+00,1.6406e+00,2.8142e+00,2.3184e+00,3.1750e+01,-1.4742e+03
-1.0865e+00,-1.7094e+00,1.2912e+00,2.5987e+00,1.5583e+00,3.1112e+01,-1.4241e+03
-1.1769e+00,-1.8666e+00,1.8711e+00,1.2004e+00,2.7664e+00,3.1290e+01,-1.3797e+03
-1.1367e+00,-1.5612e+00,1.4263e+00,1.0721e+00,2.9666e+00,3.1454e+01,-1.4574e+03
-1.1173e+00,-1.6938e+00,7.1684e-01,2.2010e+00,2.6952e+00,3.1162e+01,-1.3317e+03
-1.0120e+00,-1.6276e+00,5.3130e-02,1.6965e+00,2.8110e+00,3.1179e+01,-1.3927e+03
-1.1946e+00,-1.5620e+00,4.7216e-01,2.0647e+00,2.8169e+00,3.1332e+01,-1.3537e+03
-1.0580e+00,-1.6200e+00,6.4283e-01,2.8931e+00,1.9152e+00,3.1718e+01,-1.4844e+03
-1.0581e+00,-1.5614e+00,2.9435e-01,1.8902e+00,2.5108e+00,3.0601e+01,-1.4141e+03
-1.1930e+00,-1.8225e+00,1.9632e+00,2.4590e+00,1.5914e+00,3.1139e+01,-1.4913e+03
-1.1054e+00,-1.7642e+00,1.0435e+00,2.3722e+00,2.2610e+00,3.0846e+01,-1.4053e+03
-1.0709e+00,-1.9350e+00,1.3506e+00,2.6833e+00,1.0578e+00,3.1266e+01,-1.3891e+03
-1.2102e+00,-1.7851e+00,7.4090e-01,2.3647e+00,2.8902e+00,3.1660e+01,-1.4387e+03
-1.2319e+00,-1.8455e+00,2.6514e-01,2.0521e+00,2.5007e+00,3.0767e+01,-1.4410e+03
-1.1289e+00,-1.8182e+00,1.6391e+00,2.3426e+00,2.5218e+00,3.1148e+01,-1.4993e+03
-1.1877e+00,-1.8501e+00,1.6264e+00,2.4890e+00,2.6401e+00,3.1448e+01,-1.5541e+03
-1.2417e+00,-1.7707e+00,3.3072e-01,1.2513e+00,2.9911e+00,3.1548e+01,-1.4055e+03
-1.0014e+00,-1.8455e+00,1.1526e+00,2.4802e+00,1.8047e+00,3.0766e+01,-1.5735e+03
-1.0744e+00,-1.5887e+00,8.0374e-01,2.2763e+00,1.7617e+00,3.0330e+01,-1.5905e+03
-1.1799e+00,-1.8389e+00,4.5904e-01,2.9314e+00,2.0230e+00,3.1902e+01,-1.5645e+03
-1.1788e+00,-1.9684e+00,1.4533e+00,2.3949e+00,1.6917e+00,3.0728e+01,-1.4765e+03
-1.1146e+00,-1.6921e+00,2.4406e+00,2.4777e+00,2.0380e+00,3.1682e+01,-1.4682e+03
-1.0538e+00,-1.8579e+00,1.1955e+00,1.5054e+00,2.8433e+00,3.1239e+01,-1.3346e+03
-1.1346e+00,-1.7031e+00,1.2213e+00,2.3108e+00,2.8890e+00,3.1609e+01,-1.4328e+03
-1.1781e+00,-1.5346e+00,1.8750e-01,2.3749e+00,2.0587e+00,3.0672e+01,-1.4540e+03
-1.0554e+00,-1.6015e+00,2.8275e-01,2.3869e+00,1.9029e+00,3.0575e+01,-1.4877e+03
-1.0983e+00,-1.9425e+00,9.3431e-01,2.0914e+00,2.3698e+00,3.0659e+01,-1.4996e+03
-1.0152e+00,-1.9901e+00,8.6190e-01,1.2894e+00,2.9545e+00,3.1516e+01,-1.5270e+03
-1.1306e+00,-1.9841e+00,1.8380e+00,2.5739e+00,1.4001e+00,3.1243e+01,-1.4829e+03
-1.0475e+00,-1.8353e+00,1.7966e+00,1.8227e+00,2.9208e+00,3.1635e+01,-1.5333e+03
-1.0626e+00,-1.8658e+00,6.0974e-01,1.8918e+00,2.6278e+00,3.0887e+01,-1.3685e+03
-1.0814e+00,-1.6666e+00,2.4583e+00,2.2272e+00,2.6422e+00,3.1828e+01,-1.5311e+03
-1.1984e+00,-1.9283e+00,1.6878e+00,1.4482e+00,2.8592e+00,3.1355e+01,-1.4259e+03
-1.1205e+00,-1.7768e+00,7.2850e-01,2.5565e+00,2.6495e+00,3.1544e+01,-1.4411e+03
-1.1950e+00,-1.5525e+00,2.0413e+00,2.1254e+00,2.9168e+00,3.1810e+01,-1.5628e+03
-1.1514e+00,-1.8791e+00,2.4821e+00,2.2254e+00,1.5840e+00,3.1446e+01,-1.4577e+03
-1.0944e+00,-1.6498e+00,1.3699e+00,2.7541e+00,2.7637e+00,3.1888e+01,-1.5899e+03
-1.2146e+00,-1.6039e+00,5.8548e-01,2.0107e+00,2.7367e+00,3.1089e+01,-1.4863e+03
-1.1539e+00,-1.6587e+00,1.4647e+00,1.5144e+00,2.8314e+00,3.1334e+01,-1.5077e+03
-1.0761e+00,-1.6952e+00,1.5115e+00,2.2325e+00,2.0764e+00,3.0637e+01,-1.4957e+03
-1.0632e+00,-1.9194e+00,1.2794e+00,2.8395e+00,1.1867e+00,3.1540e+01,-1.5187e+03
-1.0718e+00,-1.7106e+00,2.0471e+00,2.3219e+00,2.4599e+00,3.1393e+01,-1.5726e+03
-1.1803e+00,-1.6144e+00,6.8530e-01,2.4869e+00,1.5718e+00,3.0738e+01,-1.4419e+03
-1.0738e+00,-1.6532e+00,1.1416e+00,1.4574e+00,3.0265e+00,3.1583e+01,-1.5226e+03
-1.1669e+00,-1.6050e+00,3.7855e-01,2.6007e+00,2.5135e+00,3.1481e+01,-1.5000e+03
-1.1515e+00,-1.7717e+00,1.6719e+00,2.1897e+00,2.9504e+00,3.1692e+01,-1.5546e+03
-1.0876e+00,-1.7752e+00,2.0419e+00,1.4511e+00,2.1986e+00,3.0667e+01,-1.5670e+03
-1.2361e+00,-1.6004e+00,9.6674e-01,1.8179e+00,2.8455e+00,3.1329e+01,-1.3424e+03
-1.0016e+00,-1.9400e+00,2.2242e+00,1.4055e+00,2.0538e+00,3.0784e+01,-1.4473e+03
-1.1374e+00,-1.5175e+00,1.7119e+00,2.4621e+00,2.3426e+00,3.1245e+01,-1.4229e+03
-1.1954e+00,-1.9588e+00,1.4187e+00,1.8489e+00,2.7797e+00,3.1290e+01,-1.3887e+03
-1.0148e+00,-1.7154e+00,1.2728e+00,1.9031e+00,2.9648e+00,3.1581e+01,-1.4214e+03
-1.0785e+00,-1.6951e+00,2.4222e+00,1.8966e+00,1.7525e+00,3.1154e+01,-1.4399e+03
-1.1189e+00,-1.9143e+00,3.6252e-01,1.8429e+00,2.7612e+00,3.1127e+01,-1.3220e+03
-1.1310e+00,-1.8249e+00,4.7677e-01,2.8323e+00,1.7388e+00,3.1552e+01,-1.4599e+03
-1.1836e+00,-1.5535e+00,2.0203e+00,1.4352e+00,2.6219e+00,3.1088e+01,-1.3575e+03
-1.2223e+00,-1.9057e+00,1.6560e+00,2.2495e+00,3.0597e+00,3.1990e+01,-1.6000e+03
-1.0034e+00,-1.6012e+00,8.5265e-01,1.6139e+00,2.6050e+00,3.0719e+01,-1.4427e+03
-1.0836e+00,-1.6356e+00,1.5338e+00,1.8149e+00,2.8824e+00,3.1460e+01,-1.3934e+03
-1.2282e+00,-1.7963e+00,8.3061e-01,2.6032e+00,2.0920e+00,3.1152e+01,-1.4538e+03
-1.1239e+00,-1.9137e+00,2.0403e+00,2.3474e+00,2.2833e+00,3.1174e+01,-1.4857e+03
-1.1607e+00,-1.8181e+00,2.2618e-01,2.3748e+00,2.2558e+00,3.0838e+01,-1.4055e+03
-1.2088e+00,-1.9465e+00,6.8392e-02,2.4050e+00,2.8755e+00,3.1649e+01,-1.4715e+03
-1.2345e+00,-1.6967e+00,1.3577e+00,2.5263e+00,2.8489e+00,3.1760e+01,-1.4846e+03
-1.2242e+00,-1.9579e+00,1.8275e+00,2.4664e+00,1.6884e+00,3.0997e+01,-1.4860e+03
-1.0763e+00,-1.7873e+00,5.2410e-01,1.8346e+00,2.7009e+00,3.1033e+01,-1.4705e+03
-1.1573e+00,-1.5565e+00,1.1415e-01,2.3513e+00,1.8159e+00,3.0504e+01,-1.5191e+03
-1.0455e+00,-1.8774e+00,7.6937e-01,1.0563e+00,2.8448e+00,3.1229e+01,-1.5002e+03
-1.0579e+00,-1.8015e+00,1.6252e+00,2.6374e+00,1.5247e+00,3.1269e+01,-1.4225e+03
-1.0976e+00,-1.8650e+00,1.8985e+00,2.1988e+00,2.3891e+00,3.0978e+01,-1.5949e+03
-1.1634e+00,-1.5512e+00,2.3529e+00,1.4361e+00,2.0051e+00,3.0980e+01,-1.4509e+03
