logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod,logl
-1.0557e+00,-1.9573e+00,1.6728e+00,2.5268e+00,2.4246e+00,3.1302e+01,-1.4804e+03
-1.1171e+00,-1.8185e+00,1.8778e+00,2.2040e+00,2.2254e+00,3.0947e+01,-1.4467e+03
-1.2447e+00,-1.7748e+00,3.5076e-02,2.6408e+00,2.7652e+00,3.1762e+01,-1.4766e+03
-1.2333e+00,-1.9301e+00,1.4938e+00,1.1784e+00,2.4866e+00,3.0543e+01,-1.5430e+03
-1.0182e+00,-1.9877e+00,1.2156e+00,2.4929e+00,1.0862e+00,3.0803e+01,-1.4321e+03
-1.0658e+00,-1.5313e+00,1.9518e+00,1.3893e+00,2.1623e+00,3.0456e+01,-1.5791e+03
-1.1410e+00,-1.5360e+00,1.9789e+00,2.3266e+00,2.5378e+00,3.1332e+01,-1.3498e+03
-1.1869e+00,-1.7052e+00,5.3656e-01,1.7653e+00,2.6334e+00,3.0755e+01,-1.5631e+03
-1.0682e+00,-1.6899e+00,1.4891e-01,2.6810e+00,1.0731e+00,3.1225e+01,-1.5474e+03
-1.1176e+00,-1.5496e+00,1.5544e+00,2.6620e+00,1.8081e+00,3.1255e+01,-1.3452e+03
-1.0176e+00,-1.7735e+00,1.3783e+00,2.7802e+00,1.8685e+00,3.1548e+01,-1.4360e+03
-1.0167e+00,-1.9009e+00,2.2682e+00,2.0162e+00,2.2832e+00,3.1211e+01,-1.3755e+03
-1.1029e+00,-1.6669e+00,6.0315e-02,2.5128e+00,1.8957e+00,3.0899e+01,-1.4080e+03
-1.1270e+00,-1.8247e+00,1.0658e+00,2.7610e+00,2.2519e+00,3.1516e+01,-1.5315e+03
-1.0377e+00,-1.7335e+00,3.7427e-01,2.7494e+00,2.0550e+00,3.1460e+01,-1.4051e+03
-1.0223e+00,-1.6891e+00,2.1974e+00,1.4990e+00,1.4222e+00,3.0523e+01,-1.5715e+03
-1.0359e+00,-1.8935e+00,1.9910e+00,2.4007e+00,1.2857e+00,3.0893e+01,-1.5595e+03
-1.0333e+00,-1.8323e+00,2.3738e+00,1.3528e+00,1.6754e+00,3.0940e+01,-1.4314e+03
-1.0683e+00,-1.9165e+00,1.4141e+00,1.7799e+00,2.5420e+00,3.0818e+01,-1.5203e+03
-1.0135e+00,-1.8830e+00,7.4148e-01,2.4597e+00,1.5142e+00,3.0633e+01,-1.5102e+03
-1.1302e+00,-1.5502e+00,2.3268e-01,1.2842e+00,3.0705e+00,3.1676e+01,-1.4695e+03
-1.1555e+00,-1.9629e+00,9.1451e-01,1.9309e+00,2.3925e+00,3.0490e+01,-1.5844e+03
-1.0699e+00,-1.9188e+00,3.9165e-01,2.9351e+00,1.3400e+00,3.1765e+01,-1.5516e+03
-1.0608e+00,-1.8639e+00,2.4495e+00,2.2883e+00,2.2373e+00,3.1613e+01,-1.4374e+03
-1.0169e+00,-1.9723e+00,2.3914e+00,1.8502e+00,2.4105e+00,3.1380e+01,-1.3933e+03
-1.2423e+00,-1.7387e+00,1.9313e+00,2.1718e+00,1.6902e+00,3.0653e+01,-1.5431e+03
-1.2025e+00,-1.6612e+00,3.7993e-01,2.3667e+00,2.7699e+00,3.1506e+01,-1.4662e+03
-1.1003e+00,-1.6364e+00,2.0311e+00,2.5774e+00,2.3639e+00,3.1600e+01,-1.5993e+03
-1.1489e+00,-1.8544e+00,2.1606e+00,1.4402e+00,1.6759e+00,3.0557e+01,-1.5981e+03
-1.0034e+00,-1.7406e+00,1.0255e+00,2.8297e+00,1.7004e+00,3.1524e+01,-1.4619e+03
