logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.7344e-01,-1.1269e+00,6.6020e-02,1.3035e+00,4.0938e+00,4.2719e+00,5.4700e+00,3.2334e+01,-4.3977e+02
1.3254e-01,-1.0910e+00,1.3112e-01,8.1151e-01,2.4298e+00,2.2535e+00,5.1279e+00,3.1290e+01,-4.0882e+02
3.8131e-01,-1.0041e+00,6.2004e-01,2.9673e+00,3.7113e+00,2.3479e+00,5.3622e+00,3.1906e+01,-3.2763e+02
-6.0428e-01,-6.3653e-01,7.3596e-01,6.6753e-01,2.3515e+00,4.2330e+00,4.9357e+00,3.1150e+01,-1.3895e+02
3.2806e-01,-1.1812e+00,1.4032e+00,2.3272e+00,1.9506e+00,1.9523e+00,5.2358e+00,3.1527e+01,-6.1500e+02
3.3307e-01,-1.2224e+00,2.6365e-01,1.2435e+00,1.5584e+00,4.1730e+00,5.3389e+00,3.1896e+01,-3.8813e+02
3.5786e-01,-1.3541e+00,-2.1191e-01,9.8522e-01,1.0342e+00,1.9301e+00,5.4415e+00,3.2061e+01,-5.6996e+02
1.2946e-01,-8.4430e-01,-3.5794e-01,2.9997e+00,2.7041e+00,4.6959e+00,5.1919e+00,3.1876e+01,-3.6632e+02
-4.1843e-01,-7.1745e-01,-8.8969e-02,9.6682e-01,2.5078e+00,3.2758e+00,4.9386e+00,3.0905e+01,-5.9707e+02
-1.9758e-01,-6.2447e-01,-9.0106e-01,2.3812e+00,6.9667e-01,5.2651e+00,2.8857e+00,3.2075e+01,-6.3648e+02
-2.4457e-01,-7.9760e-01,3.9030e-01,2.0260e-01,3.8159e+00,2.5984e+00,5.4594e+00,3.2252e+01,-3.2762e+02
-2.1711e-01,-8.3013e-01,1.1592e+00,2.2384e+00,1.2562e+00,2.2457e+00,5.2151e+00,3.1561e+01,-2.0025e+02
2.3542e-01,-1.0679e+00,6.2007e-01,1.3780e+00,1.5715e+00,4.1977e+00,5.2024e+00,3.1610e+01,-4.9540e+02
-2.2366e-01,-8.2425e-01,-8.9478e-01,1.8583e+00,9.3307e-01,3.6967e+00,4.9723e+00,3.1036e+01,-2.9570e+02
-4.2595e-01,-6.2590e-01,1.7555e+00,1.6644e+00,1.0396e+00,5.2237e+00,5.2086e+00,3.2552e+01,-3.8030e+02
-4.3462e-01,-6.3207e-01,-9.3804e-01,2.7475e+00,1.3076e+00,4.9438e+00,5.2060e+00,3.2180e+01,-3.3340e+02
4.0310e-01,-1.1096e+00,1.7480e+00,1.5101e-01,3.2295e+00,2.3906e+00,5.1353e+00,3.1301e+01,-4.1256e+02
2.4036e-01,-8.0871e-01,-1.9965e-01,-3.6945e-02,3.0925e+00,4.8401e+00,4.3434e+00,3.1208e+01,-2.5471e+02
3.1202e-01,-7.0160e-01,8.0411e-01,3.5473e+00,2.2628e+00,5.0480e+00,5.0268e+00,3.2027e+01,-3.7264e+02
9.5226e-02,-1.0496e+00,3.2415e-01,2.0425e+00,2.6371e+00,2.1520e+00,5.1258e+00,3.1319e+01,-6.1989e+02
5.4597e-02,-1.0224e+00,4.9508e-01,-1.2155e-01,2.3353e+00,4.0039e+00,5.5413e+00,3.2374e+01,-6.5064e+02
