niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2111e+05,-1.2112e+05,-1.9980e-03,-1.2112e+05,1.1750e-01,6.9098e+00,inf,5.2610e-01,-1.2365e+00,-1.7742e+00,3.9460e+00,9.5744e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.1820e+05,-1.1821e+05,-3.9960e-03,-1.1821e+05,1.1751e-01,6.9118e+00,1.1743e+05,1.0885e+00,-1.2255e+00,-1.7809e+00,3.8425e+00,9.5250e+00,3.0622e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.1814e+05,-1.1815e+05,-5.9940e-03,-1.1815e+05,1.1753e-01,6.9138e+00,1.1453e+05,1.6689e+00,-1.2112e+00,-1.8195e+00,3.8652e+00,9.5781e+00,3.0546e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.1789e+05,-1.1790e+05,-7.9920e-03,-1.1790e+05,1.1755e-01,6.9157e+00,1.1447e+05,2.1959e+00,-1.2465e+00,-1.6955e+00,3.9657e+00,9.6345e+00,3.1174e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.1765e+05,-1.1765e+05,-9.9900e-03,-1.1765e+05,1.1757e-01,6.9177e+00,1.1421e+05,2.6983e+00,-1.0188e+00,-1.7354e+00,3.9136e+00,9.8284e+00,3.0013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.1764e+05,-1.1765e+05,-1.1988e-02,-1.1765e+05,1.1757e-01,6.9178e+00,1.1397e+05,3.1912e+00,-1.1292e+00,-1.9373e+00,3.8934e+00,9.5102e+00,3.1353e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.1734e+05,-1.1735e+05,-1.3986e-02,-1.1735e+05,1.1760e-01,6.9217e+00,1.1396e+05,3.7240e+00,-1.1008e+00,-1.6858e+00,3.9480e+00,9.6058e+00,3.1600e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.1728e+05,-1.1728e+05,-1.5984e-02,-1.1728e+05,1.1762e-01,6.9237e+00,1.1367e+05,4.2960e+00,-1.2481e+00,-1.5518e+00,3.9927e+00,9.9836e+00,3.0060e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.1721e+05,-1.1722e+05,-1.7982e-02,-1.1722e+05,1.1763e-01,6.9257e+00,1.1360e+05,4.8450e+00,-1.0461e+00,-1.5132e+00,3.7618e+00,9.5594e+00,3.0237e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1716e+05,-1.1717e+05,-1.9980e-02,-1.1717e+05,1.1765e-01,6.9277e+00,1.1353e+05,5.4681e+00,-1.2477e+00,-1.5497e+00,3.9317e+00,9.8341e+00,3.0170e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.1693e+05,-1.1693e+05,-2.1978e-02,-1.1693e+05,1.1767e-01,6.9297e+00,1.1349e+05,5.9520e+00,-1.2430e+00,-1.5682e+00,3.9959e+00,9.6952e+00,3.1701e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.1690e+05,-1.1691e+05,-2.3976e-02,-1.1691e+05,1.1768e-01,6.9317e+00,1.1325e+05,6.4589e+00,-1.0211e+00,-1.9111e+00,3.9463e+00,9.8926e+00,3.0284e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.1672e+05,-1.1672e+05,-2.5974e-02,-1.1672e+05,1.1770e-01,6.9337e+00,1.1322e+05,6.9952e+00,-1.1221e+00,-1.5782e+00,3.9806e+00,9.8785e+00,3.0571e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.1667e+05,-1.1668e+05,-2.7972e-02,-1.1668e+05,1.1772e-01,6.9357e+00,1.1304e+05,7.5345e+00,-1.0385e+00,-1.9084e+00,3.7389e+00,9.5622e+00,3.0254e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.1644e+05,-1.1645e+05,-2.9970e-02,-1.1645e+05,1.1774e-01,6.9377e+00,1.1299e+05,8.0521e+00,-1.0065e+00,-1.6229e+00,3.7500e+00,9.5226e+00,3.0572e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.1644e+05,-1.1644e+05,-3.1968e-02,-1.1644e+05,1.1772e-01,6.9357e+00,1.1277e+05,8.5341e+00,-1.2310e+00,-1.7392e+00,3.9522e+00,9.7545e+00,3.1272e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.1639e+05,-1.1640e+05,-3.3966e-02,-1.1640e+05,1.1777e-01,6.9417e+00,1.1276e+05,9.0284e+00,-1.1476e+00,-1.9971e+00,3.8620e+00,9.8632e+00,3.0013e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.1638e+05,-1.1638e+05,-3.5964e-02,-1.1638e+05,1.1778e-01,6.9435e+00,1.1271e+05,9.5388e+00,-1.1076e+00,-1.5553e+00,3.7544e+00,9.5914e+00,3.0238e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.1597e+05,-1.1597e+05,-3.7962e-02,-1.1597e+05,1.1780e-01,6.9457e+00,1.1270e+05,1.0033e+01,-1.1443e+00,-1.5333e+00,3.9819e+00,9.8287e+00,3.1460e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.1568e+05,-1.1569e+05,-3.9960e-02,-1.1569e+05,1.1782e-01,6.9477e+00,1.1229e+05,1.0603e+01,-1.2016e+00,-1.6300e+00,3.8702e+00,9.8095e+00,3.0860e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.1566e+05,-1.1567e+05,-4.1958e-02,-1.1567e+05,1.1784e-01,6.9497e+00,1.1201e+05,1.1122e+01,-1.2340e+00,-1.7471e+00,3.8003e+00,9.5894e+00,3.1139e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.1554e+05,-1.1555e+05,-4.3956e-02,-1.1555e+05,1.1785e-01,6.9517e+00,1.1198e+05,1.1621e+01,-1.1082e+00,-1.5908e+00,3.8170e+00,9.6157e+00,3.1426e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.1550e+05,-1.1550e+05,-4.5954e-02,-1.1550e+05,1.1787e-01,6.9537e+00,1.1186e+05,1.2132e+01,-1.0474e+00,-1.5179e+00,3.8731e+00,9.8547e+00,3.0623e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.1545e+05,-1.1546e+05,-4.7952e-02,-1.1546e+05,1.1789e-01,6.9557e+00,1.1182e+05,1.2637e+01,-1.2408e+00,-1.5324e+00,3.9764e+00,9.8301e+00,3.1634e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.1517e+05,-1.1517e+05,-4.9950e-02,-1.1517e+05,1.1790e-01,6.9577e+00,1.1178e+05,1.3127e+01,-1.0548e+00,-1.5893e+00,3.8602e+00,9.8660e+00,3.0580e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.1515e+05,-1.1516e+05,-5.1948e-02,-1.1516e+05,1.1792e-01,6.9597e+00,1.1149e+05,1.3639e+01,-1.1434e+00,-1.7390e+00,3.8402e+00,9.8089e+00,3.0750e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.1491e+05,-1.1492e+05,-5.3946e-02,-1.1492e+05,1.1794e-01,6.9617e+00,1.1148e+05,1.4130e+01,-1.2106e+00,-1.6347e+00,3.9673e+00,9.9678e+00,3.1959e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.1477e+05,-1.1478e+05,-5.5944e-02,-1.1478e+05,1.1796e-01,6.9637e+00,1.1123e+05,1.4634e+01,-1.1459e+00,-1.6861e+00,3.7221e+00,9.5417e+00,3.1101e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.1460e+05,-1.1461e+05,-5.7942e-02,-1.1461e+05,1.1797e-01,6.9657e+00,1.1110e+05,1.5133e+01,-1.1362e+00,-1.9222e+00,3.9879e+00,1.0034e+01,3.1607e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.1456e+05,-1.1456e+05,-5.9940e-02,-1.1456e+05,1.1799e-01,6.9677e+00,1.1093e+05,1.5668e+01,-1.2427e+00,-1.5597e+00,3.7350e+00,9.5543e+00,3.1199e+01
3.1000e+01,1.0000e+00,5.8380e+00,-1.1449e+05,-1.1449e+05,-6.1938e-02,-1.1449e+05,1.1801e-01,6.9697e+00,1.1088e+05,1.6161e+01,-1.1068e+00,-1.9397e+00,3.9999e+00,1.0098e+01,3.1389e+01
3.2000e+01,1.0000e+00,6.0150e+00,-1.1448e+05,-1.1449e+05,-6.3936e-02,-1.1449e+05,1.1486e-01,6.6026e+00,1.1081e+05,1.6681e+01,-1.2478e+00,-1.6901e+00,3.7371e+00,9.6276e+00,3.0644e+01
3.3000e+01,1.0000e+00,6.1914e+00,-1.1443e+05,-1.1444e+05,-6.5934e-02,-1.1444e+05,1.1804e-01,6.9737e+00,1.1081e+05,1.7168e+01,-1.1401e+00,-1.6853e+00,3.7752e+00,9.7142e+00,3.1638e+01
3.4000e+01,1.0000e+00,6.3670e+00,-1.1437e+05,-1.1438e+05,-6.7932e-02,-1.1438e+05,1.1806e-01,6.9757e+00,1.1076e+05,1.7687e+01,-1.0220e+00,-1.6047e+00,3.9762e+00,1.0075e+01,3.1584e+01
3.5000e+01,1.0000e+00,6.5421e+00,-1.1433e+05,-1.1434e+05,-6.9930e-02,-1.1434e+05,1.1807e-01,6.9777e+00,1.1070e+05,1.8179e+01,-1.1565e+00,-1.7992e+00,3.7753e+00,9.6469e+00,3.1328e+01
3.6000e+01,1.0000e+00,6.7164e+00,-1.1426e+05,-1.1427e+05,-7.1928e-02,-1.1427e+05,1.1809e-01,6.9797e+00,1.1065e+05,1.8656e+01,-1.2082e+00,-1.8820e+00,3.8525e+00,9.8493e+00,3.0782e+01
3.7000e+01,1.0000e+00,6.8901e+00,-1.1426e+05,-1.1426e+05,-7.3926e-02,-1.1426e+05,1.1741e-01,6.8991e+00,1.1059e+05,1.9172e+01,-1.1263e+00,-1.5951e+00,3.8637e+00,9.8825e+00,3.1822e+01
3.8000e+01,1.0000e+00,7.0632e+00,-1.1421e+05,-1.1421e+05,-7.5924e-02,-1.1421e+05,1.1812e-01,6.9837e+00,1.1058e+05,1.9682e+01,-1.0385e+00,-1.7633e+00,3.7077e+00,9.6356e+00,3.0608e+01
3.9000e+01,1.0000e+00,7.2356e+00,-1.1408e+05,-1.1409e+05,-7.7922e-02,-1.1409e+05,1.1814e-01,6.9857e+00,1.1053e+05,2.0165e+01,-1.0739e+00,-1.8906e+00,3.7746e+00,9.7653e+00,3.1819e+01
4.0000e+01,1.0000e+00,7.4074e+00,-1.1386e+05,-1.1386e+05,-7.9920e-02,-1.1386e+05,1.1816e-01,6.9877e+00,1.1040e+05,2.0702e+01,-1.0985e+00,-1.5176e+00,3.9028e+00,1.0058e+01,3.0369e+01
4.1000e+01,1.0000e+00,7.5786e+00,-1.1372e+05,-1.1373e+05,-8.1918e-02,-1.1373e+05,1.1818e-01,6.9897e+00,1.1018e+05,2.1185e+01,-1.2370e+00,-1.9536e+00,3.6610e+00,9.6009e+00,3.0726e+01
4.2000e+01,1.0000e+00,7.7491e+00,-1.1345e+05,-1.1346e+05,-8.3916e-02,-1.1346e+05,1.1819e-01,6.9917e+00,1.1004e+05,2.1682e+01,-1.1107e+00,-1.7724e+00,3.8338e+00,9.9482e+00,3.1186e+01
4.3000e+01,1.0000e+00,7.9190e+00,-1.1343e+05,-1.1344e+05,-8.5914e-02,-1.1344e+05,1.1821e-01,6.9937e+00,1.0977e+05,2.2191e+01,-1.1766e+00,-1.9718e+00,3.8036e+00,9.8893e+00,3.0691e+01
4.4000e+01,1.0000e+00,8.0882e+00,-1.1338e+05,-1.1339e+05,-8.7912e-02,-1.1339e+05,1.1823e-01,6.9957e+00,1.0975e+05,2.2703e+01,-1.0755e+00,-1.8709e+00,3.7474e+00,9.8194e+00,3.1116e+01
4.5000e+01,1.0000e+00,8.2569e+00,-1.1335e+05,-1.1335e+05,-8.9910e-02,-1.1335e+05,1.1824e-01,6.9977e+00,1.0970e+05,2.3211e+01,-1.0486e+00,-1.7579e+00,3.6300e+00,9.5913e+00,3.0439e+01
4.6000e+01,2.0000e+00,8.4095e+00,-1.1325e+05,-1.1326e+05,-9.1908e-02,-1.1326e+05,1.1826e-01,6.9997e+00,1.0967e+05,2.4177e+01,-1.0907e+00,-1.9170e+00,3.6224e+00,9.5573e+00,3.1180e+01
4.7000e+01,1.0000e+00,8.5766e+00,-1.1323e+05,-1.1323e+05,-9.3906e-02,-1.1323e+05,1.1828e-01,7.0017e+00,1.0958e+05,2.4659e+01,-1.2490e+00,-1.9079e+00,3.7839e+00,9.9119e+00,3.1630e+01
4.8000e+01,1.0000e+00,8.7432e+00,-1.1322e+05,-1.1323e+05,-9.5904e-02,-1.1323e+05,1.1681e-01,6.8293e+00,1.0955e+05,2.5148e+01,-1.2003e+00,-1.7780e+00,3.7743e+00,9.9029e+00,3.0163e+01
4.9000e+01,2.0000e+00,8.8929e+00,-1.1298e+05,-1.1299e+05,-9.7902e-02,-1.1299e+05,1.1831e-01,7.0057e+00,1.0955e+05,2.6124e+01,-1.1962e+00,-1.9908e+00,3.5890e+00,9.5667e+00,3.0504e+01
5.0000e+01,1.0000e+00,9.0580e+00,-1.1294e+05,-1.1295e+05,-9.9900e-02,-1.1295e+05,1.1833e-01,7.0077e+00,1.0930e+05,2.6620e+01,-1.1408e+00,-1.6939e+00,3.7546e+00,9.8754e+00,3.1412e+01
5.1000e+01,1.0000e+00,9.2224e+00,-1.1275e+05,-1.1275e+05,-1.0190e-01,-1.1275e+05,1.1834e-01,7.0097e+00,1.0926e+05,2.7110e+01,-1.1201e+00,-1.8961e+00,3.6253e+00,9.6345e+00,3.0277e+01
5.2000e+01,1.0000e+00,9.3863e+00,-1.1267e+05,-1.1268e+05,-1.0390e-01,-1.1268e+05,1.1836e-01,7.0117e+00,1.0907e+05,2.7613e+01,-1.0544e+00,-1.6192e+00,3.7432e+00,9.8952e+00,3.1137e+01
5.3000e+01,1.0000e+00,9.5495e+00,-1.1229e+05,-1.1230e+05,-1.0589e-01,-1.1230e+05,1.1838e-01,7.0136e+00,1.0900e+05,2.8110e+01,-1.2228e+00,-1.7688e+00,3.6591e+00,9.7790e+00,3.0932e+01
5.4000e+01,1.0000e+00,9.7122e+00,-1.1196e+05,-1.1197e+05,-1.0789e-01,-1.1197e+05,1.1839e-01,7.0156e+00,1.0861e+05,2.8607e+01,-1.1566e+00,-1.9938e+00,3.7657e+00,1.0024e+01,3.0703e+01
5.5000e+01,1.0000e+00,9.8743e+00,-1.1171e+05,-1.1172e+05,-1.0989e-01,-1.1172e+05,1.1841e-01,7.0176e+00,1.0829e+05,2.9081e+01,-1.2264e+00,-1.8849e+00,3.6973e+00,9.9174e+00,3.1009e+01
5.6000e+01,2.0000e+00,1.0018e+01,-1.1164e+05,-1.1164e+05,-1.1189e-01,-1.1164e+05,1.1843e-01,7.0196e+00,1.0804e+05,3.0050e+01,-1.2012e+00,-1.9713e+00,3.7442e+00,9.9984e+00,3.0318e+01
5.7000e+01,1.0000e+00,1.0179e+01,-1.1159e+05,-1.1160e+05,-1.1389e-01,-1.1160e+05,1.1845e-01,7.0216e+00,1.0796e+05,3.0523e+01,-1.1831e+00,-1.5336e+00,3.4784e+00,9.5873e+00,3.1294e+01
5.8000e+01,2.0000e+00,1.0320e+01,-1.1159e+05,-1.1160e+05,-1.1588e-01,-1.1160e+05,1.0975e-01,6.0285e+00,1.0792e+05,3.1496e+01,-1.1446e+00,-1.5339e+00,3.6029e+00,9.7671e+00,3.0058e+01
5.9000e+01,1.0000e+00,1.0480e+01,-1.1158e+05,-1.1159e+05,-1.1788e-01,-1.1159e+05,1.1847e-01,7.0245e+00,1.0792e+05,3.1973e+01,-1.1244e+00,-1.7316e+00,3.4576e+00,9.5343e+00,3.1339e+01
6.0000e+01,1.0000e+00,1.0638e+01,-1.1157e+05,-1.1158e+05,-1.1988e-01,-1.1158e+05,1.1849e-01,7.0269e+00,1.0791e+05,3.2550e+01,-1.0049e+00,-1.9278e+00,3.7096e+00,9.9475e+00,3.0697e+01
6.1000e+01,2.0000e+00,1.0777e+01,-1.1155e+05,-1.1155e+05,-1.2188e-01,-1.1155e+05,1.1851e-01,7.0296e+00,1.0790e+05,3.3682e+01,-1.1753e+00,-1.5692e+00,3.7174e+00,9.9611e+00,3.0522e+01
6.2000e+01,1.0000e+00,1.0935e+01,-1.1141e+05,-1.1142e+05,-1.2388e-01,-1.1142e+05,1.1853e-01,7.0316e+00,1.0787e+05,3.4313e+01,-1.2435e+00,-1.9411e+00,3.4881e+00,9.5831e+00,3.1139e+01
6.3000e+01,1.0000e+00,1.1092e+01,-1.1139e+05,-1.1140e+05,-1.2587e-01,-1.1140e+05,1.1855e-01,7.0336e+00,1.0774e+05,3.4886e+01,-1.1692e+00,-1.7048e+00,3.5617e+00,9.6722e+00,3.0346e+01
6.4000e+01,1.0000e+00,1.1248e+01,-1.1129e+05,-1.1130e+05,-1.2787e-01,-1.1130e+05,1.1856e-01,7.0356e+00,1.0771e+05,3.5391e+01,-1.1646e+00,-1.5944e+00,3.6181e+00,9.8996e+00,3.1178e+01
6.5000e+01,1.0000e+00,1.1404e+01,-1.1128e+05,-1.1128e+05,-1.2987e-01,-1.1128e+05,1.1858e-01,7.0376e+00,1.0761e+05,3.5930e+01,-1.0275e+00,-1.9158e+00,3.6507e+00,9.9217e+00,3.0844e+01
6.6000e+01,1.0000e+00,1.1559e+01,-1.1128e+05,-1.1128e+05,-1.3187e-01,-1.1128e+05,1.0930e-01,5.9790e+00,1.0760e+05,3.6491e+01,-1.2086e+00,-1.7276e+00,3.6531e+00,9.9271e+00,3.1113e+01
6.7000e+01,1.0000e+00,1.1713e+01,-1.1117e+05,-1.1117e+05,-1.3387e-01,-1.1117e+05,1.1861e-01,7.0416e+00,1.0760e+05,3.7073e+01,-1.1565e+00,-1.7919e+00,3.6327e+00,9.9565e+00,3.1096e+01
6.8000e+01,1.0000e+00,1.1867e+01,-1.1103e+05,-1.1104e+05,-1.3586e-01,-1.1104e+05,1.1863e-01,7.0436e+00,1.0749e+05,3.7688e+01,-1.2293e+00,-1.9321e+00,3.7381e+00,1.0023e+01,3.1567e+01
