niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4929e+05,-1.4930e+05,-1.9980e-03,-1.4930e+05,1.1750e-01,6.9098e+00,inf,5.5065e-01,-9.9049e-01,-1.1037e+00,5.9927e+00,3.2434e+00,3.0060e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4919e+05,-1.4919e+05,-3.9960e-03,-1.4919e+05,1.1751e-01,6.9118e+00,1.4502e+05,1.1258e+00,-9.3266e-01,-1.5484e+00,5.9460e+00,5.8338e-01,3.0239e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4910e+05,-1.4911e+05,-5.9940e-03,-1.4911e+05,1.1753e-01,6.9138e+00,1.4492e+05,1.8866e+00,-9.8831e-01,-1.0994e+00,5.9317e+00,2.2719e+00,3.0170e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4877e+05,-1.4878e+05,-7.9920e-03,-1.4878e+05,1.1755e-01,6.9157e+00,1.4483e+05,2.6466e+00,-4.8799e-01,-1.9943e+00,5.8620e+00,2.4605e+00,3.0013e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4861e+05,-1.4862e+05,-9.9900e-03,-1.4862e+05,1.1757e-01,6.9177e+00,1.4450e+05,3.4067e+00,-8.0592e-01,-1.6390e+00,5.8652e+00,6.0762e-01,3.0546e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4858e+05,-1.4858e+05,-1.1988e-02,-1.4858e+05,1.1758e-01,6.9197e+00,1.4434e+05,4.1690e+00,1.5623e-01,-1.4709e+00,5.9136e+00,2.2343e+00,3.0013e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4840e+05,-1.4840e+05,-1.3986e-02,-1.4840e+05,1.1760e-01,6.9217e+00,1.4431e+05,4.9423e+00,-7.5154e-01,-1.5560e+00,5.7743e+00,2.7186e+00,3.0163e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4836e+05,-1.4836e+05,-1.5984e-02,-1.4836e+05,1.1762e-01,6.9237e+00,1.4413e+05,5.7002e+00,-8.7734e-01,-1.5618e+00,5.8425e+00,2.6222e-01,3.0622e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4821e+05,-1.4822e+05,-1.7982e-02,-1.4822e+05,1.1763e-01,6.9257e+00,1.4409e+05,6.2711e+00,1.4448e-01,-1.8223e+00,5.9463e+00,2.6521e+00,3.0284e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4819e+05,-1.4819e+05,-1.9980e-02,-1.4819e+05,1.1765e-01,6.9277e+00,1.4394e+05,6.9461e+00,-2.8787e-01,-1.1107e+00,5.7544e+00,6.9430e-01,3.0238e+01
