logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-4.9170e-01,-1.5459e+00,4.4246e-01,1.6261e+00,5.9413e-01,3.1983e+00,4.4699e+00,-7.4054e+01
-3.7258e-01,-1.4742e+00,5.3641e-01,1.1690e+00,2.4412e+00,3.9591e+00,4.2381e+00,-7.0634e+01
-4.2829e-01,-1.3293e+00,7.3767e-01,1.4614e+00,1.4614e+00,3.9309e+00,4.2933e+00,-7.5060e+01
-4.2291e-01,-1.9547e+00,-3.9935e-01,1.7514e+00,2.2452e+00,2.8735e+00,4.4778e+00,-7.6990e+01
-4.3781e-01,-1.8677e+00,6.6185e-01,1.7371e+00,1.5401e+00,2.3066e+00,4.4982e+00,-7.5491e+01
-4.2401e-01,-1.8170e+00,5.0648e-01,1.8026e+00,1.0584e+00,3.0833e+00,4.4773e+00,-7.5852e+01
-4.2763e-01,-1.9030e+00,-1.7296e-01,1.2357e+00,2.3888e+00,3.3796e+00,4.4362e+00,-7.5456e+01
-4.3161e-01,-1.8513e+00,-3.5432e-01,1.7049e+00,2.1108e+00,3.2378e+00,4.4573e+00,-7.5282e+01
-4.6961e-01,-1.5497e+00,7.3936e-01,1.8006e+00,7.2143e-01,2.6294e+00,4.4930e+00,-7.4983e+01
-4.3521e-01,-1.7396e+00,4.4607e-01,1.4776e+00,1.2989e+00,3.4134e+00,4.4478e+00,-7.7040e+01
-4.3980e-01,-1.7371e+00,-1.2319e+00,9.5438e-01,2.4938e+00,3.5181e+00,4.4083e+00,-7.1537e+01
-4.3586e-01,-1.5694e+00,-1.0227e-01,1.6245e+00,1.9294e+00,3.6649e+00,4.3915e+00,-7.6906e+01
-4.4354e-01,-1.6478e+00,3.9043e-02,1.8311e+00,1.8604e+00,3.2969e+00,4.4558e+00,-7.5948e+01
-4.4759e-01,-1.8347e+00,2.1428e-02,1.2327e+00,2.3121e+00,3.1575e+00,4.4633e+00,-7.7089e+01
-3.9096e-01,-1.9617e+00,-2.7039e-01,1.5505e+00,2.2072e+00,3.4962e+00,4.4223e+00,-7.2712e+01
-3.8427e-01,-1.8827e+00,4.5845e-01,1.2876e+00,2.2205e+00,3.5778e+00,4.4109e+00,-7.5840e+01
-4.5569e-01,-1.0665e+00,7.2330e-01,1.2229e+00,1.1835e+00,4.1660e+00,4.0352e+00,-7.7139e+01
-3.9113e-01,-1.7347e+00,3.1555e-01,3.9938e-01,2.4557e+00,3.7825e+00,4.3323e+00,-7.4416e+01
-4.3678e-01,-1.3398e+00,3.2627e-01,1.6298e+00,2.1006e+00,3.9167e+00,4.2871e+00,-7.3380e+01
-3.6866e-01,-1.2911e+00,-6.0192e-01,1.7785e+00,2.3114e+00,4.0945e+00,4.1045e+00,-7.6483e+01
-4.3884e-01,-1.5482e+00,-6.6212e-01,1.4578e+00,2.1025e+00,3.6853e+00,4.3864e+00,-7.4541e+01
-4.3510e-01,-1.3319e+00,2.0423e-01,1.6711e+00,2.4695e+00,3.9035e+00,4.2786e+00,-6.9216e+01
-4.9470e-01,-1.5579e+00,3.1971e-01,1.6271e+00,2.3110e+00,2.4077e+00,4.4910e+00,-7.5665e+01
-5.2274e-01,-1.4743e+00,5.3155e-01,1.7000e+00,8.9363e-01,3.3420e+00,4.4561e+00,-7.2139e+01
-4.3267e-01,-1.7817e+00,6.7319e-01,1.4094e+00,2.4301e+00,3.1813e+00,4.4555e+00,-6.7212e+01
-4.9570e-01,-1.3412e+00,7.5964e-01,1.8263e+00,1.0357e+00,3.5217e+00,4.4337e+00,-7.6778e+01
-4.9585e-01,-1.6488e+00,7.1146e-01,6.7681e-01,1.8609e+00,2.9549e+00,4.4821e+00,-7.6038e+01
-4.1656e-01,-1.7481e+00,1.9245e-01,1.0517e+00,2.0196e+00,3.6237e+00,4.4038e+00,-7.7230e+01
-4.2864e-01,-1.8820e+00,-8.5135e-01,1.4763e+00,1.8058e+00,3.3201e+00,4.4571e+00,-7.7102e+01
-4.4426e-01,-1.9791e+00,4.9770e-01,5.6182e-01,2.5218e+00,3.0823e+00,4.4531e+00,-7.6959e+01
-4.5694e-01,-1.5757e+00,7.4793e-01,1.6084e+00,1.7580e+00,2.5243e+00,4.4941e+00,-7.5013e+01
-5.0841e-01,-1.4993e+00,6.1177e-01,1.3378e+00,1.9366e+00,3.2913e+00,4.4605e+00,-7.5435e+01
-4.2482e-01,-1.6633e+00,5.8233e-01,1.4938e+00,2.1838e+00,3.5425e+00,4.4146e+00,-7.3489e+01
-4.1811e-01,-1.3420e+00,4.6781e-01,1.5743e+00,1.9734e+00,3.9692e+00,4.2524e+00,-7.6903e+01
-4.1555e-01,-1.8414e+00,4.7240e-01,1.3812e+00,2.0358e+00,3.5082e+00,4.4255e+00,-7.6140e+01
-3.9506e-01,-1.2269e+00,5.2880e-01,1.4636e-01,2.3751e+00,4.1706e+00,3.9667e+00,-7.3730e+01
