niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod
7.5400e+02,4.0000e+00,3.2955e+01,-5.5060e+03,-5.5144e+03,-1.5065e+00,-5.5144e+03,1.2966e-01,8.4142e+00,4.5311e+03,8.1912e+02,-1.2497e+00,-1.8309e+00,6.2531e-01,2.7509e+00,1.9011e+00,3.1358e+01
7.5500e+02,2.0000e+00,3.2969e+01,-5.4681e+03,-5.4766e+03,-1.5085e+00,-5.4766e+03,1.2968e-01,8.4162e+00,4.5037e+03,8.2014e+02,-1.0665e+00,-1.5586e+00,1.5605e-01,1.6484e+00,2.3304e+00,3.0986e+01
7.5600e+02,1.0000e+00,3.2999e+01,-5.4499e+03,-5.4584e+03,-1.5105e+00,-5.4584e+03,1.2969e-01,8.4182e+00,4.4658e+03,8.2067e+02,-1.1990e+00,-1.7163e+00,1.5482e+00,2.3265e+00,3.0827e+00,3.1959e+01
7.5700e+02,5.0000e+00,3.2970e+01,-5.4489e+03,-5.4571e+03,-1.5125e+00,-5.4568e+03,1.2194e-01,7.4415e+00,4.4476e+03,8.2284e+02,-1.0631e+00,-1.9032e+00,3.0911e-01,1.3553e+00,1.9900e+00,3.0164e+01
7.5800e+02,6.0000e+00,3.2928e+01,-5.4024e+03,-5.4108e+03,-1.5145e+00,-5.4108e+03,1.2972e-01,8.4222e+00,4.4461e+03,8.2583e+02,-1.0468e+00,-1.7965e+00,3.8555e-01,2.0752e+00,2.7045e+00,3.1978e+01
7.5900e+02,1.1000e+01,3.2815e+01,-5.3603e+03,-5.3687e+03,-1.5165e+00,-5.3687e+03,1.2974e-01,8.4242e+00,4.4001e+03,8.3081e+02,-1.1378e+00,-1.6244e+00,1.7394e+00,2.3048e+00,1.9192e+00,3.1633e+01
7.6000e+02,5.0000e+00,3.2787e+01,-5.3245e+03,-5.3329e+03,-1.5185e+00,-5.3329e+03,1.2975e-01,8.4262e+00,4.3580e+03,8.3336e+02,-1.0430e+00,-1.8775e+00,1.3388e-01,1.5330e+00,2.6062e+00,3.1532e+01
7.6100e+02,6.0000e+00,3.2745e+01,-5.3087e+03,-5.3171e+03,-1.5205e+00,-5.3171e+03,1.2977e-01,8.4282e+00,4.3221e+03,8.3636e+02,-1.0721e+00,-1.8513e+00,2.4235e+00,1.2535e+00,1.7860e+00,3.0984e+01
7.6200e+02,1.0000e+00,3.2774e+01,-5.3078e+03,-5.3158e+03,-1.5225e+00,-5.3156e+03,1.2185e-01,7.4313e+00,4.3063e+03,8.3685e+02,-1.0057e+00,-1.6906e+00,1.2087e+00,1.5534e+00,2.4497e+00,3.1283e+01
7.6300e+02,6.0000e+00,3.2733e+01,-5.2457e+03,-5.2541e+03,-1.5245e+00,-5.2541e+03,1.2980e-01,8.4322e+00,4.3048e+03,8.3975e+02,-1.2397e+00,-1.9126e+00,1.0502e+00,1.8515e+00,1.1119e+00,3.0226e+01
7.6400e+02,4.0000e+00,3.2719e+01,-5.2430e+03,-5.2513e+03,-1.5265e+00,-5.2513e+03,1.2640e-01,7.9964e+00,4.2434e+03,8.4139e+02,-1.0185e+00,-1.9804e+00,2.2201e+00,1.4452e+00,2.9349e+00,3.1688e+01
7.6500e+02,3.0000e+00,3.2720e+01,-5.2335e+03,-5.2419e+03,-1.5285e+00,-5.2419e+03,1.2982e-01,8.4345e+00,4.2405e+03,8.4256e+02,-1.1347e+00,-1.9258e+00,2.0439e-01,1.2660e+00,2.4385e+00,3.0131e+01
7.6600e+02,1.0000e+00,3.2749e+01,-5.2324e+03,-5.2405e+03,-1.5305e+00,-5.2403e+03,1.2222e-01,7.4762e+00,4.2311e+03,8.4293e+02,-1.0748e+00,-1.7764e+00,2.5204e-01,1.3151e+00,2.6848e+00,3.1670e+01
7.6700e+02,2.0000e+00,3.2764e+01,-5.2016e+03,-5.2100e+03,-1.5325e+00,-5.2100e+03,1.2986e-01,8.4402e+00,4.2296e+03,8.4397e+02,-1.1375e+00,-1.8865e+00,2.0012e+00,1.2918e+00,1.4280e+00,3.0012e+01
7.6800e+02,7.0000e+00,3.2709e+01,-5.1956e+03,-5.2041e+03,-1.5345e+00,-5.2041e+03,1.2960e-01,8.4065e+00,4.1993e+03,8.4718e+02,-1.0291e+00,-1.7686e+00,2.5016e-01,1.9770e+00,2.6926e+00,3.0908e+01
7.6900e+02,1.0000e+00,3.2737e+01,-5.1365e+03,-5.1450e+03,-1.5365e+00,-5.1450e+03,1.2989e-01,8.4442e+00,4.1933e+03,8.4770e+02,-1.2023e+00,-1.7268e+00,1.6031e-01,1.7357e+00,2.4528e+00,3.1303e+01
