niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod
5.5800e+02,4.0000e+00,3.6494e+01,-1.2596e+04,-1.2604e+04,-1.1149e+00,-1.2604e+04,1.2661e-01,8.0226e+00,1.1630e+04,4.7008e+02,-1.2141e+00,-1.7736e+00,1.1178e-02,1.7870e+00,2.5261e+00,3.1988e+01
5.5900e+02,2.0000e+00,3.6512e+01,-1.2571e+04,-1.2579e+04,-1.1169e+00,-1.2579e+04,1.2662e-01,8.0246e+00,1.1594e+04,4.7098e+02,-1.1706e+00,-1.8316e+00,1.8121e+00,2.1644e+00,1.0690e+00,3.1805e+01
5.6000e+02,5.0000e+00,3.6458e+01,-1.2456e+04,-1.2464e+04,-1.1189e+00,-1.2464e+04,1.2664e-01,8.0266e+00,1.1569e+04,4.7317e+02,-1.0334e+00,-1.5712e+00,7.5566e-01,1.4405e+00,1.6742e+00,3.0265e+01
5.6100e+02,3.0000e+00,3.6452e+01,-1.2419e+04,-1.2427e+04,-1.1209e+00,-1.2427e+04,1.2665e-01,8.0286e+00,1.1454e+04,4.7472e+02,-1.2488e+00,-1.9117e+00,8.0438e-01,1.3342e+00,2.8260e+00,3.0927e+01
5.6200e+02,6.0000e+00,3.6375e+01,-1.2414e+04,-1.2422e+04,-1.1229e+00,-1.2422e+04,1.2635e-01,7.9897e+00,1.1417e+04,4.7751e+02,-1.1138e+00,-1.6946e+00,1.2570e-01,1.3041e+00,2.2657e+00,3.1195e+01
5.6300e+02,1.0000e+00,3.6417e+01,-1.2359e+04,-1.2367e+04,-1.1249e+00,-1.2367e+04,1.2669e-01,8.0326e+00,1.1411e+04,4.7787e+02,-1.2322e+00,-1.6074e+00,9.7126e-01,1.8919e+00,2.2902e+00,3.1665e+01
5.6400e+02,3.0000e+00,3.6411e+01,-1.2354e+04,-1.2362e+04,-1.1269e+00,-1.2362e+04,1.2618e-01,7.9690e+00,1.1357e+04,4.7929e+02,-1.1595e+00,-1.9513e+00,2.2340e-01,1.2017e+00,2.5352e+00,3.1811e+01
5.6500e+02,4.0000e+00,3.6381e+01,-1.2337e+04,-1.2345e+04,-1.1289e+00,-1.2345e+04,1.2672e-01,8.0366e+00,1.1352e+04,4.8108e+02,-1.0566e+00,-1.8280e+00,9.5967e-01,1.9449e+00,2.0649e+00,3.1414e+01
5.6600e+02,1.0000e+00,3.6422e+01,-1.2332e+04,-1.2340e+04,-1.1309e+00,-1.2340e+04,1.2588e-01,7.9303e+00,1.1334e+04,4.8161e+02,-1.0425e+00,-1.5616e+00,6.2027e-02,1.8242e+00,1.1165e+00,3.0411e+01
5.6700e+02,2.0000e+00,3.6440e+01,-1.2325e+04,-1.2333e+04,-1.1329e+00,-1.2333e+04,1.2666e-01,8.0297e+00,1.1330e+04,4.8249e+02,-1.1788e+00,-1.6730e+00,1.9321e+00,1.3310e+00,2.0559e+00,3.0021e+01
5.6800e+02,1.0000e+00,3.6480e+01,-1.2013e+04,-1.2021e+04,-1.1349e+00,-1.2021e+04,1.2676e-01,8.0426e+00,1.1322e+04,4.8302e+02,-1.1082e+00,-1.5908e+00,2.3475e+00,1.4823e+00,2.7821e+00,3.1396e+01
5.6900e+02,6.0000e+00,3.6404e+01,-1.1978e+04,-1.1986e+04,-1.1369e+00,-1.1986e+04,1.2678e-01,8.0446e+00,1.1011e+04,4.8603e+02,-1.1469e+00,-1.5277e+00,1.4485e+00,1.4669e+00,2.4912e+00,3.1868e+01
5.7000e+02,1.0000e+00,3.6445e+01,-1.1926e+04,-1.1934e+04,-1.1389e+00,-1.1934e+04,1.2680e-01,8.0466e+00,1.0976e+04,4.8659e+02,-1.1496e+00,-1.8174e+00,2.0980e+00,1.2428e+00,1.8517e+00,3.0170e+01
5.7100e+02,2.0000e+00,3.6462e+01,-1.1896e+04,-1.1904e+04,-1.1409e+00,-1.1904e+04,1.2681e-01,8.0486e+00,1.0924e+04,4.8734e+02,-1.1655e+00,-1.7578e+00,1.3655e+00,1.0901e+00,1.1531e+00,3.0046e+01
5.7200e+02,4.0000e+00,3.6433e+01,-1.1871e+04,-1.1879e+04,-1.1429e+00,-1.1879e+04,1.2683e-01,8.0506e+00,1.0894e+04,4.8911e+02,-1.1711e+00,-1.8168e+00,1.2980e+00,3.0947e+00,1.2706e+00,3.1997e+01
5.7300e+02,5.0000e+00,3.6381e+01,-1.1865e+04,-1.1873e+04,-1.1449e+00,-1.1873e+04,1.2657e-01,8.0178e+00,1.0868e+04,4.9130e+02,-1.0780e+00,-1.9712e+00,2.1152e-01,1.8333e+00,2.4764e+00,3.1857e+01
5.7400e+02,1.0000e+00,3.6421e+01,-1.1847e+04,-1.1855e+04,-1.1469e+00,-1.1855e+04,1.2686e-01,8.0546e+00,1.0862e+04,4.9166e+02,-1.1922e+00,-1.9877e+00,6.4341e-01,2.0253e+00,1.0210e+00,3.0943e+01
5.7500e+02,4.0000e+00,3.6392e+01,-1.1816e+04,-1.1824e+04,-1.1489e+00,-1.1824e+04,1.2687e-01,8.0566e+00,1.0844e+04,4.9345e+02,-1.1790e+00,-1.7881e+00,5.2035e-01,1.9561e+00,1.5441e+00,3.0921e+01
5.7600e+02,1.0000e+00,3.6433e+01,-1.1759e+04,-1.1767e+04,-1.1508e+00,-1.1767e+04,1.2689e-01,8.0586e+00,1.0814e+04,4.9397e+02,-1.1288e+00,-1.7429e+00,5.9190e-02,1.5033e+00,1.5041e+00,3.0014e+01
5.7700e+02,1.0000e+00,3.6473e+01,-1.1748e+04,-1.1756e+04,-1.1528e+00,-1.1756e+04,1.2690e-01,8.0604e+00,1.0757e+04,4.9450e+02,-1.0772e+00,-1.6589e+00,5.2608e-01,1.2455e+00,2.6260e+00,3.1964e+01
5.7800e+02,4.0000e+00,3.6444e+01,-1.1695e+04,-1.1703e+04,-1.1548e+00,-1.1703e+04,1.2692e-01,8.0626e+00,1.0745e+04,4.9625e+02,-1.2323e+00,-1.9212e+00,4.0390e-01,1.7091e+00,2.3418e+00,3.1546e+01
5.7900e+02,1.0000e+00,3.6484e+01,-1.1688e+04,-1.1696e+04,-1.1568e+00,-1.1696e+04,1.2673e-01,8.0389e+00,1.0692e+04,4.9678e+02,-1.0869e+00,-1.6821e+00,1.5699e+00,2.6322e+00,2.5054e+00,3.1303e+01
5.8000e+02,2.0000e+00,3.6501e+01,-1.1685e+04,-1.1693e+04,-1.1588e+00,-1.1693e+04,1.2386e-01,7.6786e+00,1.0686e+04,4.9770e+02,-1.2165e+00,-1.9240e+00,2.0759e+00,2.0274e+00,1.5162e+00,3.0415e+01
5.8100e+02,6.0000e+00,3.6426e+01,-1.1650e+04,-1.1658e+04,-1.1608e+00,-1.1658e+04,1.2697e-01,8.0686e+00,1.0683e+04,5.0081e+02,-1.1827e+00,-1.7324e+00,2.1405e+00,2.4795e+00,1.9188e+00,3.1077e+01
5.8200e+02,5.0000e+00,3.6375e+01,-1.1645e+04,-1.1653e+04,-1.1628e+00,-1.1653e+04,1.2627e-01,7.9806e+00,1.0648e+04,5.0295e+02,-1.0206e+00,-1.9152e+00,2.1955e+00,1.0066e+00,1.8295e+00,3.1883e+01
5.8300e+02,5.0000e+00,3.6324e+01,-1.1552e+04,-1.1560e+04,-1.1648e+00,-1.1560e+04,1.2700e-01,8.0726e+00,1.0643e+04,5.0526e+02,-1.0377e+00,-1.7016e+00,1.5663e-01,2.0912e+00,1.5930e+00,3.1140e+01
5.8400e+02,4.0000e+00,3.6296e+01,-1.1543e+04,-1.1551e+04,-1.1668e+00,-1.1551e+04,1.2700e-01,8.0730e+00,1.0550e+04,5.0732e+02,-1.0660e+00,-1.8218e+00,1.3163e+00,3.0216e+00,1.9898e+00,3.1862e+01
5.8500e+02,9.0000e+00,3.6156e+01,-1.1350e+04,-1.1358e+04,-1.1688e+00,-1.1358e+04,1.2703e-01,8.0766e+00,1.0540e+04,5.1169e+02,-1.1196e+00,-1.9487e+00,1.3098e-01,1.8215e+00,2.3994e+00,3.1676e+01
5.8600e+02,3.0000e+00,3.6151e+01,-1.1325e+04,-1.1333e+04,-1.1708e+00,-1.1333e+04,1.2705e-01,8.0786e+00,1.0347e+04,5.1309e+02,-1.0099e+00,-1.7959e+00,2.0519e+00,1.8496e+00,1.1132e+00,3.1681e+01
5.8700e+02,1.0000e+00,3.6190e+01,-1.1308e+04,-1.1317e+04,-1.1728e+00,-1.1317e+04,1.2706e-01,8.0806e+00,1.0323e+04,5.1346e+02,-1.2418e+00,-1.9016e+00,2.2521e+00,1.4626e+00,1.3137e+00,3.1964e+01
5.8800e+02,3.0000e+00,3.6185e+01,-1.1264e+04,-1.1273e+04,-1.1748e+00,-1.1273e+04,1.2708e-01,8.0826e+00,1.0306e+04,5.1476e+02,-1.1809e+00,-1.9532e+00,2.2572e+00,2.2674e+00,1.6401e+00,3.0924e+01
5.8900e+02,2.0000e+00,3.6202e+01,-1.1203e+04,-1.1211e+04,-1.1768e+00,-1.1211e+04,1.2709e-01,8.0846e+00,1.0262e+04,5.1579e+02,-1.0076e+00,-1.8983e+00,9.8888e-01,2.4850e+00,1.7441e+00,3.0557e+01
5.9000e+02,3.0000e+00,3.6196e+01,-1.1183e+04,-1.1191e+04,-1.1788e+00,-1.1191e+04,1.2711e-01,8.0866e+00,1.0201e+04,5.1726e+02,-1.0894e+00,-1.6898e+00,2.2319e+00,1.4522e+00,1.2696e+00,3.1870e+01
5.9100e+02,4.0000e+00,3.6169e+01,-1.1085e+04,-1.1094e+04,-1.1808e+00,-1.1094e+04,1.2713e-01,8.0886e+00,1.0181e+04,5.1934e+02,-1.2171e+00,-1.7906e+00,1.1514e+00,1.9289e+00,1.3902e+00,3.0914e+01
5.9200e+02,7.0000e+00,3.6076e+01,-1.1084e+04,-1.1092e+04,-1.1828e+00,-1.1092e+04,1.2082e-01,7.3066e+00,1.0083e+04,5.2257e+02,-1.2143e+00,-1.7956e+00,1.4287e+00,1.5846e+00,2.1755e+00,3.1360e+01
5.9300e+02,9.0000e+00,3.5939e+01,-1.1079e+04,-1.1087e+04,-1.1848e+00,-1.1087e+04,1.2647e-01,8.0050e+00,1.0081e+04,5.2710e+02,-1.0075e+00,-1.7844e+00,2.1640e+00,1.7396e+00,1.2632e+00,3.0295e+01
5.9400e+02,1.0000e+00,3.5978e+01,-1.1077e+04,-1.1085e+04,-1.1868e+00,-1.1085e+04,1.2171e-01,7.4138e+00,1.0076e+04,5.2762e+02,-1.0245e+00,-1.8817e+00,3.2146e-01,1.7947e+00,3.1219e+00,3.1665e+01
5.9500e+02,2.0000e+00,3.5995e+01,-1.1065e+04,-1.1074e+04,-1.1888e+00,-1.1074e+04,1.2719e-01,8.0962e+00,1.0074e+04,5.2865e+02,-1.0797e+00,-1.8044e+00,6.5511e-02,2.2515e+00,2.3203e+00,3.0447e+01
5.9600e+02,8.0000e+00,3.5882e+01,-1.1020e+04,-1.1028e+04,-1.1908e+00,-1.1028e+04,1.2720e-01,8.0986e+00,1.0063e+04,5.3253e+02,-1.1154e+00,-1.9011e+00,2.1344e+00,2.4073e+00,1.2205e+00,3.0885e+01
5.9700e+02,1.0000e+00,3.5921e+01,-1.0990e+04,-1.0998e+04,-1.1928e+00,-1.0998e+04,1.2722e-01,8.1006e+00,1.0018e+04,5.3290e+02,-1.1693e+00,-1.7185e+00,2.5799e-01,1.7948e+00,2.3364e+00,3.1514e+01
5.9800e+02,3.0000e+00,3.5916e+01,-1.0927e+04,-1.0935e+04,-1.1948e+00,-1.0935e+04,1.2724e-01,8.1026e+00,9.9878e+03,5.3431e+02,-1.1051e+00,-1.8465e+00,1.9722e+00,1.3389e+00,2.0413e+00,3.0100e+01
5.9900e+02,1.0000e+00,3.5954e+01,-1.0866e+04,-1.0874e+04,-1.1968e+00,-1.0874e+04,1.2725e-01,8.1046e+00,9.9251e+03,5.3469e+02,-1.2037e+00,-1.8763e+00,1.4736e+00,1.3255e+00,1.4392e+00,3.0471e+01
6.0000e+02,6.0000e+00,3.5885e+01,-1.0830e+04,-1.0838e+04,-1.1988e+00,-1.0838e+04,1.2727e-01,8.1066e+00,9.8632e+03,5.3779e+02,-1.1984e+00,-1.9445e+00,1.5718e+00,2.4539e+00,1.1564e+00,3.0574e+01
6.0100e+02,5.0000e+00,3.5838e+01,-1.0792e+04,-1.0800e+04,-1.2008e+00,-1.0800e+04,1.2728e-01,8.1086e+00,9.8273e+03,5.4027e+02,-1.1114e+00,-1.8341e+00,2.1133e+00,1.3889e+00,1.4244e+00,3.0112e+01
6.0200e+02,3.0000e+00,3.5833e+01,-1.0780e+04,-1.0788e+04,-1.2028e+00,-1.0788e+04,1.2730e-01,8.1105e+00,9.7899e+03,5.4167e+02,-1.0447e+00,-1.6543e+00,4.0531e-02,1.2186e+00,2.4908e+00,3.1556e+01
6.0300e+02,6.0000e+00,3.5765e+01,-1.0673e+04,-1.0681e+04,-1.2048e+00,-1.0681e+04,1.2731e-01,8.1126e+00,9.7772e+03,5.4463e+02,-1.1570e+00,-1.7913e+00,2.7235e-01,1.8827e+00,1.8694e+00,3.0937e+01
6.0400e+02,7.0000e+00,3.5676e+01,-1.0662e+04,-1.0671e+04,-1.2068e+00,-1.0671e+04,1.2732e-01,8.1139e+00,9.6706e+03,5.4781e+02,-1.2114e+00,-1.9096e+00,8.9500e-01,1.9635e+00,1.3655e+00,3.0862e+01
6.0500e+02,2.3000e+01,3.5256e+01,-1.0616e+04,-1.0624e+04,-1.2088e+00,-1.0624e+04,1.2735e-01,8.1165e+00,9.6602e+03,5.5806e+02,-1.0996e+00,-1.7812e+00,2.7308e-01,2.4830e+00,1.2645e+00,3.1937e+01
6.0600e+02,6.0000e+00,3.5192e+01,-1.0610e+04,-1.0618e+04,-1.2108e+00,-1.0618e+04,1.2708e-01,8.0821e+00,9.6137e+03,5.6070e+02,-1.1390e+00,-1.5376e+00,1.6786e+00,1.2038e+00,2.4316e+00,3.0241e+01
6.0700e+02,2.0000e+00,3.5209e+01,-1.0528e+04,-1.0536e+04,-1.2128e+00,-1.0536e+04,1.2738e-01,8.1205e+00,9.6077e+03,5.6159e+02,-1.2493e+00,-1.7733e+00,6.4173e-01,2.9349e+00,1.4135e+00,3.1618e+01
6.0800e+02,2.0000e+00,3.5226e+01,-1.0497e+04,-1.0506e+04,-1.2148e+00,-1.0506e+04,1.2739e-01,8.1225e+00,9.5260e+03,5.6250e+02,-1.1077e+00,-1.9872e+00,7.6086e-01,1.3515e+00,2.3000e+00,3.1222e+01
6.0900e+02,1.2000e+01,3.5040e+01,-1.0494e+04,-1.0502e+04,-1.2168e+00,-1.0502e+04,1.2477e-01,7.7922e+00,9.4952e+03,5.6793e+02,-1.1755e+00,-1.5587e+00,2.0956e+00,1.3767e+00,2.2228e+00,3.1933e+01
6.1000e+02,2.0000e+00,3.5057e+01,-1.0431e+04,-1.0439e+04,-1.2188e+00,-1.0439e+04,1.2742e-01,8.1265e+00,9.4920e+03,5.6886e+02,-1.1177e+00,-1.5144e+00,1.3681e+00,1.0161e+00,2.1819e+00,3.1044e+01
6.1100e+02,4.0000e+00,3.5034e+01,-1.0302e+04,-1.0310e+04,-1.2208e+00,-1.0310e+04,1.2744e-01,8.1285e+00,9.4285e+03,5.7078e+02,-1.2457e+00,-1.8568e+00,9.2205e-01,1.7989e+00,2.0864e+00,3.1163e+01
6.1200e+02,7.0000e+00,3.4951e+01,-1.0249e+04,-1.0257e+04,-1.2228e+00,-1.0257e+04,1.2746e-01,8.1305e+00,9.2995e+03,5.7412e+02,-1.2056e+00,-1.5891e+00,1.2566e+00,1.4622e+00,2.9950e+00,3.1393e+01
6.1300e+02,5.0000e+00,3.4909e+01,-1.0181e+04,-1.0189e+04,-1.2248e+00,-1.0189e+04,1.2747e-01,8.1325e+00,9.2464e+03,5.7639e+02,-1.1111e+00,-1.9635e+00,9.4629e-01,2.1527e+00,2.9464e+00,3.1441e+01
6.1400e+02,3.0000e+00,3.4906e+01,-1.0109e+04,-1.0117e+04,-1.2268e+00,-1.0117e+04,1.2749e-01,8.1345e+00,9.1788e+03,5.7780e+02,-1.0417e+00,-1.8915e+00,2.2638e+00,1.3277e+00,1.4762e+00,3.1876e+01
6.1500e+02,3.0000e+00,3.4904e+01,-1.0012e+04,-1.0020e+04,-1.2288e+00,-1.0020e+04,1.2750e-01,8.1365e+00,9.1065e+03,5.7920e+02,-1.0090e+00,-1.9688e+00,6.3135e-01,1.2261e+00,2.0789e+00,3.0638e+01
6.1600e+02,2.0000e+00,3.4921e+01,-9.9181e+03,-9.9263e+03,-1.2308e+00,-9.9263e+03,1.2752e-01,8.1385e+00,9.0092e+03,5.8009e+02,-1.1023e+00,-1.8145e+00,1.5716e+00,1.6051e+00,2.0616e+00,3.1217e+01
6.1700e+02,5.0000e+00,3.4878e+01,-9.9106e+03,-9.9187e+03,-1.2328e+00,-9.9187e+03,1.2746e-01,8.1317e+00,8.9158e+03,5.8200e+02,-1.1598e+00,-1.5637e+00,4.5353e-01,1.4260e+00,2.1772e+00,3.0897e+01
6.1800e+02,3.0000e+00,3.4876e+01,-9.8947e+03,-9.9028e+03,-1.2348e+00,-9.9028e+03,1.2755e-01,8.1425e+00,8.9082e+03,5.8326e+02,-1.1464e+00,-1.6646e+00,2.2389e-01,1.3024e+00,2.3146e+00,3.1143e+01
6.1900e+02,4.0000e+00,3.4854e+01,-9.8869e+03,-9.8950e+03,-1.2368e+00,-9.8950e+03,1.2751e-01,8.1375e+00,8.8924e+03,5.8488e+02,-1.0280e+00,-1.6742e+00,5.0057e-01,2.1751e+00,2.0752e+00,3.1533e+01
6.2000e+02,1.0000e+00,3.4890e+01,-9.8726e+03,-9.8807e+03,-1.2388e+00,-9.8807e+03,1.2758e-01,8.1465e+00,8.8846e+03,5.8542e+02,-1.1932e+00,-1.6241e+00,1.0019e+00,2.0077e+00,1.6332e+00,3.1014e+01
6.2100e+02,2.0000e+00,3.4907e+01,-9.6245e+03,-9.6327e+03,-1.2408e+00,-9.6327e+03,1.2760e-01,8.1485e+00,8.8703e+03,5.8629e+02,-1.0179e+00,-1.7885e+00,1.1878e+00,2.2821e+00,1.2347e+00,3.1475e+01
6.2200e+02,1.1000e+01,3.4749e+01,-9.5573e+03,-9.5654e+03,-1.2428e+00,-9.5654e+03,1.2761e-01,8.1505e+00,8.6222e+03,5.9125e+02,-1.1397e+00,-1.7364e+00,1.9496e+00,1.6284e+00,2.1572e+00,3.1694e+01
6.2300e+02,4.0000e+00,3.4727e+01,-9.5378e+03,-9.5460e+03,-1.2448e+00,-9.5460e+03,1.2763e-01,8.1525e+00,8.5550e+03,5.9301e+02,-1.0648e+00,-1.9536e+00,1.8815e+00,1.1952e+00,1.3079e+00,3.0970e+01
6.2400e+02,1.0000e+00,3.4763e+01,-9.5294e+03,-9.5375e+03,-1.2468e+00,-9.5375e+03,1.2761e-01,8.1503e+00,8.5355e+03,5.9352e+02,-1.2287e+00,-1.8658e+00,1.2216e+00,2.0123e+00,1.9893e+00,3.1337e+01
6.2500e+02,2.0000e+00,3.4780e+01,-9.3695e+03,-9.3777e+03,-1.2488e+00,-9.3777e+03,1.2766e-01,8.1565e+00,8.5271e+03,5.9454e+02,-1.2052e+00,-1.6277e+00,1.9176e+00,1.3914e+00,1.0058e+00,3.1043e+01
6.2600e+02,1.0000e+00,3.4816e+01,-9.2928e+03,-9.3010e+03,-1.2507e+00,-9.3010e+03,1.2767e-01,8.1585e+00,8.3672e+03,5.9507e+02,-1.1830e+00,-1.7610e+00,1.7647e+00,2.4590e+00,1.3357e+00,3.0711e+01
6.2700e+02,6.0000e+00,3.4756e+01,-9.2559e+03,-9.2641e+03,-1.2527e+00,-9.2641e+03,1.2769e-01,8.1605e+00,8.2905e+03,5.9759e+02,-1.0427e+00,-1.6084e+00,1.7737e+00,2.1454e+00,1.2972e+00,3.1508e+01
6.2800e+02,4.0000e+00,3.4735e+01,-9.2404e+03,-9.2485e+03,-1.2547e+00,-9.2485e+03,1.2771e-01,8.1625e+00,8.2536e+03,5.9936e+02,-1.2486e+00,-1.5230e+00,1.5131e+00,1.0164e+00,2.2462e+00,3.1197e+01
6.2900e+02,5.0000e+00,3.4694e+01,-9.1891e+03,-9.1973e+03,-1.2567e+00,-9.1973e+03,1.2772e-01,8.1645e+00,8.2381e+03,6.0139e+02,-1.0570e+00,-1.6901e+00,1.3233e+00,1.2124e+00,2.6007e+00,3.1836e+01
6.3000e+02,1.0000e+00,3.4730e+01,-9.1466e+03,-9.1548e+03,-1.2587e+00,-9.1548e+03,1.2774e-01,8.1665e+00,8.1868e+03,6.0190e+02,-1.1575e+00,-1.7921e+00,2.1104e+00,1.7757e+00,2.2232e+00,3.1999e+01
6.3100e+02,9.0000e+00,3.4613e+01,-9.1364e+03,-9.1446e+03,-1.2607e+00,-9.1446e+03,1.2775e-01,8.1676e+00,8.1443e+03,6.0580e+02,-1.1083e+00,-1.6196e+00,1.5645e+00,1.7138e+00,1.5968e+00,3.0844e+01
6.3200e+02,6.0000e+00,3.4554e+01,-9.1319e+03,-9.1401e+03,-1.2627e+00,-9.1401e+03,1.2683e-01,8.0504e+00,8.1341e+03,6.0837e+02,-1.2232e+00,-1.5376e+00,1.7820e+00,2.2030e+00,2.1649e+00,3.1939e+01
6.3300e+02,3.0000e+00,3.4552e+01,-9.0451e+03,-9.0533e+03,-1.2647e+00,-9.0533e+03,1.2778e-01,8.1725e+00,8.1296e+03,6.0959e+02,-1.1606e+00,-1.8613e+00,1.6025e+00,1.3045e+00,1.9304e+00,3.0901e+01
6.3400e+02,2.0000e+00,3.4569e+01,-9.0257e+03,-9.0339e+03,-1.2667e+00,-9.0339e+03,1.2780e-01,8.1745e+00,8.0428e+03,6.1060e+02,-1.2041e+00,-1.9096e+00,9.8349e-01,1.6291e+00,1.6305e+00,3.0365e+01
6.3500e+02,2.0000e+00,3.4586e+01,-8.9230e+03,-8.9312e+03,-1.2687e+00,-8.9312e+03,1.2781e-01,8.1765e+00,8.0234e+03,6.1145e+02,-1.1319e+00,-1.7964e+00,1.7256e+00,1.2906e+00,1.7706e+00,3.0896e+01
6.3600e+02,4.0000e+00,3.4565e+01,-8.9110e+03,-8.9192e+03,-1.2707e+00,-8.9192e+03,1.2783e-01,8.1783e+00,7.9207e+03,6.1343e+02,-1.2309e+00,-1.6547e+00,2.0001e+00,2.0305e+00,1.1795e+00,3.0289e+01
6.3700e+02,5.0000e+00,3.4526e+01,-8.8632e+03,-8.8714e+03,-1.2727e+00,-8.8714e+03,1.2785e-01,8.1805e+00,7.9087e+03,6.1596e+02,-1.0438e+00,-1.7177e+00,7.4281e-01,1.8416e+00,2.5838e+00,3.1868e+01
6.3800e+02,1.0000e+00,3.4561e+01,-8.8265e+03,-8.8347e+03,-1.2747e+00,-8.8347e+03,1.2786e-01,8.1825e+00,7.8609e+03,6.1631e+02,-1.1102e+00,-1.9161e+00,2.3669e+00,1.5868e+00,2.9978e+00,3.1842e+01
6.3900e+02,3.0000e+00,3.4559e+01,-8.8162e+03,-8.8243e+03,-1.2767e+00,-8.8243e+03,1.2787e-01,8.1838e+00,7.8242e+03,6.1753e+02,-1.2193e+00,-1.7712e+00,4.7100e-01,1.0190e+00,3.2408e+00,3.1995e+01
6.4000e+02,1.0000e+00,3.4595e+01,-8.7139e+03,-8.7221e+03,-1.2787e+00,-8.7221e+03,1.2789e-01,8.1865e+00,7.8138e+03,6.1808e+02,-1.1818e+00,-1.6511e+00,1.2809e+00,1.7133e+00,1.9073e+00,3.0851e+01
6.4100e+02,3.0000e+00,3.4593e+01,-8.7078e+03,-8.7160e+03,-1.2807e+00,-8.7160e+03,1.2767e-01,8.1583e+00,7.7116e+03,6.1943e+02,-1.1226e+00,-1.6770e+00,5.7468e-01,2.0041e+00,1.7307e+00,3.0911e+01
6.4200e+02,1.1000e+01,3.4442e+01,-8.6854e+03,-8.6936e+03,-1.2827e+00,-8.6936e+03,1.2792e-01,8.1905e+00,7.7055e+03,6.2445e+02,-1.0221e+00,-1.9480e+00,4.1356e-02,1.1272e+00,1.9336e+00,3.0139e+01
6.4300e+02,3.0000e+00,3.4440e+01,-8.6774e+03,-8.6856e+03,-1.2847e+00,-8.6856e+03,1.2789e-01,8.1865e+00,7.6831e+03,6.2554e+02,-1.1884e+00,-1.5485e+00,3.9446e-01,1.5267e+00,2.1502e+00,3.0819e+01
6.4400e+02,2.0000e+00,3.4457e+01,-8.6750e+03,-8.6832e+03,-1.2867e+00,-8.6831e+03,1.2366e-01,7.6534e+00,7.6751e+03,6.2629e+02,-1.1678e+00,-1.5473e+00,1.8622e+00,1.0638e+00,1.0092e+00,3.0753e+01
6.4500e+02,2.0000e+00,3.4474e+01,-8.6732e+03,-8.6812e+03,-1.2887e+00,-8.6811e+03,1.2147e-01,7.3850e+00,7.6726e+03,6.2717e+02,-1.0865e+00,-1.6696e+00,1.2795e+00,1.6631e+00,1.3036e+00,3.0343e+01
6.4600e+02,1.0000e+00,3.4509e+01,-8.6414e+03,-8.6496e+03,-1.2907e+00,-8.6496e+03,1.2799e-01,8.1985e+00,7.6706e+03,6.2765e+02,-1.0993e+00,-1.6224e+00,2.2576e+00,1.0418e+00,2.1380e+00,3.0653e+01
6.4700e+02,1.0000e+00,3.4544e+01,-8.6358e+03,-8.6440e+03,-1.2927e+00,-8.6440e+03,1.2762e-01,8.1510e+00,7.6391e+03,6.2815e+02,-1.0537e+00,-1.6366e+00,1.7661e+00,1.0794e+00,1.5986e+00,3.0742e+01
6.4800e+02,1.0000e+00,3.4578e+01,-8.6020e+03,-8.6102e+03,-1.2947e+00,-8.6102e+03,1.2802e-01,8.2025e+00,7.6335e+03,6.2864e+02,-1.1410e+00,-1.6643e+00,1.2556e+00,2.1595e+00,3.1282e+00,3.1858e+01
6.4900e+02,1.0000e+00,3.4613e+01,-8.5644e+03,-8.5726e+03,-1.2967e+00,-8.5726e+03,1.2803e-01,8.2045e+00,7.5997e+03,6.2914e+02,-1.0744e+00,-1.8914e+00,1.6863e+00,2.2076e+00,1.2879e+00,3.0204e+01
6.5000e+02,8.0000e+00,3.4519e+01,-8.5422e+03,-8.5504e+03,-1.2987e+00,-8.5504e+03,1.2805e-01,8.2065e+00,7.5621e+03,6.3310e+02,-1.0216e+00,-1.8823e+00,1.6221e+00,2.4700e+00,2.7252e+00,3.1393e+01
6.5100e+02,1.1000e+01,3.4372e+01,-8.5044e+03,-8.5127e+03,-1.3007e+00,-8.5127e+03,1.2806e-01,8.2085e+00,7.5399e+03,6.3808e+02,-1.2467e+00,-1.9717e+00,1.2998e+00,1.0405e+00,2.3713e+00,3.1317e+01
6.5200e+02,1.0000e+00,3.4406e+01,-8.5001e+03,-8.5083e+03,-1.3027e+00,-8.5083e+03,1.2699e-01,8.0716e+00,7.5021e+03,6.3859e+02,-1.0960e+00,-1.6718e+00,1.7108e+00,1.3343e+00,1.4545e+00,3.0660e+01
6.5300e+02,8.0000e+00,3.4314e+01,-8.4991e+03,-8.5070e+03,-1.3047e+00,-8.5068e+03,1.1997e-01,7.2032e+00,7.4978e+03,6.4228e+02,-1.0671e+00,-1.8636e+00,2.0998e+00,2.4558e+00,1.1971e+00,3.0964e+01
6.5400e+02,2.0000e+00,3.4331e+01,-8.4666e+03,-8.4748e+03,-1.3067e+00,-8.4748e+03,1.2811e-01,8.2144e+00,7.4963e+03,6.4319e+02,-1.0371e+00,-1.5639e+00,2.0551e+00,2.1381e+00,1.9594e+00,3.1919e+01
6.5500e+02,2.0000e+00,3.4347e+01,-8.4253e+03,-8.4335e+03,-1.3087e+00,-8.4335e+03,1.2813e-01,8.2164e+00,7.4643e+03,6.4408e+02,-1.2094e+00,-1.7086e+00,1.4260e+00,1.3875e+00,1.6222e+00,3.0396e+01
