niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.3127e+05,-1.3128e+05,-2.4969e-03,-1.3128e+05,1.2922e-01,6.6871e+00,inf,4.0116e-01,-5.9412e-01,-1.2165e+00,-3.7300e-01,3.1208e+00,4.4124e+00,4.3768e+00,6.9135e+00,2.9787e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.3042e+05,-1.3043e+05,-4.9938e-03,-1.3043e+05,1.2924e-01,6.6896e+00,1.3077e+05,9.9920e-01,-7.4482e-01,-9.2243e-01,2.7129e+00,7.8345e-01,4.7725e+00,5.1255e+00,6.6022e+00,2.8377e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.2927e+05,-1.2928e+05,-7.4906e-03,-1.2928e+05,1.2926e-01,6.6921e+00,1.2992e+05,1.3818e+00,-1.9678e-01,-1.3328e+00,-6.7787e-01,2.6902e+00,4.7355e+00,5.9790e+00,6.6556e+00,2.9847e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.2792e+05,-1.2793e+05,-9.9875e-03,-1.2793e+05,1.2929e-01,6.6946e+00,1.2876e+05,2.0042e+00,3.5482e-01,-8.8113e-01,6.2752e-01,3.0359e-01,3.5213e+00,5.2131e+00,6.6420e+00,2.9094e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.2542e+05,-1.2542e+05,-1.2484e-02,-1.2542e+05,1.2931e-01,6.6971e+00,1.2742e+05,2.5958e+00,-4.3809e-01,-1.9054e+00,9.4952e-01,3.1451e+00,3.9484e+00,2.8861e+00,6.3870e+00,2.8287e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.2508e+05,-1.2508e+05,-1.4981e-02,-1.2508e+05,1.2934e-01,6.6996e+00,1.2491e+05,3.0141e+00,4.9157e-01,-1.1494e+00,2.6799e+00,6.3090e-01,1.5519e+00,3.4310e+00,6.7544e+00,2.9037e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.2483e+05,-1.2484e+05,-1.7478e-02,-1.2484e+05,1.2936e-01,6.7021e+00,1.2457e+05,3.4274e+00,4.7627e-01,-1.0842e+00,1.8405e+00,2.8841e+00,3.0856e+00,2.8515e+00,6.8594e+00,2.8959e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.2132e+05,-1.2133e+05,-1.9975e-02,-1.2133e+05,1.2939e-01,6.7046e+00,1.2433e+05,3.8425e+00,-1.6083e-01,-1.8590e+00,2.3955e+00,2.3099e+00,1.6368e+00,4.6947e+00,6.6680e+00,2.9981e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.2071e+05,-1.2071e+05,-2.2472e-02,-1.2071e+05,1.2941e-01,6.7071e+00,1.2082e+05,4.2579e+00,1.8598e-01,-1.2359e+00,1.9031e+00,2.4250e+00,1.2213e+00,4.3800e+00,6.2139e+00,2.8042e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.2018e+05,-1.2019e+05,-2.4969e-02,-1.2019e+05,1.2943e-01,6.7096e+00,1.2020e+05,4.7888e+00,1.4012e-01,-7.5109e-01,1.4735e+00,2.4416e+00,3.2282e+00,2.2092e+00,6.8919e+00,2.8708e+01
1.1000e+01,2.0000e+00,2.6699e+00,-1.1980e+05,-1.1980e+05,-2.7466e-02,-1.1980e+05,1.2946e-01,6.7121e+00,1.1967e+05,5.5869e+00,4.5366e-01,-8.7605e-01,2.9646e+00,6.1986e-01,4.2137e+00,5.0341e+00,6.7813e+00,2.9147e+01
1.2000e+01,1.0000e+00,2.9056e+00,-1.1838e+05,-1.1838e+05,-2.9963e-02,-1.1838e+05,1.2948e-01,6.7146e+00,1.1929e+05,6.2002e+00,-6.7716e-01,-1.9724e+00,2.6856e+00,7.1103e-01,1.8845e+00,6.0785e+00,6.2470e+00,3.0451e+01
1.3000e+01,1.0000e+00,3.1401e+00,-1.1819e+05,-1.1820e+05,-3.2459e-02,-1.1820e+05,1.2951e-01,6.7171e+00,1.1787e+05,6.6043e+00,-4.1416e-01,-7.7647e-01,3.1283e+00,3.9487e+00,1.2722e+00,2.5824e+00,6.8574e+00,2.9444e+01
1.4000e+01,1.0000e+00,3.3735e+00,-1.1741e+05,-1.1741e+05,-3.4956e-02,-1.1741e+05,1.2953e-01,6.7196e+00,1.1769e+05,6.9866e+00,-8.0872e-01,-1.8307e+00,2.1553e+00,1.2237e+00,4.4826e+00,3.4226e+00,6.4317e+00,3.0365e+01
1.5000e+01,1.0000e+00,3.6058e+00,-1.1653e+05,-1.1654e+05,-3.7453e-02,-1.1654e+05,1.2955e-01,6.7221e+00,1.1690e+05,7.5928e+00,-4.0902e-01,-1.3151e+00,1.9088e+00,2.1697e+00,3.9970e+00,5.4927e+00,6.1987e+00,2.9980e+01
1.6000e+01,1.0000e+00,3.8369e+00,-1.1634e+05,-1.1635e+05,-3.9950e-02,-1.1635e+05,1.2958e-01,6.7246e+00,1.1603e+05,8.2025e+00,3.3783e-01,-7.8447e-01,3.0901e+00,4.0971e+00,3.2409e+00,3.3546e+00,6.6092e+00,2.8507e+01
